date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_vaccinations_per_hundred,reproduction_rate,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,male_smokers,population
2020-12-27,7732.408245024796,9.96663325720926,10.267595051027563,165.360077046655,0.39633203519782423,0.28192174016432336,0.03000000000000016,1.0057209303679822,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000040334216,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2020-12-28,7742.538084221097,10.129839196300624,10.148473599195055,165.77595629824293,0.4159303450796875,0.3181381377024286,0.03000000000000016,1.0097940914411465,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000030250671,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2020-12-29,7752.882360838748,10.344276617652117,10.106245955698826,166.20937510991385,0.43345713178972756,0.35118375841580074,0.03000000000000016,1.013748929925399,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000022688012,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2020-12-30,7763.490972309744,10.608611470996053,10.144412650355259,166.6576454242262,0.4482990544014431,0.3803241471893561,0.03000000000000016,1.0175127317039085,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.9800001701602,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2020-12-31,7774.403119342209,10.912147032464897,10.260040741806536,167.11761997637933,0.4599961072199582,0.4050238149815458,0.03000000000000016,1.0210225578277066,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000012762024,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-01,7785.6402839152,11.237164572991222,10.444058352088597,167.58580709605332,0.4682032859741161,0.4250338599433352,0.03000000000000016,1.0242182758368448,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000009571527,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-02,7797.2009627748075,11.560678859607687,10.68147556755709,168.05845680878878,0.47266183746054896,0.4404576832574374,0.03000000000000016,1.0270620585259866,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000007178655,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-03,7809.05671755623,11.855754781422007,10.951550114581861,168.5316254120217,0.47317769677673105,0.4518002760177393,0.03000000000000016,1.0295282827438772,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000005384,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-04,7821.21097708121,12.154259524980551,11.240869599511074,169.00374491551295,0.47212632364912943,0.46019426001912284,0.03000000000000016,1.0316190627366424,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.9800000403801,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-05,7833.659622597603,12.448645516392187,11.541520331501456,169.47287979200019,0.46913999160562597,0.46564908867950117,0.03000000000000016,1.0333621638915265,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000003028517,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-06,7846.350437698052,12.690815100448651,11.838917236344273,169.93604316656018,0.4631672108987902,0.4681088268522251,0.03000000000000016,1.034807822013669,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000002271397,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-07,7859.199334414468,12.848896716416014,12.115457804439863,170.38994446283246,0.453904173526388,0.46753960333244676,0.03000000000000016,1.0360373467946746,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000001703556,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-08,7872.102522788883,12.903188374416102,12.353262551778526,170.83155013768697,0.4416078327950824,0.4639952002368922,0.03000000000000016,1.0371448491393171,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000001277677,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-09,7884.945638051597,12.843115262712546,12.536230365676188,171.25850423222477,0.42695571299320956,0.45766624503869113,0.03000000000000016,1.0382230518512572,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000958268,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-10,7897.610586004772,12.664947953175345,12.651580014076163,171.66944378502853,0.41094076664536017,0.44891710459349854,0.03000000000000016,1.0393636366583217,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.9800000071871,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-11,7909.989500589563,12.378914584791026,12.683443252315383,172.0692774089074,0.39983453426003873,0.4386664968355576,0.03000000000000016,1.0406437682177248,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000539042,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-12,7922.027080193315,12.037579603751656,12.624518444407855,172.45638598169694,0.38710925557544323,0.4269559165827127,0.03000000000000016,1.0420896458142324,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000404292,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-13,7933.687504715133,11.660424521818282,12.477154185600671,172.82648470282112,0.3700992332135803,0.41360397686819206,0.03000000000000016,1.0437327159379222,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000303229,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-14,7944.958614961701,11.271110246567345,12.25162840584564,173.1742591315117,0.34777481275763233,0.39833161872095707,0.03000000000000016,1.0455909073477547,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000227432,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-15,7955.855047194137,10.896432232436833,11.964857697402993,173.49459221547306,0.3203333720116635,0.3808560185009639,0.03000000000000016,1.0476550421785615,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000170583,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-16,7966.420584038147,10.565536844010895,11.63942931054418,173.78348456238075,0.2888925629453995,0.36096101840061023,0.03000000000000016,1.0499033695460105,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000127948,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-17,7976.729917666631,10.309333628483298,11.302875150328964,174.03874464350525,0.2552602431528119,0.33854994932082005,0.03000000000000016,1.0523014767393413,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.9800000009597,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-18,7986.876106640418,10.146188973786533,10.983887778389917,174.2592459422284,0.22050142024437638,0.312790290044914,0.03000000000000016,1.0548164436889613,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000071988,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-19,7996.879300406957,10.003193766539008,10.693243403281787,174.4429961890568,0.1837503379693199,0.28363699678384735,0.03000000000000016,1.0574054807951647,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000054,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-20,8006.7660848721325,9.886784465175763,10.439854013353404,174.5903596175524,0.14736349685126274,0.2517552201153582,0.03000000000000016,1.059983813246666,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.9800000004051,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-21,8016.567226873245,9.801142001111959,10.229848493208344,174.7039526478769,0.11359308159125896,0.21827326705807668,0.03000000000000016,1.0625345632317043,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000030393,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-22,8026.3159825337425,9.748755660497848,10.065883461050422,174.78856564945025,0.08519481119344421,0.1845973226271064,0.03000000000000016,1.06502244795707,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000022805,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-23,8036.046828529277,9.730845995535002,9.946626396692807,174.85110426294443,0.06389610839508317,0.15227249100071125,0.03000000000000016,1.0674163188378751,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000017113,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
2021-01-24,8045.79451053724,9.747682007963483,9.866367987564868,174.9005453917787,0.05045925000995168,0.12287857639532984,0.03000000000000016,1.0696840878679037,437.00000000000244,0.18000000000000094,5.500000000000031,110.00000000000054,0.020000000000000108,68.98000000012846,39.50000000000021,34.300000000000175,9.000000000000046,20.400000000000105,409989.0000000022
