date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,cardiovasc_death_rate,population
2020-03-11,7.9497575953458615,0.2680776567711871,0.1112313922254522,1.0000000000000038,0.0,0.0,0.14000000000000057,1.0400000000000038,34.000000000000135,33.00000000000013,0.060000000000000234,15.400000000000063,0.4300000000000017,3784.0000000000146,2420.0000000000086,0.09000000000000033,28.935090982071618,31.400000000000123,206.54000000000076,2827382.000000011
2020-03-12,7.939047349709148,0.343915385435534,0.16083595528738304,1.0000000000000042,0.0006140917905623792,0.0,0.14000000000000062,1.0400000000000045,34.00000000000015,33.00000000000014,0.06000000000000026,15.40000000000007,0.4300000000000019,3784.0000000000164,2420.0000000000095,0.09000000000000039,31.575789183404808,31.400000000000137,206.54000000000084,2827382.000000012
2020-03-13,7.9516998626373985,0.42781372071853896,0.21929923537310084,1.0000000000000044,0.0030462184873949706,0.0,0.14000000000000068,1.040000000000005,34.00000000000016,33.000000000000156,0.060000000000000275,15.400000000000073,0.430000000000002,3784.0000000000173,2420.0000000000105,0.09000000000000041,34.48002579188463,31.400000000000148,206.5400000000009,2827382.000000013
2020-03-14,8.00087896937625,0.5151718613210643,0.28518030888276746,1.0000000000000047,0.007245879120879156,0.0006493212669683272,0.1400000000000007,1.0400000000000051,34.00000000000017,33.00000000000016,0.06000000000000029,15.400000000000077,0.4300000000000021,3784.000000000018,2420.000000000011,0.09000000000000044,37.610942744042816,31.400000000000155,206.54000000000096,2827382.000000014
2020-03-15,8.098396783593286,0.5999535566242835,0.35638523166207636,1.0000000000000049,0.013013594861021398,0.002197398190045257,0.14000000000000073,1.0400000000000054,34.00000000000018,33.00000000000017,0.0600000000000003,15.40000000000008,0.43000000000000216,3784.000000000019,2420.0000000000114,0.09000000000000047,40.937821149822746,31.400000000000162,206.540000000001,2827382.000000014
2020-03-16,8.236111744126779,0.6674829438095196,0.4304990077801716,1.000000000000005,0.02003815348254697,0.004973840497737579,0.14000000000000073,1.0400000000000054,34.000000000000185,33.00000000000017,0.06000000000000031,15.400000000000084,0.4300000000000022,3784.00000000002,2420.000000000012,0.09000000000000047,44.38747736850805,31.400000000000166,206.54000000000102,2827382.000000014
2020-03-17,8.421977150047262,0.7378132421169987,0.5068532474317684,1.000000000000005,0.027924542713720253,0.009067484445701404,0.14000000000000073,1.0400000000000054,33.99810924369766,33.00000000000017,0.06000000000000032,15.400000000000084,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,47.87806374713095,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-18,8.672462177338303,0.8136378889245314,0.5846977894846225,1.000000000000005,0.03621490024795996,0.014386586184954829,0.14000000000000073,1.0400000000000054,33.992594537815314,33.00000000000017,0.06000000000000032,15.400000000000084,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,51.31856946516407,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-19,9.006867641407101,0.8947145188265611,0.6632663931800487,1.000000000000005,0.04440422625255055,0.020703966788037445,0.14000000000000073,1.0400000000000054,33.98317408694266,32.99621848739513,0.05998739495798351,15.401764705882439,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,54.61500272912524,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-20,9.443062818967428,0.9785989143300066,0.7418260069083087,1.000000000000005,0.05195216775017578,0.02769087101862996,0.14000000000000073,1.0400000000000054,33.97174546501312,32.98518907563043,0.059950630252101164,15.406407563025295,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,57.704796649300384,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-21,9.994288064451831,1.061195468876143,0.8197137197901534,1.000000000000005,0.058291856905068926,0.03494236140876893,0.14000000000000073,1.0400000000000054,33.962689189257624,32.96256666128008,0.05991303733031707,15.40994788299944,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,60.53961364728566,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-22,10.666756772320792,1.1371700341070121,0.8963644753629786,1.000000000000005,0.06283653973762532,0.04199636381675778,0.14000000000000073,1.0400000000000054,33.96474475231818,32.92994050985797,0.059897770887201364,15.409341972365954,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,63.091116828870945,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-23,11.438949285769377,1.1813519922900217,0.9697058064252737,0.9974789915966438,0.06372404345868127,0.04815887596534801,0.14000000000000073,1.0400000000000054,33.98870885512427,32.8966635271899,0.05992623702125114,15.403279911724391,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,65.35225455765848,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-24,12.319434976608889,1.2270450220132518,1.0395610290271018,0.9926470588235345,0.06417958721585978,0.05325474197724316,0.14000000000000073,1.0400000000000054,34.0457090815501,32.88419771003371,0.060029519394897715,15.386700399210252,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,67.33517992923296,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-25,13.324579464518745,1.285749183445946,1.1070120775233987,0.9874393988364629,0.06519997806541787,0.05731985415584779,0.14000000000000073,1.0400000000000054,34.14590915440761,32.92037194121958,0.060221234568797806,15.362602868897042,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,69.07318197342774,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-26,14.471909065098842,1.362695856556666,1.1739216308639473,0.984761837427284,0.06737121819676874,0.06054677490906435,0.14000000000000073,1.0400000000000054,34.29753787744119,33.03706305416942,0.06052710886131079,15.324238835577134,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,70.60955907218468,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-27,15.775134125908838,1.458414911163462,1.2425747073108584,0.9879249656593461,0.0709712061491927,0.06324395319214096,0.14000000000000073,1.0400000000000054,34.50616084182367,33.267971821978115,0.06094833746369488,15.267894705221979,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,71.99436193503712,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-28,17.240416528497594,1.5699100844715002,1.3154098604766817,1.0002197423440586,0.0760467627243704,0.06580513683980718,0.14000000000000073,1.0400000000000054,34.774134206028435,33.65025165252113,0.061447840040240544,15.204044816893234,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,73.29377759219585,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-29,18.863570314925266,1.6915405142262847,1.3948175763529886,1.024599195898317,0.0824714004207828,0.06868643181537586,0.14000000000000073,1.0400000000000054,35.1001950307334,34.21831252736763,0.06196467770309582,15.139521977246547,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,74.52036971644823,31.40000000000017,206.54000000000104,2827382.000000014
2020-03-30,20.630483166058237,1.818202896981934,1.4860647013339103,1.0621791965358918,0.0887281463078303,0.0724017016895863,0.14000000000000073,1.0400000000000054,35.47915402999904,34.99917395596533,0.06243747078540211,15.09401931098923,0.43000000000000227,3784.00000000002,2420.0000000000123,0.09000000000000047,75.68325886458257,31.40000000000017,206.54000000000104,2827382.000000014
