date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests,positive_rate,tests_per_case,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,female_smokers,male_smokers,hospital_beds_per_thousand,population,excess_mortality_cumulative,excess_mortality
2020-03-21,12578.477049791942,1060.9876598688866,931.9409904979198,712.0931653055626,91.99623252987303,68.69204114465339,0.0,1.426142322424656,10418.000000000055,0.18000000000000094,5.500000000000031,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,50.40671729452474,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,3.7004664491444297,45.40699563672611
2020-03-22,13697.650886891492,1122.9508450955905,972.1566286200477,810.9923852913906,99.0079048434295,76.10796411640874,0.0,1.4177807883601876,10418.000000000055,0.18000000000000094,5.500000000000031,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,51.23087475175981,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,4.038663185274619,46.492187257602836
2020-03-23,14866.500156118871,1171.6820252244095,1015.9549405988447,915.4634227759137,104.5525511277242,83.40047017845085,0.0,1.416072178212612,10418.000000000055,0.18000000000000094,5.500000000000031,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,52.0123516035743,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,4.378184040539683,46.942199913144016
2020-03-24,16090.65063421911,1226.2750450980116,1064.2634446217273,1025.4113195059836,110.00903196247077,90.48543181935865,0.0,1.4188573010802754,10418.000000000055,0.18000000000000094,5.500000000000031,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,52.751528893372466,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,4.711969316765468,46.75635410883536
2020-03-25,17383.477923951366,1294.4207149805889,1118.1755395102534,1140.6359783172725,115.27051023558953,97.24767518966459,0.0,1.4244955937804735,10418.000000000055,0.18000000000000094,5.500000000000031,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.44884188657758,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,5.032762817290611,45.949959828556125
2020-03-26,18760.88202085625,1378.5991658411322,1178.682722344392,1260.7800703572198,120.1784806081726,103.56843464047097,0.0,1.4314733436870055,10418.000000000055,0.18000000000000094,5.500000000000031,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,54.10686250737024,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,5.333999576260977,44.56228979938834
2020-03-27,20237.368238331295,1477.3825191772316,1246.4737516807265,1385.2899655022418,124.53568657119106,109.34594362741223,0.0,1.4380516787413389,10418.000000000055,0.18000000000000094,5.500000000000031,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,54.71811391349479,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,5.6104608051064435,42.658885047389674
2020-03-28,21823.107901437583,1586.4118893829263,1321.7840199661061,1513.3864301706399,128.11580823802504,114.51087788862658,0.0,1.442312353109012,10417.045798319383,0.18000000000000094,5.500000000000031,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,55.275788570221366,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,5.858754251904457,40.329609671589026
2020-03-29,23521.733867254698,1699.1301355245926,1404.2825828478851,1644.0426506822814,130.67072818886157,119.03793782823483,0.0,1.4423717890722267,10417.788340336188,0.18000000000000094,5.500000000000031,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,55.785278402456015,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,6.077663620408636,37.683517531649144
2020-03-30,25329.33254329821,1807.9768033241198,1495.3222378792905,1776.0383390136533,132.00656908928696,122.96281681655447,0.0,1.436477452017488,10417.531526745368,0.18000000000000094,5.500000000000031,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,56.243072408823345,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,6.268399783826202,34.84132787077956
2020-03-31,27251.372516717398,1922.3235688796476,1594.8630038781193,1909.0242132130552,132.99403476783806,126.24855378888662,0.0,1.4233362725942427,10415.601941762336,0.18001260504201777,5.499495798319359,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,56.6415260260746,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,6.434843170587364,31.940207279943134
2020-04-01,29288.48124597378,2037.3214258517237,1701.07057934686,2042.690962107597,133.67286932086904,128.87907791438656,0.0,1.40226303185357,10412.694453520646,0.18004936974790015,5.498151260504232,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,56.972438152393785,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,6.581893343865364,29.125839502805288
2020-04-02,31435.725478759636,2147.4037552323643,1810.9589383886223,2176.7699184132803,134.08354662542894,130.86670743385088,0.0,1.373155095480354,10410.372795538042,0.18011217275371783,5.495880736910179,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,57.22973391487719,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,6.714985318638713,26.536607903029747
2020-04-03,33682.07156543695,2246.465728512189,1920.8722776440877,2311.033563567559,134.26708789408804,132.25777378805805,0.0,1.3363765026057424,10411.647308353611,0.18017575852456463,5.4934716386554925,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,57.411476745143105,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,6.8396129847311915,24.29104250036311
2020-04-04,36009.98069411655,2327.998860055768,2026.8464764942196,2445.29590635376,134.26492484105748,133.13683971402367,0.0,1.2929215172258015,10420.757259976708,0.18019936899038558,5.49229345103429,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,57.512229084390704,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,6.960857859335181,22.477715433310955
2020-04-05,38395.105316967565,2385.191921383135,2124.880192212297,2579.4127668693964,134.11879705677907,133.62986281719213,0.0,1.2443905561481827,10438.1507342521,0.1801480723148644,5.493685182005525,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,57.530537197908494,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,7.082921836647484,21.146972741757644
2020-04-06,40818.03121784856,2422.976374780083,2212.755950235503,2713.6109810990456,134.19966663550628,133.94347581360535,0.0,1.1928916566069367,10461.638971826775,0.1799856502283916,5.499425166400725,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,57.46872125654392,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,7.208662935339534,20.304043389543857
2020-04-07,43269.96263445954,2451.9692720352923,2288.4336541763078,2847.778436212136,134.16854441748316,134.11148242581504,0.0,1.1407015478850682,10490.229966857598,0.1796582745168014,5.511556592964739,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,57.3268305351682,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,7.339484434859543,19.907882897684743
2020-04-08,45735.98664940646,2466.0524065151603,2349.6914985507865,2981.612640992332,133.8350217584907,134.13480348064138,0.0,1.0898821725492258,10521.53042601587,0.17910698966264976,5.532098278595573,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,57.109085086250175,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,7.476362679732257,19.899207652993937
2020-04-09,48198.219802827385,2462.2544470971043,2394.6781365181355,3114.719548617557,133.10752035894578,133.99549110434032,0.0,1.042110078022134,10556.053249376171,0.1782896798681899,5.563026520840676,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,56.82403052444854,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,7.619718680775287,20.204450873183475
2020-04-10,50638.16805186205,2439.9642192918036,2422.3268056853085,3246.6876737450084,131.96858467774217,133.6672393689794,0.0,0.9985080594862203,10595.31825528252,0.17717443507890607,5.605834855077832,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,56.48465411505593,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,7.769375145035259,20.741140006397472
2020-04-11,53038.496740254086,2400.340666084887,2432.665922460494,3377.143680324922,130.4563512426313,133.12326727721955,0.0,0.9596565779049056,10641.505336581491,0.17572358649017528,5.662100769621246,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,56.1084718403321,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,7.92457757726385,21.424340206571156
2020-04-12,55384.35807555264,2345.870318568193,2427.052027818225,3505.7940724608916,128.65065063300793,132.34223100090128,0.0,0.9257398477790358,10693.294694097414,0.17390645845198852,5.733603696155827,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,55.707093699253676,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,8.08406343504874,22.173897365658846
2020-04-13,57671.73043449262,2287.379096392211,2407.6836394803495,3632.8169667567927,127.02308816867985,131.31717066502648,0.0,0.8966854611413239,10746.913996224876,0.17172153743950874,5.821886676447842,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,55.28755152848041,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,8.246167324185727,22.922280813513723
2020-04-14,59891.59976510679,2219.8743837033403,2374.5292564363804,3757.996031467083,125.17921011487462,130.0331902159646,0.0,0.8722872050996915,10802.229954182247,0.16916477945325817,5.928147392597687,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,54.86244871423368,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,8.408863188217339,23.616762323128217
2020-04-15,62034.32915479334,2142.7331795034293,2328.3423513447415,3880.9780837166727,122.98216130302748,128.48303325667302,0.0,0.8521388039540523,10858.929209872857,0.16622894981295613,6.054155146904641,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,54.44707247620539,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,8.569887187081385,24.207011787595068
2020-04-16,64092.29062821533,2057.9643157846526,2270.5878081110154,4001.395699180529,120.41769725393527,126.67048341050753,0.0,0.8357800887444673,10916.51446827516,0.1629125009828589,6.20132741383072,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,54.05722808048961,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,8.726928156956172,24.649712622208945
2020-04-17,66061.83899572527,1969.5504992819306,2203.3867500716287,4118.959169343387,117.56353150541605,124.61291459407991,0.0,0.8227376198873755,10973.41754157484,0.1592356039207255,6.370397628892766,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.707614499281306,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,8.877803930072854,24.911842320567544
2020-04-18,67944.7922396835,1882.954842787242,2129.475161131617,4233.525469444521,114.56634610805378,122.34320372190139,0.0,0.8125367313990493,11022.41049511672,0.15525055555851458,6.559902294067774,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.410606155650456,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.020627049503126,24.9729518761723
2020-04-19,69749.54180419713,1804.7507636353594,2052.172851617946,4345.149984436339,111.62454949700687,119.91116523486511,0.0,0.8047257547548471,11060.866107709027,0.1510243743288732,6.767253805230866,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.17533923212253,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.153962530178426,24.826694353153822
2020-04-20,71496.57312755001,1747.032222694201,1974.9807709047998,4454.337068159193,109.1871096017469,117.3633748957676,0.0,0.7988166172943201,11084.940272443066,0.14663673582099251,6.989435182623872,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.010517998752604,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.276979654582766,24.481790318840837
2020-04-21,73185.84477778932,1689.2723247452811,1899.1806759484793,4560.982633052175,106.64558430215064,114.71585631726865,0.0,0.7943469490728743,11093.807472162523,0.14216468825876333,7.223574447730682,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,52.91890142731275,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.389518262037836,23.962495292459682
2020-04-22,74815.43241979976,1629.588147889926,1825.8743304907734,4664.928619908724,103.9460014134263,111.99648047324575,0.0,0.7910147366915345,11090.753756459766,0.13768169331107333,7.466614255319677,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,52.89673133874579,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.491631724508814,23.299685464173493
2020-04-23,76383.54204271031,1568.1100023201611,1755.895135553926,4766.049858596708,101.12124960564194,109.23985776928481,0.0,0.7887948275671329,11079.312360008058,0.13326741090121078,7.715807491748334,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,52.93446317762115,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.58357338706525,22.528080193799184
2020-04-24,77890.01988044914,1506.4781222960373,1689.741852311859,4864.3192135984755,98.2693631900105,106.4835070955481,0.0,0.7879492234549241,11059.858505084705,0.12898869650816422,7.967558592308354,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.01731409297676,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.665764466377075,21.683365413610566
2020-04-25,79337.48485215986,1447.4651851286233,1627.5288942435923,4959.856443165897,95.53723570860366,103.76498261642527,0.0,0.7889646648439415,11033.938739834875,0.12489472212255835,8.218199648820807,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.12567399895049,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.738748042736924,20.79924270920601
2020-04-26,80732.17789251368,1394.6932004172513,1568.9490462483068,5052.964843686647,93.1084051266371,101.11971886277158,0.0,0.7923930202877729,11003.725451126978,0.12104741521829254,8.463657816770757,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.23890546689232,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.803132622227238,19.904422658924567
2020-04-27,82082.94516793094,1350.7673954648471,1512.3395544018106,5144.393186740429,91.42834650819708,98.58265404688488,0.0,0.7987424058105302,10979.422815990154,0.11749435262251076,8.699351313450737,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.34889694115186,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.85952787649591,19.019576367173407
2020-04-28,83390.75625797806,1307.8111800827999,1457.844847120041,5234.160743319712,89.76755917009427,96.17141732895823,0.0,0.8083295903953908,10968.136682128377,0.1142594199290681,8.921316975715087,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.44732655201781,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.908496124381827,18.155698020139518
2020-04-29,84658.40597822834,1267.6497877770335,1406.1390925152105,5322.157370676605,87.99662930000133,93.8928593768093,0.0,0.8213048851042366,10975.313468286668,0.11137152034434486,9.124814493260148,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.526609975422616,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.950631004543194,17.321430731837506
2020-04-30,85890.44704992865,1232.0411223453816,1358.1289735557698,5408.2330732563305,86.0757040370567,91.74343768063554,0.0,0.8376208745586247,11004.223551979938,0.10886251226860139,9.305097618490699,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.58061132772089,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,9.986518825482392,16.522622707203016
2020-05-01,87093.13960224946,1202.69259030461,1314.730769436383,5492.26517339733,84.03210123399819,89.70950553908051,0.0,0.8570925143546517,11055.392082213799,0.10675467347100515,9.457690376117553,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.60517633677329,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,10.01670195963263,15.762169588348538
2020-05-02,88274.4132989723,1181.2737252106826,1276.703166605408,5574.208689356345,81.94351677876313,87.76752879878367,0.0,0.8793064575177676,11130.60949475668,0.10506390426291787,9.579785235223278,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.598532220259415,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,10.041643770490946,15.040071438190962
2020-05-03,89443.83893350538,1169.4256558989637,1244.5218670355052,5654.134118827221,79.92543008568848,85.88424840904261,0.0,0.9037852730025805,11235.07251106968,0.10379000964515234,9.670373832687673,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.56859599777382,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,10.061694689535969,14.353650702108009
2020-05-04,90606.23905791844,1162.4001404374758,1217.6120696366822,5732.454936243888,78.32081787777648,84.01177292604517,0.0,0.9299873064002884,11370.757162875645,0.10290892610910679,9.729717995718095,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.518598582040845,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,10.077059155484246,13.697890903116251
2020-05-05,91765.74348219139,1159.504436291263,1196.4252406567311,5809.118545427915,76.663609529858,82.13983470423017,0.0,0.9573518243380328,11537.494100340333,0.1024026060233299,9.759281063045858,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.443201198974144,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,10.087664160684673,13.063415106878251
2020-05-06,92929.62183271672,1163.8783595390694,1181.6006447782643,5883.990153414836,74.8716082462947,80.26490236947848,0.0,0.9853983220350387,11732.707878638157,0.10224458541601081,9.760978250419507,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.335475559864165,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,10.09339356330602,12.439786443280875
2020-05-07,94106.47015605027,1176.8483300938642,1173.715905206195,5956.928911118019,72.938757897714,78.38826727484651,0.0,1.013700971649099,11947.205197924983,0.10241388508657193,9.736439893373792,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,53.188647393880096,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,10.094172862016881,11.817778584884717
2020-05-08,95304.85087172432,1198.3807207442849,1173.0999237333485,6027.845018826564,70.91610785444266,76.5146083423664,0.0,1.041826148904893,12174.368830570453,0.10289444742837447,9.687426881892025,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,52.99740409744634,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,10.090022849947895,11.190949323278936
2020-05-09,96532.27273685738,1227.4218689357203,1179.6925707896705,6096.742555328723,68.89753661158191,74.6509156943961,0.0,1.0692917189831315,12406.000556347379,0.1036889351187923,9.615255035368612,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,52.75887547127488,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,10.08108992811566,10.55669146886516
2020-05-10,97794.4258196115,1262.153085606123,1192.9394529791323,6163.75159975447,67.00904450781385,72.80568337713201,0.0,1.0955190478023147,12639.279214933467,0.1047949818820808,9.520917682473467,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,52.46987767650083,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,10.067658913442932,9.916891743213199
2020-05-11,99087.85520827695,1293.429390804465,1211.6580685643444,6229.166188503645,65.41458881072472,70.9618207099661,0.0,1.1198079994910395,12870.868040805806,0.10618899659255623,9.406103581829257,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,52.12555822505507,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,10.05015271772604,9.278295665845592
2020-05-12,100416.84239198678,1328.9871853140812,1235.8700861679272,6292.973607117885,63.80741866040303,69.12501711618508,0.0,1.1414983719518301,13099.46363564639,0.10786395171073926,9.272843685079131,0.1100000000000006,0.06000000000000032,3000.000000000016,0.0,51.7280308213447,32.40000000000016,19082.620000000097,0.200000000000001,270.3100000000014,0.800000000000004,21.100000000000115,1.500000000000008,88550568.00000046,10.029145589176434,8.655122525079097
