date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,population
2020-03-11,4187.840845917542,687.5249891697932,477.7585262801529,141.96155588181097,24.812745835871482,15.472064693028141,0.0,0.010000000000000038,13200.000000000051,13200.000000000051,0.0,3432097300.0000124
2020-03-12,4839.442076653567,740.3826703131638,533.2467611918617,168.81065074954148,29.414322618940666,18.384701384628755,0.0,0.010000000000000044,13200.000000000056,13200.000000000056,0.0,3432097300.0000143
2020-03-13,5574.344227173444,799.2058941375892,591.7230755803873,202.1962071959639,35.237002468407255,21.913876393998436,0.0,0.010000000000000047,13200.00000000006,13200.00000000006,0.0,3432097300.0000153
2020-03-14,6390.134414723986,859.5559881532904,652.1951008029387,242.94591105308203,42.00782618873281,26.09213806472965,0.0,0.010000000000000049,13200.000000000064,13200.000000000064,0.0,3432097300.000016
2020-03-15,7277.061218282823,915.8999258273158,713.267878769626,291.411695733251,49.299227754025466,30.906062824565396,0.0,0.01000000000000005,13200.000000000065,13200.000000000065,0.0,3432097300.000017
2020-03-16,8201.733890441286,946.4025138598224,771.7677896525279,346.52061730737273,55.73400387951403,36.32646793290376,0.0,0.010000000000000052,13200.000000000067,13200.000000000067,0.0,3432097300.0000176
2020-03-17,9164.077017701698,978.6405085364325,827.2604156072059,408.7663679579059,62.71456237957746,42.36824768529522,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-18,10173.830904840612,1021.9769230959264,880.4767645172999,478.89437842479754,70.47961926367482,49.00045661077178,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-19,11245.378511532872,1080.7148836600202,932.8962574539105,557.5904993971383,78.95982756992821,56.1528518310589,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-20,12393.865654819681,1155.3626010126318,986.4339692701371,645.2475125569047,87.85479310795698,63.72079982998467,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-21,13632.291160959645,1243.5820994343305,1043.2060590469807,741.7900138617651,96.69083626600346,71.56895653053647,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-22,14969.324479317045,1340.9007633281742,1105.3538429277712,846.5430760071852,104.86431336627717,79.53402735265362,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-23,16381.539901181413,1415.1160055924483,1173.3878865591141,957.4669385503164,111.00730095877398,87.45061036581552,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-24,17877.89909201408,1498.5346286287277,1248.4646238721496,1074.6382452831335,117.23388554454934,95.25439184029588,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-25,19480.574254369352,1604.3067407023177,1332.2591178717937,1198.4244338007493,123.83312262641478,102.8878176358782,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-26,21216.313399245053,1736.962828635985,1426.4621228253084,1329.2187293583213,130.82949613917134,110.3064139702831,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-27,23109.96429959543,1894.5686631705926,1532.4028809037286,1467.241390263734,138.0490613416121,117.48352799548887,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-28,25179.617455465846,2070.3414779855757,1650.766219662932,1612.3906419221084,145.1690519855241,124.41388322997173,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-29,27432.963317843773,2253.862103964299,1781.380375154442,1764.1308773691862,151.75508569244002,131.11624613288626,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-30,29852.434156126903,2419.858019472905,1925.0582794265974,1920.817631200778,156.69789151561338,137.6462285557089,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-03-31,32448.74562355936,2596.6018533247866,2082.0325508757046,2082.5006506791906,161.6913727414291,143.9993511194322,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-01,35233.460074166025,2784.9322400259152,2250.774030965444,2249.5058693927194,167.01148366079087,150.16920887932875,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-02,38213.8703949911,2980.5736628895124,2428.4933128168477,2422.2050807775754,172.70391009530255,156.15238548949034,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-03,41389.16288027701,3175.4149918342373,2611.5168876507787,2600.843193259333,178.6416365145929,161.9521388262324,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-04,44747.539387098586,3358.4683867328263,2795.569254619795,2785.4086716090164,184.56812137430956,167.58116520564744,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-05,48264.05895208873,3516.588474923575,2975.984503182046,2975.536367960161,190.12967861961414,173.0636725467698,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-06,51896.94925608344,3632.9419864447877,3149.301621730431,3170.448510617831,194.91362935902245,178.52336801705889,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-07,55641.95753029797,3745.047036052084,3313.3798609326054,3370.1791269840637,199.73173139224707,183.9579240412366,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-08,59495.021702991835,3853.0932440720358,3465.985352389828,3574.6302728398637,204.45198212531037,189.30672615956382,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-09,63450.40275106428,3955.402851606069,3605.255034815971,3783.5310110293867,208.901365391656,194.47791081230406,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-10,67499.28396375082,4048.8975653367493,3730.0445986717773,3996.406645473081,212.8761048452937,199.36864367807124,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-11,71628.72039039564,4129.448691132497,3840.189444640555,4212.555646677539,216.14935400565776,203.88032842759054,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-12,75820.85092628101,4192.139734251124,3936.700402484947,4431.03234586789,218.47696379125074,207.93001328901903,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-13,80040.19645262943,4219.352425122738,4020.476066407996,4650.800342141714,219.7681947244985,211.48074008958292,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-14,84282.23344160538,4242.042163056668,4091.4774311893257,4871.535744647664,220.73555134395596,214.48136647636656,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-15,88551.7109732533,4269.481412208474,4150.962990166403,5092.880977845807,221.34534482664859,216.89478972476067,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-16,92858.51454862143,4306.806485788553,4201.16463855241,5314.476311923472,221.595417799043,218.70831207379058,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-17,97214.56394960456,4356.051583798435,4245.044600924656,5535.983510607125,221.50726147468657,219.94141472761214,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-18,101631.48663382608,4416.9243213329955,4286.113126840881,5757.103567021286,221.12010350743734,220.6515883566338,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-19,106118.8727807996,4487.387374807122,4328.291762551481,5977.590005582715,220.48647388138633,220.93870597335803,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-20,110667.72455974336,4548.852699818987,4375.3635022626795,6197.1265054798705,219.5365263871228,220.9056219169936,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-21,115285.28868483679,4617.564815749832,4429.009769715762,6415.582920480307,218.4564348679119,220.58000845455223,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-22,119985.41874375059,4700.13057690611,4490.531181844035,6632.986964115896,217.40405853619603,220.01690630859386,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-23,124783.41669194371,4797.998336687346,4560.701499666808,6849.489108025524,216.50215508508202,219.28920477992662,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-24,129692.1639733859,4908.747572812867,4639.6580914598735,7065.336255712107,215.8471560681751,218.48050183963176,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-25,134719.21986109973,5027.056106241849,4726.819780133374,7280.851997860368,215.5157484344542,217.67974919808222,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-26,139864.6452125671,5145.425515363359,4820.825228765196,7496.421803825151,215.56981067942854,216.97723610670675,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-27,145085.6404543512,5220.995364706108,4916.8456205073235,7711.8466211300265,215.42482084085808,216.38972846981704,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-28,150389.34797166215,5303.7076095024395,5014.866047636479,7927.331701464856,215.4850829868171,215.96514460704955,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-29,155801.9772521793,5412.629349660774,5116.651630265183,8143.453494909256,216.12179543339045,215.7818780092629,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-04-30,161357.7596682879,5555.782467966339,5224.906559156554,8360.96843404556,217.51494062804898,215.92649528781368,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-01,167090.66456375658,5732.9049343619645,5342.643377835426,8580.669522043556,219.70108911680305,216.47700963651346,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-02,173028.1863187453,5937.521784158684,5472.709944171665,8803.278773724018,222.60925251956772,217.49033592809644,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-03,179186.68464856152,6158.498351693683,5617.434651567672,9029.366546356376,226.08777326168646,218.9928820365704,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-04,185525.75117226498,6339.066540111577,5777.159084344798,9258.84607977376,229.4795338893809,221.00068140460976,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-05,192063.27499846212,6537.5238385032135,5953.418481810644,9492.114731129624,233.26865170986082,223.5411765350349,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-06,198835.89960695937,6772.624617726806,6147.703410485336,9729.662098767401,237.54736790327507,226.60196045557518,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-07,205884.60752681,7048.707926772815,6360.978320792259,9971.90846806393,242.2463694956532,230.13501348971016,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-08,213243.90884484927,7359.301323230883,6593.320464576105,10219.083645812023,247.17517789743516,234.0598808348007,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-09,220933.73258709558,7689.823746140046,6843.6490832413965,10471.136086007384,252.05244030736893,238.2660557456872,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-10,228953.34525480168,8019.6126706263785,7109.522298856397,10727.664734188811,256.52864826543333,242.61476692238793,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-11,237225.06115506415,8271.715902452666,7385.614778279349,10987.439339264767,259.77460513895903,246.94266358868853,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-12,245764.75179713237,8539.690643710877,7671.638297187222,11250.501126943744,263.06178772623,251.1988705098749,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-13,254612.69250007978,8847.940704179422,7968.111704306071,11517.09764546639,266.59651855808596,255.34880672856036,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-14,263815.4271804901,9202.734681334321,8275.829503827497,11787.519194022241,270.4215485824304,259.3738983560522,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-15,273412.16694322194,9596.739763424801,8595.463292220993,12061.976144062271,274.4569500599647,263.271363165876,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-16,283424.5890244822,10012.422081779992,8927.262835843198,12340.506930283309,278.5307862359888,267.05404903891935,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-17,293849.1859991313,10424.596975038952,9270.831879144855,12622.909043866348,282.4021135942512,270.75031279728944,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-18,304591.4470138932,10742.261015054279,9623.766845363827,12907.659966480904,284.75092262296744,274.3183915145803,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-19,315669.37887709786,11077.931863423886,9986.37278786904,13194.891387271815,287.2314207972195,277.77120572384774,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-20,327128.90346939466,11459.524592461274,10359.4563619102,13485.344041423501,290.4526541564154,281.1792118235908,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-21,339022.54445725016,11893.640987978812,10743.871813934282,13780.028797066352,294.68475564640056,284.6453523066075,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
2020-05-22,351393.44232807064,12370.897870913022,11140.1804735729,14079.972470456541,299.94367339284867,288.2862684316367,0.0,0.010000000000000054,13200.00000000007,13200.00000000007,0.0,3432097300.000018
