date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,life_expectancy,cardiovasc_death_rate,population
2020-03-11,1.0000000000000038,0.0,0.0,2.0000000000000075,0.0,20.68000000000008,41.350000000000165,73.74000000000028,283.7500000000011,44295.000000000175
2020-03-12,1.0000000000000042,0.0,0.0,2.0000000000000084,0.0,20.680000000000092,41.35000000000018,73.74000000000031,283.7500000000012,44295.00000000019
2020-03-13,1.0000000000000044,0.0,0.0,2.000000000000009,0.0,20.6800000000001,41.35000000000019,73.74000000000034,283.7500000000013,44295.000000000204
2020-03-14,1.0000000000000047,0.0,0.0,2.0000000000000093,0.0,20.680000000000103,41.35000000000021,73.74000000000035,283.75000000000136,44295.00000000022
2020-03-15,1.0000000000000049,0.0,0.0,2.0000000000000098,0.0,20.680000000000106,41.350000000000215,73.74000000000036,283.7500000000014,44295.00000000022
2020-03-16,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.68000000000011,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-17,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-18,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-19,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-20,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-21,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-22,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-23,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-24,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-25,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-26,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-27,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-28,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-29,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-30,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-03-31,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-01,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-02,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-03,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-04,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-05,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-06,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-07,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-08,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-09,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-10,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-11,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-12,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-13,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-14,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-15,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-16,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-17,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-18,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-19,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-20,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-21,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-22,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-23,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-24,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-25,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-26,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-27,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-28,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-29,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-04-30,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-05-01,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-05-02,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-05-03,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
2020-05-04,1.000000000000005,0.0,0.0,2.00000000000001,0.0,20.680000000000113,41.35000000000022,73.74000000000038,283.7500000000015,44295.00000000022
