date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,total_deaths_per_million,reproduction_rate,hosp_patients,new_tests,new_tests_smoothed,positive_rate,tests_per_case,total_boosters_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,life_expectancy,population
2021-08-23,3287.5561709861613,8.817992562903887,8.192721625860019,58.99999999806194,8.586258795959658e-10,2.155395620534627e-09,60098.337057456905,1499.8999999507341,1.2590676092499231,2.6962112750443805,142.97237063449498,137.18384809504553,0.06873543412967607,16.791045865684175,0.010000000000000054,284.5995326540232,168.49807830783368,0.25679064918424876,31.163137265006473,82.49000000000044,39355.000000000204
2021-08-24,3296.289073940983,8.732902954821753,8.443397554236656,58.99999999854654,6.439694096969743e-10,1.6165467154009701e-09,60244.3471854651,1499.8999999630528,1.235063796788769,2.8203000206013247,146.01012800819208,139.00382013721844,0.06750955879053445,17.07146474832586,0.010000000000000054,279.7824603071521,165.33500023055228,0.2690341633587752,30.59461426097209,82.49000000000044,39355.000000000204
2021-08-25,3304.8926619521867,8.603588011203591,8.596514875438332,58.999999998909985,4.829770572727308e-10,1.2124100365507277e-09,60393.694374231425,1499.8999999722919,1.2119182419031491,2.9214036407472705,149.3471887663253,141.1712878566309,0.06577405661714139,17.56332706803175,0.010000000000000054,272.78139920580077,160.92726827246193,0.278068770547524,30.117667224494458,82.49000000000044,39355.000000000204
2021-08-26,3313.3373212863817,8.44465933419456,8.656286124258141,58.99999999918258,3.622327929545481e-10,9.093075274130458e-10,60546.72903859221,1499.8999999792209,1.190003484271578,2.9936868611357648,153.0346643607817,143.71162684916376,0.06368720051069064,18.194820769672837,0.010000000000000054,263.5938871548357,155.41959470790192,0.2833944996947417,29.733609177259055,82.49000000000044,39355.000000000204
2021-08-27,3321.60989141728,8.272570130898032,8.633868439347463,58.999999999387015,2.716745947159111e-10,6.819806455597844e-10,60703.45211184664,1499.8999999844177,1.1695413979483522,3.033258035315306,156.7230732544262,146.58095672381552,0.06142700348579763,18.89604123982738,0.010000000000000054,252.2253415673768,148.9469681705517,0.284704730621089,29.43930804648667,82.49000000000044,39355.000000000204
2021-08-28,3329.7150462294157,8.105154812136043,8.547175569976025,58.99999999954035,2.037559460369333e-10,5.114854841698383e-10,60863.867041221834,1499.8999999883154,1.150636656088932,3.037230749067824,160.41492937520903,149.7405171550144,0.05913844912372128,19.608658273115555,0.010000000000000054,238.75348419751091,141.6478796508616,0.28211128875444025,29.226651202932267,82.49000000000044,39355.000000000204
2021-08-29,3337.676329920935,7.9612836915196254,8.420736881101938,58.999999999655344,1.5281695952769998e-10,3.8361411312737875e-10,61028.080646139475,1499.8999999912385,1.1332656303989566,3.0053794289631215,164.21360491763843,153.14556239761203,0.05695160671997267,20.28254897309785,0.010000000000000054,223.66575494331303,133.62357942140426,0.2756621672768842,29.082143864384115,82.49000000000044,39355.000000000204
2021-08-30,3345.5180263676616,7.841696446726349,8.28126807776247,58.99873949553991,1.1461271964577498e-10,2.8771058484553405e-10,61196.129990099194,1499.8679579766242,1.117331737343498,2.940120544573024,168.04934395972228,156.73048724746587,0.05499360161399379,20.87026176214404,0.010000000000000054,207.61808717741144,124.91626245874886,0.2652921975326473,28.986607898288128,82.49000000000044,39355.000000000204
2021-08-31,3353.2433193879033,7.725293020241928,8.137275072542936,58.996323529218046,8.595953973433124e-11,2.1578293863415055e-10,61367.91305495328,1499.8065441127223,1.102676081611374,2.846498510131991,171.78306485408416,160.41712852545098,0.05332406352465184,21.355378933114203,0.010000000000000054,191.37644515035032,115.64558404509603,0.2512029878392078,28.914955923716136,82.49000000000044,39355.000000000204
2021-09-01,3360.870110743259,7.626791355355987,7.997633259804756,58.99371969927302,6.446965480074842e-11,1.618372039756129e-10,61543.2216690431,1499.74035475552,1.0890557037424686,2.730914606580897,175.30861408982,164.1321902854912,0.05197074641530536,21.725787593500844,0.010000000000000054,175.76019885491363,106.03814730984023,0.23397286143532078,28.86121694278714,82.49000000000044,39355.000000000204
2021-09-02,3368.426371034178,7.556260290919068,7.8705723915245525,58.992380918604816,0.0006140918389146203,1.2137790298170968e-10,61721.90371138164,1499.7063229509342,1.076206774574791,2.5975395425245575,178.68204233853527,167.80185764624534,0.05093151811787857,21.97191664858397,0.010000000000000054,161.70851564163172,96.35411145199888,0.2144203377377707,28.798727833140816,82.49000000000044,39355.000000000204
2021-09-03,3375.9466528716302,7.5202818374524005,7.762915234173482,58.99396248274813,0.003046218523659151,9.103342723628226e-11,61903.43520111874,1499.7465263114577,1.0638501358761496,2.4526526099207855,181.531489737095,171.34951863869202,0.05018958881465334,22.109147570471624,0.010000000000000054,150.32203799172814,86.9614303892578,0.19347556358128554,28.725978647964894,82.49000000000044,39355.000000000204
2021-09-04,3383.469475755861,7.522822884230228,7.679506561376727,59.00010987111095,0.007245879148077292,0.0006493213352433976,62087.27517265556,1499.9027929236408,1.0517014351327116,2.3024823469040694,183.83997153682282,174.69672204301412,0.049678229102909914,22.16771071017437,0.010000000000000054,141.8826241628331,78.3215252806312,0.172029911212144,28.657480107499243,82.49000000000044,39355.000000000204
2021-09-05,3391.0353647354523,7.5658889795915565,7.6227848984081215,59.01229959790343,0.013013594881420001,0.00219739824125156,62273.2286160787,1500.2126557787055,1.0395192890192184,2.1527451904732495,185.95344342314098,177.80003022004365,0.04931636413487481,22.207722269864163,0.010000000000000054,136.16769964550357,70.89731719899964,0.15138345474071768,28.616914217663904,82.49000000000044,39355.000000000204
2021-09-06,3398.72571553608,7.690350800627745,7.600919313754389,59.03171985033457,0.020038153497845924,0.004973840536142306,62461.21549890461,1500.7063185955053,1.0271199127889787,2.008611898672651,187.986882825921,180.64229803672012,0.04898743470425895,22.289419692055553,0.010000000000000054,133.00183323445106,65.14326908864864,0.13280407457202187,28.631997234030127,82.49000000000044,39355.000000000204
2021-09-07,3406.555404945536,7.829689409455954,7.615585089711407,59.059180967259735,0.02792454272519447,0.009067484474504948,62651.167328768075,1501.404380187743,1.014377588114683,1.8737342956916268,189.9518298634617,183.23005901558173,0.04861032392735394,22.474149449067554,0.010000000000000054,132.35633883447883,61.48279118300238,0.11746246122959826,28.730626884798653,82.49000000000044,39355.000000000204
2021-09-08,3414.5035123387624,7.948107393226431,7.661243277529202,59.095048298166276,0.036214900256565624,0.014386586206557486,62843.09193161171,1502.3161277393874,1.001225013969013,1.7518208682888685,191.92460284362113,185.59655848275963,0.048097529629419856,22.823590431984925,0.010000000000000054,134.26292316270482,60.23067774407151,0.10621400817171399,28.93799278803342,82.49000000000044,39355.000000000204
2021-09-09,3422.5250162838115,8.021503945049119,7.727474313350532,59.13919184741277,0.044404226259004795,0.020703966804239436,63036.90713552205,1503.438256761233,0.9876645587960888,1.644925767570887,193.81520391035025,187.7518144664656,0.04738633403525177,23.374323399295776,0.010000000000000054,138.8952208141749,61.592142115422824,0.0995583729678289,29.274409264586836,82.49000000000044,39355.000000000204
2021-09-10,3430.5595669963154,8.034550712503723,7.800728230164816,59.19094850740839,0.051952167755016466,0.027690871030781453,63232.398806715966,1504.753911058322,0.9737629633763181,1.553377583596719,195.4916711939136,189.74046072056697,0.0464138617093736,24.15008644087458,0.010000000000000054,146.07395547273012,65.59950413020006,0.09773115852354472,29.75368994779376,82.49000000000044,39355.000000000204
2021-09-11,3438.5380656803377,7.978498684022277,7.865637316773592,59.24909373349756,0.05829185690869944,0.03494236141788255,63429.59411150119,1506.2319627055083,0.9596457519440045,1.4777782857367567,197.19530478522216,191.6435485139226,0.04514669233891455,25.161079698141428,0.010000000000000054,155.39400086440563,72.11362292635089,0.10059232493661473,30.381928740741937,82.49000000000044,39355.000000000204
2021-09-12,3446.387599034014,7.849533353676058,7.906000612014594,59.31182030012326,0.06283653974034822,0.041996363823593,63628.73591976044,1507.8264720291331,0.9454666992198016,1.417701307493692,199.1418082592466,193.5239509782024,0.04359046527874964,26.39520214593966,0.010000000000000054,166.50631189588046,80.85457724647631,0.10733306076774887,31.156585534224888,82.49000000000044,39355.000000000204
2021-09-13,3454.070434246427,7.682835212412839,7.904803788034874,59.37798287215135,0.0662450518640848,0.048524422188961816,63830.04002967174,1509.5083246100871,0.9314064238977224,1.3719217466189777,201.30410991130663,195.4244758386941,0.04175975264361302,27.839451060004237,0.010000000000000054,178.95492592178752,91.48813720117931,0.11719678975810016,32.06580049520653,82.49000000000044,39355.000000000204
