date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,people_vaccinated_per_hundred,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,life_expectancy,population
2021-07-19,59.81174444433161,1.7813469822743642,1.2142617292457074,1.000000000000005,0.0,1067.7986288949382,17.850000000000094,57.412159302095894,584.5008222787284,0.3799494856590308,42.9348878069804,71.70000000000037,56494.00000000031
2021-07-20,61.76244440306134,1.9506999587484397,1.40061355614566,1.000000000000005,0.0,1102.6239833066288,17.850000000000094,57.784662462997346,564.2155488357438,0.3711035169592057,43.220365919876606,71.70000000000037,56494.00000000031
2021-07-21,63.8876704063685,2.125226003321191,1.5882633345300625,1.000000000000005,0.0,1140.565106743063,17.850000000000094,58.16905308512786,550.7641987955221,0.36919140630376157,43.50966374178211,71.70000000000037,56494.00000000031
2021-07-22,66.1891206134384,2.3014502070804252,1.7741074879693017,1.000000000000005,0.0,1181.6523182602728,17.850000000000094,58.56763214308536,544.0019790901782,0.37249762712601175,43.78785575720931,71.70000000000037,56494.00000000031
2021-07-23,68.66184692420302,2.472726310772508,1.9550943522407163,1.000000000000005,0.0,1225.7972824896474,17.850000000000094,58.980651870727165,543.8052819905497,0.3795176935183944,44.03664149470084,71.70000000000037,56494.00000000031
2021-07-24,71.29187646658482,2.630029542387724,2.128511779048026,1.000000000000005,0.0,1272.7505465472634,17.850000000000094,59.40736463025942,550.4732569033849,0.3891083735647821,44.23718393291968,71.70000000000037,56494.00000000031
2021-07-25,74.05442771192969,2.7625512453492975,2.29220283881091,1.000000000000005,0.0,1322.0696927158795,17.850000000000094,59.845822492302496,563.6997067370095,0.4002887785575562,44.37235336662583,71.70000000000037,56494.00000000031
2021-07-26,76.87601793973278,2.8215902278064187,2.4407696145639073,1.000000000000005,0.0,1372.4428647211391,17.850000000000094,60.293088373213166,582.5571329939345,0.41203381080892404,44.428610855609385,71.70000000000037,56494.00000000031
2021-07-27,79.75412075925996,2.8781028195296727,2.5732233001278475,1.000000000000005,0.0,1423.8249591420201,17.850000000000094,60.74560587267014,605.6055194287097,0.42333692888885266,44.39651324836515,71.70000000000037,56494.00000000031
2021-07-28,82.71092023977477,2.9567994805166835,2.6919937517604016,1.000000000000005,0.0,1476.6120134741645,17.850000000000094,61.19918813645702,630.8185707286116,0.43312292937510816,44.267976242027,71.70000000000037,56494.00000000031
