date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests_smoothed,positive_rate,tests_per_case,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,population
2020-03-11,4.000000000000015,0.0,0.0,6.000000000000025,0.0,0.0,19433.000000000076,0.9800000000000038,226.00000000000088,0.010000000000000038,83.30000000000032,0.0,7.848726129141257,19.20000000000007,10913172.000000043
2020-03-12,4.000000000000017,0.0,0.0,6.000000000000027,0.0,0.0,19433.000000000087,0.9800000000000041,226.00000000000097,0.010000000000000044,83.30000000000035,0.0,9.147385890178024,19.200000000000077,10913172.000000047
2020-03-13,4.000000000000018,0.0,0.0,6.000000000000028,0.0,0.0,19433.000000000095,0.9800000000000044,226.00000000000105,0.010000000000000047,83.30000000000038,0.0,10.774712494556617,19.200000000000085,10913172.00000005
2020-03-14,4.000000000000019,0.0,0.0,6.00000000000003,0.0,0.0,19433.0000000001,0.9800000000000046,226.0000000000011,0.010000000000000049,83.30000000000041,0.0,12.733082528642116,19.200000000000088,10913172.000000052
2020-03-15,4.0000000000000195,0.0,0.0,6.000000000000032,0.0,0.0,19433.000000000102,0.9800000000000048,226.00000000000114,0.01000000000000005,83.30000000000042,0.0,14.999301230676835,19.20000000000009,10913172.000000054
2020-03-16,4.00000000000002,0.0,0.0,6.000000000000032,0.0,0.0,19433.000000000102,0.9800000000000049,226.00000000000117,0.010000000000000052,83.30000000000044,0.0,17.528375244274628,19.200000000000095,10913172.000000056
2020-03-17,4.00000000000002,0.0,0.0,6.000000000000032,0.0,0.0,19433.000000000102,0.980000000000005,226.0000000000012,0.010000000000000054,83.30000000000044,0.0,20.30223262906897,19.2000000000001,10913172.000000058
2020-03-18,4.00000000000002,0.0,0.0,6.000000000000032,0.0,0.0,19433.000000000102,0.9800000000000051,226.00000000000122,0.010000000000000054,83.30000000000044,0.0,23.317635040644696,19.2000000000001,10913172.000000058
2020-03-19,4.00000000000002,0.0,0.0,6.000000000000032,0.0,0.0,19433.000000000102,0.9800000000000052,226.00000000000122,0.010000000000000054,83.30000000000044,0.0,26.543798032261208,19.2000000000001,10913172.000000058
2020-03-20,4.00000000000002,0.0,0.0,6.000000000000032,0.0,0.0,19433.000000000102,0.9800000000000052,226.00000000000122,0.010000000000000054,83.30000000000044,0.0,29.929127289548255,19.2000000000001,10913172.000000058
2020-03-21,4.00000000000002,0.0,0.0,6.000000000000032,0.0,0.0,19433.000000000102,0.9800000000000052,226.00000000000122,0.010000000000000054,83.30000000000044,0.0,33.420275008208435,19.2000000000001,10913172.000000058
2020-03-22,4.00000000000002,0.0,0.0,6.000000000000032,0.0,0.0,19433.000000000102,0.9800000000000052,226.00000000000122,0.010000000000000054,83.30000000000044,0.0,36.96422338608529,19.2000000000001,10913172.000000058
2020-03-23,4.00000000000002,0.0,0.0,6.000000000000032,0.0,0.0,19433.000000000102,0.9800000000000052,226.00000000000122,0.010000000000000054,83.30000000000044,0.0,40.49763845100554,19.2000000000001,10913172.000000058
