date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,male_smokers,population
2020-03-11,29.1798998780418,4.282519851864027,2.792658465734724,1.9685984970911519,0.05920792421218909,0.02565797879546411,6912.748609450993,1.5663324479514114,179.83887177102687,1123.981948933424,0.019861862937481004,48.756784206762305,0.010000000000000038,0.23000000000000093,191181.00000000081,191181.00000000081,0.010000000000000038,25.865380135668218,450.4200000000018,28.20000000000011,20.60000000000008,1417173120.0000055
2020-03-12,33.85578353708235,5.081109733909731,3.2719670862827703,1.961904593568205,0.08196250424511486,0.037714395538097856,7142.207449331307,1.5769645912964632,182.66321976233633,1122.9709316418925,0.019864076582554867,48.7541346967654,0.010000000000000044,0.23000000000000104,191181.00000000087,191181.00000000087,0.010000000000000044,27.497884855315895,450.42000000000195,28.200000000000124,20.600000000000087,1417173120.000006
2020-03-13,39.776549999288896,6.214581492416797,3.8658429617709085,1.9698124141483606,0.11169812252772782,0.053250890383373134,7438.9716826675285,1.5926318145130738,188.45839305920128,1121.7292653118993,0.019941205465358325,48.66498208269047,0.010000000000000047,0.2300000000000011,191181.00000000093,191181.00000000093,0.010000000000000047,29.304668166373844,450.4200000000021,28.20000000000013,20.600000000000094,1417173120.0000064
2020-03-14,47.21736725059799,7.6399761968821025,4.60323855616982,2.0005493558601417,0.14723513035733465,0.07259201394137618,7812.937423926967,1.61348097142133,199.2338274741398,1120.9576147887096,0.02011185109320106,48.45629312310389,0.010000000000000049,0.23000000000000115,191181.000000001,191181.000000001,0.010000000000000049,31.324243206228395,450.42000000000223,28.200000000000138,20.6000000000001,1417173120.0000067
2020-03-15,56.36302543794861,9.276410719090169,5.504496790430544,2.061497989745788,0.18655756948745844,0.09582523217548938,8271.578003303997,1.6393869082686503,219.68783559159954,1121.3308161335506,0.02041630590231841,48.091736649050674,0.01000000000000005,0.2300000000000012,191181.00000000105,191181.00000000105,0.01000000000000005,33.600087382046915,450.4200000000023,28.200000000000145,20.600000000000104,1417173120.000007
2020-03-16,66.58487412047839,10.319913081334452,6.519076697541731,2.135910176213675,0.20685418228689345,0.12076646776445504,8822.557352402597,1.6697882419642567,257.2493500830558,1123.6814993011988,0.020883173188859072,47.53771004981328,0.010000000000000052,0.23000000000000123,191181.00000000105,191181.00000000105,0.010000000000000052,36.15051543957338,450.42000000000235,28.20000000000015,20.600000000000108,1417173120.0000072
2020-03-17,78.07668080044297,11.565354979068086,7.66597122709943,2.229728365838346,0.2318051486738001,0.14775843194809918,9473.90236304146,1.7036635796632402,321.80372950547996,1129.5333125819125,0.02152905733185119,46.783200119777604,0.010000000000000054,0.23000000000000126,191181.00000000105,191181.00000000105,0.010000000000000054,39.00431789836142,450.4200000000024,28.200000000000152,20.600000000000108,1417173120.0000074
2020-03-18,91.41993787893615,13.398418302820804,8.996033850188843,2.36219608045504,0.27325593002506615,0.17835179099404175,10234.014643968247,1.739950496641421,425.18161096233644,1140.0188111979098,0.022358331460426886,45.82493402648485,0.010000000000000054,0.23000000000000126,191181.00000000105,191181.00000000105,0.010000000000000054,42.17523131323462,450.42000000000246,28.200000000000152,20.600000000000108,1417173120.0000074
2020-03-19,107.36217383583451,15.983606875144078,10.572861198889228,2.558815773980586,0.3366969572149865,0.21468158726621692,11111.561826005724,1.7777131956872738,580.4700479114756,1156.9895447268116,0.02332514807819027,44.68293290512549,0.010000000000000054,0.23000000000000126,191181.00000000105,191181.00000000105,0.010000000000000054,45.662258003348796,450.4200000000025,28.200000000000152,20.600000000000108,1417173120.0000074
2020-03-20,126.6506866147559,19.319540967605676,12.458455045902562,2.846067228029077,0.42285238824091115,0.2589995550262631,12113.849116757061,1.8166242632812952,801.1903618331992,1181.8723944856404,0.024399484846619468,43.38097634335614,0.010000000000000054,0.23000000000000126,191181.00000000105,191181.00000000105,0.010000000000000054,49.449905848988735,450.4200000000025,28.200000000000152,20.600000000000108,1417173120.0000074
2020-03-21,149.90784366177826,23.28042818853559,14.702468789275045,3.2474463486236234,0.5288716764424815,0.31332335728456545,13223.808330780488,1.8567673248042191,1101.4714074447145,1212.5959086631979,0.025628637552223853,41.92903057684489,0.010000000000000054,0.23000000000000126,191181.00000000105,191181.00000000105,0.010000000000000054,53.46717583147338,450.4200000000025,28.200000000000152,20.600000000000108,1417173120.0000074
2020-03-22,177.53755695447884,27.64716664883549,17.33414231593822,3.7804942637301684,0.6492232466660577,0.37917351343853795,14438.911438238374,1.8980119835837748,1510.9835006384844,1249.4414046712852,0.027028362456346343,40.34620408971193,0.010000000000000054,0.23000000000000126,191181.00000000105,191181.00000000105,0.010000000000000054,57.616302688084765,450.4200000000025,28.200000000000152,20.600000000000108,1417173120.0000074
2020-03-23,206.95513927371343,29.430672336335775,20.069765754406838,4.3953254489288565,0.7171210549090468,0.4517794563458727,15773.113208607703,1.9399427304156942,2043.7796692194413,1294.9748317840088,0.028589145145427222,38.6505079476977,0.010000000000000054,0.23000000000000126,191181.00000000105,191181.00000000105,0.010000000000000054,61.84334401671009,450.4200000000025,28.200000000000152,20.600000000000108,1417173120.0000074
