date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,total_deaths_per_million,reproduction_rate,new_tests,new_tests_smoothed,total_boosters_per_hundred,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,aged_70_older,female_smokers,life_expectancy,population
2020-03-21,281.14948812407636,29.903688410395663,27.329121455284234,1.000000000000005,0.007245879120879156,0.0006493212669683272,10811.000000000056,0.35000000000000175,0.751450185144349,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,54.1703865316982,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-03-22,310.4732020659085,29.333309294222126,28.262691770196252,1.000000000000005,0.013013594861021398,0.002197398190045257,10811.000000000056,0.35000000000000175,0.7703019245725486,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,57.89082609786877,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-03-23,337.8759907543447,27.40998520272868,28.644372738442318,0.9974789915966438,0.017517145079185607,0.004608294279250183,10811.000000000056,0.3491302521008421,0.804202041360893,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,61.43585179706037,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-03-24,363.1484442616221,25.27785089299676,28.457384111039275,0.9926470588235345,0.023092609940610978,0.008001307975113161,10811.000000000056,0.34746323529411943,0.8550112595274585,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,64.77393749032932,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-03-25,386.71115543280416,23.566759210471577,27.803698716763655,0.9874393988364629,0.031007240260888167,0.012565299016241175,10811.000000000056,0.3456665925985797,0.9236858848524474,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,67.88054167624742,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-03-26,409.39661802903174,22.68849862569469,26.863780501696887,0.984761837427284,0.04172666484337146,0.018494433214992823,10811.000000000056,0.34474283391241295,1.0098573354234355,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,70.71876873294521,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-03-27,432.28565033496136,22.891309328029937,25.866388058884205,0.9879249656593461,0.05511529598223784,0.02593999103923434,10811.000000000056,0.34583411315247437,1.1115686641403,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,73.26454342107294,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-03-28,456.58471286434394,24.30077029595785,25.065927275578822,1.0002197423440586,0.07058663358978132,0.03497422404865661,10811.000000000056,0.3500758111087001,1.2253692906068432,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,75.49774030659344,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-03-29,483.53389663920893,26.95046459979649,24.725465818675097,1.024599195898317,0.08721599329188369,0.04556324722201292,10811.000000000056,0.3584867225849193,1.3465132316913986,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,77.42238376905314,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-03-30,512.7068219622776,29.17388594176726,24.977401561808552,1.0596581881325304,0.10130404409625621,0.05754670820254731,10811.000000000056,0.3705883774267314,1.4697690543438586,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,79.0686907033252,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-03-31,544.8229251336354,32.116823635381735,25.954362257329304,1.1073325228059283,0.1166858546623669,0.07096869307821962,10811.000000000056,0.38704810272098644,1.5897096285083814,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,80.4610338645981,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-01,581.4286515102146,36.606266724597134,27.817135784787585,1.1712556946254564,0.13433080987201784,0.08582590571687433,10811.000000000056,0.4091146161486914,1.701225013882905,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,81.64058874686498,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-02,624.386081392843,42.95783514364186,30.712769097802116,1.2555264509949509,0.15431953597544223,0.10205527285585247,10811.000000000056,0.4381947209996899,1.799709645997185,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,82.62024860604413,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-03,675.4893994415306,51.10362199444772,34.74314243421138,1.363784463327017,0.17606609024919675,0.11952464791920052,10811.000000000056,0.47553582743367256,1.881375317885093,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.4133656723742,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-04,736.1772467369346,60.68807525472408,39.941399973687055,1.4985170805269399,0.19848460323958056,0.13802583888057712,10811.000000000056,0.5219878434259341,1.9438328782005065,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,84.04073142945853,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-05,807.316984826458,71.13990905901346,46.25427283094412,1.6605393941056152,0.2201142604451997,0.15726937916043315,10811.000000000056,0.5778245929766913,1.9864315429425612,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,84.53230762186777,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-06,887.0954147672271,79.77855816788662,53.48363222501815,1.84860428701425,0.23921303857889048,0.17724615201738403,10811.000000000056,0.6425972747260554,2.009617290044674,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,84.9285245108418,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-07,976.4159372874453,89.32061869055636,61.65574776281674,2.0640550252154424,0.2587730627092168,0.19783377367690394,10811.000000000056,0.7167663141570186,2.014486561586514,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.24003753309916,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-08,1077.0156536766394,100.59978851694784,70.79784104189291,2.3071718442186318,0.278194212028681,0.2186826993591651,10811.000000000056,0.8004362417586834,2.0027396787852343,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.47708050922978,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-09,1190.7981494365379,113.78254985571367,80.91582438193696,2.576952897385052,0.29670318972610077,0.23931987843016933,10811.000000000056,0.8932765995478441,1.9766113201749012,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.65397214662833,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-10,1319.3330820192286,128.53497315455212,91.97760487339536,2.870949967156441,0.3133968169875302,0.2592264957650967,10811.000000000056,0.9944626209601738,1.9390940751344106,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.78256734526548,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-11,1463.4808716307784,144.1478200404457,103.90056241393489,3.18514524847658,0.3272745034969507,0.27789627777081716,10811.000000000056,1.1026307407686131,1.8938118297832602,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.87421930339008,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-12,1623.1112193339466,159.63037052484006,116.54215823579075,3.5138589363574413,0.3372626003117892,0.294879221902774,10811.000000000056,1.2158452275221632,1.8447780707860577,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.94125109680577,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-13,1793.1772897428677,170.06608752517525,129.44042491472305,3.850940420755483,0.34349316872123736,0.30999086439088186,10811.000000000056,1.3320017293035509,1.7959141930378326,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.9843368358559,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-14,1974.495798593515,181.31852168783777,142.58297123937157,4.194507836575022,0.3483761790619369,0.3229692310339505,10811.000000000056,1.4504623506298957,1.7505925613911757,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,86.00285896173366,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-15,2169.924111388579,195.42832242295685,156.1298347643706,4.542260967929012,0.3513597037857874,0.333563704141656,10811.000000000056,1.5704440480402977,1.7113046343594798,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.9956804203954,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-16,2383.124159818103,213.2000556504436,170.33221366215997,4.891747438939657,0.3521914003344929,0.3416016727410195,10811.000000000056,1.69110824611426,1.6795596005272073,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.96172379299544,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-17,2617.635379074959,234.51122467254547,185.4715156118433,5.240562356838882,0.35084361489211124,0.347038520231266,10811.000000000056,1.8116280494855042,1.6561362485531321,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.90040564371245,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-18,2876.179410841454,258.54403582826217,201.81364446583177,5.586498044293682,0.3474572101994653,0.34999511512496906,10811.000000000056,1.9312386518523343,1.6407363169901585,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.81196228061896,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-19,3160.138630529286,283.9592227341577,219.57471524982668,5.927656338650135,0.3422994364149517,0.3507859291039083,10811.000000000056,2.049275142735408,1.6317558576521232,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.69769407633376,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-20,3465.0885721212753,304.94994387673387,238.84365974053784,6.262532816366409,0.33573233426014765,0.3497636549727281,10811.000000000056,2.1652134675880816,1.6264101382293983,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.56014870851095,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-21,3792.8173017477175,327.7287313400009,259.7592493302907,6.590079961337519,0.32818903737901545,0.34698563715714836,10811.000000000056,2.278690158868182,1.6217368215130334,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.40325859020686,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-22,4146.825936879639,354.0086364170892,282.4134528348226,6.909754541138897,0.3201559991073066,0.34265325501718297,10811.000000000056,2.389506145330843,1.6151728488432453,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.23244394265527,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-23,4530.901514715329,384.0755787995661,306.82414392476,7.221553139209065,0.31215966254961414,0.3370759141135664,10811.000000000056,2.4976422140401526,1.6048486088367024,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,85.05118589816803,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-24,4948.046643470248,417.1451294778265,332.9146316992267,7.526038803986642,0.30475646313716254,0.3306440396575734,10811.000000000056,2.6032706068778886,1.5896800894652794,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,84.86151127236563,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-25,5399.676740844454,451.63009791638615,360.4983086160496,7.824361035763102,0.2985253305461496,0.3238088215983841,10811.000000000056,2.7067637179250656,1.5693817542353548,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,84.66741108840492,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-26,5885.017962873169,485.34122243535114,389.26713643941343,8.118270776822339,0.29406206513650335,0.3170670234386075,10811.000000000056,2.8087006164981023,1.544493006044973,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,84.4739002684693,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-27,6397.997247203369,512.9792846351761,418.9855989358956,8.411392158247018,0.29323562448263,0.31113866447617644,10811.000000000056,2.9103131158965287,1.5160751520773645,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,84.28631240238634,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-28,6939.728526869894,541.7312798952582,449.55738892396505,8.704132353979395,0.2928258780258385,0.30621841335390065,10811.000000000056,3.011729665623112,1.485436939365071,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,84.1097708240911,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-29,7512.137830187987,572.4093034896412,480.75748674791964,8.995907927410869,0.2918398351515706,0.3022850123425106,10811.000000000056,3.1127379408786187,1.4539101221062227,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.94879191897343,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-04-30,8116.896811555031,604.7589814957063,512.2836855198933,9.285554087122485,0.28969435600168736,0.29915687496470494,10811.000000000056,3.212928213254315,1.4228821714116018,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.80698760438855,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-01,8754.622899551872,637.7260880933386,543.7952350513623,9.571631628690294,0.28611368878536414,0.29653378421318655,10811.000000000056,3.311800878751342,1.393572908455277,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.68684219004007,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-02,9424.2794080188,669.6565085393004,574.941824801774,9.85265714103939,0.281052622762262,0.2940281662141889,10811.000000000056,3.408847103795251,1.3669312973724872,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.58954502326708,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-03,10122.725619362533,698.4462113980122,605.3853210900193,10.127275661209422,0.2746388529799063,0.29118854547512174,10811.000000000056,3.5036093097468957,1.3434851569336983,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.51486497300957,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-04,10839.177246196126,716.4516268743021,634.4526666416913,10.394390165428737,0.26712975382672066,0.2873280606900521,10811.000000000056,3.595713931243597,1.3237662594261965,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.4610562927825,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-05,11573.787217129338,734.6099709637432,662.0065717330472,10.653258687419985,0.2588799591968023,0.2822777197256843,10811.000000000056,3.684906973965993,1.3081748884933724,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.42478801790632,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-06,12329.827145232284,756.0399281258467,688.2392743072202,10.903567157129324,0.25031704761350376,0.2760804617399649,10811.000000000056,3.771091671974177,1.2968824591948533,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.40109101342986,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-07,13111.899899971424,782.0727547563124,713.5695407336483,11.145484029773318,0.2419233060721191,0.2689381743592727,10811.000000000056,3.854344125667775,1.2898126200910351,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.38331826007251,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-08,13924.599036161526,812.6991362029821,738.5654163776452,11.379701257624124,0.23422205292189827,0.2611719565613101,10811.000000000056,3.934925030256008,1.2865362588627192,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.3699886950545,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-09,14771.50336567967,846.9043295278035,763.8862885275789,11.607465018848362,0.22776738002755845,0.2531923158372725,10811.000000000056,4.013288472110241,1.286417061632497,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.359991521291,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-10,15654.422886250726,882.919520578304,790.2394335902555,11.83059876413629,0.223136459390417,0.24547681606347505,10811.000000000056,4.090088526028389,1.288616125248292,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.35249364096836,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-11,16566.80549694405,912.3826106987584,818.2294821093058,12.04521798066526,0.2146212521058382,0.23764575037986257,10811.000000000056,4.164003530914316,1.2920479051837968,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.34687023072638,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-12,17511.08516666411,944.2796697241349,848.1823114850188,12.252400880456946,0.20718442647433688,0.2299694452994415,10811.000000000056,4.235417483350578,1.2954997297928268,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.34265267304491,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-13,18492.337291287706,981.2521246266515,880.3556111186135,12.45740020785404,0.20500047240908192,0.22325423329584837,10811.000000000056,4.306153610250497,1.2979497811843117,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.3394895047838,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-14,19516.17861487822,1023.8413235928085,914.8942180351478,12.667791590926102,0.2103922418310522,0.2185678566137741,10811.000000000056,4.378833371876632,1.298690681072463,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.33711712858798,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-15,20587.192170596318,1071.0135557198182,951.7966186006997,12.892084805023943,0.22429385816708397,0.21703352012678206,10811.000000000056,4.456395714104636,1.2972214691107484,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.33533784644109,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-16,21707.745986382957,1120.5538157879262,990.8898248102548,13.138682220445418,0.24659789847340652,0.21967543098067185,10811.000000000056,4.541736507621147,1.293194867185358,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.33400338483094,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-17,22877.107114221646,1169.3611278396536,1031.8105315036203,13.415097638184761,0.2764157800282939,0.22730295332600198,10811.000000000056,4.637438127322202,1.2866033255667837,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.33300253862332,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-18,24086.481353765823,1209.3742395449003,1074.2384212521513,13.710983862122752,0.29588649565470504,0.23899935461958263,10811.000000000056,4.739906972996507,1.2778085058105129,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.3322519039676,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-19,25337.66859450993,1251.18724074465,1118.0829012655536,14.031831949597903,0.3208482912626841,0.255394958757189,10811.000000000056,4.851037049398324,1.2673864375350035,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.33168892797582,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-20,26633.88866307706,1296.2200685675393,1163.0788703576995,14.392102792191984,0.36027099543473184,0.2777923405934255,10811.000000000056,4.9758202886647815,1.255927837201028,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.33126669598198,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
2020-05-21,27978.102809525037,1344.214146448281,1208.846947532336,14.810075801319188,0.4179731237576916,0.3076992974618764,10811.000000000056,5.120566897170862,1.2438801054379414,10811.000000000056,12408.000000000065,34.650000000000176,3.71000000000002,21042.00000000011,1351.000000000007,0.4600000000000025,83.33095002198661,31.90000000000017,0.6200000000000032,0.800000000000004,80.23000000000044,2695131.000000014
