date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,extreme_poverty,diabetes_prevalence,male_smokers,life_expectancy,population
2020-03-11,0.8995151906916645,0.007990557128718823,0.0013267497381396509,1.0000000000000038,0.0,0.0,6507.0000000000255,0.4500000000000016,772.0000000000028,916.0000000000035,0.0,221.10000000000093,4170.000000000016,0.030000000000000117,21.451315591542862,20.300000000000075,56.00000000000021,4.280000000000016,21.00000000000008,69.02000000000027,13776702.000000048
2020-03-12,0.8780946994182323,0.03306143756211776,0.004247809556351982,1.0000000000000042,0.0,0.0,6507.000000000028,0.45000000000000184,772.0000000000032,916.0000000000039,0.0,221.100000000001,4170.000000000018,0.03000000000000013,22.911240970677298,20.300000000000082,56.000000000000234,4.280000000000019,21.00000000000009,69.0200000000003,13776702.000000056
2020-03-13,0.903399725274729,0.08481547054392216,0.014608610884135386,1.0000000000000044,0.0,0.0,6507.00000000003,0.45000000000000195,772.0000000000034,916.0000000000042,0.0,221.10000000000105,4170.00000000002,0.030000000000000138,24.710698181143115,20.30000000000009,56.000000000000256,4.280000000000021,21.000000000000096,69.02000000000032,13776702.00000006
2020-03-14,1.0017579387524282,0.16231877808570555,0.03575170703187992,1.0000000000000047,0.0,0.0,6507.000000000032,0.45000000000000207,772.0000000000035,916.0000000000044,0.0,221.1000000000011,4170.000000000021,0.030000000000000145,26.88571012583799,20.300000000000097,56.00000000000027,4.280000000000022,21.0000000000001,69.02000000000034,13776702.000000063
2020-03-15,1.1967935671864953,0.2621236989488953,0.07058074859970201,1.0000000000000049,0.0,0.0,6507.000000000033,0.4500000000000022,772.0000000000036,916.0000000000045,0.0,221.10000000000116,4170.000000000022,0.03000000000000015,29.450991062381128,20.3000000000001,56.00000000000028,4.2800000000000225,21.000000000000103,69.02000000000035,13776702.000000067
2020-03-16,1.4558369336316324,0.32847706639008195,0.11697660863788284,1.000000000000005,0.0,0.0,6507.000000000034,0.4500000000000023,772.0000000000038,916.0000000000047,0.0,221.10000000000116,4170.000000000022,0.030000000000000155,32.395767537251324,20.300000000000104,56.000000000000284,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.000000069
2020-03-17,1.7961601824473865,0.4117262548668997,0.17695563036335116,1.000000000000005,0.0,0.0,6507.000000000035,0.4500000000000023,772.0000000000039,916.0000000000048,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,35.70705367491658,20.300000000000104,56.00000000000029,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-18,2.2632804471135017,0.5393215172652374,0.25455754371627615,1.000000000000005,0.0,0.0,6507.000000000035,0.4500000000000023,772.000000000004,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,39.357544296265075,20.300000000000104,56.0000000000003,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-19,2.9146872260914347,0.7228007694938553,0.35443787336574706,1.000000000000005,0.0,0.0,6507.000000000035,0.4500000000000023,772.000000000004,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,43.29159810584465,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-20,3.8076379147204915,0.9617676747286679,0.48081224471403344,1.000000000000005,0.0,0.0,6507.000000000035,0.4500000000000023,772.000000000004,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,47.4287292839731,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-21,4.990004454139927,1.2468752065959543,0.63666461339978,1.000000000000005,0.0,0.0,6507.000000000035,0.4500000000000023,772.000000000004,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,51.667978281661235,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-22,6.493408317980526,1.5620633215597683,0.8231534374254025,1.000000000000005,0.0,0.0,6507.000000000035,0.4500000000000023,772.000000000004,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,55.950355721588615,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-23,8.292777634736222,1.8509430955654345,1.041334373479526,1.000000000000005,0.0,0.0,6507.000000000035,0.4500000000000023,772.000000000004,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,60.25123576339583,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-24,10.415575469103256,2.1664393837296716,1.2926253761018902,1.000000000000005,0.0,0.0,6507.000000000035,0.45002521008403595,772.000000000004,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,64.4925845471753,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-25,12.897347406610923,2.517088749174117,1.5757296978812045,1.000000000000005,0.0,0.0,6507.000000000035,0.45007352941176704,772.000000000004,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,68.58246766054319,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-26,15.76855030932151,2.898304603250988,1.8870382236371517,1.000000000000005,0.0,0.0,6506.026890756337,0.45008779088558737,772.000000000004,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,72.42892443642238,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-27,19.044673882605263,3.295657993485435,2.220931221056892,1.000000000000005,0.0,0.0,6503.254201680707,0.45001687742404894,772.0655462184914,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,75.9503736763796,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-28,22.71883185022161,3.687338194532312,2.5700046536724415,1.000000000000005,0.0,0.0,6498.198666774438,0.44982099678814075,771.7928571428612,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,79.08341794312838,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-29,26.75620533563006,4.045998151393746,2.9252399155937034,1.000000000000005,0.0,0.0,6491.726084760863,0.449508119924655,771.4093487394999,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,81.7886967799062,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-30,31.11886699461207,4.36913015847098,3.2853202081884962,1.000000000000005,0.0,0.0,6485.789133706403,0.44914595742894764,770.7240122010385,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,84.04612827335899,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-03-31,35.80362988396817,4.689614263972828,3.64606287753763,1.000000000000005,0.0,0.0,6484.156006711614,0.44884460058625564,770.2820524604115,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,85.86455451141885,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-04-01,40.78087367348041,4.980882320474781,3.9982683928009344,1.000000000000005,0.0,0.0,6492.067538323959,0.44871667603762383,770.4162419956006,916.0000000000049,0.0,221.10000000000116,4170.000000000022,0.03000000000000016,87.25684203094627,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-04-02,46.000344977153055,5.222200201894556,4.330430609403553,1.000000000000005,0.0,0.0,6516.09957100219,0.4489172743197505,771.5443081935341,915.9722689075679,0.0,221.06029411764823,4170.000000000022,0.03000000000000016,88.26088572489051,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-04-03,51.39550760164317,5.397209298156543,4.630769466425653,1.000000000000005,0.0,0.0,6564.088689240663,0.44961022464737654,774.3014114942143,915.9292016806772,0.0,221.00952731092553,4170.000000000022,0.03000000000000016,88.94135757097894,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-04-04,56.88680523258348,5.492832636190137,4.888755509644716,1.000000000000005,0.0,0.0,6644.207822683577,0.450964294212747,778.7418472438035,915.9416653199792,0.0,220.95501717033085,4170.000000000022,0.03000000000000016,89.39101817823433,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-04-05,62.3841084493246,5.498454470678487,5.096253283817255,1.000000000000005,0.0,0.0,6764.447996941588,0.4531723156821853,784.7840680443599,916.052370515519,0.0,220.91840735092234,4170.000000000022,0.03000000000000016,89.72826363367588,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-04-06,67.81376007002524,5.4305150611536686,5.247836860083376,1.000000000000005,0.0,0.0,6931.983298934385,0.4563908721850398,792.1230542653332,916.3249275311136,0.0,220.91991895857024,4170.000000000022,0.03000000000000016,89.98119772525703,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-04-07,73.13666135827214,5.323548868586654,5.338309448553167,1.000000000000005,0.0,0.0,7151.875337807781,0.46071606945875465,799.5916766072105,916.6282948726416,0.0,220.9668283591995,4170.000000000022,0.03000000000000016,90.17089829394288,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-04-08,78.31128722749544,5.175111554478136,5.365922778076162,1.000000000000005,0.0,0.0,7427.129240912407,0.46614629579154565,806.5286314049888,916.7500026670875,0.0,220.99368138575414,4170.000000000022,0.03000000000000016,90.31317372045729,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
2020-04-09,83.30124176192747,4.990318798373153,5.332623563841551,1.000000000000005,0.0,0.0,7760.363543483283,0.4726801807964718,813.4315252667355,916.559253777951,0.0,221.13180434894747,4170.000000000022,0.03000000000000016,90.41988029034309,20.300000000000104,56.000000000000306,4.2800000000000225,21.000000000000107,69.02000000000035,13776702.00000007
