date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,total_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,population
2020-03-11,4.000000000000015,0.0,0.0,1.0000000000000038,0.0,0.0,0.4900000000000019,1.1300000000000043,820.0000000000032,272.0000000000011,0.0,211.5000000000008,1618.0000000000064,0.060000000000000234,15.733334262210029,4.040000000000015,25.800000000000097,2630300.0000000102
2020-03-12,4.000000000000017,0.0,0.0,1.0000000000000042,0.0,0.0,0.49000000000000205,1.1300000000000048,820.0000000000035,272.0000000000012,0.0,211.50000000000088,1618.000000000007,0.06000000000000026,16.986434924194718,4.040000000000017,25.80000000000011,2630300.000000011
2020-03-13,4.000000000000018,0.0,0.0,1.0000000000000044,0.0,0.0,0.4900000000000022,1.1300000000000052,820.0000000000038,272.0000000000013,0.0,211.50000000000094,1618.0000000000075,0.060000000000000275,18.591708222881042,4.040000000000019,25.800000000000118,2630300.000000012
2020-03-14,4.000000000000019,0.0,0.0,1.0000000000000047,0.0,0.0,0.4900000000000023,1.1300000000000054,820.000000000004,272.00000000000136,0.0,211.500000000001,1618.000000000008,0.06000000000000029,20.54231316457517,4.04000000000002,25.800000000000125,2630300.0000000126
2020-03-15,4.0000000000000195,0.0,0.0,1.0000000000000049,0.0,0.0,0.4900000000000024,1.1300000000000057,820.0000000000041,272.0000000000014,0.0,211.50000000000102,1618.0000000000082,0.0600000000000003,22.809557271621465,4.0400000000000205,25.800000000000132,2630300.000000013
2020-03-16,4.00000000000002,0.0,0.0,1.000000000000005,0.0,0.0,0.49000000000000243,1.1300000000000057,820.0000000000042,272.0000000000015,0.0,211.50000000000105,1618.0000000000084,0.06000000000000031,25.34072855487969,4.0400000000000205,25.80000000000014,2630300.0000000135
2020-03-17,4.00000000000002,0.0,0.0,1.000000000000005,0.0,0.0,0.4900000000000025,1.1300000000000057,820.0000000000043,272.0000000000015,0.0,211.50000000000108,1618.0000000000086,0.06000000000000032,28.09597789644424,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-18,4.00000000000002,0.0,0.0,1.000000000000005,0.0,0.0,0.49000000000000254,1.1300000000000057,820.0000000000043,272.0000000000015,0.0,211.50000000000108,1618.0000000000086,0.06000000000000032,31.04240940811216,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-19,4.00000000000002,0.0,0.0,1.000000000000005,0.0006140917905623792,0.0,0.4900000000000026,1.1300000000000057,820.0000000000043,272.0000000000015,0.0,211.50000000000108,1618.0000000000086,0.06000000000000032,34.11607677166272,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-20,4.00000000000002,0.0,0.0,1.000000000000005,0.0030462184873949706,0.0,0.4900000000000026,1.1300000000000057,820.0000000000043,272.0000000000015,0.0,211.50000000000108,1618.0000000000086,0.06000000000000032,37.21798469574775,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-21,4.00000000000002,0.0,0.0,1.000000000000005,0.007245879120879156,0.0006493212669683272,0.4900000000000026,1.1300000000000057,820.0000000000043,272.0000000000015,0.0,211.50000000000108,1618.0000000000086,0.06000000000000032,40.285111986581406,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-22,4.00000000000002,0.0,0.0,1.000000000000005,0.013013594861021398,0.002197398190045257,0.4900000000000026,1.1300000000000057,819.9079831932816,272.0000000000015,0.0,211.50000000000108,1618.0000000000086,0.06000000000000032,43.26660192788054,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-23,4.00000000000002,0.0,0.0,1.000000000000005,0.02003815348254697,0.004973840497737579,0.4900000000000026,1.1300000000000057,819.6396008403406,272.0000000000015,0.0,211.50000000000108,1618.0000000000086,0.06000000000000032,46.12341346918132,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-24,4.00000000000002,0.0,0.0,1.000000000000005,0.027924542713720253,0.009067484445701404,0.4900000000000026,1.1300000000000057,819.036180914678,272.0000000000015,0.0,211.50000000000108,1618.0000000000086,0.06000000000000032,48.82805961707676,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-25,4.00000000000002,0.0,0.0,1.000000000000005,0.03621490024795996,0.014386586184954829,0.4900000000000026,1.1300000000000057,817.1294627706895,272.0000000000015,0.0,211.50000000000108,1618.0000000000086,0.06000000000000032,51.364411228644755,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-26,4.00000000000002,0.002456367162249517,0.0,1.000000000000005,0.04440422625255055,0.020703966788037445,0.4900000000000026,1.1300000000000057,814.1423297864862,272.0000000000015,0.0,211.50000000000108,1618.0000000000086,0.06000000000000032,53.731054058199874,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-27,4.00000000000002,0.012184873949579882,0.0,1.000000000000005,0.05195216775017578,0.02769087101862996,0.4900000000000026,1.1300000000000057,811.2235459823997,272.0000000000015,0.0,211.50000000000108,1618.0000000000086,0.06000000000000032,55.940751597302224,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-28,4.00000000000002,0.028983516483516623,0.002643665158371046,1.000000000000005,0.058291856905068926,0.03494236140876893,0.4900000000000026,1.1300000000000057,810.2484529580356,272.0000000000015,0.0,211.50000000000108,1618.0000000000086,0.06000000000000032,58.01698725970915,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-29,4.00000000000002,0.05205437944408559,0.00894654977375569,1.000000000000005,0.06283653973762532,0.04199636381675778,0.4900000000000026,1.1300000000000057,813.5673513539513,271.9785714285729,0.0,211.4833613445389,1618.0000000000086,0.06000000000000032,59.994875221769675,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-30,3.9886554621848944,0.06880807611506176,0.018624585892049204,1.000000000000005,0.06624505186204263,0.0485244221838354,0.4900000000000026,1.1300000000000057,823.7851127397697,271.9148109243712,0.0,211.34773109243807,1618.0000000000086,0.06000000000000032,61.92184355272036,4.0400000000000205,25.80000000000014,2630300.000000014
2020-03-31,3.966911764705903,0.08995447337588927,0.03217496818438928,1.000000000000005,0.06901151998896905,0.05432091844783141,0.4900000000000026,1.1300000000000057,843.4003487759015,271.80184833548947,0.0,211.08931641887636,1618.0000000000086,0.06000000000000032,63.85814656240721,4.0400000000000205,25.80000000000014,2630300.000000014
2020-04-01,3.9434772947640804,0.12142513105001679,0.050472370288259766,1.000000000000005,0.07040763805248967,0.05914114132456144,0.4900000000000026,1.1300000000000057,875.1468113556832,271.8414638211068,0.0,210.9665930025868,1618.0000000000086,0.06000000000000032,65.80171334779129,4.0400000000000205,25.80000000000014,2630300.000000014
2020-04-02,3.931428268422775,0.16556787866889633,0.07446610706331847,1.000000000000005,0.07004877960594783,0.06275630848210897,0.4900000000000026,1.1300000000000057,921.5674183637797,272.12442365768567,0.0,211.15745929621963,1618.0000000000086,0.06000000000000032,67.7408913456852,4.0400000000000205,25.80000000000014,2630300.000000014
