date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,median_age,aged_65_older,population
2020-03-11,1.0000000000000038,0.03611353708993428,0.014539237617907019,1.0000000000000038,0.0,0.0,8.610000000000035,0.7900000000000029,321.00000000000125,0.2000000000000008,4.900000000000021,216.00000000000085,0.21000000000000082,31.800000000000125,7.720000000000028,103959.00000000041
2020-03-12,1.0000000000000042,0.04432820388403129,0.020818455362751585,1.0000000000000042,0.0,0.0,8.610000000000039,0.7900000000000034,321.00000000000136,0.20000000000000084,4.900000000000023,216.0000000000009,0.2100000000000009,31.80000000000014,7.720000000000032,103959.00000000045
2020-03-13,1.0000000000000044,0.05189515097378634,0.027776737449665564,1.0000000000000044,0.0,0.0,8.61000000000004,0.7900000000000036,321.0000000000015,0.2000000000000009,4.9000000000000234,216.00000000000097,0.210000000000001,31.800000000000146,7.720000000000034,103959.00000000048
2020-03-14,1.0000000000000047,0.058249094322776834,0.03500676123204563,1.0000000000000047,0.0,0.0,8.610000000000042,0.7900000000000038,321.0000000000016,0.20000000000000095,4.900000000000024,216.00000000000102,0.21000000000000105,31.800000000000153,7.720000000000036,103959.00000000051
2020-03-15,1.0000000000000049,0.06280446780090626,0.042044663684215305,1.0000000000000049,0.0,0.0,8.610000000000044,0.790000000000004,321.00000000000165,0.200000000000001,4.900000000000025,216.00000000000108,0.21000000000000107,31.80000000000016,7.720000000000038,103959.00000000052
2020-03-16,1.000000000000005,0.06622099790950334,0.048560647084428546,1.000000000000005,0.0,0.0,8.610000000000046,0.7900000000000041,321.0000000000017,0.200000000000001,4.900000000000026,216.00000000000108,0.2100000000000011,31.800000000000168,7.720000000000039,103959.00000000054
2020-03-17,1.000000000000005,0.06899347952456458,0.05434808712327627,1.000000000000005,0.0,0.0,8.610000000000046,0.7900000000000043,321.0000000000017,0.200000000000001,4.900000000000026,216.00000000000108,0.21000000000000113,31.800000000000168,7.72000000000004,103959.00000000055
2020-03-18,1.000000000000005,0.0703941077041863,0.059161517831145094,1.000000000000005,0.0,0.0,8.610000000000046,0.7900000000000043,321.0000000000017,0.200000000000001,4.900000000000026,216.00000000000108,0.21000000000000116,31.800000000000168,7.72000000000004,103959.00000000055
2020-03-19,1.000000000000005,0.07003863184472031,0.06277159086204671,1.000000000000005,0.0,0.0,8.610000000000046,0.7900000000000043,321.0000000000017,0.200000000000001,4.900000000000026,216.00000000000108,0.21000000000000116,31.800000000000168,7.72000000000004,103959.00000000055
2020-03-20,1.000000000000005,0.06780046709621,0.0650062949564899,1.000000000000005,0.0,0.0,8.610000000000046,0.7900000000000043,321.0000000000017,0.200000000000001,4.900000000000026,216.00000000000108,0.21000000000000116,31.800000000000168,7.72000000000004,103959.00000000055
