date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,total_cases_per_million,new_tests_smoothed,population_density,gdp_per_capita,handwashing_facilities,hospital_beds_per_thousand,human_development_index,population
2020-03-11,1.0000000000000038,0.0,0.0,5.00000000000002,0.0,24.9400000000001,0.0,295.1500000000012,3819.2000000000144,82.50000000000033,2.700000000000011,0.7000000000000026,41593.00000000017
2020-03-12,1.0000000000000042,0.0,0.0,5.000000000000022,0.0,24.94000000000011,0.0,295.15000000000134,3819.2000000000157,82.50000000000036,2.700000000000012,0.7000000000000028,41593.00000000018
2020-03-13,1.0000000000000044,0.0,0.0,5.000000000000024,0.0,24.94000000000012,0.0,295.1500000000014,3819.200000000017,82.50000000000038,2.700000000000013,0.7000000000000031,41593.0000000002
2020-03-14,1.0000000000000047,0.0,0.0,5.000000000000025,0.0,24.940000000000126,0.0,295.15000000000146,3819.200000000018,82.5000000000004,2.7000000000000135,0.7000000000000033,41593.000000000204
2020-03-15,1.0000000000000049,0.0,0.0,5.000000000000026,0.0,24.94000000000013,0.0,295.1500000000015,3819.2000000000185,82.50000000000041,2.700000000000014,0.7000000000000034,41593.00000000021
2020-03-16,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.200000000019,82.50000000000043,2.7000000000000144,0.7000000000000035,41593.00000000022
2020-03-17,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000194,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-18,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.20000000002,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-19,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-20,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-21,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-22,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-23,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-24,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-25,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-26,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-27,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-28,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-29,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-30,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-03-31,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-01,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-02,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-03,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-04,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-05,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-06,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-07,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-08,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-09,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-10,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-11,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-12,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-13,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-14,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-15,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-16,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-17,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-18,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
2020-04-19,1.000000000000005,0.0,0.0,5.000000000000027,0.0,24.940000000000133,0.0,295.15000000000157,3819.2000000000203,82.50000000000043,2.700000000000015,0.7000000000000035,41593.00000000022
