date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,new_tests_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,population
2020-03-30,60.62969100753448,14.112607191578803,6.814566668196626,6.219517944178157,0.5308910697062891,0.3306934017669656,2.194760236533344,1.408280842561304,696.0000000000034,0.0,55.4559397215115,18.800000000000097,27914542.00000014
2020-03-31,78.16785649094516,17.539497410490863,8.995416112976837,6.4069138298207635,0.6014650055764212,0.39547690329678287,2.8294000093327876,1.4073046849267978,696.0000000000034,0.0,56.576177318606234,18.800000000000097,27914542.00000014
2020-04-01,99.4643054257398,21.29744788010478,11.64560006146181,6.652777486134168,0.6683094846283417,0.4628028940207458,3.6000008796563536,1.40604186211139,696.0000000000034,0.0,57.53906446923918,18.800000000000097,27914542.00000014
2020-04-02,124.73630276031999,25.2727465435628,14.7065259995547,6.959104769416409,0.7266199609179286,0.5301044329589992,4.5144314936142855,1.4044767747348048,696.0000000000034,0.0,58.46842020066896,18.800000000000097,27914542.00000014
2020-04-03,154.01161621051182,29.275875356928786,18.08431741498604,7.324564517592377,0.7723082156787515,0.5944891198065162,5.573706457961211,1.4026004705145831,696.0000000000034,0.0,59.38016809167827,18.800000000000097,27914542.00000014
2020-04-04,187.0716565664169,33.0604617859578,21.655402734801307,7.743875876882077,0.8018232755276493,0.6530515522013653,6.769928033516171,1.4004280516577556,696.0000000000034,0.0,60.276376068758786,18.800000000000097,27914542.00000014
2020-04-05,223.4088329225507,36.33749242867333,25.2707070284766,8.207341296801843,0.8120171011189121,0.7031076686759121,8.084742405227644,1.3979870051298735,696.0000000000034,0.0,61.15742490871203,18.800000000000097,27914542.00000014
2020-04-06,262.53616573910165,39.12756987095561,28.84415712979319,8.671504679776573,0.7710522569962631,0.7375049596517316,9.500534825898773,1.3953079655474716,696.0000000000034,0.0,62.028854395819835,18.800000000000097,27914542.00000014
2020-04-07,304.34449663787564,41.80850868957748,32.31106597274896,9.136595542799476,0.7250248100710508,0.7552369938176621,11.013361688267024,1.392416171316391,696.0000000000034,0.0,62.88741552213969,18.800000000000097,27914542.00000014
2020-04-08,348.4618792657377,44.11751597096469,35.571003261074395,9.622744006808738,0.6966128221622094,0.7593603568693885,12.609773205437524,1.3893470347574954,696.0000000000034,0.0,63.724613839407056,18.800000000000097,27914542.00000014
2020-04-09,394.33026529933636,45.86848604092559,38.51319216784853,10.160965568131779,0.6997543806811279,0.7556088261523657,14.269585883392974,1.3861562036699335,696.0000000000034,0.0,64.52936697296198,18.800000000000097,27914542.00000014
2020-04-10,441.2630189486466,46.93282865480545,41.03555686021097,10.78639967706847,0.7418325922335361,0.7513540016440102,15.967961875376044,1.3829018974195495,696.0000000000034,0.0,65.2899977571941,18.800000000000097,27914542.00000014
2020-04-11,488.4880528346274,47.22509014010221,43.059008142895856,11.53323867182852,0.8253143278209196,0.7548257791903454,17.676968497676214,1.3796552530581998,696.0000000000034,0.0,65.99572908712643,18.800000000000097,27914542.00000014
2020-04-12,535.1801798974647,46.69216925342837,44.538157690882365,12.430924478984533,0.9489792817415803,0.7745277054334841,19.366747866469865,1.376470754596496,696.0000000000034,0.0,66.63780505710317,18.800000000000097,27914542.00000014
2020-04-13,580.0593269075855,44.879178653064216,45.35967725329435,13.487430592593302,1.0949762195479456,0.8209665612341319,20.990990764105828,1.3733871642020605,696.0000000000034,0.0,67.2103318148055,18.800000000000097,27914542.00000014
2020-04-14,622.798260532985,42.73895735760687,45.49240596841297,14.720954327767561,1.262376314628641,0.8979248239637387,22.537857972885483,1.370451814651224,696.0000000000034,0.0,67.71090820176356,18.800000000000097,27914542.00000014
2020-04-15,663.5176676040062,40.71942487017676,45.00672480598011,16.14934535151413,1.450030458337353,1.005774904333504,24.011706989683542,1.3676905093400682,696.0000000000034,0.0,68.14109873374034,18.800000000000097,27914542.00000014
2020-04-16,702.6633476648674,39.14569341022796,44.04605378548061,17.78469808926588,1.6515823136948407,1.1419858324194903,25.428651767795987,1.3651096725674319,696.0000000000034,0.0,68.50678833601964,18.800000000000097,27914542.00000014
2020-04-17,740.9141073873071,38.25076973446481,42.80547488985388,19.629296029780733,1.8567701224721684,1.3015032721814592,26.813232523326025,1.362710567289183,696.0000000000034,0.0,68.81844839487196,18.800000000000097,27914542.00000014
2020-04-18,779.1126813808178,38.198581502529336,41.515699250777665,21.672569953815874,2.0524030605031283,1.477034532351999,28.195918089973556,1.3604763643809163,696.0000000000034,0.0,69.10067663228853,18.800000000000097,27914542.00000014
2020-04-19,818.2139228003205,39.10124705126681,40.431042537630816,23.888816605633444,2.223093504168559,1.659262324603369,29.61123268512727,1.358362444584978,696.0000000000034,0.0,69.376391927998,18.800000000000097,27914542.00000014
2020-04-20,858.915694201082,40.70177562458463,39.83409557484566,26.263218789066755,2.379537322696559,1.8429546620045665,31.084401404601802,1.3563127190237385,696.0000000000034,0.0,69.6427771392759,18.800000000000097,27914542.00000014
2020-04-21,901.6476950205608,42.732003987346104,39.833002030197,28.789657142866698,2.530289708247375,2.0242340960509395,32.63096071731695,1.3542965948592731,696.0000000000034,0.0,69.88985984217518,18.800000000000097,27914542.00000014
2020-04-22,946.883137134847,45.235444490186445,40.47812547222764,31.441321719464234,2.6545530924331118,2.196414259821014,34.26802677586753,1.3522899962414185,696.0000000000034,0.0,70.1039478874492,18.800000000000097,27914542.00000014
2020-04-23,995.0309048873359,48.147769534414316,41.76418831877971,34.17766226568097,2.7385069330934226,2.3517428215625973,36.010393708274336,1.350262746049844,696.0000000000034,0.0,70.27020606749392,18.800000000000097,27914542.00000014
2020-04-24,1046.3546751102353,51.32377155934346,43.631876048393195,36.94960093326209,2.7735634577386232,2.4827086998823593,37.86760733679728,1.3481817072426208,696.0000000000034,0.0,70.3745886165546,18.800000000000097,27914542.00000014
2020-04-25,1100.9122571406938,54.55758303279146,45.96904035885476,39.70344181177598,2.7550594711320255,2.583022475138018,39.841770467045336,1.346025259100358,696.0000000000034,0.0,70.40528858588083,18.800000000000097,27914542.00000014
2020-04-26,1158.5100978328978,57.59784144395374,48.611601536109475,42.38380307828907,2.6812752109766893,2.648351697982477,41.925896854808954,1.3437694291345788,696.0000000000034,0.0,70.35382487509267,18.800000000000097,27914542.00000014
2020-04-27,1219.106555275128,60.596458006042326,51.45388909649073,44.89421947096639,2.511101851025021,2.6669648077467194,44.11849600891545,1.3414258113467343,696.0000000000034,0.0,70.21585750570551,18.800000000000097,27914542.00000014
2020-04-28,1282.710782648979,63.604227796710255,54.435817598063025,47.212649089327,2.3189437121213863,2.6365327525456603,46.419904650513416,1.3390216855947326,696.0000000000034,0.0,69.99179907627341,18.800000000000097,27914542.00000014
2020-04-29,1348.9577152995998,66.2469329677655,57.43762838923902,49.35722437355642,2.1449608545499945,2.563438995566327,48.81692267017344,1.3365729868851268,696.0000000000034,0.0,69.68727335374685,18.800000000000097,27914542.00000014
2020-04-30,1417.2153614585418,68.25764639680031,60.31062239083046,51.37443088520941,2.017495689393429,2.460093952557101,51.28669345705809,1.3340997466279712,696.0000000000034,0.0,69.3134592169909,18.800000000000097,27914542.00000014
2020-05-01,1486.665270285893,69.44990900574513,62.90020968258642,53.330241392737136,1.9560273908330508,2.3429208199446547,53.79961414579947,1.3316250685359448,696.0000000000034,0.0,68.88734861442394,18.800000000000097,27914542.00000014
2020-05-02,1556.362882901882,69.69761274978406,65.06319669309698,55.303466435632444,1.9733877053743059,2.230844945921648,56.32151830165738,1.3291496352739707,696.0000000000034,0.0,68.42259969611216,18.800000000000097,27914542.00000014
2020-05-03,1625.282795660577,68.91991285904143,66.68075159222103,57.3807672475389,2.0774228087657036,2.1441608587625054,58.815312934387926,1.3266930280068696,696.0000000000034,0.0,67.93081951998337,18.800000000000097,27914542.00000014
2020-05-04,1692.0300185295337,66.74722294421652,67.5595485034742,59.62518435614554,2.2445086062510753,2.105648924614868,61.230521384695365,1.324276396732368,696.0000000000034,0.0,67.42379531225653,18.800000000000097,27914542.00000014
2020-05-05,1756.1855067866163,64.15548831352768,67.63841687211124,62.076709857283774,2.4515941243715687,2.1241710826014257,63.551987192367775,1.321922068072872,696.0000000000034,0.0,66.91575614805804,18.800000000000097,27914542.00000014
2020-05-06,1817.746628473934,61.56112172965133,66.9691306889898,64.77689244467592,2.700234054817143,2.203081931860575,65.77962452485124,1.3196285258445717,696.0000000000034,0.0,66.42156501020328,18.800000000000097,27914542.00000014
2020-05-07,1877.0377670891312,59.29113864694769,65.6883113328381,67.75956008980957,2.9827062457023903,2.3405874669949824,67.92518057851248,1.317399965812002,696.0000000000034,0.0,65.9553628332828,18.800000000000097,27914542.00000014
2020-05-08,1934.6432736038585,57.60550653853986,63.99635470195574,71.04386205184339,3.28433091246038,2.530014129658006,70.00980737958582,1.3152201424262302,696.0000000000034,0.0,65.5295515367269,18.800000000000097,27914542.00000014
2020-05-09,1991.357180477622,56.71390689162314,62.14162656298918,74.6290503850365,3.585210046013035,2.760010597243509,72.0622406348834,1.3130700841952403,696.0000000000034,0.0,65.15403129960409,18.800000000000097,27914542.00000014
2020-05-10,2048.1454871681744,56.788306703946915,60.40860906251345,78.4905660693205,3.861531968898923,3.0146991244032257,74.11743386982782,1.3109303912007306,696.0000000000034,0.0,64.83562851671996,18.800000000000097,27914542.00000014
2020-05-11,2104.737622163464,56.592135005335834,58.95792657710494,82.60987671747208,4.11932286161279,3.2824361080083073,76.16559285550608,1.3087845742667426,696.0000000000034,0.0,64.57766676569132,18.800000000000097,27914542.00000014
2020-05-12,2161.622786758348,56.88516460241825,57.91932663935754,86.98559111922896,4.37572356185278,3.5573165768045563,78.22442120917977,1.3065858450504142,696.0000000000034,0.0,64.37964503225177,18.800000000000097,27914542.00000014
2020-05-13,2220.0790810189906,58.45629426629341,57.47577277525191,91.58822372080519,4.602639471648158,3.829192668543954,80.34016448477765,1.3043052532125055,696.0000000000034,0.0,64.23699637923093,18.800000000000097,27914542.00000014
2020-05-14,2281.757953298183,61.678872283430564,57.816850266636166,96.36786462318322,4.779646054931989,4.086095050858522,82.5725739130339,1.3019199547768663,696.0000000000034,0.0,64.14090694828883,18.800000000000097,27914542.00000014
2020-05-15,2348.3725373718307,66.61458407682643,59.10382047308646,101.25993208083295,4.892071322065192,4.316048986915716,84.98362920659197,1.2993808193470342,696.0000000000034,0.0,64.0781802112167,18.800000000000097,27914542.00000014
2020-05-16,2421.46390529132,73.09136792187334,61.443411573302335,106.18948687575093,4.929557693229573,4.5084363846599675,87.62908066383228,1.2966611801211372,696.0000000000034,0.0,64.03113515841261,18.800000000000097,27914542.00000014
2020-05-17,2502.225757022792,80.76185173326036,64.86816162115332,111.07446809798984,4.884983395972607,4.655017333743851,90.55210574674314,1.2937329568426323,696.0000000000034,0.0,63.99585136880955,18.800000000000097,27914542.00000014
2020-05-18,2590.3746183488693,88.14886132741795,69.37623045956258,115.82559897265222,4.751132504962654,4.7456668464617415,93.74242546390366,1.2905860783301015,696.0000000000034,0.0,63.96938852660725,18.800000000000097,27914542.00000014
2020-05-19,2686.7640277564847,96.38940940862116,75.01967074383172,120.40785469167423,4.582256941747206,4.775570270592919,97.23091913024851,1.2872073350888837,696.0000000000034,0.0,63.954205260501745,18.800000000000097,27914542.00000014
2020-05-20,2792.4726491302317,105.70862137450095,81.76999934100257,124.80304680414694,4.395193029516615,4.746325892989944,101.05661565667168,1.283589244044525,696.0000000000034,0.0,63.9482589873932,18.800000000000097,27914542.00000014
2020-05-21,2908.4430453480018,115.97039621833552,89.52595571131124,129.00949260149437,4.206446485130355,4.664805505715314,105.25362189117878,1.2797366970928654,696.0000000000034,0.0,63.94672914681519,18.800000000000097,27914542.00000014
2020-05-22,3035.210758477716,126.76771313013842,98.1193206942787,133.0417671563569,4.032275070699743,4.542299830643958,109.84131887475141,1.2756472222378796,696.0000000000034,0.0,63.9433096267566,18.800000000000097,27914542.00000014
2020-05-23,3172.7011199248727,137.49036144747475,107.3192805982787,136.930517351754,3.888750582274974,4.3938775879151,114.81700903324537,1.2713318937307707,696.0000000000034,0.0,63.93117808302811,18.800000000000097,27914542.00000014
2020-05-24,3320.076858043207,147.37573811857334,116.83570026771375,140.72232240295597,3.791805341360405,4.237904797271172,120.1504015713143,1.2667936843575496,696.0000000000034,0.0,63.90372292878701,18.800000000000097,27914542.00000014
2020-05-25,3474.7401903973105,154.66333235428255,126.3379770430609,144.47832874468648,3.756006559349333,4.095860724650216,125.7474975262558,1.2620469439404327,696.0000000000034,0.0,63.85508857668085,18.800000000000097,27914542.00000014
2020-05-26,3636.7953819705804,162.05519157340447,135.71907408804898,148.21251191080984,3.7341833293374735,3.974738303668663,131.61207223971468,1.2571072829391658,696.0000000000034,0.0,63.78058437045513,18.800000000000097,27914542.00000014
2020-05-27,3806.7517077772304,169.95632580675044,144.89764153888768,151.93575755948123,3.723245771081973,3.878690605579557,137.7625591894824,1.251996105384725,696.0000000000034,0.0,63.67699128365915,18.800000000000097,27914542.00000014
2020-05-28,3985.180926922134,178.42921914497907,153.82069139980274,155.65614913276565,3.7203916650923508,3.8091186329177043,144.21965403981727,1.2467314035375758,696.0000000000034,0.0,63.54279194367528,18.800000000000097,27914542.00000014
2020-05-29,4172.4603881457115,187.27946122363443,162.46560371468746,159.3791836013521,3.72303453744241,3.764737164733532,150.99701767918447,1.2413323277016644,696.0000000000034,0.0,63.37834314974103,18.800000000000097,27914542.00000014
2020-05-30,4368.580358982594,196.1199708369246,170.84163119584133,163.10793327308932,3.7287497233791624,3.74162414051848,158.0943034985612,1.2358221287756035,696.0000000000034,0.0,63.186005261465525,18.800000000000097,27914542.00000014
2020-05-31,4572.999522630617,204.41916364805576,178.99102769552383,166.84316714938737,3.7352339150295286,3.733257698149046,165.4919278501655,1.230230365166061,696.0000000000034,0.0,62.97023924021687,18.800000000000097,27914542.00000014
2020-06-01,4784.397945140392,211.39842250979783,187.09631892936778,170.5468873206704,3.703720200331621,3.725501935538099,173.14213108478017,1.224569832698077,696.0000000000034,0.0,62.73767943016274,18.800000000000097,27914542.00000014
2020-06-02,5002.842899708567,218.44495456819226,195.15220881564284,174.2234977464824,3.67661044759843,3.7169973307744586,181.04735025282264,1.2188423712914973,696.0000000000034,0.0,62.49252427850449,18.800000000000097,27914542.00000014
2020-06-03,5228.3126854472375,225.46978573868492,203.08283615277963,177.9018346867205,3.6783369565779482,3.710313447337475,189.20680082794954,1.2130668140213072,696.0000000000034,0.0,62.237145309718784,18.800000000000097,27914542.00000014
2020-06-04,5460.587810788734,232.27512534150597,210.77516250566455,181.62421053346338,3.7223758589977844,3.7103428747726652,197.6125390501803,1.2072390245431315,696.0000000000034,0.0,61.976609790304686,18.800000000000097,27914542.00000014
2020-06-05,5699.1693810392,238.58157025047373,218.10401312036058,185.43819668484247,3.8139861605702574,3.7230966841984436,206.24650868323994,1.2013749697648164,696.0000000000034,0.0,61.717408861797765,18.800000000000097,27914542.00000014
2020-06-06,5943.217889043792,244.04850800459775,224.95085761014795,189.39046070044532,3.9522640224962187,3.7548010199361683,215.07832608256604,1.1954825847896773,696.0000000000034,0.0,61.466503640530696,18.800000000000097,27914542.00000014
2020-06-07,6191.507308185568,248.2894191417809,231.21789547005474,193.5221441678682,4.13168347259292,3.8112195432326743,224.063618996314,1.189565396898659,696.0000000000034,0.0,61.23060979245369,18.800000000000097,27914542.00000014
2020-06-08,6442.244443647267,250.73713546170126,236.8375361791413,197.86161459002554,4.339470426034872,3.9018217356404135,233.13748654846404,1.1836252435369565,696.0000000000034,0.0,61.015660964249854,18.800000000000097,27914542.00000014
2020-06-09,6695.08097333016,252.83652968289556,241.7504131233673,202.43221611381875,4.5706015267013385,4.029312972706399,242.28732224812927,1.1776643108039795,696.0000000000034,0.0,60.82640635667163,18.800000000000097,27914542.00000014
2020-06-10,6949.832093927818,254.75112059766005,245.93323194983031,207.24709356564878,4.814877454011144,4.191455156161997,251.50643948829514,1.1716745420881187,696.0000000000034,0.0,60.666108904543236,18.800000000000097,27914542.00000014
2020-06-11,7206.399118926805,256.56702499898876,249.40325767278034,212.30657098225242,5.059477418239458,4.382255717477031,260.7912696614706,1.1656544198175451,696.0000000000034,0.0,60.536318911762386,18.800000000000097,27914542.00000014
2020-06-12,7464.711427107203,258.312308180399,252.2216800031312,217.59618550882925,5.289614527803713,4.592859370525364,270.1392607464266,1.1595979577203033,696.0000000000034,0.0,60.43670427755167,18.800000000000097,27914542.00000014
2020-06-13,7724.682923918003,259.97149681080055,254.49613734559375,223.08521282263715,5.489027314728036,4.812216926084076,279.5473012482496,1.1534869298286905,696.0000000000034,0.0,60.36492316614704,18.800000000000097,27914542.00000014
2020-06-14,7986.1793875086505,261.49646359064764,256.382609796526,228.72556120068862,5.640348378741575,5.027586902707862,289.0105381533822,1.147309767507266,696.0000000000034,0.0,60.31652850906414,18.800000000000097,27914542.00000014
2020-06-15,8249.007843798921,262.82845629027116,258.10970443853904,234.49632022178378,5.770759021612751,5.231932743288176,298.52199459758396,1.1410400179381435,696.0000000000034,0.0,60.28489638179819,18.800000000000097,27914542.00000014
2020-06-16,8513.141290089023,264.1334462901019,259.72332810266033,240.3803041611669,5.883983939771304,5.419467980219857,308.08069520481416,1.1346449132596854,696.0000000000034,0.0,60.261172286348724,18.800000000000097,27914542.00000014
2020-06-17,8778.52157842651,265.3802883374863,261.24157930259355,246.33189909695827,5.951594936082526,5.581801373012349,317.6845348166686,1.1281039176532337,696.0000000000034,0.0,60.24337921476163,18.800000000000097,27914542.00000014
2020-06-18,9045.05023359365,266.5286551671423,262.66449281566565,252.28950286182703,5.957603765087113,5.7100877783048425,327.32994684618,1.121385792150722,696.0000000000034,0.0,60.23003441107131,18.800000000000097,27914542.00000014
2020-06-19,9312.581566597968,267.53133300431637,263.98134811853697,258.1848550067456,5.895352145082311,5.796641302377639,337.0116545431681,1.1144918328008258,696.0000000000034,0.0,60.22002580830357,18.800000000000097,27914542.00000014
2020-06-20,9580.917509790119,268.33594319215166,265.17615071398393,263.9500342738055,5.7651792671827815,5.836145165535662,346.7224844432525,1.1074026496491018,696.0000000000034,0.0,60.21251935622776,18.800000000000097,27914542.00000014
2020-06-21,9849.803743202334,268.88623341221364,266.23174312598604,269.52270670082964,5.572672427116247,5.826559100396098,356.4532264546118,1.1001348896285537,696.0000000000034,0.0,60.20688951717091,18.800000000000097,27914542.00000014
2020-06-22,10120.175948966084,270.3722057637501,267.3093587342766,274.8614062376459,5.3386995368853505,5.7649469594276574,366.23773060372605,1.0926981290830846,696.0000000000034,0.0,60.202667137878265,18.800000000000097,27914542.00000014
2020-06-23,10391.842029597881,271.6660806317981,268.3854135238817,279.93226993356774,5.07086369597365,5.648924343681934,376.0690427814958,1.0851103776785076,696.0000000000034,0.0,60.19950035340878,18.800000000000097,27914542.00000014
2020-06-24,10663.779760724607,271.93773112672545,269.3221823148574,284.71062778954274,4.778357856013857,5.481475093572705,385.910171387997,1.0774080903047776,696.0000000000034,0.0,60.19712526505667,18.800000000000097,27914542.00000014
2020-06-25,10934.5062491149,270.7264883902933,269.9218899682055,289.1859766598692,4.475348870355582,5.269887186372166,395.7074564336939,1.0696399397389271,696.0000000000034,0.0,60.19534394879258,18.800000000000097,27914542.00000014
2020-06-26,11202.355026202707,267.8487770878076,269.96727979031095,293.3657106784834,4.179734018636116,5.0249546593331065,405.4005963653485,1.0618605301112427,696.0000000000034,0.0,60.19400796159452,18.800000000000097,27914542.00000014
2020-06-27,11465.68386822994,263.3288420272329,269.2520398362695,297.27791907867555,3.912208400208507,4.76037905203054,414.9301681854535,1.054136186206575,696.0000000000034,0.0,60.19300597119597,18.800000000000097,27914542.00000014
2020-06-28,11723.030661353469,257.3467931235278,267.6036226373835,300.9734845578759,3.6955654792126227,4.492320488117933,424.2432675418057,1.0465229541345706,696.0000000000034,0.0,60.19225447839706,18.800000000000097,27914542.00000014
2020-06-29,11974.432821483768,251.4021601302997,264.8937045345991,304.53774108485857,3.5642565269918896,4.238871911014117,433.3412640047712,1.0390842000870315,696.0000000000034,0.0,60.191690858797884,18.800000000000097,27914542.00000014
2020-06-30,12218.98251850457,244.549697020802,261.0200356730893,307.9816348375616,3.4438937527099847,4.006428496932215,442.19130708567343,1.0318774681001814,696.0000000000034,0.0,60.1912681440985,18.800000000000097,27914542.00000014
2020-07-01,12455.391171360669,236.40865285609954,255.94455826742234,311.3084465548038,3.3268117172474247,3.798986692673309,450.74676069563907,1.024967732620063,696.0000000000034,0.0,60.19095110807396,18.800000000000097,27914542.00000014
2020-07-02,12682.398953827567,227.0077824668972,249.6991297542193,314.51845514881177,3.2100085940118492,3.6180974855683345,458.96202478805185,1.0184247328845704,696.0000000000034,0.0,60.190713331055555,18.800000000000097,27914542.00000014
2020-07-03,12899.081923838698,216.68297001112984,242.38981515664736,317.6124354146151,3.0939802658062403,3.462831355934497,466.80365159039314,1.0122836433932287,696.0000000000034,0.0,60.19053499829175,18.800000000000097,27914542.00000014
2020-07-04,13105.082370480852,206.000446642155,234.20010635778962,320.594281312093,2.9818458974800874,3.3297519914175866,474.25868277812197,1.0065996103729773,696.0000000000034,0.0,60.1904012487189,18.800000000000097,27914542.00000014
2020-07-05,13300.78157424075,195.69920375989702,225.39333655567282,323.47297342750915,2.878692115417761,3.2128965727487144,481.3409023550854,1.0014156095250477,696.0000000000034,0.0,60.19030093653926,18.800000000000097,27914542.00000014
2020-07-06,13487.21509147567,186.43351723491975,216.1120919448738,326.2539705360492,2.780997108541346,3.100874433440014,488.0877742129858,0.9967383393351251,696.0000000000034,0.0,60.19022570240453,18.800000000000097,27914542.00000014
2020-07-07,13664.166085898303,176.95099442263478,206.45508091728522,328.93907195504323,2.6851014189948943,2.9923888567542223,494.4914447515306,0.9925684603836982,696.0000000000034,0.0,60.19016927680349,18.800000000000097,27914542.00000014
2020-07-08,13831.854283234348,167.68819733604545,196.63777222642568,331.5386769462441,2.5996049912015717,2.8884663355197753,500.5598602281606,0.9888996807758164,696.0000000000034,0.0,60.1901269576027,18.800000000000097,27914542.00000014
2020-07-09,13990.95352755183,159.0992443174835,186.93640302243745,334.06963472972234,2.5309577834787516,2.7914814581686005,506.3174030896732,0.9857070812024196,696.0000000000034,0.0,60.19009521820211,18.800000000000097,27914542.00000014
2020-07-10,14142.60494850811,151.651420956277,177.64598487833445,336.55363199428643,2.4839972645644646,2.7044255732644626,511.8053692209402,0.9829509637783512,696.0000000000034,0.0,60.190071413651665,18.800000000000097,27914542.00000014
2020-07-11,14288.426836785111,145.8218882770011,169.04880830968833,339.0159835302984,2.462351536012233,2.630358287899223,517.082325881446,0.9805923437128856,696.0000000000034,0.0,60.19005356023884,18.800000000000097,27914542.00000014
2020-07-12,14430.522050665777,142.09521388066634,161.39082116439315,341.4847252042854,2.4687416739872,2.571996091490031,522.2243801576915,0.9785935790516339,696.0000000000034,0.0,60.190040170179216,18.800000000000097,27914542.00000014
2020-07-13,14572.067184411764,141.54513374598798,154.97788720490462,344.0075807487219,2.5228555444367515,2.535374411862517,527.346493747875,0.9769204590140015,696.0000000000034,0.0,60.1900301276345,18.800000000000097,27914542.00000014
2020-07-14,14713.742081909362,141.67489749759721,149.9381064185461,346.59490663458655,2.587325885864736,2.52171503643406,532.473271248205,0.9755453862773091,696.0000000000034,0.0,60.190022595725964,18.800000000000097,27914542.00000014
