date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,total_boosters_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,extreme_poverty,male_smokers,handwashing_facilities,population,excess_mortality_cumulative
2020-03-11,1.299692619517304,0.21266562879213535,0.11850150049565544,6.000000000000025,0.0,0.0,1.4400000000000053,2.2608052368176694,12820.000000000051,12190.000000000042,0.15000000000000055,6.700000000000026,5.16000000000002,9917.000000000038,9917.000000000038,0.1000000000000004,19.00729600009211,32.20000000000013,4.500000000000018,13.500000000000053,65.39000000000024,51874028.00000019,1.0783869067928913
2020-03-12,1.7197597684518127,0.5455979833150368,0.18385971380442528,6.000000000000027,0.0,0.0,1.4400000000000062,2.2612600362105404,12820.000000000056,12190.000000000047,0.1500000000000006,6.7000000000000295,5.1600000000000215,9917.000000000044,9917.000000000044,0.10000000000000042,20.90664391959002,32.200000000000145,4.5000000000000195,13.500000000000057,65.39000000000027,51874028.00000022,1.0367638398075365
2020-03-13,2.779962037069311,1.1693956432716726,0.33327067417038503,6.000000000000028,0.0,0.0,1.4400000000000066,2.2616458998146634,12820.00000000006,12190.000000000053,0.15000000000000066,6.700000000000031,5.160000000000023,9917.000000000047,9917.000000000047,0.10000000000000045,22.972460153655064,32.20000000000015,4.500000000000021,13.50000000000006,65.3900000000003,51874028.00000024,0.992437688966111
2020-03-14,4.758048450878919,2.07278041054038,0.6028048155825415,6.00000000000003,0.0,0.0,1.440000000000007,2.2616618650678526,12820.000000000064,12190.000000000056,0.1500000000000007,6.700000000000033,5.160000000000025,9917.00000000005,9917.00000000005,0.10000000000000048,25.225295341485687,32.20000000000016,4.500000000000022,13.500000000000064,65.39000000000031,51874028.00000025,0.946199919231741
2020-03-15,7.8926313607836445,3.2158813647895865,1.0233524804651895,6.000000000000032,0.0,0.0,1.4400000000000075,2.2607772649935236,12820.000000000065,12190.000000000058,0.15000000000000072,6.700000000000035,5.160000000000026,9917.000000000051,9917.000000000051,0.1000000000000005,27.671682074957232,32.200000000000166,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.8990932958872713
2020-03-16,11.716079855429388,3.8920015213297536,1.5578152653262718,6.000000000000032,0.0,0.0,1.4400000000000075,2.2583419985189015,12820.000000000067,12190.00000000006,0.15000000000000074,6.700000000000035,5.160000000000027,9917.000000000053,9917.000000000053,0.1000000000000005,30.299757354537306,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.8523985885269342
2020-03-17,16.419849161126052,4.760145290965004,2.2290576351614835,6.000000000000032,0.0,0.0,1.4400000000000075,2.253731773614454,12820.00000000007,12190.000000000062,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,33.10597105404137,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.8068610052317251
2020-03-18,22.558972197282856,6.183990674752532,3.0908383136367954,6.000000000000032,0.0,0.0,1.4400000000000075,2.2464255270434226,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,36.09160951225054,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.7632056641516222
2020-03-19,30.849335806010046,8.324628429464548,4.208611282092506,6.000000000000032,0.0036845507433742753,0.0,1.4400000000000075,2.235961194409913,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,39.24698428350924,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.7220920243231023
2020-03-20,42.015637924320174,11.191208878659525,5.6451265287962835,6.000000000000032,0.018277310924369822,0.0,1.4400000000000075,2.221981561612221,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,42.54746801224415,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.6840762458586487
2020-03-21,56.67735546327904,14.678927020985629,7.449630610882945,6.000000000000032,0.04347527472527493,0.003988687782805438,1.4400000000000075,2.204323921693978,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,45.95752974221486,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.6495794971652497
2020-03-22,75.26322021736895,18.5975113614083,9.64976707580929,6.000000000000032,0.07808156916612839,0.013498303167420867,1.4400000000000075,2.182923613539394,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,49.43376139845179,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.6188607224346414
2020-03-23,97.48825226709934,22.233767005219168,12.272161441310777,5.976050420168099,0.09627934106334889,0.027137625242404772,1.4400000000000075,2.1577780365928163,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,52.92714764870965,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.59199275433736
2020-03-24,123.70658997601967,26.224888925536924,15.340255534764628,5.930147058823561,0.12164389493778338,0.04573702630090519,1.4400000000000075,2.1289708900819777,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,56.38825989619619,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.5688840242836857
2020-03-25,154.38325534562205,30.68157878206484,18.84129863232755,5.880674288946379,0.16781663161057772,0.07135512913097965,1.4400000000000075,2.0967110376325913,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,59.76125891697594,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.54936755002549
2020-03-26,189.92486878782069,35.54529850154547,22.731124426734397,5.855237455559177,0.24098852412810196,0.1065337999833352,1.4400000000000075,2.061353898780361,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,63.02943061307142,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.5332007759710924
2020-03-27,230.55268520431136,40.63058021100081,26.93773375314717,5.885287173763767,0.3417627247056443,0.15373939329713332,1.4400000000000075,2.0233821015254803,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,66.21168947564078,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.5200776561046738
2020-03-28,276.2073710460912,45.65675868766246,31.36398163354176,6.002087552268534,0.4665515199351814,0.2149436852443437,1.4400000000000075,1.9834048696153475,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,69.27421717137193,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.5096499188591084
2020-03-29,326.4775871080985,50.2717706964192,35.88959255999802,6.233692361033989,0.6086240471912066,0.2913095738880096,1.4400000000000075,1.9421680672082813,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,72.1768406419421,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.5015499449158713
2020-03-30,379.69054327225103,53.214122139961546,40.31594926809167,6.533349425914481,0.6971273760527468,0.37754779127573657,1.4400000000000075,1.9005012928108678,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,74.88329887188979,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.49541945214362754
2020-03-31,435.9208486306597,56.23117984026537,44.6030414597954,6.922232496068063,0.802952190087396,0.4751322397076114,1.4400000000000075,1.8591288784640034,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,77.36894296451862,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.49094713333420315
2020-04-01,495.73973149562016,59.81953872635297,48.76598503796234,7.46050113352488,0.9607144657717546,0.5885329225085701,1.4400000000000075,1.8185205437865957,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,79.60370528415186,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.4878158982639144
2020-04-02,559.9223325583678,64.18309295879197,52.85738632210468,8.225595630363454,1.1853871744742612,0.7234746757211188,1.4400000000000075,1.77887069226141,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,81.55204334579017,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.4857149720601385
2020-04-03,629.2281747581435,69.30621112180903,56.95411521022761,9.295958196592904,1.4772110337322344,0.8856312168748746,1.4400000000000075,1.7401672402691042,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,83.18789902517986,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.48435381706932523
2020-04-04,704.2365156839935,75.008617617375,61.147385050204754,10.738823851064607,1.8253775707096516,1.0796456815637212,1.4400000000000075,1.7022146351145648,12820.00000000007,12190.000000000064,0.15000000000000077,6.700000000000035,5.160000000000027,9917.000000000055,9917.000000000055,0.1000000000000005,84.49890956300266,32.20000000000017,4.500000000000023,13.500000000000068,65.39000000000033,51874028.00000027,0.483477422351089
