date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_vaccinations_per_hundred,reproduction_rate,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,gdp_per_capita,female_smokers,hospital_beds_per_thousand,life_expectancy,human_development_index,population
2020-03-11,39.72994707498399,1.3325767938753286,0.5544321458439895,1.0000000000000038,0.0,0.0,87.24695121606368,0.17000000000000065,0.38000000000000145,0.17000000000000065,754.0000000000026,754.0000000000026,0.17000000000000065,26.63828771049513,81.35000000000032,32.40000000000012,71809.25000000028,2.0000000000000075,2.700000000000011,75.86000000000028,0.8400000000000033,449002.00000000175
2020-03-12,39.67237950468666,1.7155605850639017,0.8023144131968274,1.0000000000000042,0.0,0.0,87.12053015412933,0.17000000000000073,0.3800000000000016,0.17000000000000073,754.000000000003,754.000000000003,0.17000000000000073,28.490219745726037,81.35000000000036,32.400000000000134,71809.2500000003,2.0000000000000084,2.700000000000012,75.86000000000031,0.8400000000000036,449002.00000000186
2020-03-13,39.74038676167601,2.1438132959407885,1.0958237219855353,1.0000000000000044,0.0,0.0,87.26987725360617,0.1700000000000008,0.38002521008403534,0.1700000000000008,754.0000000000033,754.0000000000033,0.1700000000000008,30.4598580866055,81.35000000000039,32.40000000000015,71809.25000000033,2.000000000000009,2.700000000000013,75.86000000000034,0.840000000000004,449002.000000002
2020-03-14,40.00472446039733,2.5943014716323907,1.4284503706746752,1.0000000000000047,0.0,0.0,87.85037513477488,0.17000000000000082,0.38008613445378336,0.17000000000000082,754.0000000000035,754.0000000000035,0.17000000000000082,32.51822388169626,81.3500000000004,32.400000000000155,71809.25000000035,2.0000000000000093,2.7000000000000135,75.86000000000035,0.8400000000000042,449002.0000000021
2020-03-15,40.52888271181389,3.036336963452806,1.7903411716711688,1.0000000000000049,0.0,0.0,89.0014510343392,0.17000000000000084,0.3801749757595365,0.17000000000000084,754.0000000000036,754.0000000000036,0.17000000000000084,34.64177974061938,81.35000000000042,32.40000000000016,71809.25000000036,2.0000000000000098,2.700000000000014,75.86000000000037,0.8400000000000043,449002.0000000022
2020-03-16,41.31731491039571,3.4372721149619445,2.176411987350666,1.000000000000005,0.0,0.0,90.73288950393811,0.17000000000000087,0.38026455437944606,0.17000000000000087,754.0000000000038,754.0000000000038,0.17000000000000087,36.78059434004766,81.35000000000042,32.40000000000016,71809.25000000038,2.00000000000001,2.7000000000000144,75.86000000000038,0.8400000000000044,449002.0000000022
2020-03-17,42.40875218150402,3.8511764520908907,2.583121692516883,1.000000000000005,0.0,0.0,93.12974550545857,0.1700000000000009,0.3803217189520059,0.1700000000000009,754.0000000000039,754.0000000000039,0.1700000000000009,38.884383053031925,81.35000000000042,32.40000000000016,71809.25000000038,2.00000000000001,2.700000000000015,75.8600000000004,0.8400000000000045,449002.0000000022
2020-03-18,43.85470570044612,4.261717827109546,3.001879569323027,1.000000000000005,0.0,0.0,96.3051363753772,0.1700000000000009,0.3802833060207277,0.1700000000000009,754.000000000004,754.000000000004,0.1700000000000009,40.90196602280568,81.35000000000042,32.40000000000016,71809.25000000038,2.00000000000001,2.700000000000015,75.8600000000004,0.8400000000000046,449002.0000000022
2020-03-19,45.70334343176646,4.650183005109156,3.421298332454462,1.000000000000005,0.0006140917905623792,0.0,100.36483579801659,0.1700000000000009,0.38006445107340014,0.1700000000000009,754.000000000004,754.000000000004,0.1700000000000009,42.78598130443464,81.35000000000042,32.40000000000016,71809.25000000038,2.00000000000001,2.700000000000015,75.8600000000004,0.8400000000000046,449002.0000000022
2020-03-20,47.98739768371504,4.996072935796969,3.828883898015708,1.000000000000005,0.0030462184873949706,0.0,105.38071928548739,0.1700000000000009,0.37956643785256194,0.1700000000000009,754.000000000004,754.000000000004,0.1700000000000009,44.49641972105391,81.35000000000042,32.40000000000016,71809.25000000038,2.00000000000001,2.700000000000015,75.8600000000004,0.8400000000000046,449002.0000000022
