date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_70_older,median_age,aged_65_older,diabetes_prevalence,male_smokers,hospital_beds_per_thousand,human_development_index,population
2020-03-11,32.767628878474596,1.0954050142070035,0.45591870406773055,0.9937196994182327,0.03350970709639839,0.013659995536459048,0.1000000000000004,1.1500000000000041,30.910814710760857,19.27798785734325,0.08070510363968522,11.726135035064285,0.010000000000000038,60.00000000000023,64.00000000000024,0.0,31.848010165333104,8.64000000000003,38.00000000000015,13.190000000000053,10.08000000000004,51.2000000000002,2.8900000000000117,0.8000000000000032,2842318.0000000102
2020-03-12,32.718093992404796,1.4132958421032198,0.6600873796991513,0.9923809187136435,0.04298942317944175,0.01975178398266108,0.10000000000000042,1.1500126050420216,34.32060943210756,22.8886821195788,0.08125588008916933,11.660389899439794,0.010000000000000044,60.000000000000256,64.00000000000027,0.0,36.39513769001232,8.640000000000036,38.00000000000017,13.190000000000058,10.080000000000043,51.200000000000216,2.890000000000013,0.8000000000000034,2842318.000000011
2020-03-13,32.776611864697955,1.7710578544280975,0.9025503440827043,0.9939624828296748,0.05347671508981737,0.02693148504581941,0.10000000000000045,1.1500619747899212,37.42040212902579,26.56287551987161,0.08218286029312145,11.56130567603429,0.010000000000000047,60.00000000000027,64.00000000000028,0.0,41.14689334507881,8.64000000000004,38.000000000000185,13.190000000000063,10.080000000000046,51.20000000000023,2.890000000000014,0.8000000000000036,2842318.000000012
2020-03-14,33.00406523336514,2.1496734813188154,1.178308685663841,1.0001098711720313,0.06439648266513304,0.03502214319612934,0.10000000000000048,1.1501489374596048,40.422202049258104,30.194070020640673,0.08381038374602091,11.41989651623711,0.010000000000000049,60.000000000000284,64.0000000000003,0.0,46.00836684138838,8.640000000000041,38.00000000000019,13.190000000000067,10.080000000000048,51.200000000000244,2.8900000000000143,0.8000000000000038,2842318.000000013
2020-03-15,33.45508512411892,2.523567328183687,1.4795674870985627,1.0122995979491607,0.07499419457803544,0.043766607397097104,0.1000000000000005,1.1502637716144206,43.3979217373315,33.690365055881344,0.08646832433181705,11.229006097585087,0.01000000000000005,60.0000000000003,64.00000000000031,0.0,50.880242487214616,8.640000000000043,38.0000000000002,13.190000000000069,10.08000000000005,51.20000000000026,2.890000000000015,0.800000000000004,2842318.000000014
2020-03-16,34.0274159762502,2.75762378314488,1.7872984336820381,1.0241568251587045,0.07807822511904705,0.05209386311084815,0.1000000000000005,1.1503490892150188,46.162355330148024,36.93992957730215,0.09047196076663927,10.983052246104151,0.010000000000000052,60.00000000000031,64.00000000000033,0.0,55.62177882727273,8.640000000000043,38.0000000000002,13.19000000000007,10.080000000000052,51.20000000000026,2.8900000000000152,0.800000000000004,2842318.000000014
2020-03-17,34.763225201321504,3.0125940493819363,2.1000216597799555,1.0371221437559077,0.08195879812176762,0.05998636371969084,0.1000000000000005,1.150334053498208,48.67782661396534,39.864966575349015,0.09605290399450125,10.677759449607215,0.010000000000000054,60.00000000000031,64.00000000000033,0.0,60.12218657682182,8.640000000000043,38.0000000000002,13.190000000000072,10.080000000000053,51.20000000000026,2.8900000000000157,0.800000000000004,2842318.000000014
2020-03-18,35.788272165373854,3.348052518290498,2.4223261995861023,1.0573664946947603,0.09063845864303885,0.06794646315822334,0.1000000000000005,1.1501243281003868,50.895199307597544,42.408194873334715,0.1033022830378929,10.312957596255199,0.010000000000000054,60.00000000000031,64.00000000000033,0.0,64.27981931206055,8.640000000000043,38.0000000000002,13.190000000000074,10.080000000000053,51.20000000000026,2.890000000000016,0.800000000000004,2842318.000000014
2020-03-19,37.266284925581836,3.78928761108375,2.7621972999804676,1.0934773597088547,0.10614949685881456,0.07677271097564889,0.1000000000000005,1.1496192641748393,52.88091790345196,44.55236464239607,0.11215819256284133,9.894099257307765,0.010000000000000054,60.00000000000031,64.00000000000033,0.0,68.01125976523493,8.640000000000043,38.0000000000002,13.190000000000074,10.080000000000053,51.20000000000026,2.890000000000016,0.800000000000004,2842318.000000014
2020-03-20,39.36474278274494,4.335873271338031,3.129011905172816,1.1547234043970274,0.12904651178438267,0.08739207363251253,0.1000000000000005,1.148724790729709,54.81926955234665,46.33647774811904,0.12237640137106463,9.431287112664092,0.010000000000000054,60.00000000000031,64.00000000000033,0.0,71.25813454596897,8.640000000000043,38.0000000000002,13.190000000000074,10.080000000000053,51.20000000000026,2.890000000000016,0.800000000000004,2842318.000000014
