date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,total_vaccinations_per_hundred,reproduction_rate,new_tests,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,population_density,median_age,diabetes_prevalence,male_smokers,population
2020-03-11,2.820406231051052,0.4611825071495094,0.2546933439342649,1.0000000000000038,0.0,0.0,1.030000000000004,0.17000000000000065,1.780000000000007,35.335722309359355,0.0,51.300000000000196,0.17000000000000065,698.0000000000025,698.0000000000025,0.13000000000000048,1454.430000000006,30.600000000000115,9.190000000000035,55.00000000000021,523798.000000002
2020-03-12,3.2090021522798913,0.5385918375467283,0.31762559146974445,1.0000000000000042,0.0,0.0,1.0300000000000045,0.17000000000000073,1.7800000000000078,36.81217203798811,0.0,51.300000000000225,0.17000000000000073,698.0000000000027,698.0000000000027,0.13000000000000056,1454.4300000000067,30.60000000000013,9.19000000000004,55.00000000000023,523798.0000000022
2020-03-13,3.683803973615226,0.6173892563113079,0.3868166402732852,1.0000000000000044,0.0,0.0,1.0300000000000047,0.1700000000000008,1.7800000000000082,38.50390924827136,0.0,51.30000000000024,0.1700000000000008,698.000000000003,698.000000000003,0.13000000000000062,1454.430000000007,30.600000000000136,9.190000000000044,55.00000000000024,523798.0000000023
2020-03-14,4.243622210980658,0.6923567450776968,0.459808181562431,1.0000000000000047,0.0,0.0,1.030000000000005,0.17000000000000082,1.7800000000000087,40.308070914871976,0.0,51.30000000000025,0.17000000000000082,698.0000000000032,698.0000000000032,0.13000000000000064,1454.4300000000073,30.600000000000144,9.190000000000046,55.000000000000256,523798.00000000244
2020-03-15,4.881019825656318,0.7573574101334195,0.5335597560813266,1.0000000000000049,0.0,0.0,1.0300000000000051,0.17000000000000084,1.7800000000000091,42.06446193426868,0.0,51.288277310924634,0.17000000000000084,698.0000000000034,698.0000000000034,0.13000000000000067,1454.4300000000076,30.60000000000015,9.190000000000047,55.00000000000027,523798.00000000256
2020-03-16,5.5940551084148415,0.816902996190887,0.6063115429821337,1.000000000000005,0.0,0.0,1.0300000000000054,0.17000000000000087,1.7800000000000094,43.674073664664085,0.0,51.28925420168095,0.17000000000000087,698.0000000000034,698.0000000000034,0.13000000000000067,1454.4300000000078,30.600000000000158,9.190000000000047,55.00000000000027,523798.0000000027
2020-03-17,6.381627304161822,0.873924823096625,0.6772709875533436,1.000000000000005,0.0,0.0,1.0300000000000054,0.1700000000000009,1.7800000000000096,45.01835421423827,0.0,51.31211841467384,0.1700000000000009,698.0000000000034,698.0000000000034,0.13000000000000067,1454.430000000008,30.600000000000158,9.190000000000047,55.00000000000027,523798.0000000027
2020-03-18,7.232568247998562,0.9200848584342995,0.7442955160366962,1.000000000000005,0.0,0.0,1.0300000000000054,0.1700000000000009,1.7800000000000096,45.97446378608278,0.0,51.35888680712698,0.1700000000000009,698.0000000000034,698.0000000000034,0.13000000000000067,1454.4300000000082,30.600000000000158,9.190000000000047,55.00000000000027,523798.0000000027
2020-03-19,8.128805630084262,0.9499375934055581,0.8046469763940394,1.000000000000005,0.0,0.0,1.0300000000000054,0.1700000000000009,1.7800000000000096,46.646895027668165,6.544925662572724e-05,51.42013957205507,0.1700000000000009,698.0000000000034,698.0000000000034,0.13000000000000067,1454.4300000000082,30.600000000000158,9.190000000000047,55.00000000000027,523798.0000000027
2020-03-20,9.047735444282669,0.9602069119255339,0.8555574688824734,1.000000000000005,0.0,0.0,1.0300000000000054,0.1700000000000009,1.7800000000000096,47.134767262994245,0.0002708063994828709,51.45477824077376,0.1700000000000009,698.0000000000034,698.0000000000034,0.13000000000000067,1454.4300000000082,30.600000000000158,9.190000000000047,55.00000000000027,523798.0000000027
2020-03-21,9.964001324647054,0.949243742444475,0.8946537189857091,1.000000000000005,0.0,0.0,1.0300000000000054,0.1700000000000009,1.7800000000000096,47.38063265474413,0.0006638352456367191,51.34690139228046,0.1700000000000009,698.0000000000034,698.0000000000034,0.13000000000000067,1454.4300000000082,30.600000000000158,9.190000000000047,55.00000000000027,523798.0000000027
2020-03-22,10.850829047783952,0.916619296813965,0.9202753571125863,1.000000000000005,0.0,0.0,1.0300000000000054,0.1700000000000009,1.7800000000000096,47.366922454859065,0.001265006363122178,51.06365697504428,0.1700000000000009,698.0000000000034,698.0000000000034,0.13000000000000067,1454.4300000000082,30.600000000000158,9.190000000000047,55.00000000000027,523798.0000000027
