date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,aged_70_older,extreme_poverty,diabetes_prevalence,hospital_beds_per_thousand,population
2020-12-06,210962.48612226668,4174.559226213175,4514.628901666287,2634.4784101995356,59.072505800763345,62.19713138082585,2608243.359446535,0.892363231133956,22597.192654564198,23223.96054263148,0.17466863181070091,5.81390607006816,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999957274126,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-07,215036.069730679,4073.5836084123102,4411.128305693806,2692.6405464990416,58.16213629950601,61.26202403658909,2630623.589227762,0.8833731020834998,22340.686144122923,23034.441108331106,0.1708836651960996,5.9498914142188735,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999967955606,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-08,219002.81842599923,3966.7486953202265,4302.507268539915,2749.8187421302646,57.17819563122299,60.27294288199911,2652742.431594387,0.8749475705833113,22069.491789734107,22824.714945663356,0.1671950695176308,6.090180357690667,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999975966717,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-09,222851.4094885366,3848.591062537363,4189.263908418516,2805.834434748963,56.01569261869851,59.22374222937271,2674593.9200435644,0.8670923844662499,21792.790561757625,22597.347715388467,0.1635721263140475,6.235629773762515,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999981975049,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-10,226570.31209377834,3718.902605241747,4072.0858564916552,2860.479284368126,54.64484961916293,58.10773459704577,2696177.8181920177,0.8598158946845302,21516.981245494073,22355.737596496132,0.15996707146468903,6.386798283780202,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999986481298,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-11,230151.72880207293,3581.4167082945987,3951.831273913672,2913.571583508807,53.092299140681256,56.91990437377018,2717497.794356687,0.8531211323902572,21247.239222743723,22104.693678949377,0.15637656410271866,6.543367943604392,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999989860985,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-12,233594.55167589246,3442.822873819531,3829.514614614315,2964.9985648132515,51.426981304444425,55.65856806701161,2738558.7902730135,0.847012471787846,20983.990373748187,21848.041413058214,0.15279114964458929,6.704802945421468,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999992395751,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-13,236906.57936777943,3312.0276918869536,3706.29594738608,3014.7481317547395,49.74956694148787,54.326619489172806,2759361.3619840145,0.8414770332203297,20721.708956781757,21587.616871041268,0.14921828143189075,6.87000330796721,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999994296825,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-14,240113.99884386983,3207.419476090397,3582.5583634161,3063.110387762407,48.362256007667355,52.926514067429125,2779906.1215284155,0.8365080658008335,20461.47065585396,21325.570668794877,0.14567486168801003,7.037429759579167,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.4799999572263,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-15,243214.72936884323,3100.7305249734254,3458.8416583086855,3110.006255592333,46.8958678299264,51.457465867313985,2800194.3789695217,0.8320993751424814,20204.54765090795,21064.178551046734,0.1422063725103516,7.204956611862795,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999996791984,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-16,246204.43186826172,2989.702499418502,3336.1434947011367,3155.2932825151984,45.287026922865024,49.92463931645193,2820227.0883318637,0.828230155144839,19950.823908833867,20804.440668294774,0.13885338959607996,7.370335105955931,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999997593999,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-17,249079.8991436013,2875.4672753395753,3215.6529590995474,3198.832389165007,43.5391066498088,48.33793795534159,2840001.6781590506,0.8248536118337435,19696.763342097307,20546.031713244378,0.13563907257844346,7.5318285757500885,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.4799999819551,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-18,251841.5985335255,2761.6993899242066,3098.55072950566,3240.5379311756346,41.7055420106275,46.71109600044289,2859525.7896390078,0.8219367505689092,19452.38002919744,20289.525029277203,0.13257190301172547,7.688958697488078,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999998646644,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-19,254495.5789098407,2653.9803763151685,2985.8592011370056,3280.4152454082337,39.877314232598984,45.060997016492536,2878813.4601268037,0.8194545021639164,19223.730602053245,20036.22520376142,0.12966034290197462,7.842485021823245,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999998984994,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-20,257054.90092446236,2559.3220146216413,2878.3300807170112,3318.588809621791,38.17356421355723,43.4071629207405,2897887.4963394506,0.8173743284652139,19019.139160331168,19789.314555697623,0.12688811431933827,7.995039267337065,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999999238758,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-21,259547.27692153072,2492.3759970683673,2776.1812796715694,3355.4015134865485,36.812703864757495,41.75715224873254,2916771.9402894983,0.8156820068531132,18839.316442000178,19552.14333435566,0.124207779340021,8.150437498337329,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.4799999942908,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-22,261974.29867369527,2427.0217521645623,2679.937438422071,3390.837463492421,35.43595000587263,40.11999621628442,2935502.2900345167,0.814353134099112,18695.134463045084,19329.596495595473,0.12158424433048455,8.31332586130957,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999999571822,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-23,264334.0329096028,2359.734235907523,2589.9422344403442,3424.8638119050347,34.02634841261395,38.51134994178673,2954117.682239854,0.8133690845756281,18589.603198608984,19127.129514553773,0.11896694860015833,8.488675714663508,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999999678878,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-24,266623.74695111,2289.714041507245,2506.263445222634,3457.467800751664,32.603988846629214,36.949250820916696,2972664.288942338,0.8127053848602936,18529.09593483265,18951.70786636138,0.11631845644042271,8.681999675461121,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.4799999975917,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-25,268841.9529411933,2218.2059900832483,2428.6217455200813,3488.684544810683,31.216744059018488,35.45093730767205,2991194.4217972555,0.8123603250059195,18519.065115313264,18809.714804102023,0.11360018686813231,8.898649077862823,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999999819389,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-26,270989.9410148805,2147.9880736871964,2356.3373052615893,3518.617868853654,29.93332404297108,34.030463000146455,3009773.995517306,0.8123285824745441,18571.272915347286,18708.561717168333,0.110786921017292,9.144130635158605,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999999864554,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-27,273072.92917745037,2082.9881625698604,2288.2897379959686,3547.455935576897,28.838066723243212,32.69690720486101,3028476.6308008796,0.8125814400879713,18696.409680046367,18655.50945852915,0.10786669367182498,9.423746004811115,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999999898427,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
2020-12-28,275106.30554501445,2033.3763675641144,2222.7184235680847,3575.5485127686507,28.092577191753712,31.451230339004553,3047374.1055990476,0.8131123890511122,18892.80559552284,18657.379411285383,0.10482972290415976,9.741120751184305,0.27000000000000135,129809.00000000067,2727.0000000000146,0.020000000000000108,81.47999999923832,23.200000000000124,2.360000000000012,0.1000000000000005,11.750000000000062,1.400000000000007,11285875.000000056
