date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,icu_patients,hosp_patients,total_boosters_per_hundred,new_tests,new_tests_smoothed,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_65_older,median_age,male_smokers,population,excess_mortality_cumulative,excess_mortality
2020-03-11,125.60098305831394,30.105231372498864,16.254795943297943,2.446123144067184,0.6078485134016577,0.2855933015555422,22.555779786450884,1.8987812620610436,22.00000000000008,82.00000000000033,0.020000000000000077,203.09348306400844,127.24414695647525,17.34188679867916,4432.000000000018,0.08000000000000031,25.37273947796668,21.230000000000082,42.80000000000016,22.600000000000094,5540745.000000021,0.26000000000000095,1.1893581932773156
2020-03-12,160.31792478196402,36.21272091599966,20.579583868375572,3.1818127846825863,0.8095837246648743,0.3965550998288174,28.78937811876895,1.8895378012521649,22.000000000000092,82.00000000000036,0.020000000000000087,250.20819843886449,152.224442320397,15.917092483465051,4432.00000000002,0.08000000000000035,27.47691336321956,21.23000000000009,42.80000000000018,22.6000000000001,5540745.000000023,0.2600000000000011,1.1885417542016858
2020-03-13,202.31924513786325,43.081680312080636,25.55120858647889,4.1804449149502165,1.0690979421735127,0.5364748251948206,36.330920305301746,1.8783406489352479,21.99747899159674,81.98235294117686,0.020000000000000094,304.1744907813145,183.74221667888895,14.59086234902414,4432.000000000021,0.08000000000000038,29.896625552472898,21.230000000000096,42.800000000000196,22.600000000000108,5540745.000000025,0.26000000000000123,1.1875512736344593
2020-03-14,251.92834788054728,50.33575926444196,31.08382272945199,5.490650428294122,1.3758538380134602,0.707977159620099,45.23847303440627,1.8650828945876696,21.98256302521019,81.93340336134494,0.020000000000000098,364.93384158307776,222.14441299397646,13.40843926338415,4432.000000000022,0.08000000000000039,32.61096997237024,21.230000000000103,42.80000000000021,22.600000000000115,5540745.000000026,0.2600000000000013,1.1867663964023167
2020-03-15,308.9249939420853,57.46891705660566,37.0391770018402,7.143327187736444,1.7121909602812688,0.9116378470906419,55.472489391189434,1.8495818865192937,21.959288138332365,81.86291612799008,0.0200000000000001,433.4237005150403,267.8404202820052,12.422627120453445,4432.000000000023,0.0800000000000004,35.56726497119759,21.230000000000107,42.80000000000022,22.600000000000122,5540745.000000027,0.26000000000000134,1.1867806796546803
2020-03-16,371.87722961946065,63.30643892367607,43.267443190940675,9.090753309354389,1.9996409577675165,1.1451640672830776,66.77585136789125,1.8316851220646504,21.92559086134465,81.7755322802202,0.020000000000000104,510.0115051858934,321.0700372541678,11.689824251135185,4432.000000000024,0.08000000000000042,38.68411340195999,21.23000000000011,42.800000000000225,22.600000000000122,5540745.000000028,0.26000000000000134,1.1883796273880707
2020-03-17,441.0178608054173,69.40628362068219,49.725583686030426,11.36257047652131,2.315939509534433,1.410008150656235,79.1903595989632,1.8113284827896021,21.886403876454544,81.70669769109611,0.020000000000000108,592.935713569447,381.71238572989614,11.22468557684526,4432.000000000024,0.08000000000000043,41.89561543285339,21.23000000000011,42.800000000000225,22.600000000000122,5540745.000000029,0.26000000000000134,1.192852547671907
2020-03-18,516.755897220095,75.93727574072186,56.3490642997524,14.009694502510596,2.682801432409395,1.7066856540393678,92.78945489637836,1.7885401565330574,21.858500386332533,81.73491984233641,0.020000000000000108,680.1936888616373,449.3259344170093,11.025093044948116,4432.000000000024,0.08000000000000043,45.14527863992777,21.23000000000011,42.800000000000225,22.600000000000122,5540745.000000029,0.26000000000000134,1.201564980982023
2020-03-19,599.4471426952922,82.84067496973029,63.06168219378662,17.084937328078844,3.102614972173891,2.0344083904972092,107.63702604623356,1.7634673345943654,21.871784145599463,81.91954799422818,0.020000000000000108,768.7785407250917,523.0616453828939,11.07127130278027,4432.000000000024,0.08000000000000043,48.36775342079917,21.23000000000011,42.800000000000225,22.600000000000122,5540745.000000029,0.26000000000000134,1.2156618001930708
2020-03-20,689.222137887663,89.88706731327072,69.78293682310351,20.628473519653227,3.5632734463249953,2.3908092017287617,123.75651565620093,1.7363634291939989,21.97059635095787,82.34625440226466,0.020000000000000108,854.584584276852,601.4659819363312,11.320192326471128,4432.000000000024,0.08000000000000043,51.497332033925254,21.23000000000011,42.800000000000225,22.600000000000122,5540745.000000029,0.26000000000000134,1.2358683143150884
2020-03-21,785.8571173136156,96.7190335166274,76.43355814415389,24.656940142972033,4.0417989761464685,2.7717355373663892,141.1077495411167,1.7075951316886495,22.201751400257866,83.08511096976585,0.020000000000000108,936.0086870764188,682.8644024186362,11.693972622358212,4432.000000000024,0.08000000000000043,54.46618002091914,21.23000000000011,42.800000000000225,22.600000000000122,5540745.000000029,0.26000000000000134,1.2623648750381926
2020-03-22,888.6772271254849,102.88315037987537,82.93965277101148,29.155261668315056,4.50706028576209,3.1710946394501374,159.56955876217268,1.6776538471504583,22.62188562517727,84.21927925188818,0.020000000000000108,1010.5033155658807,765.1696011029251,12.138005323265123,4432.000000000024,0.08000000000000043,57.21235010941925,21.23000000000011,42.800000000000225,22.600000000000122,5540745.000000029,0.26000000000000134,1.2947166103833652
