date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,population
2020-03-26,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,18.482689435238235,23.300000000000118,9952789.000000052
2020-03-27,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,18.723810870869556,23.300000000000118,9952789.000000052
2020-03-28,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,18.9154981014392,23.300000000000118,9952789.000000052
2020-03-29,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,19.05858349850994,23.300000000000118,9952789.000000052
2020-03-30,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,19.159301392466837,23.300000000000118,9952789.000000052
2020-03-31,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,19.22838522340639,23.300000000000118,9952789.000000052
2020-04-01,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,19.28039040430337,23.300000000000118,9952789.000000052
2020-04-02,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,19.333186468385925,23.300000000000118,9952789.000000052
2020-04-03,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,19.393853652194448,23.300000000000118,9952789.000000052
2020-04-04,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,19.46792676144709,23.300000000000118,9952789.000000052
2020-04-05,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,19.534815465396914,23.300000000000118,9952789.000000052
2020-04-06,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,19.598833803314033,23.300000000000118,9952789.000000052
2020-04-07,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,19.67938165500656,23.300000000000118,9952789.000000052
2020-04-08,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,19.803580843711316,23.300000000000118,9952789.000000052
2020-04-09,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,20.000752213261862,23.300000000000118,9952789.000000052
2020-04-10,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,20.298273435964525,23.300000000000118,9952789.000000052
2020-04-11,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,20.721976570186094,23.300000000000118,9952789.000000052
2020-04-12,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,21.284063552397196,23.300000000000118,9952789.000000052
2020-04-13,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,21.997416442578473,23.300000000000118,9952789.000000052
2020-04-14,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,22.871537606659167,23.300000000000118,9952789.000000052
2020-04-15,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,23.909504853346064,23.300000000000118,9952789.000000052
2020-04-16,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,25.105687786745204,23.300000000000118,9952789.000000052
2020-04-17,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,26.444035070828175,23.300000000000118,9952789.000000052
2020-04-18,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,27.896789877781806,23.300000000000118,9952789.000000052
2020-04-19,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,29.448043280993158,23.300000000000118,9952789.000000052
2020-04-20,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,31.0900256734146,23.300000000000118,9952789.000000052
2020-04-21,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,32.79895170496404,23.300000000000118,9952789.000000052
2020-04-22,76.0000000000004,0.0,0.0,2.00000000000001,0.0,0.0,7.460000000000039,2.760000000000014,644.0000000000034,0.010000000000000054,34.54142079229774,23.300000000000118,9952789.000000052
2020-04-23,76.0000000000004,0.04667097608274084,0.0,2.00000000000001,0.0012281835811247584,0.0,7.460000000000039,2.7603151260504344,644.0000000000034,0.010000000000000054,36.27921750113998,23.300000000000118,9952789.000000052
2020-04-24,76.0000000000004,0.2315126050420178,0.0,2.00000000000001,0.006092436974789941,0.0,7.460000000000039,2.761259453781527,644.0000000000034,0.010000000000000054,37.972911833030224,23.300000000000118,9952789.000000052
2020-04-25,76.0000000000004,0.5506868131868159,0.05036877828054308,2.00000000000001,0.014491758241758312,0.0013450226244343922,7.460000000000039,2.7628526381706675,644.0000000000034,0.010000000000000054,39.584559440383586,23.300000000000118,9952789.000000052
2020-04-26,76.0000000000004,0.9890332094376264,0.17045531674208209,2.00000000000001,0.026027189722042796,0.0045517533936651755,7.460000000000039,2.764685535512297,644.0000000000034,0.010000000000000054,41.0751724891436,23.300000000000118,9952789.000000052
2020-04-27,75.38865546218527,0.9115551268584395,0.29848757676147486,1.9785714285714386,0.019520392291532098,0.007239930106658072,7.399949579831972,2.7659616306258235,644.0000000000034,0.010000000000000054,42.42447665192564,23.300000000000118,9952789.000000052
2020-04-28,74.21691176470627,0.9505215487637391,0.44863507494344035,1.93750000000001,0.015432149422268933,0.009848822822398216,7.284852941176509,2.7653340219351112,644.0000000000034,0.010000000000000054,43.620345530314694,23.300000000000118,9952789.000000052
2020-04-29,72.95405421784136,1.4894748719800468,0.6808260153219965,1.8932348901098999,0.028655560030502646,0.014539655255130932,7.160806480284459,2.7612482540078984,644.0000000000034,0.010000000000000054,44.66253613545425,23.300000000000118,9952789.000000052
2020-04-30,72.30474557611544,2.725412553467913,1.0781101385115384,1.8704756181318778,0.0664173325955986,0.02437242082079233,7.097026967517813,2.7516869985214414,644.0000000000034,0.010000000000000054,45.55888335563084,23.300000000000118,9952789.000000052
2020-05-01,73.07180417239049,4.715423345288408,1.729680858570148,1.8973622081044053,0.13106703952426885,0.04268849467183223,7.172372682005531,2.734757815148357,644.0000000000034,0.010000000000000054,46.32701998278655,23.300000000000118,9952789.000000052
2020-05-02,76.05328751843325,7.411664470827995,2.718141865647075,2.0018678099244607,0.22129640116873558,0.07264759272333138,7.465234262635382,2.709315290902319,644.0000000000034,0.010000000000000054,46.99566673240349,23.300000000000118,9952789.000000052
2020-05-03,81.9653050053409,10.68759450696718,4.109957077968348,2.209093165135657,0.33305374884035355,0.11688049092258934,8.045952846297816,2.6750092542142343,644.0000000000034,0.010000000000000054,47.6055997584171,23.300000000000118,9952789.000000052
2020-05-04,90.42488373138139,13.494202667555731,5.912288105825985,2.514027372235716,0.43754079643957455,0.17705209411308015,8.876936192577286,2.6319595909515647,644.0000000000034,0.010000000000000054,48.16228563006047,23.300000000000118,9952789.000000052
2020-05-05,101.90497501573078,16.724966803511048,8.169473997921544,2.9325470320856484,0.556630064039443,0.25475077064945195,10.00463863441359,2.5809748645129655,644.0000000000034,0.010000000000000054,48.669821850211875,23.300000000000118,9952789.000000052
2020-05-06,117.31911587718292,20.765121353441344,10.925989952222697,3.4902150575160857,0.6985488246940958,0.3507734852269088,11.51877406307589,2.523235996477811,644.0000000000034,0.010000000000000054,49.13187543743274,23.300000000000118,9952789.000000052
2020-05-07,137.70992514318158,25.714516516050683,14.212355424735899,4.2138797805320305,0.8638114245968505,0.4649551947217341,13.52172566689324,2.46060540718383,644.0000000000034,0.010000000000000054,49.552386862496085,23.300000000000118,9952789.000000052
2020-05-08,164.01547553159463,31.458964310115004,18.0345652110859,5.125374282716422,1.0471475147954101,0.5960408950716833,16.105603235302475,2.39503162487721,644.0000000000034,0.010000000000000054,49.93609800078293,23.300000000000118,9952789.000000052
2020-05-09,196.8940727120448,37.72374811946416,22.366162757700383,6.236790893032804,1.2389482249782666,0.7415896564362787,19.335036136884135,2.3282662849151823,644.0000000000034,0.010000000000000054,50.28894809657951,23.300000000000118,9952789.000000052
2020-05-10,236.59283960190737,44.11375485171844,27.142295145198425,7.546937061177334,1.4263507938145044,0.8979026495670299,23.23426805288939,2.2618260873127634,644.0000000000034,0.010000000000000054,50.6253791396616,23.300000000000118,9952789.000000052
2020-05-11,281.67562517654426,48.97004464557624,32.21094760324277,9.053803313012947,1.6091780921288192,1.0653767286103102,27.662230128225602,2.1969725066610457,644.0000000000034,0.010000000000000054,50.949408304326106,23.300000000000118,9952789.000000052
2020-05-12,332.5931119011548,54.209983387220404,37.56637489118458,10.763090041320819,1.7959430390384405,1.242489398429293,32.66317275777237,2.1346691020384503,644.0000000000034,0.010000000000000054,51.2607509599835,23.300000000000118,9952789.000000052
2020-05-13,390.3263303705986,60.39910033938115,43.22858692145898,12.663558642819986,1.9706321338360415,1.4242518258096908,38.33343338216258,2.0756388659599976,644.0000000000034,0.010000000000000054,51.554761668597905,23.300000000000118,9952789.000000052
2020-05-14,455.9806398270772,67.70039183501433,49.22661423763602,14.729973442360656,2.1202656323744495,1.603746076855655,44.78156275478621,2.020291043458365,644.0000000000034,0.010000000000000054,51.82442289980015,23.300000000000118,9952789.000000052
2020-05-15,530.4812135483955,75.97495450974506,55.58595712295886,16.925308136069166,2.234139107926607,1.7732780450367025,52.09841964204322,1.96904407444898,644.0000000000034,0.010000000000000054,52.06036533257482,23.300000000000118,9952789.000000052
2020-05-16,614.3446528891582,84.85746022620035,62.319172431747376,19.20240062370673,2.303254621830544,1.9252421472229084,60.33474184853318,1.9219305994695752,644.0000000000034,0.010000000000000054,52.25847972018103,23.300000000000118,9952789.000000052
2020-05-17,707.5076978116664,93.8127622672587,69.41881371295094,21.505194132938456,2.319894101473105,2.0527698457113024,69.48432448594752,1.8782776199318543,644.0000000000034,0.010000000000000054,52.418752162469396,23.300000000000118,9952789.000000052
2020-05-18,808.8105244899731,101.79011468686954,76.96432117676247,23.791096633963743,2.298727945206319,2.1511109977288583,79.4332608175959,1.8370210785558743,644.0000000000034,0.010000000000000054,52.54439056011974,23.300000000000118,9952789.000000052
2020-05-19,918.5908119195178,110.14575343596684,84.95494741133736,26.03648666422528,2.2550091133973087,2.2164803071201766,90.21471629839424,1.7968225316059836,644.0000000000034,0.010000000000000054,52.64116945531936,23.300000000000118,9952789.000000052
2020-05-20,1037.149896269957,118.83318385525587,93.30250661538747,28.21144709254522,2.182174740671772,2.2464476576187393,101.85829756639444,1.7562688056211027,644.0000000000034,0.010000000000000054,52.71693866227175,23.300000000000118,9952789.000000052
2020-05-21,1164.5616303472661,127.61730870592176,101.86193652262676,30.286025526260936,2.079989167979591,2.240407333388589,114.37127666542307,1.7136001174672837,644.0000000000034,0.010000000000000054,52.76375894175883,23.300000000000118,9952789.000000052
2020-05-22,1300.5290281903162,136.1215788145094,110.45421984510536,32.234929616576814,1.952962141013784,2.199929934430585,127.72450921206041,1.667004225139896,644.0000000000034,0.010000000000000054,52.794075185634,23.300000000000118,9952789.000000052
2020-05-23,1444.2767485183053,143.86335605658365,118.88357535571028,34.04104853757811,1.8091624590247226,2.1290263131370977,141.8418730208749,1.6150897881180137,644.0000000000034,0.010000000000000054,52.83352762387328,23.300000000000118,9952789.000000052
2020-05-24,1594.4704573163337,150.28043559447417,126.95035120004084,35.69809409549133,1.6593282114307932,2.0343455267080293,156.59234707334878,1.5572294290006001,644.0000000000034,0.010000000000000054,52.91556022986366,23.300000000000118,9952789.000000052
2020-05-25,1750.126938009878,155.7215257908785,134.6548125273741,37.217623577436264,1.521241472083116,1.9229787636477016,171.8794026773454,1.493617773107918,644.0000000000034,0.010000000000000054,53.06362977162212,23.300000000000118,9952789.000000052
2020-05-26,1910.84859717257,160.77044298569308,141.88689155454824,38.59035084403395,1.3740112592013172,1.7968480029232377,187.66400288066615,1.4253484300248642,644.0000000000034,0.010000000000000054,53.29771974306702,23.300000000000118,9952789.000000052
2020-05-27,2075.578189960879,164.76618065555965,148.44873363035873,39.80987690160988,1.2204890520286553,1.6592200358058753,203.842313569679,1.3539977478580163,644.0000000000034,0.010000000000000054,53.6322174091103,23.300000000000118,9952789.000000052
2020-05-28,2242.838393601885,167.28764454144374,154.11591350654433,40.87536178092628,1.066207125155946,1.5141844192267415,220.2692346924503,1.2817032236278383,644.0000000000034,0.010000000000000054,54.0788957653008,23.300000000000118,9952789.000000052
2020-05-29,2410.91148750911,168.09367458255363,158.6833475410268,41.79352844623129,0.9187083496846717,1.3662619407936838,236.77604867609315,1.2104348191429875,644.0000000000034,0.010000000000000054,54.64604706638033,23.300000000000118,9952789.000000052
2020-05-30,2577.9741133693933,167.0780613667797,161.99972785034046,42.580165727045866,0.7870435440993155,1.2201109675538935,253.18365673977874,1.1417307685266018,644.0000000000034,0.010000000000000054,55.337109960418815,23.300000000000118,9952789.000000052
2020-05-31,2742.198345208045,164.2358084685239,163.99334792395467,43.26125551700392,0.6813944874216106,1.0803072075658735,269.3125061294951,1.0770152709650884,644.0000000000034,0.010000000000000054,56.146584894360736,23.300000000000118,9952789.000000052
2020-06-01,2902.5220297528385,160.33236701719792,164.6520306585448,43.875078677184156,0.6140516832779086,0.950636514271691,285.05825403151096,1.0177081241999002,644.0000000000034,0.010000000000000054,57.06047486986566,23.300000000000118,9952789.000000052
2020-06-02,3058.0202230256873,155.50470512715202,163.89976943864056,44.42819006800454,0.5532827831436291,0.8333447095563868,300.3300484745063,0.9647759218506373,644.0000000000034,0.010000000000000054,58.0671160101886,23.300000000000118,9952789.000000052
2020-06-03,3207.696130423763,149.6807912888031,161.74470070535426,44.92558663632991,0.4975251125678063,0.7300474785150606,315.02998076441287,0.9188185283304484,644.0000000000034,0.010000000000000054,59.1355504853403,23.300000000000118,9952789.000000052
2020-06-04,3350.712547074453,143.02007956873567,158.2778985089771,45.371904909374194,0.4464146812261137,0.6415178325449902,329.0758176676864,0.8795634760797701,644.0000000000034,0.010000000000000054,60.237398158122964,23.300000000000118,9952789.000000052
2020-06-05,3486.565438101579,135.85563821565984,153.6724704234266,45.772319115127026,0.40048651188920426,0.5675267066647224,342.41805054876147,0.8466142683397252,644.0000000000034,0.010000000000000054,61.3480075714042,23.300000000000118,9952789.000000052
2020-06-06,3615.2141238250583,128.65074611488012,148.1828794820821,46.13321477267371,0.3609498871489656,0.5067234075033904,355.05268222314237,0.8195843276284213,644.0000000000034,0.010000000000000054,62.43206644131989,23.300000000000118,9952789.000000052
2020-06-07,3737.1789186606547,121.96634012914666,142.1444356296613,46.46269388493521,0.3295197844632113,0.4565459492927016,367.03081709722164,0.7980326219333402,644.0000000000034,0.010000000000000054,63.45730112381483,23.300000000000118,9952789.000000052
2020-06-08,3853.889150210752,116.71139052026027,135.91296473129592,46.76969332902145,0.30702994823751867,0.4127882596424419,378.492828563059,0.7814163539742466,644.0000000000034,0.010000000000000054,64.38492978597692,23.300000000000118,9952789.000000052
2020-06-09,3965.261756000022,111.37347501689217,129.60864824142618,47.0570049676776,0.28733451676960664,0.3749101992567187,389.43055872029095,0.7691479151251591,644.0000000000034,0.010000000000000054,65.17622481201026,23.300000000000118,9952789.000000052
2020-06-10,4071.174242016183,105.9131379368774,123.35630954887844,47.32785391968199,0.2708661105894871,0.34266018661125297,399.8319873983313,0.7605933216056674,644.0000000000034,0.010000000000000054,65.79743460771496,23.300000000000118,9952789.000000052
2020-06-11,4171.598813380276,100.42506030462971,117.27151108861436,47.58579024583784,0.25794919509466896,0.3158867042764749,409.6944019902487,0.7552827416890608,644.0000000000034,0.010000000000000054,66.22347495384707,23.300000000000118,9952789.000000052
2020-06-12,4266.70297234937,95.10452567449695,111.45012717554299,47.83460771346701,0.24882711933328386,0.2943969286598452,419.03427482817517,0.7527198132157301,644.0000000000034,0.010000000000000054,66.44069752113847,23.300000000000118,9952789.000000052
2020-06-13,4356.924966818595,90.22226949827748,105.96052362987973,48.07828286978035,0.24368239509143058,0.2778507023125959,427.89467121486183,0.7524815211916951,644.0000000000034,0.010000000000000054,66.44209263018814,23.300000000000118,9952789.000000052
2020-06-14,4443.030376697663,86.10561615085754,100.83769249616557,48.320929346905466,0.24265190620868315,0.2656810131597866,436.35080544734615,0.7542554524645545,644.0000000000034,0.010000000000000054,66.23361989280926,23.300000000000118,9952789.000000052
2020-06-15,4526.303293189059,83.27307119523763,96.06084047748952,48.56928459906087,0.24835932396808352,0.25758897577158557,444.5288170783997,0.757698215075631,644.0000000000034,0.010000000000000054,65.83545199135881,23.300000000000118,9952789.000000052
2020-06-16,4606.905912037891,80.60273487671274,91.66498136005649,48.82495957082126,0.25567802561988984,0.25340682555848915,452.44464706865824,0.7624488390701374,644.0000000000034,0.010000000000000054,65.27240751323478,23.300000000000118,9952789.000000052
2020-06-17,4684.907843853893,78.00201883691409,87.67754791403084,49.08714243183289,0.26218515140625587,0.2525473622199338,460.10513720841095,0.768158542683341,644.0000000000034,0.010000000000000054,64.5759294229029,23.300000000000118,9952789.000000052
2020-06-18,4760.363559037809,75.45578044959905,84.11029199563959,49.35336587364849,0.26622515961157656,0.2541330491374782,467.51563619654803,0.7746315120545237,644.0000000000034,0.010000000000000054,63.798226963751276,23.300000000000118,9952789.000000052
2020-06-19,4833.370471476166,73.00696138761954,80.95320962374983,49.62008258235344,0.2667179970519278,0.2570928379196895,474.6857041997711,0.7817094129678493,644.0000000000034,0.010000000000000054,62.968134831734034,23.300000000000118,9952789.000000052
2020-06-20,4904.112501312367,70.74206654814849,78.1699847873018,49.883096843035354,0.26301522694214596,0.26023478681080825,481.63339127200095,0.7892531327704906,644.0000000000034,0.010000000000000054,62.11445261054915,23.300000000000118,9952789.000000052
2020-06-21,4972.892747025006,68.78027324659949,75.69457230088368,50.13788824313632,0.2547921247961379,0.26230052449724683,488.3884461689335,0.7969332238506551,644.0000000000034,0.010000000000000054,61.25895775138318,23.300000000000118,9952789.000000052
2020-06-22,5040.2437037723175,67.350977397781,73.41962234137067,50.382375458370404,0.24448775875547474,0.2620060979624636,495.00314312702403,0.8044137187929699,644.0000000000034,0.010000000000000054,60.41726420881865,23.300000000000118,9952789.000000052
2020-06-23,5106.228059018644,65.98437073417941,71.33092797128343,50.614318762491514,0.23194371176214607,0.2587896413451512,501.48363271695587,0.8116507868322851,644.0000000000034,0.010000000000000054,59.60556531886358,23.300000000000118,9952789.000000052
2020-06-24,5170.860992550997,64.63294514824291,69.42072506702117,50.83074553599282,0.21642707923208165,0.25233641329716366,507.8314000386872,0.818755058450007,644.0000000000034,0.010000000000000054,58.83869515915423,23.300000000000118,9952789.000000052
2020-06-25,5234.152111575505,63.29112773642467,67.68261684486842,51.028779901833076,0.19803459513834715,0.24258812122044898,514.0473835778203,0.8259101852402213,644.0000000000034,0.010000000000000054,58.12867456910719,23.300000000000118,9952789.000000052
2020-06-26,5296.136902039749,61.984796998181544,66.10776725550014,51.20626495223137,0.17748522237186007,0.22974991444474874,520.1350643478779,0.8333093357627464,644.0000000000034,0.010000000000000054,57.48362066503344,23.300000000000118,9952789.000000052
2020-06-27,5356.900317124519,60.76341998522318,64.68204602986049,51.36222941876313,0.15596459551192685,0.2142956291108727,526.1027827470114,0.8411041737677623,644.0000000000034,0.010000000000000054,56.90692897647393,23.300000000000118,9952789.000000052
2020-06-28,5416.594468612628,59.69415516344881,63.38388746357192,51.49723767493215,0.13500835290414562,0.19697172183315473,531.9654762005308,0.8493473610950536,644.0000000000034,0.010000000000000054,56.396660048451196,23.300000000000118,9952789.000000052
2020-06-29,5475.519962642413,58.92549678629063,62.18016349683869,51.6098707254946,0.11263312311379124,0.1778926569210847,537.7526630650725,0.8579483036267213,644.0000000000034,0.010000000000000054,55.945079393158125,23.300000000000118,9952789.000000052
2020-06-30,5533.702286138248,58.18232556321514,61.06556379909968,51.699856179221214,0.0899855081401269,0.15734596327904893,543.4668453918886,0.8667317513140951,644.0000000000034,0.010000000000000054,55.538312453724515,23.300000000000118,9952789.000000052
2020-07-01,5591.129041688374,57.42675710065966,60.03615006328735,51.77014100319426,0.0702848647831818,0.13618723587234433,549.106808252062,0.8755011405702526,644.0000000000034,0.010000000000000054,55.17668198088816,23.300000000000118,9952789.000000052
2020-07-02,5647.779134207465,56.650093681991265,59.087534331563845,51.825925080126865,0.05578410754019825,0.11558176497794932,554.6704849867202,0.884071395182054,644.0000000000034,0.010000000000000054,54.85670686381746,23.300000000000118,9952789.000000052
2020-07-03,5703.644660933565,55.86552759827438,58.213512739623184,51.87393637635249,0.04801131918132841,0.09681075812260231,560.1571061446951,0.8922424604136912,644.0000000000034,0.010000000000000054,54.57816460164468,23.300000000000118,9952789.000000052
2020-07-04,5758.74732892578,55.10266864634646,57.40504082491785,51.92188731781712,0.047950958681406836,0.0811260065363603,565.5688111857685,0.8998250256593323,644.0000000000034,0.010000000000000054,54.33258595931374,23.300000000000118,9952789.000000052
2020-07-05,5813.1507681875555,54.40343975237466,56.64946500782873,51.978067072073316,0.056179767168779864,0.06964088499276799,570.9118572581054,0.9067352850816046,644.0000000000034,0.010000000000000054,54.10486901053257,23.300000000000118,9952789.000000052
2020-07-06,5867.008842139382,53.858074319775575,55.92581174876109,52.04851475137245,0.0704476889835663,0.06342507227721987,576.2013703191456,0.913106893675458,644.0000000000034,0.010000000000000054,53.888212197459936,23.300000000000118,9952789.000000052
2020-07-07,5920.323034319477,53.31419245605671,55.230647273109355,52.13709711718164,0.08858237307251655,0.06307559153823172,581.4374991356108,0.9190570610128974,644.0000000000034,0.010000000000000054,53.675492696899155,23.300000000000118,9952789.000000052
2020-07-08,5973.079993903805,52.75695979129923,54.56382676058516,52.247764660769306,0.1106675490351569,0.06874124439704818,586.6189291351608,0.9245318067486854,644.0000000000034,0.010000000000000054,53.45979599326268,23.300000000000118,9952789.000000052
2020-07-09,6025.268980560377,52.188986811800284,53.92681884225536,52.38372265524092,0.13595799855723417,0.08014093652984834,591.7445976270664,0.9294358621720518,644.0000000000034,0.010000000000000054,53.2348130582955,23.300000000000118,9952789.000000052
2020-07-10,6076.894948089975,51.625967646019,53.32144897332055,52.546809444565866,0.16308679238916063,0.09657742185440003,596.814980217715,0.9336551125307855,644.0000000000034,0.010000000000000054,52.995138235867785,23.300000000000118,9952789.000000052
2020-07-11,6127.988357156694,51.09340915403597,52.748956962698955,52.73703016034755,0.19022071807984758,0.11694761067005043,601.8330556222398,0.9370861954194221,644.0000000000034,0.010000000000000054,52.73416072279619,23.300000000000118,9952789.000000052
2020-07-12,6178.6125348358555,50.62417774464792,52.209290120214334,52.95220700940101,0.21517685077708065,0.1397503007627191,606.8050292732419,0.9396380143732299,644.0000000000034,0.010000000000000054,52.44909032231699,23.300000000000118,9952789.000000052
2020-07-13,6228.907009400979,50.294474614239085,51.7003966463987,53.18897749363777,0.23677048552948188,0.16363399254036545,611.7445945147253,0.9413017169854828,644.0000000000034,0.010000000000000054,52.14015258336678,23.300000000000118,9952789.000000052
2020-07-14,6278.879352073367,49.97234270922496,51.2231407297894,53.44738922882569,0.2584117361574545,0.18805225587909474,616.6524883876609,0.9421548591676849,644.0000000000034,0.010000000000000054,51.806480953362254,23.300000000000118,9952789.000000052
2020-07-15,6328.516091301317,49.63673925557748,50.7774998589129,53.72610430041701,0.2787150723184792,0.21224701349949598,621.527380996629,0.9423430351320675,644.0000000000034,0.010000000000000054,51.45296446421374,23.300000000000118,9952789.000000052
