date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,population_density,male_smokers,female_smokers,hospital_beds_per_thousand,population
2021-12-22,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000519,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2021-12-23,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000403,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2021-12-24,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000316,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2021-12-25,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000252,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2021-12-26,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000203,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2021-12-27,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000167,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2021-12-28,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000139,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2021-12-29,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000118,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2021-12-30,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000103,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2021-12-31,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.01000000000000009,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2022-01-01,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000082,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2022-01-02,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000075,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2022-01-03,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.01000000000000007,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2022-01-04,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000066,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2022-01-05,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,2.0000000000000115,0.010000000000000064,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2022-01-06,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,1.9949579831932887,0.00997478991596645,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2022-01-07,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,1.981512605042028,0.009888655462184934,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2022-01-08,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,1.9588073691014978,0.009738889786683962,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2022-01-09,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,1.9321953781512713,0.009560469861021386,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2022-01-10,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,1.9118000565610964,0.00941372666855209,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
2022-01-11,2.00000000000001,0.0,1.000000000000005,0.0,169.1900000000009,1.9132618071267071,0.009407580069287382,682.4500000000037,36.90000000000019,43.00000000000021,5.000000000000027,12691.00000000007
