date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_65_older,extreme_poverty,diabetes_prevalence,male_smokers,hospital_beds_per_thousand,life_expectancy,population
2021-06-16,204475.94150382408,44.55513759662773,52.95974713120245,9421.318416027432,18.236847749546364,18.75150506235788,1002531.1543148353,0.6322517631746112,1949.0908783470363,1885.085653758331,0.02266361169634757,46.485148099813046,6493.101238710382,0.10867721396068525,37.065425671297774,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-17,204518.00491584506,42.06341202100026,49.9169910206708,9439.236888943664,17.918472916232197,18.56449369657451,1004306.036938455,0.6322659070609851,1927.7342342289287,1858.5520231241806,0.021921916917057086,48.29883360233239,6649.974830131698,0.10507836942332596,37.03646744351863,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-18,204557.5745013637,39.569585518659096,47.1102637890972,9456.73863955844,17.50175061477598,18.337501009341054,1006052.8681692595,0.6321769674644533,1905.753952174608,1831.352171835704,0.021213254106668085,50.152244141633005,6820.370586076482,0.10175221598152176,36.99573455161123,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-19,204594.74702017303,37.17251880932403,44.51998242488695,9473.740857496898,17.002217938457573,18.064103778983835,1007773.0801562502,0.6319651431807585,1882.9915993927557,1803.7797074158884,0.020526941226413502,52.07358355871352,7001.22722850372,0.09875760090016861,36.94132741661733,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-20,204629.75494838797,35.00792821494394,42.110984556221815,9490.188222308207,16.447364811309264,17.739859508446045,1009468.3199297294,0.6315978069654017,1859.5823994476075,1776.2925213505418,0.01985335071619024,54.09159038396736,7182.609254603399,0.09608533060402122,36.872269802928464,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-21,204663.1302546009,33.37530621292098,39.82178980695309,9506.232036155861,16.04381384765456,17.374696182724342,1011139.8305333791,0.6310424082298698,1835.5996174051434,1749.2881692934516,0.019183645874893192,56.22874126890645,7350.819642956439,0.09367841294978396,36.78857694818864,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-22,204694.89014408606,31.759889485159427,37.64526834099379,9521.815672236497,15.583636080634284,16.964270521012253,1012788.5679873014,0.6302640298310975,1811.0744060079646,1723.0663370541247,0.018509583145665715,58.407244380897765,7490.734383154639,0.09144723893017907,36.69130666072136,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-23,204724.98982849147,30.099684405401604,35.580166995887595,9536.793880874218,14.978208637722014,16.49872842404945,1014415.7806284865,0.6292109506215464,1785.9966173695827,1697.8404929328067,0.017835968871854353,60.58589870260943,7586.054633519836,0.08925575886796408,36.58259764259989,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-24,204753.38101067077,28.39118217929364,33.62698497542252,9550.988235477915,14.194354603695535,15.966577830642152,1016022.5881809117,0.6278138367541374,1759.9449312452457,1673.8284789433048,0.017154287578260534,62.64606753051243,7622.24226796471,0.0869447280068232,36.46569823194997,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
2021-06-25,204780.05574830718,26.674737636409496,31.784880619091172,9564.228717009226,13.240481531310774,15.357593360053384,1017609.0113037524,0.6260050123425916,1732.090105996962,1650.9093197763239,0.016459768689513134,64.43422420961681,7588.531700973543,0.08438162292819443,36.342656026903704,68.50000000000037,42.50000000000022,16.570000000000086,0.200000000000001,10.080000000000053,47.70000000000026,3.500000000000019,77.4000000000004,3233530.0000000177
