date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,gdp_per_capita,extreme_poverty,life_expectancy,population
2020-03-16,8.00000000000004,0.0,0.0,1.000000000000005,0.0,0.0,1183.000000000006,0.46000000000000246,63.00000000000032,62.00000000000032,0.04000000000000021,25.50000000000013,3800.00000000002,0.010000000000000052,23.189911013151917,29.100000000000154,5591.600000000029,6.400000000000032,67.13000000000034,54179312.000000276
2020-03-17,8.00000000000004,0.0,0.0,1.000000000000005,0.0,0.0,1183.000000000006,0.4600000000000025,63.00000000000033,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,25.685387849392104,29.100000000000158,5591.6000000000295,6.400000000000032,67.13000000000034,54179312.00000028
2020-03-18,8.00000000000004,0.0,0.0,1.000000000000005,0.0,0.0,1183.000000000006,0.4600000000000025,63.00000000000033,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,28.169728508246457,29.100000000000158,5591.60000000003,6.400000000000032,67.13000000000034,54179312.00000028
2020-03-19,8.00000000000004,0.004912734324499034,0.0,1.000000000000005,0.0,0.0,1183.000000000006,0.4600000000000025,63.00000000000033,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,30.59473691124307,29.100000000000158,5591.60000000003,6.400000000000032,67.13000000000034,54179312.00000028
2020-03-20,8.00000000000004,0.024369747899159765,0.0,1.000000000000005,0.0,0.0,1183.000000000006,0.4600000000000025,63.00000000000033,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,32.926357143678,29.100000000000158,5591.60000000003,6.400000000000032,67.13000000000034,54179312.00000028
2020-03-21,8.00000000000004,0.05796703296703325,0.005287330316742092,1.000000000000005,0.0,0.0,1183.000000000006,0.4600000000000025,63.00000000000033,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,35.15107668128797,29.100000000000158,5591.60000000003,6.400000000000032,67.13000000000034,54179312.00000028
2020-03-22,8.00000000000004,0.10410875888817119,0.01789309954751138,1.000000000000005,0.0,0.0,1183.000000000006,0.4600000000000025,63.00000000000033,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,37.26792208756591,29.100000000000158,5591.60000000003,6.400000000000032,67.13000000000034,54179312.00000028
2020-03-23,7.983613445378192,0.14391867323852692,0.03815673480930851,1.000000000000005,0.0,0.0,1182.9205882353003,0.4600000000000025,63.00000000000033,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,39.28752721531897,29.100000000000158,5591.60000000003,6.400000000000032,67.13000000000034,54179312.00000028
2020-03-24,7.952205882352983,0.19198877868455172,0.066996995192308,1.000000000000005,0.0,0.0,1182.7091386554685,0.4600000000000025,62.98134453781545,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,41.23162634232317,29.100000000000158,5591.60000000003,6.400000000000032,67.13000000000034,54179312.00000028
2020-03-25,7.918356092437016,0.25586941206771296,0.10546655699539483,1.000000000000005,0.0,0.0,1182.3723032482287,0.4600000000000025,62.92693277310957,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,43.099355503348775,29.100000000000158,5591.60000000003,6.400000000000032,67.13000000000034,54179312.00000028
2020-03-26,7.900951943277353,0.3378296608607403,0.15441795265281671,1.000000000000005,0.0006140917905623792,0.0,1182.0104329953201,0.4600000000000025,62.83398432449936,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,44.90737684082775,29.100000000000158,5591.60000000003,6.400000000000032,67.13000000000034,54179312.00000028
2020-03-27,7.921512276785757,0.43617767550980957,0.21425302492917347,1.000000000000005,0.0030462184873949706,0.0,1181.8034453024065,0.4600000000000025,62.72122192146122,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,46.69062118912122,29.100000000000158,5591.60000000003,6.400000000000032,67.13000000000034,54179312.00000028
2020-03-28,8.001428325236388,0.5462509036911819,0.28473501756565905,1.000000000000005,0.007245879120879156,0.0006493212669683272,1181.8637992321396,0.4600000000000025,62.63186666734035,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,48.49703408835036,29.100000000000158,5591.60000000003,6.400000000000032,67.13000000000034,54179312.00000028
2020-03-29,8.159894773339067,0.661158766003682,0.36484764326474284,1.000000000000005,0.013013594861021398,0.002197398190045257,1182.4381209173189,0.4600000000000025,62.72903897917374,62.00000000000033,0.040000000000000216,25.500000000000135,3800.00000000002,0.010000000000000054,50.33403364641799,29.100000000000158,5591.60000000003,6.400000000000032,67.13000000000034,54179312.00000028
