date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,new_people_vaccinated_smoothed_per_hundred,positive_rate,tests_per_case,new_vaccinations_smoothed,median_age,life_expectancy,population
2020-03-11,1.0000000000000038,0.03611353708993428,0.014539237617907019,2.0000000000000075,0.0,0.0,10.770000000000042,0.42000000000000165,0.9500000000000034,0.030000000000000117,33.80000000000013,895.0000000000035,32.10000000000012,77.0200000000003,93772.00000000036
2020-03-12,1.0000000000000042,0.04432820388403129,0.020818455362751585,2.0000000000000084,0.0,0.0,10.770000000000048,0.4200000000000018,0.9500000000000038,0.03000000000000013,33.800000000000146,895.0000000000039,32.100000000000136,77.02000000000032,93772.00000000041
2020-03-13,1.0000000000000044,0.05189515097378634,0.027776737449665564,2.000000000000009,0.0,0.0,10.770000000000051,0.420000000000002,0.9500000000000042,0.030000000000000138,33.80000000000015,895.0000000000042,32.10000000000015,77.02000000000035,93772.00000000044
2020-03-14,1.0000000000000047,0.058249094322776834,0.03500676123204563,2.0000000000000093,0.0,0.0,10.770000000000053,0.4200000000000021,0.9500000000000044,0.030000000000000145,33.80000000000016,895.0000000000044,32.10000000000016,77.02000000000037,93772.00000000045
2020-03-15,1.0000000000000049,0.06280446780090626,0.042044663684215305,2.0000000000000098,0.0,0.0,10.770000000000055,0.42000000000000215,0.9500000000000045,0.03000000000000015,33.80000000000017,895.0000000000045,32.100000000000165,77.02000000000038,93772.00000000047
2020-03-16,0.992436974789921,0.05865797269941925,0.047476613470983156,2.00000000000001,0.0,0.0,10.688546218487451,0.4200000000000022,0.9500000000000046,0.030000000000000155,33.800000000000175,895.0000000000047,32.100000000000165,77.0200000000004,93772.00000000048
2020-03-17,0.9779411764705933,0.05449768120523675,0.05118632241739389,2.00000000000001,0.0,0.0,10.532426470588291,0.42000000000000226,0.9500000000000047,0.03000000000000016,33.800000000000175,895.0000000000048,32.100000000000165,77.02000000000041,93772.0000000005
2020-03-18,0.962318196509378,0.05477112774297094,0.05376045933082184,2.00000000000001,0.0,0.0,10.364166976406002,0.4200000000000023,0.9500000000000048,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-19,0.9542855122818408,0.06200594761718306,0.056219180955776445,2.00000000000001,0.0,0.0,10.277654967275426,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-20,0.9637748969780271,0.07728985179239618,0.05981403019000631,2.00000000000001,0.0,0.0,10.379855640453352,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-21,1.0006592270321644,0.10063060797810475,0.06587635974657724,2.00000000000001,0.0,0.0,10.77709987513641,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-22,1.0737975876949395,0.13122602644253167,0.0757036499004308,2.00000000000001,0.0,0.0,11.564800019474497,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-23,1.1903191022127064,0.16766644937294634,0.09138180982351332,2.00000000000001,0.0,0.0,12.819736730830847,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-24,1.3550858037118916,0.20808661789590285,0.11348432116854022,2.00000000000001,0.0,0.0,14.594274105977073,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-25,1.5702897891122993,0.25027957234241893,0.14162681553703896,2.00000000000001,0.0,0.0,16.912021028739463,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-26,1.8351510845620882,0.29178207744686,0.1747065369921461,2.00000000000001,0.0,0.0,19.764577180733696,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-27,2.1456910445140074,0.3299386912461023,0.21108193894320504,2.00000000000001,0.0,0.0,23.109092549415863,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-28,2.494562401032569,0.36194981675390514,0.24870738180921426,2.00000000000001,0.0,0.0,26.86643705912077,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-29,2.8709218007744326,0.38490774071669,0.2852341562664135,2.00000000000001,0.0,0.0,30.919827794340637,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-30,3.250250174110242,0.3857396290669298,0.31664927589405767,2.00000000000001,0.0,0.0,35.00519437516731,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-03-31,3.630124605372604,0.3846828730607021,0.34210622001039515,2.00000000000001,0.0,0.0,39.09644199986295,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-04-01,4.015838444333274,0.38932017030942495,0.36215788090954226,2.00000000000001,0.0,0.0,43.25058004546936,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-04-02,4.417179415021133,0.4040457191994255,0.3783388373143486,2.00000000000001,0.0012281835811247584,0.0,47.573022299777605,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-04-03,4.846013197335671,0.4308623436982123,0.39285205946604645,2.00000000000001,0.006092436974789941,0.0,52.191562135305176,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-04-04,5.314471113257095,0.46997933695918037,0.40833393794148765,2.00000000000001,0.014491758241758312,0.0013450226244343922,57.23685388977892,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-04-05,5.833590891503917,0.5202608440251393,0.42767805526607117,2.00000000000001,0.026027189722042796,0.0045517533936651755,62.82777390149719,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-04-06,6.409776232622778,0.5770411404525982,0.45497444319486763,2.00000000000001,0.04007630696509394,0.010302955316742128,69.03329002534731,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-04-07,7.049284339948673,0.6401499568261984,0.4913980916075284,2.00000000000001,0.055849085427440506,0.018782646351810046,75.9207923412472,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
2020-04-08,7.75664651288007,0.7078435600566249,0.5367984071025445,2.00000000000001,0.07242980049591992,0.029800785668834998,83.53908294371836,0.4200000000000023,0.950000000000005,0.03000000000000016,33.800000000000175,895.0000000000049,32.100000000000165,77.02000000000041,93772.00000000051
