date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,total_cases_per_million,life_expectancy,population
2020-05-06,12.74216451510895,0.09376637228389005,0.18953950326900842,0.0,0.0,3625.0862661165265,81.44000000000042,3801.00000000002
2020-05-07,12.813669281612919,0.07155296279404229,0.15483869338582232,0.0,0.0,3645.4292567948987,81.44000000000042,3801.00000000002
2020-05-08,12.865714146083658,0.05366472209553172,0.12483571040782185,0.0,0.0,3660.235934192818,81.44000000000042,3801.00000000002
2020-05-09,12.901806617966121,0.04024854157164879,0.09943188946391425,0.0,0.0,3670.5041775353748,81.44000000000042,3801.00000000002
2020-05-10,12.926354963474608,0.030186406178736594,0.07811690352327508,0.0,0.0,3677.488133151536,81.44000000000042,3801.00000000002
2020-05-11,12.944766222605974,0.022639804634052445,0.0599327002668907,0.0,0.0,3682.7260998636575,81.44000000000042,3801.00000000002
2020-05-12,12.958574666954497,0.016979853475539333,0.044949525200168025,0.0,0.0,3686.6545748977483,81.44000000000042,3801.00000000002
2020-05-13,12.96893100021589,0.0127348901066545,0.033712143900126015,0.0,0.0,3689.6009311733164,81.44000000000042,3801.00000000002
2020-05-14,12.976698250161936,0.009551167579990874,0.02528410792509451,0.0,0.0,3691.8106983799926,81.44000000000042,3801.00000000002
2020-05-15,12.98252368762147,0.0071633756849931556,0.018963080943820883,0.0,0.0,3693.468023785,81.44000000000042,3801.00000000002
2020-05-16,12.98689276571612,0.005372531763744867,0.014222310707865662,0.0,0.0,3694.7110178387547,81.44000000000042,3801.00000000002
2020-05-17,12.990169574287108,0.00402939882280865,0.010666733030899246,0.0,0.0,3695.643263379071,81.44000000000042,3801.00000000002
2020-05-18,12.992627180715349,0.0030220491171064874,0.008000049773174435,0.0,0.0,3696.342447534308,81.44000000000042,3801.00000000002
2020-05-19,12.99447038553653,0.002266536837829866,0.0060000373298808255,0.0,0.0,3696.866835650736,81.44000000000042,3801.00000000002
2020-05-20,12.995852789152416,0.0016999026283723993,0.00450002799741062,0.0,0.0,3697.260126738057,81.44000000000042,3801.00000000002
2020-05-21,12.99688959186433,0.0012749269712792996,0.0033750209980579647,0.0,0.0,3697.555095053548,81.44000000000042,3801.00000000002
2020-05-22,12.997667193898264,0.0009561952284594747,0.0025312657485434733,0.0,0.0,3697.7763212901664,81.44000000000042,3801.00000000002
2020-05-23,12.998250395423716,0.000717146421344606,0.001898449311407605,0.0,0.0,3697.94224096763,81.44000000000042,3801.00000000002
2020-05-24,12.998687796567804,0.0005378598160084545,0.0014238369835557038,0.0,0.0,3698.0666807257276,81.44000000000042,3801.00000000002
2020-05-25,12.99901584742587,0.0004033948620063409,0.001067877737666778,0.0,0.0,3698.160010544301,81.44000000000042,3801.00000000002
2020-05-26,12.999261885569421,0.00030254614650475565,0.0008009083032500835,0.0,0.0,3698.2300079082306,81.44000000000042,3801.00000000002
2020-05-27,12.999446414177083,0.00022690960987856672,0.0006006812274375626,0.0,0.0,3698.282505931178,81.44000000000042,3801.00000000002
2020-05-28,12.999584810632829,0.00017018220740892505,0.00045051092057817196,0.0,0.0,3698.3218794483887,81.44000000000042,3801.00000000002
2020-05-29,12.99968860797464,0.0001276366555566938,0.00033788319043362897,0.0,0.0,3698.3514095862965,81.44000000000042,3801.00000000002
2020-05-30,12.999766455980998,9.572749166752035e-05,0.00025341239282522174,0.0,0.0,3698.3735571897278,81.44000000000042,3801.00000000002
2020-05-31,12.999824841985767,7.179561875064026e-05,0.0001900592946189163,0.0,0.0,3698.390167892301,81.44000000000042,3801.00000000002
2020-06-01,12.999868631489342,5.384671406298019e-05,0.00014254447096418723,0.0,0.0,3698.402625919231,81.44000000000042,3801.00000000002
2020-06-02,12.999901473617024,4.0385035547235146e-05,0.00010690835322314042,0.0,0.0,3698.4119694394285,81.44000000000042,3801.00000000002
2020-06-03,12.999926105212786,3.028877666042636e-05,8.018126491735532e-05,0.0,0.0,3698.4189770795765,81.44000000000042,3801.00000000002
2020-06-04,12.999944578909608,2.271658249531977e-05,6.013594868801648e-05,0.0,0.0,3698.4242328096875,81.44000000000042,3801.00000000002
2020-06-05,12.999958434182224,1.703743687148983e-05,4.510196151601236e-05,0.0,0.0,3698.4281746072706,81.44000000000042,3801.00000000002
2020-06-06,12.999968825636685,1.2778077653617372e-05,3.382647113700927e-05,0.0,0.0,3698.4311309554582,81.44000000000042,3801.00000000002
2020-06-07,12.999976619227532,9.583558240213029e-06,2.5369853352756955e-05,0.0,0.0,3698.433348216599,81.44000000000042,3801.00000000002
2020-06-08,12.999982464420667,7.187668680159772e-06,1.9027390014567716e-05,0.0,0.0,3698.4350111624544,81.44000000000042,3801.00000000002
2020-06-09,12.999986848315517,5.3907515101198295e-06,1.4270542510925788e-05,0.0,0.0,3698.4362583718457,81.44000000000042,3801.00000000002
2020-06-10,12.999990136236656,4.0430636325898726e-06,1.070290688319434e-05,0.0,0.0,3698.437193778889,81.44000000000042,3801.00000000002
2020-06-11,12.99999260217751,3.0322977244424044e-06,8.027180162395756e-06,0.0,0.0,3698.437895334172,81.44000000000042,3801.00000000002
2020-06-12,12.99999445163315,2.2742232933318034e-06,6.020385121796817e-06,0.0,0.0,3698.438421500634,81.44000000000042,3801.00000000002
2020-06-13,12.99999583872488,1.7056674699988527e-06,4.5152888413476124e-06,0.0,0.0,3698.4388161254806,81.44000000000042,3801.00000000002
2020-06-14,12.999996879043678,1.2792506024991395e-06,3.3864666310107093e-06,0.0,0.0,3698.4391120941154,81.44000000000042,3801.00000000002
2020-06-15,12.999997659282776,9.594379518743546e-07,2.539849973258032e-06,0.0,0.0,3698.439334070592,81.44000000000042,3801.00000000002
2020-06-16,12.9999982444621,7.19578463905766e-07,1.9048874799435242e-06,0.0,0.0,3698.439500552949,81.44000000000042,3801.00000000002
2020-06-17,12.999998683346593,5.396838479293245e-07,1.4286656099576432e-06,0.0,0.0,3698.439625414717,81.44000000000042,3801.00000000002
2020-06-18,12.999999012509964,4.047628859469934e-07,1.0714992074682324e-06,0.0,0.0,3698.4397190610425,81.44000000000042,3801.00000000002
2020-06-19,12.999999259382491,3.0357216446024507e-07,8.036244056011744e-07,0.0,0.0,3698.439789295787,81.44000000000042,3801.00000000002
2020-06-20,12.999999444536886,2.276791233451838e-07,6.027183042008807e-07,0.0,0.0,3698.4398419718455,81.44000000000042,3801.00000000002
2020-06-21,12.999999583402683,1.7075934250888784e-07,4.5203872815066054e-07,0.0,0.0,3698.439881478889,81.44000000000042,3801.00000000002
2020-06-22,12.99999968755203,1.2806950688166586e-07,3.3902904611299543e-07,0.0,0.0,3698.439911109172,81.44000000000042,3801.00000000002
2020-06-23,12.99999976566404,9.60521301612494e-08,2.542717845847466e-07,0.0,0.0,3698.4399333318843,81.44000000000042,3801.00000000002
2020-06-24,12.999999824248047,7.203909762093705e-08,1.9070383843855992e-07,0.0,0.0,3698.4399499989186,81.44000000000042,3801.00000000002
2020-06-25,12.999999868186052,5.4029323215702784e-08,1.4302787882891995e-07,0.0,0.0,3698.439962499194,81.44000000000042,3801.00000000002
2020-06-26,12.999999901139557,4.052199241177709e-08,1.0727090912168996e-07,0.0,0.0,3698.4399718744007,81.44000000000042,3801.00000000002
2020-06-27,12.999999925854684,3.0391494308832814e-08,8.045318184126747e-08,0.0,0.0,3698.4399789058057,81.44000000000042,3801.00000000002
2020-06-28,12.999999944391032,2.2793620731624612e-08,6.03398863809506e-08,0.0,0.0,3698.4399841793593,81.44000000000042,3801.00000000002
2020-06-29,12.99999995829329,1.709521554871846e-08,4.5254914785712946e-08,0.0,0.0,3698.4399881345244,81.44000000000042,3801.00000000002
2020-06-30,12.999999968719987,1.2821411661538844e-08,3.394118608928471e-08,0.0,0.0,3698.4399911008986,81.44000000000042,3801.00000000002
2020-07-01,12.999999976540007,9.616058746154133e-09,2.5455889566963532e-08,0.0,0.0,3698.439993325679,81.44000000000042,3801.00000000002
2020-07-02,12.999999982405022,7.212044059615599e-09,1.909191717522265e-08,0.0,0.0,3698.4399949942645,81.44000000000042,3801.00000000002
2020-07-03,12.999999986803784,5.409033044711699e-09,1.4318937881416986e-08,0.0,0.0,3698.4399962457037,81.44000000000042,3801.00000000002
2020-07-04,12.999999990102856,4.056774783533774e-09,1.073920341106274e-08,0.0,0.0,3698.439997184283,81.44000000000042,3801.00000000002
2020-07-05,12.999999992577159,3.0425810876503308e-09,8.054402558297054e-09,0.0,0.0,3698.4399978882175,81.44000000000042,3801.00000000002
2020-07-06,12.999999994432887,2.281935815737748e-09,6.0408019187227905e-09,0.0,0.0,3698.4399984161682,81.44000000000042,3801.00000000002
2020-07-07,12.999999995824684,1.7114518618033112e-09,4.5306014390420924e-09,0.0,0.0,3698.4399988121313,81.44000000000042,3801.00000000002
2020-07-08,12.999999996868532,1.2835888963524834e-09,3.3979510792815693e-09,0.0,0.0,3698.4399991091036,81.44000000000042,3801.00000000002
2020-07-09,12.999999997651416,9.626916722643626e-10,2.548463309461177e-09,0.0,0.0,3698.439999331833,81.44000000000042,3801.00000000002
2020-07-10,12.99999999823858,7.220187541982719e-10,1.911347482095883e-09,0.0,0.0,3698.43999949888,81.44000000000042,3801.00000000002
2020-07-11,12.999999998678954,5.415140656487039e-10,1.4335106115719122e-09,0.0,0.0,3698.439999624165,81.44000000000042,3801.00000000002
2020-07-12,12.999999999009233,4.0613554923652794e-10,1.0751329586789342e-09,0.0,0.0,3698.439999718129,81.44000000000042,3801.00000000002
2020-07-13,12.999999999256943,3.04601661927396e-10,8.063497190092006e-10,0.0,0.0,3698.439999788602,81.44000000000042,3801.00000000002
2020-07-14,12.999999999442725,2.2845124644554699e-10,6.047622892569004e-10,0.0,0.0,3698.4399998414565,81.44000000000042,3801.00000000002
2020-07-15,12.999999999582062,1.7133843483416025e-10,4.535717169426753e-10,0.0,0.0,3698.4399998810977,81.44000000000042,3801.00000000002
2020-07-16,12.999999999686565,1.285038261256202e-10,3.401787877070065e-10,0.0,0.0,3698.439999910828,81.44000000000042,3801.00000000002
2020-07-17,12.999999999764942,9.637786959421514e-11,2.5513409078025486e-10,0.0,0.0,3698.4399999331263,81.44000000000042,3801.00000000002
2020-07-18,12.999999999823725,7.228340219566136e-11,1.9135056808519116e-10,0.0,0.0,3698.43999994985,81.44000000000042,3801.00000000002
2020-07-19,12.99999999986781,5.421255164674602e-11,1.4351292606389337e-10,0.0,0.0,3698.439999962393,81.44000000000042,3801.00000000002
2020-07-20,12.999999999900876,4.065941373505951e-11,1.0763469454792002e-10,0.0,0.0,3698.4399999718,81.44000000000042,3801.00000000002
2020-07-21,12.999999999925674,3.0494560301294636e-11,8.072602091094001e-11,0.0,0.0,3698.4399999788548,81.44000000000042,3801.00000000002
2020-07-22,12.999999999944272,2.287092022597098e-11,6.0544515683205e-11,0.0,0.0,3698.439999984146,81.44000000000042,3801.00000000002
2020-07-23,12.999999999958222,1.7153190169478234e-11,4.540838676240375e-11,0.0,0.0,3698.439999988115,81.44000000000042,3801.00000000002
2020-07-24,12.999999999968685,1.2864892627108675e-11,3.405629007180281e-11,0.0,0.0,3698.439999991091,81.44000000000042,3801.00000000002
2020-07-25,12.99999999997653,9.648669470331506e-12,2.5542217553852108e-11,0.0,0.0,3698.4399999933235,81.44000000000042,3801.00000000002
2020-07-26,12.999999999982416,7.23650210274863e-12,1.915666316538908e-11,0.0,0.0,3698.439999994998,81.44000000000042,3801.00000000002
2020-07-27,12.99999999998683,5.4273765770614725e-12,1.436749737404181e-11,0.0,0.0,3698.4399999962534,81.44000000000042,3801.00000000002
2020-07-28,12.999999999990141,4.070532432796104e-12,1.0775623030531357e-11,0.0,0.0,3698.439999997195,81.44000000000042,3801.00000000002
2020-07-29,12.999999999992625,3.0528993245970783e-12,8.081717272898518e-12,0.0,0.0,3698.4399999979014,81.44000000000042,3801.00000000002
2020-07-30,12.999999999994486,2.2896744934478087e-12,6.061287954673889e-12,0.0,0.0,3698.439999998431,81.44000000000042,3801.00000000002
2020-07-31,12.999999999995882,1.7172558700858564e-12,4.5459659660054165e-12,0.0,0.0,3698.4399999988286,81.44000000000042,3801.00000000002
2020-08-01,12.99999999999693,1.2879419025643923e-12,3.409474474504062e-12,0.0,0.0,3698.4399999991265,81.44000000000042,3801.00000000002
2020-08-02,12.999999999997716,9.659564269232943e-13,2.5571058558780466e-12,0.0,0.0,3698.43999999935,81.44000000000042,3801.00000000002
2020-08-03,12.999999999998305,7.244673201924707e-13,1.917829391908535e-12,0.0,0.0,3698.4399999995176,81.44000000000042,3801.00000000002
2020-08-04,12.999999999998746,5.43350490144353e-13,1.4383720439314014e-12,0.0,0.0,3698.439999999643,81.44000000000042,3801.00000000002
2020-08-05,12.999999999999076,4.0751286760826476e-13,1.078779032948551e-12,0.0,0.0,3698.4399999997377,81.44000000000042,3801.00000000002
2020-08-06,12.999999999999325,3.0563465070619857e-13,8.090842747114132e-13,0.0,0.0,3698.4399999998086,81.44000000000042,3801.00000000002
2020-08-07,12.999999999999512,2.292259880296489e-13,6.068132060335599e-13,0.0,0.0,3698.4399999998614,81.44000000000042,3801.00000000002
2020-08-08,12.999999999999652,1.7191949102223667e-13,4.551099045251699e-13,0.0,0.0,3698.4399999999014,81.44000000000042,3801.00000000002
2020-08-09,12.999999999999757,1.289396182666775e-13,3.4133242839387743e-13,0.0,0.0,3698.4399999999314,81.44000000000042,3801.00000000002
2020-08-10,12.999999999999835,9.670471370000813e-14,2.5599932129540805e-13,0.0,0.0,3698.4399999999537,81.44000000000042,3801.00000000002
2020-08-11,12.999999999999893,7.25285352750061e-14,1.9199949097155604e-13,0.0,0.0,3698.4399999999705,81.44000000000042,3801.00000000002
2020-08-12,12.999999999999938,5.439640145625458e-14,1.4399961822866702e-13,0.0,0.0,3698.4399999999832,81.44000000000042,3801.00000000002
2020-08-13,12.999999999999972,4.079730109219093e-14,1.0799971367150027e-13,0.0,0.0,3698.4399999999923,81.44000000000042,3801.00000000002
2020-08-14,12.999999999999996,3.05979758191432e-14,8.09997852536252e-14,0.0,0.0,3698.4399999999996,81.44000000000042,3801.00000000002
2020-08-15,13.000000000000014,2.29484818643574e-14,6.07498389402189e-14,0.0,0.0,3698.440000000005,81.44000000000042,3801.00000000002
2020-08-16,13.000000000000028,1.721136139826805e-14,4.556237920516417e-14,0.0,0.0,3698.4400000000087,81.44000000000042,3801.00000000002
2020-08-17,13.000000000000039,1.2908521048701038e-14,3.417178440387313e-14,0.0,0.0,3698.4400000000114,81.44000000000042,3801.00000000002
2020-08-18,13.000000000000046,9.681390786525778e-15,2.562883830290485e-14,0.0,0.0,3698.4400000000137,81.44000000000042,3801.00000000002
2020-08-19,13.000000000000053,7.261043089894332e-15,1.9221628727178637e-14,0.0,0.0,3698.4400000000155,81.44000000000042,3801.00000000002
2020-08-20,13.000000000000057,5.445782317420749e-15,1.4416221545383978e-14,0.0,0.0,3698.440000000017,81.44000000000042,3801.00000000002
2020-08-21,13.00000000000006,4.084336738065562e-15,1.0812166159037982e-14,0.0,0.0,3698.440000000018,81.44000000000042,3801.00000000002
2020-08-22,13.000000000000064,3.0632525535491714e-15,8.109124619278487e-15,0.0,0.0,3698.4400000000187,81.44000000000042,3801.00000000002
2020-08-23,13.000000000000066,2.2974394151618784e-15,6.081843464458865e-15,0.0,0.0,3698.440000000019,81.44000000000042,3801.00000000002
2020-08-24,13.000000000000068,1.7230795613714087e-15,4.561382598344148e-15,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-08-25,13.000000000000068,1.2923096710285566e-15,3.421036948758111e-15,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-08-26,13.000000000000068,9.692322532714174e-16,2.5657777115685833e-15,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-08-27,13.000000000000068,7.26924189953563e-16,1.9243332836764374e-15,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-08-28,13.000000000000068,5.451931424651723e-16,1.443249962757328e-15,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-08-29,13.000000000000068,4.0889485684887923e-16,1.082437472067996e-15,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-08-30,13.000000000000068,3.066711426366594e-16,8.11828104050997e-16,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-08-31,13.000000000000068,2.3000335697749455e-16,6.088710780382478e-16,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-01,13.000000000000068,1.725025177331209e-16,4.566533085286858e-16,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-02,13.000000000000068,1.2937688829984068e-16,3.424899813965143e-16,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-03,13.000000000000068,9.703266622488051e-17,2.5686748604738574e-16,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-04,13.000000000000068,7.277449966866038e-17,1.926506145355393e-16,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-05,13.000000000000068,5.458087475149528e-17,1.4448796090165449e-16,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-06,13.000000000000068,4.093565606362146e-17,1.0836597067624086e-16,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-07,13.000000000000068,3.0701742047716096e-17,8.127447800718065e-17,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-08,13.000000000000068,2.3026306535787072e-17,6.095585850538549e-17,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-09,13.000000000000068,1.7269729901840303e-17,4.5716893879039117e-17,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-10,13.000000000000068,1.2952297426380227e-17,3.428767040927934e-17,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-11,13.000000000000068,9.71422306978517e-18,2.5715752806959505e-17,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-12,13.000000000000068,7.285667302338877e-18,1.9286814605219628e-17,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-13,13.000000000000068,5.464250476754158e-18,1.446511095391472e-17,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-14,13.000000000000068,4.0981878575656184e-18,1.084883321543604e-17,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-15,13.000000000000068,3.0736408931742138e-18,8.13662491157703e-18,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-16,13.000000000000068,2.30523066988066e-18,6.1024686836827724e-18,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-17,13.000000000000068,1.7289230024104951e-18,4.57685151276208e-18,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-18,13.000000000000068,1.2966922518078713e-18,3.4326386345715598e-18,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-19,13.000000000000068,9.725191888559034e-19,2.5744789759286697e-18,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-20,13.000000000000068,7.293893916419276e-19,1.9308592319465023e-18,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-21,13.000000000000068,5.470420437314456e-19,1.4481444239598768e-18,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-22,13.000000000000068,4.1028153279858423e-19,1.0861083179699076e-18,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-23,13.000000000000068,3.0771114959893816e-19,8.145812384774308e-19,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-24,13.000000000000068,2.307833621992036e-19,6.109359288580731e-19,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-25,13.000000000000068,1.7308752164940273e-19,4.582019466435548e-19,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-26,13.000000000000068,1.2981564123705203e-19,3.4365145998266615e-19,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-27,13.000000000000068,9.736173092778903e-20,2.5773859498699964e-19,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-28,13.000000000000068,7.302129819584178e-20,1.9330394624024973e-19,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-29,13.000000000000068,5.476597364688134e-20,1.449779596801873e-19,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
2020-09-30,13.000000000000068,4.1074480235161e-20,1.0873346976014046e-19,0.0,0.0,3698.4400000000196,81.44000000000042,3801.00000000002
