date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,gdp_per_capita,diabetes_prevalence,population
2022-05-11,13694.29336416141,41.400876027239384,42.04955807024558,132.63125828701584,0.2427803124300101,0.19685112076998607,211423.04227397405,6.429621008358862,0.010037993696707248,16.05668614320446,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2022-05-12,13735.653070955597,41.35970679418526,41.800921623143196,132.8835439091858,0.25228562216995465,0.21322447503127143,212061.58550994107,6.314911296023518,0.010063724748936397,16.055396960344545,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2022-05-13,13777.043310004048,41.390239048450894,41.62667570345958,133.14239290280096,0.25884899361518454,0.22705087081773323,212700.60023555887,6.23054352373064,0.010076882120202635,16.05404772025843,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2022-05-14,13818.534502541841,41.49119253779266,41.528296208751826,133.40446759242087,0.2620746896199214,0.23810505679785104,213341.17365533786,6.167800984750154,0.010060893652207581,16.05265343725267,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2022-05-15,13860.191261521784,41.65675897994442,41.498811523079766,133.6661334997457,0.2616659073248315,0.24640797811875065,213984.30329127744,6.12484879932539,0.009999290148657962,16.0512211703765,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2022-05-16,13902.05639054989,41.86512902810641,41.52666488018965,133.92353354433112,0.25740004458541454,0.2520808704668914,214630.64996813517,6.102007640218032,0.009877295665792128,16.049773990258156,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2022-05-17,13944.164707262793,42.10831671290275,41.61246003700073,134.17511622159697,0.25158267726582273,0.25501879764654906,215280.75121996074,6.10073003527019,0.009683020230274942,16.048343744148067,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2022-05-18,13986.542971300378,42.37826403758598,41.75227602322572,134.41996030776224,0.2448440861652691,0.25533536520323796,215935.02016093078,6.1228325943259545,0.009408354377618952,16.046965629701248,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2022-05-19,14029.204788268451,42.66181696807319,41.938476732997884,134.65777889274818,0.23781858498594305,0.2533307094227908,216593.66681494532,6.169920179422561,0.009049640056000265,16.045674125314097,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
2022-05-20,14072.146787710732,42.9419994422799,42.16031811859139,134.88892240485544,0.23114351210726622,0.24946748908066807,217256.63911282533,6.242954032433768,0.00860817380412044,16.044499937877,1308.8200000000068,50669.32000000027,13.000000000000068,64207.000000000335
