date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,male_smokers,median_age,extreme_poverty,diabetes_prevalence,handwashing_facilities,population
2022-02-22,158714.98843981553,97.35920784459123,90.6667122738499,1437.880345187351,0.9167649203147449,1.3484094480094653,2288214.040615592,0.9490576058921802,5747.456615446292,2496.6654236995782,0.03430044950057686,33.04500194413323,47418.126077155976,0.22006841894561754,50.707313460462935,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-02-23,158815.53324970673,100.54480989120053,92.58549655186461,1438.6735426655637,0.7931974782127883,1.1981821668086514,2291209.9593320917,0.9499405864488715,5755.205420081736,2609.462690916252,0.03481082516680309,32.027584683697896,45028.74972916632,0.22311143056344748,50.68325141726066,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-02-24,158919.12059015682,103.58734045007476,94.93637855481651,1439.3447820799765,0.6712394144126621,1.055147937323684,2294317.370037749,0.9504538238056272,5759.535338576633,2731.175832020419,0.03532595985764923,31.035326521823237,42802.63584244686,0.22311589354314182,50.65386002383761,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-02-25,159025.3801485002,106.25955834337395,97.5595096756471,1439.8997953511932,0.5550132712167366,0.9209651869940565,2297529.1467644707,0.9505580472336657,5755.307307970074,2855.649795799417,0.03579262761786529,30.153440592724934,40726.37032074922,0.2200651037384814,50.61810833397395,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-02-26,159133.72124582916,108.3410973289592,100.26724166203606,1440.3499919561893,0.450196604996263,0.796712901234554,2300839.4534857213,0.9502047345202731,5737.247362286301,2977.448739868313,0.036157172717277496,29.4622410780279,38773.67410449215,0.2141517689803319,50.57598945991815,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-02-27,159243.33799319563,109.61674736646745,102.85271518317879,1440.7136251888635,0.3636332326741528,0.6827122777358707,2304242.287017286,0.9493655741610529,5700.293791649927,3092.4637527034374,0.03636723312554706,29.05554635473945,36916.80226550555,0.20568153843531384,50.52794167477061,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-02-28,159354.2001335524,110.86214035678353,105.22324663302095,1441.0128853428455,0.29926015398202066,0.5771324629883934,2307730.624651595,0.9480424417714051,5640.113957099957,3199.072054993,0.036422483667689756,28.944411866894967,35127.521996478914,0.19502876856468856,50.474944943860834,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-01,159465.95661276954,111.75647921716764,107.2798435074097,1441.2527635546476,0.2398782118019648,0.4806426568728402,2311296.2687488035,0.9462391681094212,5553.491901700299,3297.59676910513,0.03631653954456181,29.12059881613765,33381.91964861973,0.18261401339830655,50.41850508798619,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-02,159577.66710405058,111.71049128100776,108.87484917871515,1441.4406392464662,0.1878756918185066,0.3943572350592845,2314930.2140454454,0.9439524853257646,5438.6190588726495,3388.7296550447545,0.036104243701731036,29.332861846427775,31663.997784299354,0.1689083122465323,50.35962089743767,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-03,159688.08846637042,110.42136231983807,109.85111765326728,1441.585844657864,0.14520541139781662,0.3193786244198675,2318623.407001264,0.9411883458947772,5295.312283646148,3472.4006834296606,0.03579505414022851,29.55134968152417,29968.359909006707,0.1543845308881961,50.29889957740929,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-04,159795.8895883042,107.80112193380242,110.07139463943348,1441.6993382445312,0.11349358666730235,0.25645445958833313,2322362.576340156,0.9379604255490739,5125.177376094636,3547.7314110855023,0.035369723055074465,29.94791109760083,28302.209750759586,0.1394773121932965,50.2375334419452,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-05,159899.8125208987,103.92293259450192,109.44035334867674,1441.7934597273565,0.09412148282529903,0.20572045037967912,2326129.1510657216,0.9342873844494602,4931.731723914585,3612.902275185496,0.03482852047488702,30.717950129923352,26686.842494065193,0.12457420909649156,50.17701142599679,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-06,159998.79332732584,98.9808064271306,107.92112134634932,1441.88174637923,0.08828665187333765,0.16650753235489513,2329899.6651065554,0.9302013172640519,4720.496284358549,3665.4186262339886,0.03418021388557707,32.03221825355116,25146.98164430458,0.11005816167046184,50.11890271946534,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-07,160092.68675373634,93.89342641052261,105.49726812676278,1441.9787952401452,0.09704886091534601,0.13773924655123926,2333654.9323512516,0.9257650797386026,4495.273200290945,3703.543930890752,0.03342281393713049,34.04053893256808,23710.341210604023,0.09630929675381607,50.06479533307031,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-08,160180.8204466858,88.13369294945637,102.12289194833659,1442.0902696686371,0.11147442849193959,0.1195127413129124,2337382.838988178,0.9210232280327831,4258.52857258657,3726.7196805533313,0.03251491265065011,36.9324614069245,22405.818771560025,0.08368106758798655,50.015964308464724,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-09,160262.43286895123,81.6124222654214,97.82352287204765,1442.2196899696442,0.129420301006964,0.11127628190582209,2341082.0437576743,0.9160240467518026,4014.968075553999,3736.0409239573437,0.031423353201626925,40.735454652478516,21257.356661087626,0.07244664425918647,49.97332067801959,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-10,160336.90341706594,74.4705481147093,92.68807735119162,1442.368484348599,0.14879437895496472,0.11189935751857163,2344746.5589858415,0.9108218488970787,3770.5245127343214,3731.9457705375025,0.030157366226365674,45.411456858783666,20279.67363673365,0.06278343180460322,49.937373184662135,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-11,160403.92500947067,67.02159240471336,86.8628241737041,1442.5360271269974,0.16754277839851217,0.11972526151320172,2348363.7785140555,0.9054644797561975,3531.564961465534,3714.528623313604,0.028721773861758778,50.9402991728532,19475.394577905787,0.05477406383406008,49.908199571754594,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-12,160463.6335276268,59.70851815615303,80.54685891890131,1442.7196674040736,0.1836402770761954,0.1326105266132467,2351924.8143987115,0.9000059228423594,3304.262609021187,3685.172388622894,0.027142817144864686,57.25424183277511,18833.234750494652,0.048371433460548334,49.885425050503144,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-13,160516.70489685156,53.07136922474248,73.98870980003578,1442.9147505530573,0.19508314898361748,0.14795450129477694,2355420.333496962,0.894526258550646,3094.222844339858,3645.8938519067356,0.025462801287866384,64.3545792414205,18326.973784267262,0.04339719177285149,49.86837922743786,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-14,160564.51109022132,47.80619336975277,67.40509876890214,1443.1184158559713,0.20366530291418403,0.163263548886403,2358841.9319186485,0.8890966977914602,2906.1860656799377,3598.232169796249,0.023748684676307055,72.07478704903576,17923.035509499758,0.039627402556206205,49.85596380002255,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-15,160607.06542820274,42.55433798141933,60.893968388247444,1443.3291480264343,0.2107321704629493,0.17751101008109216,2362183.097613203,0.8837753352375848,2743.674049450565,3542.9876696872043,0.02207541137406936,80.0451335964085,17580.336845440936,0.03678810201411656,49.84768778214368,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-16,160644.44116876056,37.3757405578163,54.57457066739765,1443.5431441484639,0.21399612202950058,0.18964893306178904,2365439.7012076434,0.8786133372394374,2608.724726834831,3479.762568684283,0.02047721140708727,88.21526745651792,17255.816677390358,0.03460626720224874,49.84150484759684,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-17,160676.84847514855,32.40730638798087,48.565588310826236,1443.7553703931858,0.21222624472186716,0.1987523752973117,2368610.24285431,0.8736826920052094,2501.6932662571826,3409.196263940495,0.01895777927283325,96.82570075399171,16909.538946310407,0.03281717616122118,49.83617485418509,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-18,160704.69214175272,27.843666604172483,42.96872565458061,1443.960354556365,0.20498416317940968,0.2041276298892737,2371695.8400556967,0.8690360978662224,2421.1028852339705,3333.24863622299,0.017544611119136914,106.16197433731038,16508.25265834304,0.031212106426022578,49.830191580199326,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-19,160728.6148884738,23.92274672106732,37.856401868601935,1444.152780461555,0.19242590518998734,0.20539339533227552,2374702.6245580437,0.8647251988036757,2363.5329592613666,3254.067197917085,0.016244107983825876,116.25833272454085,16028.639089749544,0.029630637673427763,49.82199953518189,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-20,160749.52983151394,20.914943040154093,33.26252085846505,1444.3279337624579,0.17515330090283326,0.20254165283404854,2377643.9970168984,0.860789535818983,2323.535103481299,3174.900042910992,0.015031497277462183,126.88484682847371,15460.325600440814,0.02800804612837402,49.810156567999286,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-21,160768.64483646696,19.11500495303091,29.163662137061483,1444.4820362946962,0.15410253223821105,0.1954413074988398,2380538.970039665,0.8572603806942319,2293.5702339309014,3099.6638169279154,0.013866383139092126,137.91548062878925,14800.710829289903,0.026316797362925668,49.793354982560615,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-22,160786.23710181715,17.592265350196598,25.59752892341669,1444.612496839641,0.1304605449446571,0.1839384466874785,2383404.4495918076,0.8541262809957884,2271.3982823299852,3031.7032117586423,0.012716529435767072,149.21919773726768,14052.614020480694,0.02453527093751425,49.77052528669428,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
2022-03-23,160802.5305251349,16.293423317754122,22.58564685416564,1444.7180991972828,0.10560235764191238,0.16840406125995294,2386254.1862075413,0.851391252440443,2255.1347115320214,2973.5738697110346,0.011601553508628806,160.73435467011328,13222.236662742565,0.02267100717857204,49.741001915893435,7.700000000000042,21.100000000000115,12.000000000000064,4.9700000000000255,41.05000000000021,33475870.00000017
