date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_vaccinations_per_hundred,reproduction_rate,new_vaccinations_smoothed,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,hospital_beds_per_thousand,life_expectancy,population
2020-03-11,1.0000000000000038,0.0,0.0,2.0000000000000075,0.0,0.0,0.060000000000000234,1.1400000000000043,4276.000000000016,4276.000000000016,0.010000000000000038,3.3279594304362963,53.510000000000204,20.300000000000075,1479.150000000006,495.0000000000019,5.35000000000002,0.7000000000000026,66.12000000000026,33696612.00000013
2020-03-12,1.0000000000000042,0.0,0.0,2.0000000000000084,0.0,0.0,0.06000000000000026,1.140000000000005,4276.000000000018,4276.000000000018,0.010000000000000044,5.125148952271321,53.510000000000225,20.300000000000082,1479.1500000000065,495.0000000000021,5.350000000000023,0.7000000000000028,66.12000000000029,33696612.00000014
2020-03-13,1.0000000000000044,0.0,0.0,2.000000000000009,0.0,0.0,0.060000000000000275,1.1400000000000055,4276.00000000002,4276.00000000002,0.010000000000000047,7.346448818275907,53.51000000000025,20.30000000000009,1479.150000000007,495.0000000000023,5.3500000000000245,0.7000000000000031,66.12000000000032,33696612.00000015
2020-03-14,1.0000000000000047,0.0,0.0,2.0000000000000093,0.0,0.0,0.06000000000000029,1.1400000000000057,4276.000000000021,4276.000000000021,0.010000000000000049,9.95997817802499,53.51000000000026,20.300000000000097,1479.1500000000074,495.0000000000024,5.350000000000026,0.7000000000000033,66.12000000000033,33696612.00000016
2020-03-15,1.0000000000000049,0.0,0.0,2.0000000000000098,0.0,0.0,0.0600000000000003,1.140000000000006,4276.000000000022,4276.000000000022,0.01000000000000005,12.905464079543336,53.51000000000027,20.3000000000001,1479.1500000000078,495.0000000000025,5.350000000000027,0.7000000000000034,66.12000000000035,33696612.000000164
2020-03-16,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000031,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000052,16.1066656097545,53.510000000000275,20.300000000000104,1479.1500000000078,495.00000000000256,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-17,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,19.515172284238993,53.51000000000028,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-18,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,23.09034075164083,53.51000000000029,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-19,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,26.757548226949808,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-20,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,30.423571642093474,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-21,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,33.98812200888109,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-22,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,37.359490989530954,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-23,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,40.46018692346696,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-24,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,43.225062946317166,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-25,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,45.60690887748197,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-26,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,47.58064513581033,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-27,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,49.146468176356855,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-28,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,50.32286923181523,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-29,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,51.16786265430753,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-30,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,51.77658574315477,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
2020-03-31,1.000000000000005,0.0,0.0,2.00000000000001,0.0,0.0,0.06000000000000032,1.140000000000006,4276.000000000022,4276.000000000022,0.010000000000000054,52.25202883548509,53.510000000000296,20.300000000000104,1479.1500000000078,495.0000000000026,5.350000000000028,0.7000000000000035,66.12000000000035,33696612.00000017
