date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_boosters_per_hundred,reproduction_rate,weekly_icu_admissions,weekly_hosp_admissions,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,total_boosters,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,aged_65_older,gdp_per_capita,extreme_poverty,female_smokers,male_smokers,population,excess_mortality
2022-07-15,837975.587822132,629.6392025789462,558.7682914653299,6500.71188334787,1.4111649344756736,1.3122347588326602,445481.0018406503,28.604946930032163,1.4077518235997666,5.1758787364493095,143.89250148342938,2034.835976093917,1888.2628383581746,0.11996167826435701,8.103643959213615,72.73932862472745,529432.8428361912,91.05520770143445,117.98306823471151,4.1971674569345246e-20,11.110000022708709,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,22.01036908108933
2022-07-16,838641.3772272984,665.7894051662728,582.687251081222,6502.152609989903,1.440726642033228,1.3415910658924353,445834.9450938044,28.606228135468573,1.404128993750247,4.845622229915711,146.39677938157217,2034.8769820704406,1888.1971287686338,0.11997125869826793,8.102732969410223,72.73952377947006,529463.0989015462,88.3849901328956,118.31895922386832,3.147875592700893e-20,11.110000017031547,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,22.02531189023341
2022-07-17,839346.1642553166,704.7870280182092,608.7359654602387,6503.6144574924365,1.4618475025333266,1.372519091274532,446209.6200284987,28.607236874064302,1.4003583807360873,4.615082865067687,149.26944943598542,2034.9077365528333,1888.147846576478,0.11997844402370111,8.102049727057679,72.73965543964466,529487.6862802329,85.64506128099049,118.57423881027374,2.36090669452567e-20,11.110000012773677,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,22.00483752835013
2022-07-18,840085.7719471448,739.6076918281377,637.6443090984121,6505.0694565647145,1.4549990722781483,1.3987517942154357,446602.8061233462,28.607996660073155,1.3962110932443752,4.480445956169872,152.48022217718324,2034.9308024146276,1888.1108849323614,0.119983833017776,8.10153729529327,72.7397415797336,529506.9614942736,83.05703448692267,118.75883036820967,1.7706800208942523e-20,11.110000009580274,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,21.93825156486084
2022-07-19,840863.0672926158,777.2953454709752,669.7124141121101,6506.516588221864,1.4471316571497894,1.4192134901347528,447016.027515264,28.608545329573328,1.3914963936242981,4.427563666499466,155.94161690530433,2034.9481018109736,1888.0831636992739,0.11998787476333217,8.101152971469963,72.7398061848003,529521.6064471442,80.94158000223155,118.88062891707533,1.3280100156706893e-20,11.11000000718522,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,21.80719371797108
2022-07-20,841682.2352787713,819.1679861555922,704.9305573520217,6507.966642847079,1.4500546252152853,1.4349227226430834,447451.5090078126,28.608936308104404,1.3860374535892663,4.43862916320917,159.545969350878,2034.9610763582332,1888.0623727744583,0.11999090607249929,8.100864728602483,72.73985463860032,529532.4251973499,79.39896134297952,118.94722023337873,9.96007511753017e-21,11.110000005388931,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,21.594187097509646
2022-07-21,842547.1113168688,864.8760380976264,743.0222480075533,6509.437167009268,1.470524162188777,1.4482828629260767,447911.28956484527,28.60921483612036,1.3797063384143176,4.494130243447608,163.17660694205338,2034.9708072686776,1888.0467795808463,0.11999317955437463,8.100648546451874,72.73989097895034,529540.2775276188,78.44949573250946,118.96980431530571,7.470056338147627e-21,11.110000004041714,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,21.285284369212235
2022-07-22,843459.9305626366,912.8192457677915,783.4765433101264,6510.9486735762885,1.5115065670197363,1.4625500592824718,448396.5574307451,28.609411127090308,1.3724172780512056,4.574683932470283,166.71837726767245,2034.978105451511,1888.0350846856372,0.11999488466578115,8.100486409838917,72.73991823421287,529545.9375574796,77.97976885820573,118.9627281556779,5.6025422536107206e-21,11.1100000030313,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,20.87207442521468
2022-07-23,844420.3899064646,960.4593438281076,825.5722853106504,6512.521799299873,1.5731257235841323,1.4814341992776285,448907.1514706031,28.60955834531777,1.3641106314537261,4.662781810743429,170.0676914372261,2034.983579088636,1888.0263135142304,0.11999616349933603,8.100364807379199,72.73993867565974,529550.100226934,77.88335605541911,118.95692006633843,4.2019066902080405e-21,11.110000002273491,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,20.353209434203308
2022-07-24,845424.9444660487,1004.5545595840752,868.3962784626272,6514.175173004325,1.6533737044528078,1.5087996313586762,449441.18717535114,28.609668758988366,1.3547633226529985,4.7444683877925495,173.1422036134725,2034.9876843164798,1888.0197351356755,0.11999712262450218,8.10027360553441,72.73995400674491,529553.1407164197,77.74444981467369,118.96012702454391,3.15143001765603e-21,11.110000001705133,43.900000000000226,19.750000000000107,25063.850000000133,0.7000000000000035,25.60000000000013,51.00000000000027,1850654.00000001,19.735572176308153
