date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,people_vaccinated_per_hundred,new_vaccinations,new_people_vaccinated_smoothed_per_hundred,population
2020-03-21,105863.40736076605,1921.260880214193,1634.6344149459603,4042.4096214733654,122.79450276089091,99.51164611559003,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-03-22,107941.26773776926,2093.853255506479,1719.7847636981608,4172.350768141229,130.87427073582677,106.73697666814067,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-03-23,110158.28149175632,2229.018690821847,1822.1573683456984,4308.717310107221,137.06638501696403,114.11198169309019,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-03-24,112534.91961914062,2385.6547259379795,1944.0897324648363,4451.676621882297,143.48419406330504,121.57382385869954,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-03-25,115118.51629806604,2590.374399333903,2088.9726526130135,4601.758565312829,150.47560514670334,129.06829614224722,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-03-26,117965.69271805522,2852.276953346586,2260.124466188917,4759.541209052502,158.07789002680215,136.55112740726742,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-03-27,121129.17495224554,3167.3262832064547,2459.946737327535,4925.415118166243,166.09534382908703,143.98896158647858,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-03-28,124647.90736156637,3521.6347738140266,2689.291021321448,5099.406571333158,174.1575292034251,151.36009206898007,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-03-29,128539.6376478718,3893.926177322389,2946.9839379367927,5281.044973748745,181.76295944296987,158.6550124906493,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-03-30,132748.06530765584,4210.093695693803,3230.3994259800725,5468.1024924318,187.1509364535916,165.82875419668795,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-03-31,137297.84830200905,4551.051849016643,3540.0454781793073,5660.743013473826,192.71058436992897,172.87519428358604,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-01,142230.4819601851,4933.60394817167,3875.020274762477,5859.749519316756,199.05905333885622,179.82627014707896,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-02,147587.1308463511,5357.393846713765,4233.064909691775,6066.114789778462,206.4046810836512,186.73805425866115,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-03,153395.75265965043,5809.195805203401,4610.602935339299,6280.734427821898,214.64919600989452,193.6803102479716,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-04,159661.44115925004,6266.131889455243,5002.7700209938175,6504.176628881947,223.4643695348938,200.72865996458273,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-05,166359.18335812556,6698.085019224605,5403.436196740848,6736.509507860565,232.34950533475183,207.95870877434237,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-06,173398.90514949296,7039.986485814716,5807.7606498180885,6974.722434709267,238.22539661580242,215.2576059181844,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-07,180788.4096475111,7389.70798006887,6213.323511442439,7219.348354797314,244.63527241337124,222.67731642958887,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-08,188545.27187687473,7757.0174265513415,6616.698732644542,7472.290694023013,252.94935346969268,230.37733606168777,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-09,196684.5480253034,8139.393160411257,7014.15006047243,7736.017907395099,263.7324740550818,238.56805101200632,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-10,205209.55738290807,8525.09632473638,7402.153020144251,8012.959390468767,276.9454285859142,247.46825771601868,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-11,214104.96879671596,8895.475168568459,7777.786401662823,8305.052412922694,292.095981588111,257.273302692315,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-12,223331.61551156448,9226.693270414722,8139.025874776542,8613.402318741808,308.35212516975207,268.13118742647646,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-13,232800.5537797629,9468.973184873112,8486.031317847126,8937.672214169492,324.271559940663,280.42373947095666,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-14,242508.850774383,9708.323182126083,8817.267624939981,9278.909574331075,341.2386085463187,294.224364396366,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-15,252464.1793703804,9955.348236626898,9131.319110592525,9637.679659739919,358.7710216973931,309.34182678790205,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-16,262675.55456657044,10211.389926662174,9427.321863810601,10013.826503046714,376.14754552320704,325.40116162292446,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-17,273146.3858021099,10470.842283393544,9705.288013565787,10406.29364910147,392.46767271706653,341.90435780413634,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-18,283869.26619385823,10722.888677638904,9966.348927918376,10812.989710000003,406.6964558952666,358.27587080946995,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-19,294822.06446439866,10952.80448495835,10212.937613359612,11230.6875313688,417.6981176163439,373.89675717950126,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-20,305961.36993847403,11139.310134888783,10451.558165578872,11656.712012456805,426.0247032736677,388.43298546704415,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-21,317285.7532133906,11324.386770526655,10682.425071824766,12090.013663511982,433.301817694424,401.5849798889069,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-22,328792.4567167661,11506.706125083114,10904.048055807829,12528.493554033488,438.4800155009415,412.9721269658081,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-23,340474.4348937484,11681.980143262901,11114.132597932166,12969.446183624685,440.95272332577133,422.23018911575946,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-24,352318.1343474288,11843.700928390954,11310.25532546918,13409.891635132884,440.44552180913195,429.08436484910203,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-25,364301.82894415327,11983.695702757355,11490.370555187874,13846.824689504178,436.93310709699176,433.4040839147845,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-26,376394.3711425047,12092.54302787605,11653.190200327574,14277.401661924534,430.5770119646319,435.2441036600709,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-27,388536.699187519,12142.328667157864,11796.478352087972,14699.13599111052,421.734358844192,434.63133550200274,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-28,400720.96723162243,12184.268510711014,11919.318344867548,15110.585041167431,411.4490723005654,431.5096048908853,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-29,412952.973419839,12232.006538172256,12022.932409587977,15510.96685133455,400.38182684985895,426.0670427114742,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-04-30,425246.0334747053,12293.060317333155,12110.229296040385,15900.228160478957,389.26132165646385,418.68253639689,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-01,437616.38588495663,12370.35260710137,12185.464989645043,16279.0954254659,378.86727437098443,409.88556826405454,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-02,450079.7457970407,12463.36005972165,12253.98824902113,16649.11308493655,370.0176665086848,400.32609426526824,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-03,462648.7204337541,12568.974747441545,12322.049759164054,17012.672257141352,363.55917748332405,390.7519530518929,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-04,475275.7626750254,12627.04232431744,12391.294479521734,17372.852011214152,360.179758031692,381.9582420998445,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-05,487973.6340457009,12697.87143296014,12464.666322634206,17730.35196897948,357.49996073449995,374.2510009026149,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-06,500787.3876706694,12813.753671681985,12547.773135640831,18085.834613450865,355.4826466982575,367.83658600339993,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-07,513776.9794407856,12989.591805151293,12647.277785150163,18439.918574826377,354.0839630456717,362.8109921851619,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-08,527004.2263873126,13227.246972803372,12769.691470892376,18793.173594985357,353.2550214115975,359.151843363177,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-09,540523.0254627542,13518.799095148766,12920.468710958572,19146.116750860892,352.9431568150012,356.71238575444534,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-10,554372.0176264783,13848.992178504452,13103.32858073026,19499.20962196923,353.0928718129321,355.2169827547485,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-11,568497.722463557,14125.704848164074,13317.423440395807,19852.557426560983,353.3478051202038,354.2408075250147,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-12,582933.5229401056,14435.800484862571,13565.699197620728,20206.421011097238,353.86358493259036,353.72118385966326,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-13,597744.178969786,14810.656035915858,13850.971095209748,20561.171996202727,354.75098540273996,353.6165643653362,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-14,613001.768891206,15257.58992609658,14174.970900592853,20917.20367394587,356.0316779660826,353.89475989326576,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-15,628767.6455759684,15765.876688269938,14537.632297939814,21274.864180798802,357.66050702013456,354.5241116135503,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-16,645078.9035097084,16311.257936370546,14936.554932246092,21634.406377357376,359.5421966839767,355.4668700708613,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-17,661938.2291028704,16859.32559513508,15366.602442397261,21995.950258131186,361.5438808678635,356.67422947622345,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-18,679251.7501884984,17313.521087107638,15822.004578404303,22358.650557205405,362.7002991447572,358.0104017451771,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-19,697045.044574148,17793.294386759328,16301.646316802606,22722.704595344294,364.054038191794,359.46630938903843,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-20,715362.028323954,18316.983750638366,16802.549971926477,23088.76997850567,366.0653832010535,361.08280023828866,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-21,734244.2299533738,18882.201630044092,17320.351296171775,23457.70812382757,368.9381453516633,362.9267391573854,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-22,753715.2460752449,19471.016122339177,17849.65655519285,23830.39190411829,372.68378031303695,365.07307683087083,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-23,773769.0831343275,20053.837059433794,18384.31033430029,24207.56138122385,377.16947712230245,367.59140135295326,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-24,794361.4137082129,20592.330574148746,18917.596393259184,24589.715606053673,382.1542248423738,370.53585191969285,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-25,815330.0973044317,20968.683596416377,19439.76213511895,24975.256678683792,385.5410726395379,373.79889863595633,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-26,836682.1638154291,21352.06651114554,19948.157867176345,25364.7123538739,389.4556751971718,377.4277405574461,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-27,858463.8164944109,21781.652679092862,20443.11033735708,25759.57524795233,394.86289408372295,381.5416619145298,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-28,880734.2976326065,22270.481138278956,20927.150088182676,26161.730983475594,402.15573552724015,386.2869778515411,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-29,903546.2878172164,22811.990184672402,21404.431972245635,26573.029297723086,411.2983142504727,391.803243731255,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-30,926931.2053748723,23384.917557702785,21880.3005388158,26994.962374068047,421.9330763471958,398.1979121132447,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-05-31,950888.1809542326,23956.97557939542,22360.96407379514,27428.42359050583,433.4612164394538,405.527325487649,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-01,975275.9956057857,24387.814651579567,22849.411352372892,27871.072379369394,442.6487888648204,413.6853893969268,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-02,1000121.7596164288,24845.764010662733,23348.511000220235,28323.888916072014,452.81653670356104,422.7367393650842,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-03,1025502.1491079275,25380.389491513568,23862.616283617055,28788.99755324668,465.1086371753767,432.77163532536514,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-04,1051508.871721057,26006.722613140708,24396.365109610048,29268.83859803137,479.8410447852178,443.86933412169094,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-05,1078222.7658787065,26713.89415765777,24953.780026131295,29765.547145032942,496.7085470019716,456.07061888474016,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-06,1105694.3752332074,27471.609354507105,25537.5932220872,30280.487201050124,514.9400560174782,469.3571960640083,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-07,1133929.3795018303,28235.00426862762,26148.740277425168,30813.902278615693,533.4150775657922,483.6362432018531,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-08,1162798.8117110545,28869.432209227707,26788.971475683655,31360.1117445145,546.2094658989733,498.43062228503635,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-09,1192338.184316583,29539.37260553104,27459.48712631676,31920.257256996134,560.1455124817616,513.7634106375014,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-10,1222610.5442329142,30272.3599163332,28158.340196547564,32497.925505772357,577.6682487763188,529.8435161229232,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-11,1253676.6855340928,31066.141301180134,28881.11445752707,33097.64005693112,599.71455115884,546.9685440088061,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-12,1285572.8089792724,31896.123445180558,29621.43309395336,33723.73023662211,626.0901796910443,565.4519471145563,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-13,1318293.7666568868,32720.957677615268,30371.34016128601,34379.48279382087,655.752557198795,585.5683884225374,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-14,1351780.4954677802,33486.728810894114,31121.586678656866,35066.5056474019,687.0228535810625,607.5127630363611,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-15,1385836.7670274694,34056.2715596897,31862.563862418683,35782.34859560319,715.8429482013119,631.7465444815382,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-16,1420471.6690488847,34634.90202141568,32590.496746361572,36528.92214482785,746.5735492246761,658.3795609144837,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-17,1455728.9089618435,35257.239912959034,33302.6225479742,37308.127015860766,779.2048710329234,687.1709481583914,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-18,1491658.584484798,35929.675522954625,33997.41322045064,38121.03047521173,812.9034593509705,717.6269359087107,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-19,1528296.011553646,36637.427068848214,34674.7423666955,38967.248583622815,846.218108411096,749.0741873872549,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-20,1565645.8452683396,37349.83371469374,35336.01042482775,39844.48288244891,877.2342988260996,780.7148040827824,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-21,1603670.1706028408,38024.32533450129,35984.23855730865,40748.17290844308,903.690025994172,811.6675793064319,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-22,1642191.0401854878,38520.869582647196,36622.03834930022,41671.884739509485,923.7118310664124,841.3634005431736,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-23,1681222.8921947097,39031.85200922204,37250.174156609995,42614.671634787315,942.7868952778326,869.39408418243,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-24,1720824.7832863063,39601.89109159661,37870.838726539645,43575.000009219184,960.3283744318729,895.2690153023054,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-25,1761068.4191712611,40243.63588495479,38487.118913521466,44550.73551111613,975.7355018969507,918.5308249867498,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-26,1802014.1775491014,40945.75837784026,39102.59496584575,45539.132580331345,988.3970692152161,938.8421483134316,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-27,1843693.125307918,41678.94775881658,39721.03999070628,46536.82661689047,997.6940365591188,956.0506928446421,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-28,1886093.5314243804,42400.4061164622,40346.194552984525,47539.8281074643,1003.001490573833,970.2380399954739,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-29,1929072.8537395874,42979.32231520709,40983.11654450574,48542.124102576316,1002.2959951120181,981.464351101972,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-06-30,1972657.2507442539,43584.397004666534,41633.48029202513,49542.31036846431,1000.1862658879903,989.6642760931255,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-01,2016904.2442637526,44246.993519498676,42297.06652283274,50540.44159987772,998.1312314134084,995.0647146651913,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-02,2061873.5416819805,44969.29741822782,42972.16117509165,51537.57118051599,997.1295806382736,998.1210573305045,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-03,2107605.1526092584,45731.610927277914,43655.85450559159,52535.40600335733,997.834822841344,999.4693662040854,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-04,2154102.976383256,46497.82377399761,44344.26542056415,53536.04758590528,1000.6415825479453,999.8905105935954,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-05,2201322.492694685,47219.51631142911,45032.70972379422,54541.79790662361,1005.7503207183295,1000.2832686918043,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-06,2249086.4526658133,47763.95997112846,45716.2292858968,55553.12680747264,1011.3289008490265,1001.5737546862754,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-07,2297408.0205109986,48321.567845185455,46392.967775670244,56571.22062273449,1018.0938152618521,1004.1320467839387,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-08,2346335.0278590117,48927.00734801327,47061.54088992987,57598.03156271999,1026.8109399854986,1008.229210427322,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-09,2395921.6947468803,49586.66688786846,47721.16474437055,58635.66559188494,1037.6340291649497,1014.0156035218504,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-10,2446207.4203652707,50285.725618390105,48371.75216671366,59685.92333741736,1050.257745532408,1021.5046053563212,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-11,2497200.876117525,50993.45575225419,49013.984916567315,60749.95577067784,1064.0324332604905,1030.5604132932606,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-12,2548868.0754139395,51667.19929641438,49649.36785032149,61828.00596827997,1078.0501976021244,1040.888890286689,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-13,2600980.3751771357,52112.29976319644,50270.55898599588,62916.62383626178,1088.6178679818147,1051.9300366549019,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-14,2653558.587410651,52578.2122335157,50878.650881546106,64016.654625742005,1100.0307894802218,1063.6351213825806,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-15,2706704.75243582,53146.16502516917,51481.38764112086,65130.19680317861,1113.5421774366062,1076.0250388391346,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-16,2760553.866718595,53849.11428277482,52090.30874958668,66259.71457070984,1129.517767531238,1089.1509712754419,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-17,2815237.6787396614,54683.812021066326,52718.6069484215,67407.37225640997,1147.6576857001432,1103.064885696402,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-18,2870857.535897026,55619.857157364146,53379.52164263488,68574.53510698114,1167.162850571166,1117.7974065153542,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-19,2927464.0196829545,56606.48378592882,54085.13395595814,69761.39488227216,1186.8597752910136,1133.3412200448884,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-20,2984831.525848193,57367.50616523856,54835.87797181678,70966.0197234366,1204.624841164448,1149.9132287052903,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-21,3043031.8800196336,58200.35417144032,55639.041339883996,72189.23935624918,1223.2196328125751,1167.5112216259313,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-22,3102239.6216663136,59207.74164667987,56504.98107165516,73431.6496529336,1242.410296684417,1185.9205534204843,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-23,3162661.043964672,60421.422298358404,57443.88240393537,74693.25302832345,1261.6033753898498,1204.7895524280025,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-24,3224480.9736974905,61819.929732818666,58463.327946455174,75973.18873698285,1279.9357086593898,1223.686076893725,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-25,3287822.8561781,63341.882480609565,59566.47454258226,77269.53059604688,1296.3418590640335,1242.1399321046847,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-26,3352718.8189435345,64895.96276543464,60750.68591485534,78579.13527735202,1309.6046813051375,1259.6746832414112,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-27,3418901.544734482,66182.72579094744,62010.00305669752,79897.35835846662,1318.2230811146017,1275.902821739399,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-28,3486454.8545269496,67553.3097924673,63346.13958938813,81223.40702030451,1326.0486618378923,1290.5925603898777,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-29,3555532.1258499683,69077.27132301897,64756.07238693454,82556.6779219835,1333.270901679003,1303.5725862587967,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-30,3626288.157364211,70756.03151424235,66232.44510354941,83896.60220360798,1339.924281624477,1314.7612892416107,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-07-31,3698828.0672959494,72539.90993173876,67763.87081925881,85242.52923835575,1345.9270347477716,1324.1886834793677,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-08-01,3773168.96726253,74340.89996658053,69335.15902410808,86593.63944654328,1351.1102081875274,1332.0128484207753,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-08-02,3849211.2176414733,76042.25037894327,70927.48585631646,87948.87890617456,1355.2394596312745,1338.5322596187507,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-08-03,3926601.8959880597,77390.67834658636,72528.62203719543,89305.19854614689,1356.3196399723265,1343.974814138758,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-08-04,4005370.365381484,78768.46939342405,74130.78787453534,90662.39645324314,1357.1979070962475,1348.4249237908834,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-08-05,4085584.0122229327,80213.64684144824,75721.69891349696,92021.49548149681,1359.0990282536677,1352.1148954934554,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-08-06,4167300.195802629,81716.18357969652,77287.4352252004,93384.19578694692,1362.7003054501106,1355.36886570542,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-08-07,4250530.21047512,83230.01467249068,78814.59337316675,94752.4642287042,1368.2684417572682,1358.5607512506247,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-08-08,4335212.257290735,84682.04681561571,80291.90038814925,96128.22641975064,1375.76219104646,1362.0827124360312,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-08-09,4421191.172719188,85978.915428454,81711.42424925686,97513.13576503936,1384.9093452887253,1366.3215003903738,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-08-10,4508136.312587232,86945.13986804392,83076.34753471264,98907.48637452304,1394.3506094836757,1371.754704963112,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-08-11,4596033.758987943,87897.44640070986,84380.48723135135,100312.32082484847,1404.8344503254284,1378.5601054838098,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
2020-08-12,4684898.145242903,88864.38625496045,85616.30717416004,101728.73625535272,1416.4154305042543,1386.7483102052963,0.010000000000000054,0.0,187500.00000000102,0.0,4721383370.000025
