date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,female_smokers,hospital_beds_per_thousand,population
2020-03-11,3.0000000000000124,0.0,0.0,1.0000000000000038,0.0,0.0,0.5600000000000023,0.8800000000000034,0.030000000000000117,8.114171369671762,19.20000000000007,1.5000000000000062,0.8000000000000032,5302690.000000021
2020-03-12,3.0000000000000133,0.0018422753716871377,0.0,1.0000000000000042,0.0,0.0,0.5600000000000025,0.8800000000000039,0.03000000000000013,9.004461442641617,19.200000000000077,1.5000000000000067,0.8000000000000034,5302690.000000023
2020-03-13,3.000000000000014,0.009138655462184911,0.0,1.0000000000000044,0.0,0.0,0.5600000000000027,0.8800000000000041,0.030000000000000138,10.218647310164812,19.200000000000085,1.500000000000007,0.8000000000000036,5302690.000000025
2020-03-14,3.000000000000015,0.021737637362637466,0.001994343891402719,1.0000000000000047,0.0,0.0,0.5600000000000028,0.8800000000000043,0.030000000000000145,11.821589878228027,19.200000000000088,1.5000000000000075,0.8000000000000038,5302690.000000026
2020-03-15,3.000000000000016,0.039040784583064196,0.006749151583710433,1.0000000000000049,0.0,0.0,0.5600000000000029,0.8800000000000046,0.03000000000000015,13.856921561870788,19.20000000000009,1.500000000000008,0.800000000000004,5302690.000000027
2020-03-16,2.9987394957983353,0.05885395624596024,0.015100325226244412,1.000000000000005,0.0,0.0,0.5597731092437005,0.8800000000000048,0.030000000000000155,16.341448766748954,19.200000000000095,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-17,2.9963235294117805,0.08135766175460613,0.0273354249151585,1.000000000000005,0.0,0.0,0.5593382352941206,0.8800000000000048,0.03000000000000016,19.26994000104753,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-18,2.9937196994182447,0.10604087075034399,0.04330812977234185,1.000000000000005,0.0,0.0,0.5588695458952843,0.8800000000000048,0.03000000000000016,22.629768510805086,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-19,2.992380918713655,0.1318738980530621,0.06252408375459592,1.000000000000005,0.0,0.0,0.5586285653684582,0.8800000000000048,0.03000000000000016,26.392673183362426,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-20,2.9939624828296862,0.15743806736655838,0.08420528001051729,1.000000000000005,0.0,0.0,0.5589132469093437,0.8800000000000048,0.03000000000000016,30.493764745311147,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-21,3.000109871172042,0.18102295905756297,0.1073383491481597,1.000000000000005,0.0,0.0,0.5600197768109679,0.8800000000000048,0.03000000000000016,34.836793015996996,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-22,3.0122995979491716,0.20069934599000516,0.1307107754357807,1.000000000000005,0.0,0.0,0.5622139276308511,0.8800000000000048,0.03000000000000016,39.315593145966794,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-23,3.022896320957035,0.20933187859399094,0.15239604214567876,1.000000000000005,0.0,0.0,0.5640583125621824,0.8800000000000048,0.03000000000000016,43.8522662880466,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-24,3.0334456731676838,0.21758391217755557,0.17196639166097238,1.000000000000005,0.0,0.0,0.5658363976407714,0.8800000000000048,0.03000000000000016,48.37800191383724,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-25,3.0510861941130005,0.22886343510278565,0.18955349445678327,1.000000000000005,0.0,0.0,0.5688814999112517,0.8800000000000048,0.03000000000000016,52.81063831320607,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-26,3.085858278422505,0.24491842312734818,0.20568596764284636,1.000000000000005,0.0006140917905623792,0.0,0.5750735360517331,0.8800000000000048,0.03000000000000016,57.053017358046205,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-27,3.148685887226709,0.2662518425555956,0.2211675138704674,1.000000000000005,0.0030462184873949706,0.0,0.5864615838422913,0.8800000000000048,0.03000000000000016,61.01206925641452,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-28,3.2498628317096294,0.29243290260189436,0.23698552551274105,1.000000000000005,0.007245879120879156,0.0006493212669683272,0.6049808032663347,0.8800000000000048,0.03000000000000016,64.60506034567234,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
2020-03-29,3.3979174857731778,0.3223304946631214,0.25424253779971456,1.000000000000005,0.013013594861021398,0.002197398190045257,0.6322401273366299,0.8800000000000048,0.03000000000000016,67.77420750876955,19.2000000000001,1.500000000000008,0.800000000000004,5302690.000000028
