date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,positive_rate,tests_per_case,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,extreme_poverty,male_smokers,life_expectancy,population
2020-03-11,5.12615734838871,0.0677397228628108,0.02563021175369723,1.0000000000000038,0.0,0.0,4.950000000000019,0.7900000000000029,19.525004450553265,0.01739511656488525,32.20193604921303,5286.000000000021,5286.000000000021,0.020000000000000077,17.653910389880462,34.100000000000136,0.7000000000000026,27.000000000000107,76.98000000000032,21832150.00000008
2020-03-12,5.295522988667106,0.19786361567652047,0.050627312984633036,1.0000000000000042,0.0,0.0,4.950000000000021,0.7900000000000034,25.19229094284401,0.022338982372983145,30.97993808517527,5286.000000000023,5286.000000000023,0.020000000000000087,20.515532824731004,34.10000000000015,0.7000000000000028,27.000000000000114,76.98000000000035,21832150.00000009
2020-03-13,5.718022331998075,0.4438728248795638,0.10940810594080212,1.0000000000000044,0.0,0.0,4.950000000000022,0.7900000000000036,31.87010702419837,0.027683616223822743,29.615331715141995,5286.000000000025,5286.000000000025,0.020000000000000094,23.92844373619536,34.100000000000165,0.7000000000000031,27.00000000000012,76.98000000000036,21832150.000000097
2020-03-14,6.503109509179563,0.8011172883429333,0.2161556269669144,1.0000000000000047,0.0,0.0,4.950000000000024,0.7900000000000038,39.412034049661465,0.033292770344984124,28.152895037164548,5286.0000000000255,5286.0000000000255,0.020000000000000098,27.84721289264431,34.10000000000017,0.7000000000000033,27.000000000000128,76.98000000000037,21832150.000000104
2020-03-15,7.744752946364324,1.2536660205558463,0.3829922858360466,1.0000000000000049,0.0,0.0,4.950000000000025,0.7899873949579872,47.74987880162888,0.038986384481427244,26.612838698687924,5286.000000000026,5286.000000000026,0.0200000000000001,32.23570136308382,34.10000000000018,0.7000000000000034,27.000000000000135,76.98000000000039,21832150.000000108
2020-03-16,9.47882973886182,1.7430937300258096,0.6267849383589372,1.000000000000005,0.0,0.0,4.950000000000026,0.7899506302521049,56.68571226864259,0.04454279417878222,25.045016871462643,5286.000000000027,5286.000000000027,0.020000000000000104,37.04492033388372,34.10000000000018,0.7000000000000035,27.000000000000135,76.9800000000004,21832150.00000011
2020-03-17,11.762435167753372,2.2903681320377856,0.9539107787530452,1.000000000000005,0.0,0.0,4.950000000000026,0.7898626171622536,65.9430818743974,0.04978088361081592,23.492964334269274,5286.000000000027,5286.000000000027,0.020000000000000108,42.192410192235755,34.10000000000018,0.7000000000000035,27.000000000000135,76.9800000000004,21832150.00000011
2020-03-18,14.645178024166707,2.8878148837730127,1.3613125281501137,1.000000000000005,0.0,0.0,4.950000000000026,0.7897128969376254,75.22219505156419,0.054511971693244544,22.03705518347509,5286.000000000027,5286.000000000027,0.020000000000000108,47.56959077281297,34.10000000000018,0.7000000000000035,27.000000000000135,76.9800000000004,21832150.00000011
2020-03-19,18.155215127691974,3.5138411240450225,1.8383738595902885,1.000000000000005,0.0006140917905623792,0.0,4.950000000000026,0.7895521258383204,84.32041164096805,0.05856545905435497,20.747713818117006,5286.000000000027,5286.000000000027,0.020000000000000108,53.06260888439328,34.10000000000018,0.7000000000000035,27.000000000000135,76.9800000000004,21832150.00000011
2020-03-20,22.288777215193722,4.136415102891565,2.368325966767706,1.000000000000005,0.0030462184873949706,0.0,4.950000000000026,0.7894743723360782,93.03946839459175,0.06178333798824532,19.681821239476594,5286.000000000027,5286.000000000027,0.020000000000000108,58.562099358834814,34.10000000000018,0.7000000000000035,27.000000000000135,76.9800000000004,21832150.00000011
