date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,population
2020-03-11,3.0000000000000124,0.0,0.0,1.0000000000000038,0.0,0.0,18.00000000000007,1.7500000000000067,17.000000000000068,15.000000000000057,0.1000000000000004,10.50000000000004,0.030000000000000117,3674.0000000000136,3674.0000000000136,0.020000000000000077,8.795132081981466,18.100000000000072,20405318.00000008
2020-03-12,3.0000000000000133,0.0,0.0,1.0000000000000042,0.0,0.0,18.000000000000078,1.7500000000000073,17.000000000000075,15.000000000000064,0.10000000000000042,10.500000000000044,0.03000000000000013,3674.000000000015,3674.000000000015,0.020000000000000087,9.271348854679346,18.10000000000008,20405318.00000009
2020-03-13,3.000000000000014,0.0,0.0,1.0000000000000044,0.0,0.0,18.000000000000085,1.750000000000008,17.00000000000008,15.000000000000068,0.10000000000000045,10.500000000000048,0.030000000000000138,3674.0000000000164,3674.0000000000164,0.020000000000000094,9.939579999122,18.100000000000087,20405318.000000097
2020-03-14,3.000000000000015,0.0,0.0,1.0000000000000047,0.0,0.0,18.00000000000009,1.7500000000000084,17.000000000000085,15.000000000000071,0.10000000000000048,10.50000000000005,0.030000000000000145,3674.0000000000173,3674.0000000000173,0.020000000000000098,10.844473622483083,18.10000000000009,20405318.0000001
2020-03-15,3.000000000000016,0.0,0.0,1.0000000000000049,0.0,0.0,18.000000000000092,1.7500000000000087,17.00000000000009,15.000000000000075,0.1000000000000005,10.500000000000052,0.03000000000000015,3674.0000000000177,3674.0000000000177,0.0200000000000001,12.018193936965758,18.100000000000094,20405318.000000104
2020-03-16,3.000000000000016,0.0,0.0,1.000000000000005,0.0,0.0,18.000000000000092,1.7500000000000089,17.000000000000092,15.000000000000078,0.1000000000000005,10.500000000000053,0.030000000000000155,3674.000000000018,3674.000000000018,0.020000000000000104,13.476920501205274,18.100000000000097,20405318.000000108
2020-03-17,3.000000000000016,0.0,0.0,1.000000000000005,0.0,0.0,17.978571428571524,1.750000000000009,17.000000000000092,15.000000000000078,0.1000000000000005,10.500000000000053,0.03000000000000016,3674.0000000000186,3674.0000000000186,0.020000000000000108,15.226451526518076,18.1000000000001,20405318.00000011
2020-03-18,3.000000000000016,0.0,0.0,1.000000000000005,0.0,0.0,17.905357142857238,1.7500000000000093,17.006302521008497,15.000000000000078,0.1000000000000005,10.500000000000053,0.03000000000000016,3674.000000000019,3674.000000000019,0.020000000000000108,17.25519514133332,18.1000000000001,20405318.00000011
2020-03-19,3.000000000000016,0.0,0.0,1.000000000000005,0.0,0.0,17.76734203296713,1.7500000000000095,17.024684873949674,15.000000000000078,0.1000000000000005,10.500000000000053,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,19.532679807842303,18.1000000000001,20405318.00000011
2020-03-20,3.000000000000016,0.0,0.0,1.000000000000005,0.0,0.0,17.614056944893438,1.7500000000000095,17.05608637685853,15.000000000000078,0.1000000000000005,10.500000000000053,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,22.00843713448552,18.1000000000001,20405318.00000011
2020-03-21,3.000000000000016,0.0,0.0,1.000000000000005,0.0,0.0,17.529272508282254,1.7500000000000095,17.08409774967689,15.000000000000078,0.1000000000000005,10.500000000000053,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,24.649684993721326,18.1000000000001,20405318.00000011
2020-03-22,3.000000000000016,0.0,0.0,1.000000000000005,0.0,0.0,17.586126973325484,1.7500000000000095,17.05840298258736,15.000000000000078,0.1000000000000005,10.500000000000053,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,27.43134357722382,18.1000000000001,20405318.00000011
2020-03-23,3.000000000000016,0.0,0.0,1.000000000000005,0.0,0.0,17.90342037543693,1.7500000000000095,16.995951558207512,15.000000000000078,0.1000000000000005,10.500000000000053,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,30.294456777940542,18.1000000000001,20405318.00000011
2020-03-24,3.000000000000016,0.0,0.0,1.000000000000005,0.0,0.0,18.594493206593885,1.7500000000000095,16.8735473790629,15.000000000000078,0.1000000000000005,10.500000000000053,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,33.17820651364293,18.1000000000001,20405318.00000011
2020-03-25,3.000000000000016,0.0,0.0,1.000000000000005,0.0,0.0,19.795320454395995,1.7500000000000095,16.707067450909996,15.003781512605123,0.1000000000000005,10.500000000000053,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,36.02471888006096,18.1000000000001,20405318.00000011
2020-03-26,3.000000000000016,0.0018422753716871377,0.0,1.000000000000005,0.0,0.0,21.543694607118944,1.7500000000000095,16.402553335435265,15.000945378151343,0.10005042016806774,10.49117647058829,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,38.77045997452542,18.1000000000001,20405318.00000011
2020-03-27,3.000000000000016,0.009138655462184911,0.0,1.000000000000005,0.0,0.0,23.95698718029077,1.7500000000000095,16.054791536805947,14.989429137039513,0.10017226890756355,10.46102941176476,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,41.35378696538024,18.1000000000001,20405318.00000011
2020-03-28,3.000000000000016,0.021737637362637466,0.001994343891402719,1.000000000000005,0.0,0.0,27.124551956000285,1.7500000000000095,15.661956613173322,14.962530805591548,0.10033734647705289,10.411510585003288,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,43.72061139404171,18.1000000000001,20405318.00000011
2020-03-29,3.000000000000016,0.039040784583064196,0.006749151583710433,1.000000000000005,0.0,0.0,31.17568610662535,1.7500000000000095,15.301170110170895,14.929008640715983,0.10045452892695594,10.374914451357522,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,45.82864665154299,18.1000000000001,20405318.00000011
2020-03-30,2.98865546218489,0.048769922632514784,0.013650745394311629,1.000000000000005,0.0,0.0,36.27029075967173,1.7500000000000095,15.026116755220304,14.90228330665207,0.10041992061247632,10.382936000121259,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,47.65059358594239,18.1000000000001,20405318.00000011
2020-03-31,2.9669117647058982,0.06202993066216901,0.023107483738687887,1.000000000000005,0.0,0.0,42.580045154433904,1.7500000000000095,14.879060740300186,14.901954884643242,0.10011713826155519,10.467560758979129,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,49.176529707879624,18.1000000000001,20405318.00000011
2020-04-01,2.943477294764075,0.08521023080205682,0.03608578410330496,1.000000000000005,0.0,0.0,50.29738034287789,1.7500000000000095,14.89235955005386,14.949995575247158,0.09946584335356795,10.640864492957698,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,50.415701094743014,18.1000000000001,20405318.00000011
2020-04-02,2.9314282684227693,0.12116365241634576,0.05376214027528105,1.000000000000005,0.0006140917905623792,0.0,59.60335199923998,1.7500000000000095,15.087595454395618,15.081759771286714,0.09837249175887358,10.926870089175305,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,51.3978663187949,18.1000000000001,20405318.00000011
2020-04-03,2.9456623454670487,0.17009058029480661,0.0772621352646381,1.000000000000005,0.0030462184873949706,0.0,70.53627288760077,1.7500000000000095,15.478414754985488,15.303611360462472,0.09681475989866403,11.32377894050787,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,52.17430439326561,18.1000000000001,20405318.00000011
2020-04-04,3.0009888405482545,0.23020206579641256,0.10746470099599015,1.000000000000005,0.007245879120879156,0.0006493212669683272,83.10879807229415,1.7500000000000095,16.16110583029861,15.629308391064395,0.09475877515993868,11.83553136116631,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,52.81857073192407,18.1000000000001,20405318.00000011
2020-04-05,3.110696381542417,0.2982171602070386,0.1448553130773097,1.000000000000005,0.013013594861021398,0.002197398190045257,97.31719971776315,1.7500000000000095,17.189332927992247,16.06508084080963,0.09224312791164772,12.447981746472685,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,53.351491074153216,18.1000000000001,20405318.00000011
2020-04-06,3.279176132310664,0.36721490635437476,0.1906889961201999,0.9987394957983244,0.01877764928086629,0.0047973699095022835,113.09575369911767,1.7500000000000095,18.520021674016192,16.600200417291155,0.08933360643793758,13.134284629182265,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,53.803233851833475,18.1000000000001,20405318.00000011
2020-04-07,3.514246352626669,0.4421047802829119,0.24531862168614274,0.9963235294117698,0.025508576327165612,0.008552778563348459,130.30453182249622,1.7500000000000095,20.051441594878696,17.21336944677576,0.08612819448585472,13.760936484168557,0.03000000000000016,3674.0000000000196,3674.0000000000196,0.020000000000000108,54.208104445113065,18.1000000000001,20405318.00000011
