date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,new_tests_smoothed,new_tests_smoothed_per_thousand,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,aged_70_older,diabetes_prevalence,hospital_beds_per_thousand,human_development_index,population
2020-03-11,2.974878797672927,0.09792529129565924,0.0410764584948191,1.0000000000000038,0.0,0.0,0.5851013655462207,0.9700000000000035,159.0000000000006,0.030000000000000117,934.0000000000036,0.020000000000000077,1.565319569025497,18.30000000000007,2.250000000000009,6.100000000000024,1.0000000000000038,0.4000000000000016,5579148.0000000205
2020-03-12,2.96952367485457,0.12762948883373568,0.05959952228093995,1.0000000000000042,0.0,0.0,0.5840571165966411,0.970000000000004,159.00000000000068,0.03000000000000013,934.0000000000041,0.020000000000000087,2.1356115255086237,18.300000000000082,2.2500000000000098,6.100000000000026,1.0000000000000042,0.4000000000000017,5579148.000000023
2020-03-13,2.975849931318695,0.1620117093854831,0.08187288023688485,1.0000000000000044,0.0,0.0,0.5852907366071455,0.9700000000000042,159.00000000000074,0.030000000000000138,934.0000000000043,0.020000000000000094,2.7056960390894567,18.30000000000009,2.2500000000000107,6.100000000000028,1.0000000000000044,0.4000000000000018,5579148.000000025
2020-03-14,3.0004394846881204,0.19933683633775529,0.1075833932093381,1.0000000000000047,0.0,0.0,0.5900856995141834,0.9700000000000044,159.00000000000077,0.030000000000000145,934.0000000000045,0.020000000000000098,3.261230012510376,18.300000000000093,2.250000000000011,6.100000000000029,1.0000000000000047,0.4000000000000019,5579148.000000026
2020-03-15,3.0491983917966374,0.23717231051123552,0.1361479521468229,1.0000000000000049,0.0,0.0,0.5995936864003443,0.9700000000000046,159.0000000000008,0.03000000000000015,934.0000000000048,0.0200000000000001,3.844817144159777,18.300000000000097,2.2500000000000115,6.10000000000003,1.0000000000000049,0.400000000000002,5579148.000000027
2020-03-16,3.119316376265065,0.26878097819693714,0.1668653273938926,1.000000000000005,0.0,0.0,0.6132540883296709,0.9700000000000049,159.00000000000082,0.030000000000000155,934.000000000005,0.020000000000000104,4.53249359502999,18.300000000000097,2.2500000000000115,6.100000000000031,1.000000000000005,0.400000000000002,5579148.000000028
2020-03-17,3.214665045611861,0.30232910792048945,0.1995932424749609,1.000000000000005,0.0,0.0,0.6318229191884306,0.9700000000000049,159.00000000000085,0.03000000000000016,934.000000000005,0.020000000000000108,5.403883447726931,18.300000000000097,2.2500000000000115,6.100000000000032,1.000000000000005,0.400000000000002,5579148.000000029
2020-03-18,3.3425113892509177,0.33902866675161525,0.23406661899261416,1.000000000000005,0.0,0.0,0.6567269178981112,0.9700000000000049,159.00000000000085,0.03000000000000016,934.000000000005,0.020000000000000108,6.53381950240801,18.300000000000097,2.2500000000000115,6.1000000000000325,1.000000000000005,0.400000000000002,5579148.000000029
2020-03-19,3.511052901989907,0.37865740827314975,0.2699282771080681,1.000000000000005,0.0,0.0,0.6895791250751682,0.9700000000000049,159.00000000000085,0.03000000000000016,934.000000000005,0.020000000000000108,7.986058873735565,18.300000000000097,2.2500000000000115,6.1000000000000325,1.000000000000005,0.400000000000002,5579148.000000029
2020-03-20,3.7275689266540395,0.4199174259527622,0.3067519609015106,1.000000000000005,0.0,0.0,0.7318155655258343,0.9700000000000049,159.00000000000085,0.03000000000000016,934.000000000005,0.020000000000000108,9.808569688591932,18.300000000000097,2.2500000000000115,6.1000000000000325,1.000000000000005,0.400000000000002,5579148.000000029
2020-03-21,3.997034161053884,0.46070406817174764,0.3440596073923585,1.000000000000005,0.0,0.0,0.7844227601172277,0.9700000000000049,159.00000000000085,0.03000000000000016,934.000000000005,0.020000000000000108,12.02999610936576,18.300000000000097,2.2500000000000115,6.1000000000000325,1.000000000000005,0.400000000000002,5579148.000000029
2020-03-22,4.321078788211235,0.49830762449662025,0.38133429830445054,1.000000000000005,0.0,0.0,0.8477333596806824,0.9700000000000049,159.00000000000085,0.03000000000000016,934.000000000005,0.020000000000000108,14.657007101416722,18.300000000000097,2.2500000000000115,6.1000000000000325,1.000000000000005,0.400000000000002,5579148.000000029
2020-03-23,4.695948069826825,0.528304086181128,0.4183955201084291,1.000000000000005,0.0,0.0,0.9210207695989103,0.9700000000000049,159.00000000000085,0.03000000000000016,934.000000000005,0.020000000000000108,17.672308008674083,18.300000000000097,2.2500000000000115,6.1000000000000325,1.000000000000005,0.400000000000002,5579148.000000029
2020-03-24,5.124433579842655,0.5584452592059828,0.45499104861396644,1.000000000000005,0.0,0.0,1.0048379753892298,0.9700000000000049,159.00000000000085,0.03000000000000016,934.000000000005,0.020000000000000108,21.0331492353356,18.300000000000097,2.2500000000000115,6.1000000000000325,1.000000000000005,0.400000000000002,5579148.000000029
