date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,cardiovasc_death_rate,population
2020-03-11,0.9937196994182327,0.03350970709639839,0.013659995536459048,1.0000000000000038,0.0,0.0,166.00000000000065,1.1300000000000043,166.00000000000065,145.00000000000057,0.0,2.700000000000011,1.4900000000000058,2683.0000000000105,368.0000000000014,0.060000000000000234,6.449025968731843,3.6100000000000136,29.600000000000115,258.3100000000009,618046.0000000024
2020-03-12,0.9923809187136435,0.04298942317944175,0.01975178398266108,1.0000000000000042,0.0,0.0,166.0000000000007,1.1300000000000048,166.0000000000007,145.00000000000063,0.0,2.700000000000012,1.4900000000000064,2683.0000000000114,368.0000000000016,0.06000000000000026,8.922333210326439,3.6100000000000154,29.60000000000013,258.3100000000011,618046.0000000028
2020-03-13,0.9939624828296748,0.05347671508981737,0.02693148504581941,1.0000000000000044,0.0,0.0,166.00000000000077,1.1300000000000052,166.00000000000077,145.00000000000068,0.0,2.700000000000013,1.4900000000000069,2683.0000000000123,368.0000000000017,0.060000000000000275,11.753790631726758,3.6100000000000163,29.600000000000136,258.3100000000012,618046.000000003
2020-03-14,1.0001098711720313,0.06439648266513304,0.03502214319612934,1.0000000000000047,0.0,0.0,166.0000000000008,1.1300000000000054,166.0000000000008,145.0000000000007,0.0,2.7000000000000135,1.490000000000007,2683.0000000000127,368.00000000000176,0.06000000000000029,14.876400181293487,3.610000000000017,29.600000000000144,258.31000000000125,618046.0000000031
2020-03-15,1.0122995979491607,0.07499419457803544,0.043766607397097104,1.0000000000000049,0.0,0.0,166.00000000000082,1.1300000000000057,166.00000000000082,145.00000000000074,0.0,2.700000000000014,1.4900000000000073,2683.000000000013,368.0000000000018,0.0600000000000003,18.211539631768474,3.610000000000018,29.60000000000015,258.3100000000013,618046.0000000033
2020-03-16,1.0241568251587045,0.07807822511904705,0.05209386311084815,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.7000000000000144,1.4900000000000075,2683.0000000000136,368.0000000000019,0.06000000000000031,21.694149714130212,3.610000000000019,29.600000000000154,258.3100000000013,618046.0000000033
2020-03-17,1.0371221437559077,0.08195879812176762,0.05998636371969084,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.4900000000000078,2683.000000000014,368.00000000000193,0.06000000000000032,25.269231387084456,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-18,1.0573664946947603,0.09063845864303885,0.06794646315822334,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,28.890646875801437,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-19,1.0934773597088547,0.10614949685881456,0.07677271097564889,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,32.499924070878286,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-20,1.1547234043970274,0.12904651178438267,0.08739207363251253,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,36.034876634283535,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-21,1.2497529605375914,0.1587758340645317,0.10073410047325336,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,39.4360690788155,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-22,1.3856178878240104,0.19395259306617552,0.11763654820561897,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,42.65166557769605,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-23,1.5657809659649724,0.23130801299614148,0.13949308665518412,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,45.641066571765975,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-24,1.794665394803403,0.272204345235148,0.16670336379552547,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,48.36363202320077,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-25,2.075022963361768,0.3154331555003759,0.1989198951801933,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,50.80990242722613,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-26,2.40722068082773,0.3591184994630331,0.2352332310166904,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,52.99754479068471,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-27,2.788705749793395,0.40088380025984827,0.27431083147195595,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,54.968312115961254,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-28,3.213604296184742,0.4379770066266905,0.3145012231514789,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,56.78576301392643,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-29,3.6724204167086993,0.467364461498784,0.35391211645863246,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,58.52942617123999,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-30,4.159373489648533,0.4933643286709537,0.3917421028578729,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,60.25481106346563,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-03-31,4.671307751366983,0.5167427035167907,0.42710635089906157,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,62.00841728273183,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-01,5.2002810720902115,0.532579652071983,0.4585817024115303,1.000000000000005,0.0,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,63.78623700859066,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-02,5.73556956295584,0.5379932393771942,0.4845965870866058,1.000000000000005,0.0006140917905623792,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,65.57209614687619,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-03,6.265171031298985,0.5316300297268202,0.5037234584145027,1.000000000000005,0.0030462184873949706,0.0,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,67.34189337712557,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-04,6.776932572116785,0.5132829618555553,0.5148981206369929,1.000000000000005,0.007245879120879156,0.0006493212669683272,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,69.06677943814486,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-05,7.259396261666786,0.4836047553283186,0.5175842239619084,1.000000000000005,0.013013594861021398,0.002197398190045257,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,70.71554159218341,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-06,7.704954436069106,0.4464139737360584,0.5111781485790596,1.000000000000005,0.02003815348254697,0.004973840497737579,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,72.25639197306462,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-07,8.107545820587719,0.40323323401891553,0.49518904129854874,1.000000000000005,0.027924542713720253,0.009067484445701404,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,73.6723130489647,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-08,8.462301252965043,0.3552368195025515,0.4700002166558772,1.000000000000005,0.03621490024795996,0.014386586184954829,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,74.96035792828795,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-09,8.766538480124572,0.30459826750344904,0.4367217203458192,1.000000000000005,0.04440422625255055,0.020703966788037445,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,76.11891679786443,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-10,9.020508255697838,0.2542405558312068,0.3970797517978263,1.000000000000005,0.05195216775017578,0.02769087101862996,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,77.15217095327884,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-11,9.227953913169642,0.20764874266526037,0.3533337311075814,1.000000000000005,0.058291856905068926,0.03494236140876893,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,78.07343332161729,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-12,9.396531045736975,0.16872944646242305,0.3082140992356637,1.000000000000005,0.06283653973762532,0.04199636381675778,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,78.90765385352722,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-13,9.538122266203198,0.14170545588754135,0.2645101219380601,1.000000000000005,0.06624505186204263,0.0485244221838354,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,79.64750735847133,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-14,9.654238112063531,0.11620152242632187,0.22329920425251096,1.000000000000005,0.06901151998896905,0.05432091844783141,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,80.28660223831062,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
2020-04-15,9.746496295747727,0.09232244110868777,0.18550898625337814,1.000000000000005,0.07040763805248967,0.05914114132456144,166.00000000000085,1.1300000000000057,166.00000000000085,145.00000000000074,0.0,2.700000000000015,1.490000000000008,2683.000000000014,368.000000000002,0.06000000000000032,80.82104249967685,3.610000000000019,29.600000000000158,258.3100000000013,618046.0000000033
