date,total_cases,new_cases,total_deaths,new_deaths,icu_patients,hosp_patients,total_boosters_per_hundred,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,population
2020-04-19,0.0,0.0,0.0,0.0,2718.953240067459,17240.76133792851,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-04-20,0.0,0.0,0.0,0.0,2712.966416799143,17064.906911655846,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-04-21,0.0,0.0,0.0,0.0,2696.774699477189,16849.65009324417,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-04-22,0.0,0.0,0.0,0.0,2671.3400259007203,16602.97252468428,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-04-23,0.0,0.0,0.0,0.0,2637.5168487726673,16332.47708258886,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-04-24,0.0,0.0,0.0,0.0,2596.3394303739447,16044.768138379934,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-04-25,0.0,0.0,0.0,0.0,2548.964285126939,15744.901507792727,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-04-26,0.0,0.0,0.0,0.0,2496.139988247276,15435.861134076627,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-04-27,0.0,0.0,0.0,0.0,2438.6339019805473,15120.646610092073,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-04-28,0.0,0.0,0.0,0.0,2377.158700564276,14800.9376725012,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-04-29,0.0,0.0,0.0,0.0,2312.444849599034,14478.758118629314,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-04-30,0.0,0.0,0.0,0.0,2245.284445214792,14154.9398074594,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-01,0.0,0.0,0.0,0.0,2176.489933781814,13831.130518167289,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-02,0.0,0.0,0.0,0.0,2106.7900747707527,13508.346886686248,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-03,0.0,0.0,0.0,0.0,2037.1160531692112,13189.50247270701,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-04,0.0,0.0,0.0,0.0,1968.03350076896,12876.325319300799,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-05,0.0,0.0,0.0,0.0,1900.0418838184805,12569.56286471802,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-06,0.0,0.0,0.0,0.0,1833.472136845763,12270.007943625797,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-07,0.0,0.0,0.0,0.0,1768.6231233195217,11977.852483252653,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-08,0.0,0.0,0.0,0.0,1705.5782183784606,11692.606605490571,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-09,0.0,0.0,0.0,0.0,1644.31693786271,11413.562969631841,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-10,0.0,0.0,0.0,0.0,1584.9575320977453,11141.208345517365,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-11,0.0,0.0,0.0,0.0,1527.453459351268,10876.226750411472,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-12,0.0,0.0,0.0,0.0,1471.7406762846229,10619.00513068192,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-13,0.0,0.0,0.0,0.0,1417.7806041753304,10369.427991515007,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-14,0.0,0.0,0.0,0.0,1365.6307504812087,10128.26999169703,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-15,0.0,0.0,0.0,0.0,1315.291307851212,9895.945706442468,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-16,0.0,0.0,0.0,0.0,1266.8059243273246,9672.403526761405,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-17,0.0,0.0,0.0,0.0,1220.0739164193799,9457.042641839005,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-18,0.0,0.0,0.0,0.0,1174.9945291050985,9248.609437746429,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-19,0.0,0.0,0.0,0.0,1131.4334533899114,9045.791402808863,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-20,0.0,0.0,0.0,0.0,1089.284172136811,8847.165788693601,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-21,0.0,0.0,0.0,0.0,1048.4376927742321,8651.045543847296,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-22,0.0,0.0,0.0,0.0,1008.7582469562409,8456.011808176369,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-23,0.0,0.0,0.0,0.0,970.2280905177636,8261.385956972623,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-24,0.0,0.0,0.0,0.0,932.8152178560032,8067.2014910003245,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-25,0.0,0.0,0.0,0.0,896.5237598690559,7873.472676104164,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-26,0.0,0.0,0.0,0.0,861.346084284469,7680.776129573284,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-27,0.0,0.0,0.0,0.0,827.3194694835532,7489.310911013198,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-28,0.0,0.0,0.0,0.0,794.5505103221035,7299.282100519119,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-29,0.0,0.0,0.0,0.0,763.1370585657544,7110.540906352503,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-30,0.0,0.0,0.0,0.0,733.0775838402831,6922.917137424373,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-05-31,0.0,0.0,0.0,0.0,704.1637955078795,6736.140471038553,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-01,0.0,0.0,0.0,0.0,676.295842752436,6550.612447655135,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-02,0.0,0.0,0.0,0.0,649.3928096661377,6367.030085579756,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-03,0.0,0.0,0.0,0.0,623.3914721494101,6185.767053519021,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-04,0.0,0.0,0.0,0.0,598.2495026253098,6007.1227044896295,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-05,0.0,0.0,0.0,0.0,573.9380804272894,5831.821019963868,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-06,0.0,0.0,0.0,0.0,550.4422642635834,5660.619724248927,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-07,0.0,0.0,0.0,0.0,527.763954177003,5494.166296095558,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-08,0.0,0.0,0.0,0.0,505.9845364149119,5333.202081476976,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-09,0.0,0.0,0.0,0.0,485.1299666292194,5178.090297371475,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-10,0.0,0.0,0.0,0.0,465.2801026383663,5028.916915013098,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-11,0.0,0.0,0.0,0.0,446.4268675411541,4885.230171715551,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-12,0.0,0.0,0.0,0.0,428.5793943533451,4746.832890583695,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-13,0.0,0.0,0.0,0.0,411.7312005807818,4613.776316289426,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-14,0.0,0.0,0.0,0.0,395.901955703848,4486.128892032848,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-15,0.0,0.0,0.0,0.0,381.0799574049065,4364.0806541571565,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-16,0.0,0.0,0.0,0.0,367.24598938528993,4247.369297986974,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-17,0.0,0.0,0.0,0.0,354.33793418505707,4136.133776980862,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-18,0.0,0.0,0.0,0.0,342.3168152153931,4030.270516963189,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-19,0.0,0.0,0.0,0.0,331.1380962208536,3929.3407998103094,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-20,0.0,0.0,0.0,0.0,320.76810028458044,3832.6905384485576,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-21,0.0,0.0,0.0,0.0,311.1752833582321,3739.519810753036,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-22,0.0,0.0,0.0,0.0,302.25426471647665,3648.9286104888283,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-23,0.0,0.0,0.0,0.0,293.9135330557806,3560.203342158804,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-24,0.0,0.0,0.0,0.0,286.0508899340465,3472.502845985623,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-25,0.0,0.0,0.0,0.0,278.53117003618485,3385.0853762474635,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-26,0.0,0.0,0.0,0.0,271.23489982836713,3297.380709625809,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-27,0.0,0.0,0.0,0.0,264.1191936172356,3209.016964022851,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-28,0.0,0.0,0.0,0.0,257.1695018709749,3119.684620237569,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-29,0.0,0.0,0.0,0.0,250.39099194944998,3029.4212867683555,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-06-30,0.0,0.0,0.0,0.0,243.7462659401098,2938.6615694718744,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-01,0.0,0.0,0.0,0.0,237.23311574467542,2847.9611900321574,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-02,0.0,0.0,0.0,0.0,230.79206369926317,2757.2108246508183,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-03,0.0,0.0,0.0,0.0,224.41751254497126,2666.5102354887636,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-04,0.0,0.0,0.0,0.0,218.07661210750052,2576.0014872177394,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-05,0.0,0.0,0.0,0.0,211.7591882338254,2485.8578542626933,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-06,0.0,0.0,0.0,0.0,205.4204254352271,2396.4895768637975,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-07,0.0,0.0,0.0,0.0,199.108774150758,2308.4976448327247,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-08,0.0,0.0,0.0,0.0,192.79841965637837,2222.391187729265,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-09,0.0,0.0,0.0,0.0,186.49666542101704,2138.3821755416184,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-10,0.0,0.0,0.0,0.0,180.1884816126279,2056.902016271601,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-11,0.0,0.0,0.0,0.0,173.9358828642869,1978.413583955481,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-12,0.0,0.0,0.0,0.0,167.82222565823477,1903.4678317933744,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-13,0.0,0.0,0.0,0.0,161.88438094374092,1832.3935532244773,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-14,0.0,0.0,0.0,0.0,156.12839559791578,1765.3492534768602,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-15,0.0,0.0,0.0,0.0,150.56269941336916,1701.6226059124306,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-16,0.0,0.0,0.0,0.0,145.16827536804254,1640.8543655526182,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-17,0.0,0.0,0.0,0.0,139.93829443811998,1582.7372188962045,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-18,0.0,0.0,0.0,0.0,134.8512644614279,1526.941327229686,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-19,0.0,0.0,0.0,0.0,129.89515487483644,1473.2529249633135,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-20,0.0,0.0,0.0,0.0,125.09358658275968,1421.708310399927,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-21,0.0,0.0,0.0,0.0,120.46104320145258,1372.3496878742844,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-22,0.0,0.0,0.0,0.0,115.99227561375926,1325.0454753433362,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-23,0.0,0.0,0.0,0.0,111.67883825524524,1279.7738931914082,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-24,0.0,0.0,0.0,0.0,107.5359386461852,1236.6385000486966,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-25,0.0,0.0,0.0,0.0,103.56719315723115,1195.5497864780236,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-26,0.0,0.0,0.0,0.0,99.75364309028936,1156.4139397292367,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-27,0.0,0.0,0.0,0.0,96.07475074047085,1119.242145165384,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-28,0.0,0.0,0.0,0.0,92.53361638437717,1083.8127013110143,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-29,0.0,0.0,0.0,0.0,89.13256522945946,1049.9446261771857,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-30,0.0,0.0,0.0,0.0,85.89373549287686,1017.6247430653405,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-07-31,0.0,0.0,0.0,0.0,82.81763516846188,986.7073097230532,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-08-01,0.0,0.0,0.0,0.0,79.94026257544152,957.246755724741,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-08-02,0.0,0.0,0.0,0.0,77.2827179399846,929.277277524003,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-08-03,0.0,0.0,0.0,0.0,74.8699085260939,902.8007506446195,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-08-04,0.0,0.0,0.0,0.0,72.71036610691698,877.7780678315589,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-08-05,0.0,0.0,0.0,0.0,70.81015014579869,854.1455741445171,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-08-06,0.0,0.0,0.0,0.0,69.16999140702202,831.9430687790418,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-08-07,0.0,0.0,0.0,0.0,67.79095509372814,810.8047320949482,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-08-08,0.0,0.0,0.0,0.0,66.6470947947629,790.6049065372756,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
2020-08-09,0.0,0.0,0.0,0.0,65.70938379807615,771.1433373043799,1.5300000000000078,3.4600000000000177,140441.00000000076,140441.00000000076,0.21000000000000116,56550000.00000028
