date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,reproduction_rate,total_vaccinations_per_hundred,new_tests,new_tests_smoothed,people_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,diabetes_prevalence,hospital_beds_per_thousand,population,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality
2021-09-20,3612.191117498931,20.84174557836358,24.214658403276857,26.98076935589482,0.008518332270836572,0.021383440107337396,703.8906980488202,0.9316990444105522,88.41829350567058,12449.345428832476,13017.139501996084,58.007203616022046,0.010000000000000054,54101.78308311856,57642.47190388688,0.6865394068444738,81.53636612620218,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.489462501584751
2021-09-21,3632.3061047693227,20.11498727039197,23.041760124371052,26.985577016921155,0.006388749203127429,0.016037580080503048,707.8107829095961,0.9377532749045541,89.44003654812829,12588.13384538003,13065.885460369092,58.57317695248203,0.010000000000000054,52977.28036340557,56427.900081761385,0.6562697781456379,81.40727459465174,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.48947782856951627
2021-09-22,3651.805435073442,19.499330304119148,21.997995755851036,26.989182762690902,0.004791561902345571,0.012028185060377287,711.6109386689466,0.9465644713691086,90.44035611180739,12712.812703578245,13124.324260112004,59.10838982489813,0.010000000000000054,51867.20216007849,55257.67435026746,0.6260142275975937,81.3104559459889,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.4894893238080903
2021-09-23,3670.8324699702453,19.027034896803023,21.09855111553084,26.991887072018216,0.0035936714267591784,0.009021138795282966,715.3190884554924,0.9579361201719524,91.4195881892209,12821.364558926969,13185.359807882987,59.61332420448493,0.010000000000000054,50774.6993737758,54119.22835481443,0.5957899208597991,81.23784195949179,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.4894979452370207
2021-09-24,3689.5529885475016,18.720518577256463,20.355460363151064,26.993915304013697,0.002695253570069384,0.0067658540964622245,718.9675207695453,0.9716540940074401,92.37829731515433,12935.077087585676,13248.058672977546,60.08870727747497,0.010000000000000054,49711.08825043534,53003.686327520074,0.5656241148529948,81.18338146961895,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.4895044113087186
2021-09-25,3708.1478054054605,18.594816857958534,19.773820547088597,26.995436478010312,0.002021440177552038,0.005074390572346668,722.5914523095453,0.9875114173058401,93.31796442140143,13060.638180912287,13315.319392580624,60.53556213231446,0.010000000000000054,48723.638957703755,51912.56102876876,0.5356443951248793,81.14253610221432,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.489509260862492
2021-09-26,3726.8072341445986,18.659428739137965,19.34895251438887,26.99657735850777,0.0015160801331640284,0.003805792929260001,726.2279500918885,1.005262360652297,94.24135405296136,13212.769138808562,13394.056464280347,60.95526807628829,0.010000000000000054,47879.3801878965,50862.234798725956,0.5060657139260776,81.11190207666085,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.48951289802782205
2021-09-27,3745.5214727965604,18.71423865196177,19.045187559676616,26.996172514679184,0.0011370600998730214,0.002854344696945001,729.875089427353,1.0246460271149513,95.15296528115618,13403.396957532426,13492.418689516031,61.34969103782393,0.010000000000000054,47269.162823533945,49886.142081591395,0.4772614703185083,81.08892655749575,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.48951562590181963
2021-09-28,3764.3917994907674,18.870326694207293,18.867605763487287,26.994398293572452,0.000852795074904766,0.002140758522708751,733.5525971286929,1.045353298616758,96.05840883481686,13644.136648336798,13619.979999683906,61.721510521419106,0.010000000000000054,46949.28281577593,49024.99416623563,0.44963178470397547,81.07169491812192,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.48951767180731776
2021-09-29,3783.6252329406407,19.23343344987334,18.829905680081552,26.99227577253878,0.0006395963061785746,0.0016055688920315631,737.3008064438058,1.067073797491982,96.96399570174303,13936.518991316183,13785.407365632374,62.073784474774826,0.010000000000000054,46957.29711506408,48323.57369513574,0.42358550627200275,81.05877118859155,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.4895192062364414
2021-09-30,3803.472544614988,19.8473116743475,18.947424250365003,26.99129797355409,0.00109378902019631,0.0012041766690236723,741.168579137962,1.0894936157337263,97.87635779763902,14275.235413493623,13995.558627003873,62.409768866747015,0.010000000000000054,47308.497723175955,47828.396189257495,0.39952073927090626,81.04907839144377,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.4895203570582841
2021-10-01,3824.1817678665466,20.709223251558978,19.231901736577917,26.993150273960048,0.0034059914096204185,0.0009031325017677543,745.2042470554763,1.1123037929250539,98.80196469599929,14660.7964696225,14253.443517764237,62.732649694662804,0.010000000000000054,47994.66665049451,47583.18576508475,0.3777937541946152,81.04180879358293,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.48952122017466615
2021-10-02,3845.96332977839,21.781561911843152,19.68755542331259,26.999500714519844,0.007515708812548242,0.001326670643294143,749.448818290962,1.1351783941443414,99.74677458858008,15095.12774652847,14561.432266636064,63.045356372483944,0.010000000000000054,48989.84863040489,47621.20722943742,0.3586814500997433,81.0363565951873,37.90000000000019,8.080000000000041,2.6100000000000136,5185289.000000026,0.0,0.0,0.4895218675119527
