date,total_cases,new_cases,total_deaths,new_deaths,new_tests_smoothed,total_boosters_per_hundred,total_boosters,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_65_older,median_age,diabetes_prevalence,life_expectancy,population
2020-03-11,0.0,0.0,0.0,0.0,1922.5787427150767,0.010000000000000038,1.0000000000000038,532.0000000000019,532.0000000000019,0.010000000000000038,49.222732609093114,16.300000000000058,44.80000000000017,8.330000000000032,84.86000000000033,7488863.000000029
2020-03-12,0.0,0.0,0.0,0.0,1959.499716471144,0.010000000000000044,1.0000000000000042,532.0000000000023,532.0000000000023,0.010000000000000044,49.17254599855118,16.300000000000068,44.80000000000018,8.330000000000036,84.86000000000035,7488863.000000032
2020-03-13,0.0,0.0,0.0,0.0,1994.3048616907881,0.010000000000000047,1.0000000000000044,532.0000000000025,532.0000000000025,0.010000000000000047,49.132340494388565,16.300000000000075,44.800000000000196,8.33000000000004,84.86000000000038,7488863.000000034
2020-03-14,0.0,0.0,0.0,0.0,2025.772893197635,0.010000000000000049,1.0000000000000047,532.0000000000026,532.0000000000026,0.010000000000000049,49.10974066490914,16.30000000000008,44.80000000000021,8.330000000000041,84.86000000000041,7488863.000000036
2020-03-15,0.0,0.0,0.0,0.0,2052.6271488898255,0.01000000000000005,1.0000000000000049,532.0000000000027,532.0000000000027,0.01000000000000005,49.11233604166835,16.300000000000082,44.80000000000022,8.330000000000043,84.86000000000043,7488863.000000037
2020-03-16,0.0,0.0,0.0,0.0,2073.5615542982705,0.010000000000000052,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000052,49.133073621425865,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.000000038
2020-03-17,0.0,0.0,0.0,0.0,2089.2062982382504,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,49.170419792669335,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.000000039
2020-03-18,0.0,0.0,0.0,0.0,2100.440971254644,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,49.23747580119243,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-03-19,0.0,0.0,0.0,0.0,2108.248165415776,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,49.35124760719691,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-03-20,0.0,0.0,0.0,0.0,2113.603771120658,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,49.52927474870738,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
2020-03-21,0.0,0.0,0.0,0.0,2117.3639143133473,0.010000000000000054,1.000000000000005,532.0000000000027,532.0000000000027,0.010000000000000054,49.78710198913241,16.300000000000082,44.800000000000225,8.330000000000044,84.86000000000044,7488863.00000004
