date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,people_vaccinated_per_hundred,new_vaccinations_smoothed,median_age,aged_65_older,population
2020-03-11,4.000000000000015,0.0,0.0,1.0000000000000038,0.0,0.0,13.930000000000053,0.3900000000000015,69.00000000000028,33.40000000000013,9.950000000000038,289959.00000000116
2020-03-12,4.000000000000017,0.002456367162249517,0.0,1.0000000000000042,0.0,0.0,13.93000000000006,0.3900000000000017,69.00000000000031,33.40000000000014,9.950000000000042,289959.0000000013
2020-03-13,4.000000000000018,0.012184873949579882,0.0,1.0000000000000044,0.0,0.0,13.930000000000064,0.3900000000000018,69.00000000000034,33.40000000000015,9.950000000000045,289959.0000000014
2020-03-14,4.000000000000019,0.028983516483516623,0.002643665158371046,1.0000000000000047,0.0,0.0,13.930000000000067,0.39000000000000185,69.00000000000036,33.400000000000155,9.950000000000049,289959.00000000146
2020-03-15,4.0000000000000195,0.05205437944408559,0.00894654977375569,1.0000000000000049,0.0,0.0,13.93000000000007,0.3900000000000019,69.00000000000037,33.40000000000016,9.95000000000005,289959.0000000015
2020-03-16,3.9861344537815326,0.0662870677117004,0.018271644715578614,1.000000000000005,0.0,0.0,13.881710084033685,0.39000000000000196,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-17,3.959558823529432,0.08512254060277999,0.031145556419683394,1.000000000000005,0.0,0.0,13.789154411764779,0.390000000000002,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-18,3.9309166936005373,0.11621747106294497,0.04871388612536383,1.000000000000005,0.0,0.0,13.68940168471242,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-19,3.916190105850053,0.1628903172597172,0.07233276430313747,1.000000000000005,0.0,0.0,13.638112995919595,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-20,3.9335873111263946,0.22520587627704444,0.10326250147557572,1.000000000000005,0.0,0.0,13.698702717204743,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-21,4.001208582892312,0.3007886993861939,0.14243782633292648,1.000000000000005,0.0,0.0,13.93420916460041,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-22,4.135295577440734,0.3854331534989224,0.19029556431983105,1.000000000000005,0.0,0.0,14.40119759743223,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-23,4.345136841451598,0.4748214714590344,0.24880085876023586,1.000000000000005,0.0,0.0,15.132015198720609,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-24,4.639961228373775,0.5708704668780521,0.31826903450327393,1.000000000000005,0.0,0.0,16.15880373905341,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-25,5.026690378293914,0.6683597021300983,0.3971743033499838,1.000000000000005,0.0,0.0,17.505671162402564,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-26,5.508253077838091,0.7617578179679696,0.4827247805183066,1.000000000000005,0.0,0.0,19.182820275486506,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-27,6.082321030098036,0.8453002639284675,0.5712937469918339,1.000000000000005,0.0,0.0,21.182145264792034,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-28,6.740360682075801,0.9130475961363974,0.6587430962813686,1.000000000000005,0.0,0.0,23.473929084340675,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-29,7.466922095267272,0.9589292006575678,0.7406659194960957,1.000000000000005,0.0,0.0,26.00436649651347,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-30,8.252971144818277,0.9906416322320267,0.8143709651553636,1.000000000000005,0.0,0.0,28.741996268635962,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-03-31,9.09380075680377,1.0141189100175896,0.8777363686629043,1.000000000000005,0.0,0.0,31.670426419318012,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-01,9.97537642409929,1.021885239397486,0.9283142351267855,1.000000000000005,0.0,0.0,34.740779252109775,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-02,10.877960889503058,1.010273011642492,0.9639195806760538,1.000000000000005,0.0,0.0,37.884315046710064,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-03,11.77883265807754,0.9784707574390454,0.9830720384482183,1.000000000000005,0.0,0.0,41.02189982737263,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-04,12.654324881405623,0.9278091120353291,0.9853271380798626,1.000000000000005,0.0,0.0,44.071106189210866,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-05,13.481354520782748,0.8612252891008352,0.9715247653246042,1.000000000000005,0.0,0.0,46.95153891792633,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-06,14.242350732216044,0.7866429487260798,0.9425385319766476,1.000000000000005,0.0,0.0,49.6020014735127,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-07,14.925654451876989,0.7025387726305333,0.8981812099068566,1.000000000000005,0.0,0.0,51.98188733655025,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-08,15.522521381894192,0.6112932197443937,0.8396722681282688,1.000000000000005,0.0,0.0,54.06074000144316,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-09,16.028655742303023,0.5169540777042232,0.7693330634103588,1.000000000000005,0.0,0.0,55.823595240255045,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-10,16.445360585007833,0.42481963067635764,0.6903582332397348,1.000000000000005,0.0,0.0,57.274987800585684,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-11,16.780400529253637,0.3411260352244629,0.6066442405406612,1.000000000000005,0.0,0.0,58.44195642897846,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-12,17.048648813229846,0.2728128522102024,0.522660782215451,1.000000000000005,0.0,0.0,59.376297638476004,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-13,17.272572582773087,0.22734719571873788,0.44281232874303644,1.000000000000005,0.0,0.0,60.156256034286955,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-14,17.455399055696518,0.1853940425550522,0.3689592788778981,1.000000000000005,0.0,0.0,60.79306953056339,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-15,17.600275859322508,0.1468024808497087,0.3026027817182168,1.000000000000005,0.0,0.0,61.297699691555465,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-16,17.71077573741369,0.11194413600896867,0.2447208322485851,1.000000000000005,0.0,0.0,61.6825895715109,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-17,17.791275080371218,0.0839581020067265,0.19564534299704003,1.000000000000005,0.0,0.0,61.96298209459965,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-18,17.84723782288348,0.06296857650504488,0.15496994777783824,1.000000000000005,0.0,0.0,62.157908839857384,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-19,17.885428367162632,0.047226432378783656,0.12148085449853707,1.000000000000005,0.0,0.0,62.29093162989312,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-20,17.914071275372,0.03541982428408774,0.09310498476530553,1.000000000000005,0.0,0.0,62.39069872241993,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-21,17.935553456529025,0.026564868213065806,0.06982873857397914,1.000000000000005,0.0,0.0,62.46552404181503,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-22,17.951665092396794,0.019923651159799355,0.05237155393048436,1.000000000000005,0.0,0.0,62.52164303136136,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-23,17.96374881929762,0.014942738369849516,0.039278665447863265,1.000000000000005,0.0,0.0,62.563732273521104,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-24,17.97281161447324,0.011207053777387137,0.02945899908589745,1.000000000000005,0.0,0.0,62.59529920514091,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-25,17.979608710854954,0.008405290333040353,0.022094249314423088,1.000000000000005,0.0,0.0,62.618974403855766,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-26,17.984706533141242,0.0063039677497802645,0.016570686985817318,1.000000000000005,0.0,0.0,62.63673080289191,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-27,17.988529899855955,0.004727975812335198,0.012428015239362988,1.000000000000005,0.0,0.0,62.650048102169016,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-28,17.991397424891993,0.0035459818592513985,0.009321011429522241,1.000000000000005,0.0,0.0,62.660036076626845,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-29,17.99354806866902,0.0026594863944385486,0.006990758572141681,1.000000000000005,0.0,0.0,62.66752705747022,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-04-30,17.99516105150179,0.0019946147958289115,0.005243068929106261,1.000000000000005,0.0,0.0,62.67314529310275,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-01,17.996370788626365,0.0014959610968716835,0.0039323016968296955,1.000000000000005,0.0,0.0,62.67735896982715,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-02,17.9972780914698,0.0011219708226537627,0.0029492262726222717,1.000000000000005,0.0,0.0,62.680519227370446,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-03,17.997958568602375,0.000841478116990322,0.002211919704466704,1.000000000000005,0.0,0.0,62.68288942052792,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-04,17.998468926451807,0.0006311085877427415,0.001658939778350028,1.000000000000005,0.0,0.0,62.68466706539603,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-05,17.99885169483888,0.0004733314408070561,0.0012442048337625209,1.000000000000005,0.0,0.0,62.68600029904711,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-06,17.999138771129186,0.00035499858060529207,0.0009331536253218907,1.000000000000005,0.0,0.0,62.68700022428541,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-07,17.999354078346915,0.000266248935453969,0.000699865218991418,1.000000000000005,0.0,0.0,62.687750168214144,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-08,17.999515558760212,0.00019968670159047677,0.0005248989142435635,1.000000000000005,0.0,0.0,62.688312626160695,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-09,17.999636669070185,0.00014976502619285756,0.0003936741856826727,1.000000000000005,0.0,0.0,62.688734469620606,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-10,17.999727501802663,0.00011232376964464317,0.0002952556392620045,1.000000000000005,0.0,0.0,62.68905085221554,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-11,17.99979562635202,8.424282723348238e-05,0.00022144172944650337,1.000000000000005,0.0,0.0,62.68928813916174,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-12,17.99984671976404,6.318212042511178e-05,0.00016608129708487753,1.000000000000005,0.0,0.0,62.68946610437139,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-13,17.999885039823056,4.738659031883384e-05,0.00012456097281365815,1.000000000000005,0.0,0.0,62.68959957827863,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-14,17.999913779867317,3.553994273912538e-05,9.342072961024361e-05,1.000000000000005,0.0,0.0,62.68969968370906,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-15,17.999935334900513,2.6654957054344032e-05,7.00655472076827e-05,1.000000000000005,0.0,0.0,62.68977476278188,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-16,17.99995150117541,1.9991217790758022e-05,5.2549160405762025e-05,1.000000000000005,0.0,0.0,62.68983107208649,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-17,17.999963625881584,1.4993413343068517e-05,3.941187030432152e-05,1.000000000000005,0.0,0.0,62.68987330406495,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-18,17.998712215209533,1.1245060007301387e-05,2.955890272824114e-05,1.000000000000005,0.0,0.0,62.685518423426956,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-19,17.9963030689702,8.433795005476041e-06,2.2169177046180854e-05,1.000000000000005,0.0,0.0,62.67713461588963,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-20,17.99370435408708,6.325346254107031e-06,1.662688278463564e-05,1.000000000000005,0.0,0.0,62.66809110412804,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-21,17.9923694097153,0.0006188358002529595,1.247016208847673e-05,1.000000000000005,0.0,0.0,62.663445509738,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-22,17.993953851080942,0.0030497764946629054,9.352621566357548e-06,1.000000000000005,0.0,0.0,62.66895937470824,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-23,18.000103397360505,0.007248547626330107,0.0006563357331430954,1.000000000000005,0.0,0.0,62.690359802524476,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-24,18.01229474259054,0.013015596240109612,0.0022026590396763334,1.000000000000005,0.0,0.0,62.73278568899752,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
2020-05-25,18.030455704648165,0.01877915031518245,0.0048013155467255915,1.000000000000005,0.0,0.0,62.795973235720425,0.39000000000000207,69.00000000000037,33.40000000000017,9.950000000000053,289959.0000000015
