date,total_cases,new_cases,new_deaths,total_deaths,total_cases_per_million,reproduction_rate,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,aged_65_older,gdp_per_capita,cardiovasc_death_rate,diabetes_prevalence,handwashing_facilities,hospital_beds_per_thousand,population
2020-03-11,6.000000000000025,0.0,0.0,1.0000000000000038,0.09000000000000033,0.29000000000000115,14110.000000000056,0.020000000000000077,3.993185668619174,17.700000000000063,3.110000000000012,2683.30000000001,217.29000000000084,5.750000000000022,47.95000000000019,0.7000000000000026,65497752.000000246
2020-03-12,6.000000000000027,0.0036845507433742753,0.0,1.0000000000000042,0.09000000000000039,0.29000000000000126,14110.000000000062,0.020000000000000087,4.8849514686589615,17.700000000000074,3.110000000000013,2683.300000000011,217.29000000000093,5.750000000000025,47.95000000000021,0.7000000000000028,65497752.000000276
2020-03-13,6.000000000000028,0.018277310924369822,0.0,1.0000000000000044,0.09000000000000041,0.29000000000000137,14110.000000000067,0.020000000000000094,6.026618255663594,17.70000000000008,3.110000000000014,2683.300000000012,217.29000000000102,5.750000000000027,47.95000000000022,0.7000000000000031,65497752.0000003
2020-03-14,6.00000000000003,0.04347527472527493,0.0,1.0000000000000047,0.09000000000000044,0.2900000000000014,14110.000000000071,0.020000000000000098,7.4154228061627085,17.700000000000085,3.110000000000015,2683.300000000013,217.29000000000107,5.7500000000000275,47.95000000000024,0.7000000000000033,65497752.00000031
2020-03-15,6.000000000000032,0.07808156916612839,0.0,1.0000000000000049,0.09000000000000047,0.2900000000000015,14110.000000000073,0.0200000000000001,9.041364454331164,17.700000000000088,3.1100000000000154,2683.3000000000134,217.2900000000011,5.750000000000028,47.950000000000244,0.7000000000000034,65497752.00000033
2020-03-16,5.989915966386587,0.11014488728183638,0.0,1.000000000000005,0.08983613445378198,0.2900000000000015,14110.000000000075,0.020000000000000104,10.881832810690218,17.700000000000088,3.110000000000016,2683.300000000014,217.29000000000113,5.750000000000029,47.95000000000025,0.7000000000000035,65497752.000000335
2020-03-17,5.97058823529415,0.14821952518988443,0.0,1.000000000000005,0.08952205882352988,0.2900000000000015,14110.000000000076,0.020000000000000108,12.91158275281407,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000116,5.75000000000003,47.95000000000026,0.7000000000000035,65497752.00000034
2020-03-18,5.949757595345862,0.1964587615394726,0.0,1.000000000000005,0.08918356092437023,0.2900000000000015,14110.000000000078,0.020000000000000108,15.117847213285437,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000119,5.750000000000031,47.95000000000026,0.7000000000000035,65497752.00000034
2020-03-19,5.9390473497091465,0.2557151118785869,0.0,1.000000000000005,0.08900951943277359,0.2900000000000015,14110.000000000078,0.020000000000000108,17.48683014170296,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000119,5.750000000000031,47.95000000000026,0.7000000000000035,65497752.00000034
2020-03-20,5.951699862637395,0.3243655194293029,0.0,1.000000000000005,0.08921512276785762,0.2900000000000015,14110.000000000078,0.020000000000000108,19.986217790504796,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000119,5.750000000000031,47.95000000000026,0.7000000000000035,65497752.00000034
2020-03-21,6.000878969376245,0.39893024816926315,0.0,1.000000000000005,0.09001428325236394,0.2900000000000015,14110.000000000078,0.020000000000000108,22.56783658140482,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000119,5.750000000000031,47.95000000000026,0.7000000000000035,65497752.00000034
2020-03-22,6.098396783593278,0.47453705264278545,0.0,1.000000000000005,0.09159894773339072,0.2900000000000015,14110.000000000078,0.020000000000000108,25.17431037076601,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000119,5.750000000000031,47.95000000000026,0.7000000000000035,65497752.00000034
2020-03-23,6.246195777740216,0.5452693053191942,0.0,1.000000000000005,0.09401013516979108,0.2900000000000015,14110.000000000078,0.020000000000000108,27.747557600311143,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000119,5.750000000000031,47.95000000000026,0.7000000000000035,65497752.00000034
2020-03-24,6.451388914753136,0.6192622569467335,0.0,1.000000000000005,0.09736264339415018,0.2900000000000015,14110.000000000078,0.020000000000000108,30.2321092151009,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000119,5.750000000000031,47.95000000000026,0.7000000000000035,65497752.00000034
2020-03-25,6.722704581992464,0.693761495554266,0.0,1.000000000000005,0.10179105171174078,0.2900000000000015,14110.000000000078,0.020000000000000108,32.574542156962444,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000119,5.750000000000031,47.95000000000026,0.7000000000000035,65497752.00000034
2020-03-26,7.067820291697979,0.7654083873412019,0.0006140917905623792,1.000000000000005,0.10740922284973982,0.2900000000000015,14110.000000000078,0.020000000000000108,34.7265586862416,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000119,5.750000000000031,47.95000000000026,0.7000000000000035,65497752.00000034
2020-03-27,7.491362956330057,0.8303911321348622,0.0030462184873949706,1.000000000000005,0.11427992941914086,0.2900000000000015,14110.000000000078,0.020000000000000108,36.661300074797616,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000119,5.750000000000031,47.95000000000026,0.7000000000000035,65497752.00000034
2020-03-28,7.99340909507561,0.884558054983501,0.007245879120879156,1.000000000000005,0.12239207376118842,0.2900000000000015,14110.000000000078,0.020000000000000108,38.37337308454042,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000119,5.750000000000031,47.95000000000026,0.7000000000000035,65497752.00000034
2020-03-29,8.568359988727536,0.9235025748510726,0.013013594861021398,1.000000000000005,0.13164360283220375,0.2900000000000015,14110.000000000078,0.020000000000000108,39.866661035124835,17.700000000000088,3.1100000000000163,2683.300000000014,217.29000000000119,5.750000000000031,47.95000000000026,0.7000000000000035,65497752.00000034
