date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,people_vaccinated_per_hundred,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,population_density,gdp_per_capita,population
2020-03-11,0.9874393988364616,0.030905877102862495,0.012717950449193365,1.0000000000000038,0.03611353708993428,0.014539237617907019,13.784591204751184,11.370000000000044,275.0000000000011,0.28000000000000114,256.50000000000097,49903.03000000019,68722.00000000026
2020-03-12,0.9847618374272828,0.0416506424748522,0.018608921789706967,1.0000000000000042,0.04432820388403129,0.020818455362751585,13.747199059672004,11.370000000000047,275.0000000000012,0.28000000000000125,256.5000000000011,49903.0300000002,68722.00000000029
2020-03-13,0.9879249656593452,0.055058279205848396,0.026025857470269947,1.0000000000000044,0.05189515097378634,0.027776737449665564,13.791372145432755,11.37000000000005,275.0000000000013,0.28000000000000136,256.50000000000114,49903.03000000022,68722.00000000032
2020-03-14,1.0002197423440577,0.07054387100748924,0.035038623871933315,1.0000000000000047,0.058249094322776834,0.03500676123204563,13.963068701834768,11.370000000000054,275.00000000000136,0.2800000000000014,256.5000000000012,49903.03000000023,68722.00000000033
2020-03-15,1.0245991958983163,0.08718392135516463,0.04561154708947045,1.0000000000000049,0.06280446780090626,0.042044663684215305,14.303527770719988,11.370000000000056,275.0000000000014,0.28000000000000147,256.50000000000125,49903.030000000246,68722.00000000035
2020-03-16,1.0571371797291684,0.09875898174035555,0.05722999192666986,1.000000000000005,0.06622099790950334,0.048560647084428546,14.757914412396833,11.370000000000058,275.0000000000015,0.28000000000000147,256.5000000000013,49903.030000000246,68722.00000000035
2020-03-17,1.099979581629457,0.11183588142485315,0.06996644998895858,1.000000000000005,0.06899347952456458,0.05434808712327627,15.356196475102433,11.370000000000058,275.0000000000015,0.28000000000000147,256.5000000000013,49903.030000000246,68722.00000000035
2020-03-18,1.1586950934619136,0.12910961953664268,0.08408779806056203,1.000000000000005,0.0703941077041863,0.059161517831145094,16.17614557869272,11.370000000000058,275.0000000000015,0.28000000000000147,256.5000000000013,49903.030000000246,68722.00000000035
2020-03-19,1.240288288422229,0.15163182680503562,0.09993721247560919,1.000000000000005,0.07003863184472031,0.06277159086204671,17.31558785241,11.370000000000058,275.0000000000015,0.28000000000000147,256.5000000000013,49903.030000000246,68722.00000000035
2020-03-20,1.3517094289863574,0.17922160766033818,0.11784560489646148,1.000000000000005,0.06780046709621,0.0650062949564899,18.871591988208632,11.370000000000058,275.0000000000015,0.28000000000000147,256.5000000000013,49903.030000000246,68722.00000000035
2020-03-21,1.4987368228709923,0.2107736718086025,0.13806519914745952,1.000000000000005,0.06374627792396753,0.06578187053863449,20.92486028074927,11.370000000000058,275.0000000000015,0.28000000000000147,256.5000000000013,49903.030000000246,68722.00000000035
2020-03-22,1.6851385900039262,0.2444894329126902,0.16071971384023295,1.000000000000005,0.058087665779756575,0.06512599566415696,23.528021907394574,11.370000000000058,275.0000000000015,0.28000000000000147,256.5000000000013,49903.030000000246,68722.00000000035
