date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_70_older,diabetes_prevalence,female_smokers,hospital_beds_per_thousand,population
2020-03-11,31.143752604439307,5.439034181519366,3.7200720070417646,1.9497575953458381,0.05139643423158139,0.02295744954530249,0.15000000000000055,1.5515266651457371,219.00000000000085,0.0,6.626991947319322,98.0000000000004,25.3000000000001,2.8900000000000117,17.310000000000063,0.2000000000000008,1.6000000000000063,110990096.00000042
2020-03-12,36.59345824016113,6.056411942517922,4.214604249343453,1.9390473497091225,0.07794616213134622,0.034438190584962725,0.1500000000000006,1.5515149083615676,219.00000000000094,0.0,8.177577550730339,98.00000000000043,25.30000000000011,2.890000000000013,17.310000000000073,0.20000000000000084,1.6000000000000068,110990096.00000046
2020-03-13,43.034702600612206,6.88143306807139,4.773739062896416,1.9516998626373714,0.11644281487582091,0.05065475800013135,0.15000000000000066,1.551092225227222,219.00000000000102,0.0,9.924657144948227,98.00000000000045,25.300000000000118,2.890000000000014,17.31000000000008,0.2000000000000009,1.6000000000000072,110990096.00000049
2020-03-14,50.60951111335518,7.873809125552588,5.411445699887254,2.0008789693762212,0.1656772953844033,0.07263925854534756,0.1500000000000007,1.5501132865674774,219.00000000000108,0.0,11.886833194845648,98.00000000000048,25.30000000000012,2.8900000000000143,17.310000000000084,0.20000000000000095,1.6000000000000076,110990096.00000052
2020-03-15,59.3808889911251,8.968285092386823,6.135802600707308,2.098396783593255,0.223126749818846,0.1011140592936263,0.15000000000000072,1.548437098086567,219.0000000000011,0.0,14.08103633763394,98.00000000000051,25.300000000000125,2.890000000000015,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000054
2020-03-16,69.03662020165035,9.803411621487937,6.93252728989701,2.22098569370658,0.25503090593233146,0.13351104543983866,0.15000000000000074,1.545952581160273,219.00000000000114,0.0,16.525425928080043,98.00000000000051,25.30000000000013,2.8900000000000152,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000055
2020-03-17,79.66805985065614,10.7421999572278,7.809102965806741,2.3778595029884064,0.29486076833095565,0.17059595376313727,0.15000000000000077,1.5426213524830057,219.00000000000117,0.0,19.251503835200342,98.00000000000051,25.300000000000132,2.8900000000000157,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000057
2020-03-18,91.50605458417844,11.92106496468881,8.77907593153025,2.5970985703570166,0.3600272827769828,0.21476354580069856,0.15000000000000077,1.5384605198567618,219.0000000000012,0.0,22.276150824040897,98.00000000000051,25.300000000000136,2.890000000000016,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000057
2020-03-19,104.828377395794,13.384625484990453,9.856892436689074,2.9154386659707408,0.45841735930316474,0.26912453394651675,0.15000000000000077,1.533512972310156,219.00000000000122,0.0,25.59190141796608,98.00000000000051,25.300000000000136,2.890000000000016,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000057
2020-03-20,119.89030373204288,15.108653341280037,11.054026308770865,3.3706126129234404,0.5907748811451189,0.33682077602549915,0.15000000000000077,1.5279130097756055,219.00000000000122,0.0,29.182994583190194,98.00000000000051,25.300000000000136,2.890000000000016,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000057
2020-03-21,136.87254357149527,17.017285093225738,12.376074676633117,3.9956065185161176,0.7524864614406122,0.420511671224038,0.15000000000000077,1.521888538844311,219.00000000000122,0.0,33.02520295096737,98.00000000000051,25.300000000000136,2.890000000000016,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000057
2020-03-22,155.84219048405163,18.99593085288637,13.82057976313097,4.814351947710628,0.934920760754023,0.5219889570379391,0.15000000000000077,1.5157535082056337,219.00000000000122,0.0,37.07349594302521,98.00000000000051,25.300000000000136,2.890000000000016,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000057
2020-03-23,176.33267712289683,20.510199594092736,15.359197750596477,5.804461439774579,1.0923993617743106,0.6413331851346289,0.15000000000000077,1.5098956094994114,219.00000000000122,0.0,41.266791317320695,98.00000000000051,25.300000000000136,2.890000000000016,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000057
2020-03-24,198.47462096434492,22.156728557883746,16.996723781596387,6.985488936973806,1.2676673299926617,0.7799541551728867,0.15000000000000077,1.504740226840139,219.00000000000122,0.0,45.53151882735712,98.00000000000051,25.300000000000136,2.890000000000016,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000057
2020-03-25,222.58818938195333,24.124656954935148,18.7453030171928,8.389795435762046,1.4744576726722625,0.9387476137940173,0.15000000000000077,1.5006881694836938,219.00000000000122,0.0,49.77082738813267,98.00000000000051,25.300000000000136,2.890000000000016,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000057
2020-03-26,249.05006252773887,26.470189548780592,20.618601535680675,10.050782258786649,1.7148283870187446,1.1177842074366593,0.15000000000000077,1.4980978982827788,219.00000000000122,0.0,53.92481317199812,98.00000000000051,25.300000000000136,2.890000000000016,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000057
2020-03-27,278.19365549308975,29.14983026759713,22.62743450664096,11.994066008892855,1.982081212694573,1.3160761969478916,0.15000000000000077,1.4971563261038119,219.00000000000122,0.0,57.95386230304523,98.00000000000051,25.300000000000136,2.890000000000016,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000057
2020-03-28,310.2342849294494,32.045307413044384,24.77648732148044,14.230859784627006,2.2629506962048382,1.5314024935415618,0.15000000000000077,1.497870799846122,219.00000000000122,0.0,61.804546694963406,98.00000000000051,25.300000000000136,2.890000000000016,17.310000000000088,0.200000000000001,1.600000000000008,110990096.00000057
