date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,total_boosters_per_hundred,reproduction_rate,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,population
2020-03-22,267.74680371813713,22.945407420819986,16.045148476241135,2.00000000000001,0.12567307947525064,0.0869924679061411,47.38678785918996,0.020000000000000108,1.5786070844860334,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,38.39861717732484,42.40000000000022,5637022.000000028
2020-03-23,293.00816355137,25.290826735621497,18.136479165842808,1.9962184873949682,0.1287085911190432,0.09997285771693633,51.85813711287996,0.020000000000000108,1.5917423204750638,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,39.13947581124191,42.40000000000022,5637022.000000028
2020-03-24,320.7757897611363,27.789726386557803,20.407879251563784,1.9889705882353046,0.13077514081827418,0.11094102014613813,56.773081826256714,0.020000000000000108,1.5981145942670953,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,39.81358940529639,42.40000000000022,5637022.000000028
2020-03-25,351.2396315904068,30.48041696186411,22.839831384374236,1.9811590982546972,0.13300378612437164,0.1198061206364299,62.16524236516776,0.020000000000000108,1.5986374970901105,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,40.429512189718956,42.40000000000022,5637022.000000028
2020-03-26,384.5440094070915,33.31680916612988,25.397830875061587,1.9771427561409287,0.136081217098127,0.12671900547409054,68.06016448234394,0.020000000000000108,1.594504625726441,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,40.98533630777085,42.40000000000022,5637022.000000028
2020-03-27,420.7241996862179,36.189513791210274,28.036525224815954,1.9818874484890219,0.14036084818235434,0.1320360220435125,74.46409459640579,0.020000000000000108,1.587112955396966,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,41.524190175236726,42.40000000000022,5637022.000000028
2020-03-28,459.6588737465647,38.94166669440971,30.702818773169227,2.00032961351609,0.1459461371063846,0.13629188401809028,81.3555612511183,0.020000000000000108,1.5781399848088773,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,42.119386975319,42.40000000000022,5637022.000000028
2020-03-29,501.0344268031371,41.38079753211957,33.33820118394938,2.036898793847478,0.1527530740644364,0.14017932025338692,88.6790612098321,0.020000000000000108,1.5692543098736285,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,42.82055800783062,42.40000000000022,5637022.000000028
2020-03-30,543.3854516472794,42.354958200802734,35.77732154083863,2.091378038501319,0.15677553599435207,0.14416826523852133,96.17523579102001,0.020000000000000108,1.5620645203819528,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,43.67315396159378,42.40000000000022,5637022.000000028
2020-03-31,586.7498191814851,43.367317551701014,38.00380078717396,2.1665134900912477,0.16178010060597758,0.14853893325339024,103.85078883421542,0.020000000000000108,1.5579436714758654,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,44.71440280151215,42.40000000000022,5637022.000000028
2020-04-01,631.7731756336908,45.025568965327224,40.08257182502824,2.266303992810844,0.16994528877057913,0.1537253053052659,111.81999110853181,0.020000000000000108,1.5580319294310772,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,45.97027818387497,42.40000000000022,5637022.000000028
2020-04-02,679.4104247116945,47.638908462844874,42.129302656747974,2.39471829842197,0.18225857873048795,0.16020719811275705,120.25184643417865,0.020000000000000108,1.563112505573633,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,47.45322576783519,42.40000000000022,5637022.000000028
2020-04-03,730.7018392189693,51.29265904590555,44.28746374110662,2.5547329707460227,0.1988141667563343,0.1684293158437794,129.330466273598,0.020000000000000108,1.5735842175771242,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,49.16045794901803,42.40000000000022,5637022.000000028
2020-04-04,786.605144766523,55.904238951526864,46.71112851041957,2.747610814032372,0.2190362876399725,0.17874053891903394,139.22535067481735,0.020000000000000108,1.5895661528402467,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,51.08434717863497,42.40000000000022,5637022.000000028
2020-04-05,847.8695825567941,61.26513784325095,49.55207375838037,2.972359694234691,0.241846705064175,0.19134839061461512,150.06909897896395,0.020000000000000108,1.6108956876747897,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,53.21004512864341,42.40000000000022,5637022.000000028
2020-04-06,910.7742295808163,62.90517206375698,52.488041905727826,3.2253266549682023,0.2657903293799029,0.2068269038206902,161.20312142232922,0.020000000000000108,1.6371922893501478,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,55.50352124144062,42.40000000000022,5637022.000000028
2020-04-07,976.1517937111471,65.37795791013198,55.63254758960623,3.507311086895194,0.2916019584117861,0.22530796067094788,172.77479646429083,0.020000000000000108,1.6677707522420895,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,57.91426391104177,42.40000000000022,5637022.000000028
2020-04-08,1047.3858556259606,71.23435724966438,59.37669963855254,3.8181853190498765,0.3180873770182777,0.24643798407787199,185.38299262940782,0.020000000000000108,1.7016625826043232,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,60.386646705097846,42.40000000000022,5637022.000000028
2020-04-09,1129.1193044537968,81.73367032897437,64.24733646129977,4.156641574937059,0.3438661145348789,0.2695219269724316,199.84947039319388,0.020000000000000108,1.7376974864037946,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,62.885986644854505,42.40000000000022,5637022.000000028
2020-04-10,1226.285664507124,97.16652617918088,70.8006275883796,4.5200021896061635,0.36741800865487667,0.2936312642338491,217.04743359644715,0.020000000000000108,1.7745142266321958,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,65.38756044259378,42.40000000000022,5637022.000000028
2020-04-11,1343.3825903325107,117.09705041977698,79.54227482832427,4.904077272456732,0.38711812833989767,0.31768498663692585,237.7729430059977,0.020000000000000108,1.8105422633807429,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,67.8415751477179,42.40000000000022,5637022.000000028
2020-04-12,1483.9269879982544,140.54449111153633,90.86766313481803,5.303057954342558,0.4012629660028231,0.3405103463125366,262.64847648526796,0.020000000000000108,1.844061998117331,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,70.1924297447575,42.40000000000022,5637022.000000028
2020-04-13,1642.998877068506,159.0719591545963,104.60549476546407,5.711957331303147,0.4106110900483364,0.36125396206148774,290.80322937429406,0.020000000000000108,1.8733145981355124,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,72.38615294851652,42.40000000000022,5637022.000000028
2020-04-14,1823.4468145563924,180.4479900511447,121.04374841734327,6.128715897637034,0.4180423511496983,0.3793714670212295,322.741380983533,0.020000000000000108,1.8967311005085536,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,74.37598155043082,42.40000000000022,5637022.000000028
2020-04-15,2031.5752046470975,208.12842951314883,140.5996952819799,6.550011389937547,0.4222583309123713,0.394301063097209,359.5787807279542,0.020000000000000108,1.9129830377278951,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,76.12654417833713,42.40000000000022,5637022.000000028
2020-04-16,2274.8425540994194,243.26737901915428,163.67558335547363,6.971897682724665,0.42260842174601143,0.40558423300487245,402.6355509629024,0.020000000000000108,1.9210029537968936,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,77.61699911629982,42.40000000000022,5637022.000000028
2020-04-17,2560.135163796935,285.29263187264036,190.55040067109815,7.390283960168913,0.4189278741634199,0.4129562743011662,453.1305391109947,0.020000000000000108,1.9200335663496122,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,78.84338766948096,42.40000000000022,5637022.000000028
2020-04-18,2892.4723974113786,332.33725024578666,221.29869772375068,7.801294094884293,0.4114163322547568,0.4164141999081636,511.9521567572935,0.020000000000000108,1.9096526796103048,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,79.8203991877928,42.40000000000022,5637022.000000028
2020-04-19,3274.035632900169,381.5632479622981,255.72970428828862,8.201536182022961,0.4005467352932013,0.41626766350578387,579.4865089706861,0.020000000000000108,1.8898447133276406,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,80.5597992292416,42.40000000000022,5637022.000000028
2020-04-20,3701.9752702472083,427.93964670217036,294.1392132517697,8.585783681442896,0.3844759855358355,0.41245866618137467,655.2292433957598,0.020000000000000108,1.8609156940131861,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,81.08732211100696,42.40000000000022,5637022.000000028
2020-04-21,4179.090163092654,477.11489986179345,336.5201335975222,8.952379131476498,0.36676681462052607,0.4050238638894252,739.6757475112686,0.020000000000000108,1.8235007653385926,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,81.44366805384357,42.40000000000022,5637022.000000028
2020-04-22,4707.156972675026,528.0668148446331,382.22564415418634,9.302341879311978,0.3500912712756729,0.3945676716727255,833.1404861344226,0.020000000000000108,1.7785491357363319,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,81.68525104038278,42.40000000000022,5637022.000000028
2020-04-23,5286.094410178548,578.937441450218,430.1786219327059,9.638698878779408,0.336453392047576,0.3820750750215129,935.6090759776771,0.020000000000000108,1.727199990134507,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,81.8664382802872,42.40000000000022,5637022.000000028
2020-04-24,5913.336418493651,627.2420112751241,479.0287133790713,9.96598278869026,0.32735620434596036,0.36877123839283193,1046.6273415663236,0.020000000000000108,1.6707390359105139,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.00232871021552,42.40000000000022,5637022.000000028
2020-04-25,6583.362058537347,670.0256422637133,527.2701378138778,10.289855546592047,0.3239269787281197,0.35601621160005426,1165.218107176684,0.020000000000000108,1.610527289214723,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.10424653266176,42.40000000000022,5637022.000000028
2020-04-26,7287.342923993521,703.9808671211863,573.3300400119931,10.616826049084324,0.3270111681120243,0.3452259596050185,1289.818790789755,0.020000000000000108,1.5480969859802105,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.18068489949644,42.40000000000022,5637022.000000028
2020-04-27,8015.1337443849425,727.7908216401797,616.1661579986533,10.951517403652304,0.3347218537827905,0.33780052982011854,1418.633725606863,0.020000000000000108,1.485090839032671,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.23801367462244,42.40000000000022,5637022.000000028
2020-04-28,8764.199952761897,749.0662093135231,655.0165629075236,11.29681516973989,0.3453206404986965,0.33438885890355086,1551.2143077798105,0.020000000000000108,1.4231400426552419,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.28101025596695,42.40000000000022,5637022.000000028
2020-04-29,9530.768855974155,766.5689039146845,689.0884748632553,11.656176341752253,0.3593783278206939,0.33534836686673924,1686.892794021674,0.020000000000000108,1.3636864799552337,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.31793416256356,42.40000000000022,5637022.000000028
2020-04-30,10310.240491366541,779.4716359192078,717.7363538849992,12.032840077904382,0.37667660300837813,0.34072410643641565,1824.8550195628002,0.020000000000000108,1.3079849633924125,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.35108297486396,42.40000000000022,5637022.000000028
2020-05-01,11097.49576930062,787.2552783291935,740.5954680640414,12.429235746857522,0.3964053190953275,0.35023312507618104,1964.1949366178048,0.020000000000000108,1.2570031052204584,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.37888236689469,42.40000000000022,5637022.000000028
2020-05-02,11887.127580045944,789.6318110416603,757.6820696970302,12.84653896269649,0.41731045344560747,0.3632527365026761,2103.95551823582,0.020000000000000108,1.2113974485016414,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.39745363037474,42.40000000000022,5637022.000000028
2020-05-03,12673.614123948508,786.4865441248144,769.468527385896,13.284338611162658,0.43780507667114876,0.37881172432270904,2243.1594361881807,0.020000000000000108,1.1715050999508931,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.40178931780379,42.40000000000022,5637022.000000028
2020-05-04,13451.397228384803,777.7831046029848,776.6101288943036,13.744168631933746,0.4598340919248232,0.3964787027442948,2380.8229181236866,0.020000000000000108,1.1372918824938758,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.3866349747783,42.40000000000022,5637022.000000028
2020-05-05,14217.960590971883,766.5633627120974,779.1094799932886,14.226387624564424,0.4822220459959776,0.4159020134835611,2516.5005937317474,0.020000000000000108,1.108441924152244,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.34715043922864,42.40000000000022,5637022.000000028
2020-05-06,14971.887088348523,753.9264974704024,777.3031002987814,14.728113278216489,0.5017279436760402,0.4361844286647077,2649.9416431010127,0.020000000000000108,1.0843253021962789,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.27940581584693,42.40000000000022,5637022.000000028
2020-05-07,15712.866463643448,740.9793753652463,771.8038239312623,15.244194202359868,0.516082641661362,0.45613266538993424,2781.0911558874964,0.020000000000000108,1.0641817594526404,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.18075345690794,42.40000000000022,5637022.000000028
2020-05-08,16441.701092076502,728.8346284857973,763.4576000105034,15.767938799798369,0.5237458855769854,0.4744445216668858,2910.0911506906755,0.020000000000000108,1.047202900067827,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,82.05010694788469,42.40000000000022,5637022.000000028
2020-05-09,17160.31030515954,718.6092131225907,753.3110930266245,16.291661921438976,0.5237240877444722,0.4898492283542375,3037.281339585561,0.020000000000000108,1.0326132287031018,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,81.88815034666024,42.40000000000022,5637022.000000028
2020-05-10,17871.733633847056,711.4233287171865,742.5873831183857,16.807094857368853,0.5154336605077731,0.5012127131208826,3163.199701521755,0.020000000000000108,1.0197244658065778,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,81.69749511293647,42.40000000000022,5637022.000000028
2020-05-11,18581.645845941235,709.9122121164299,732.8912034667799,17.30821383856642,0.5011195246309921,0.5074526828691048,3288.8506434651736,0.020000000000000108,1.0079929291868674,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,81.4827978052907,42.40000000000022,5637022.000000028
2020-05-12,19290.78415821161,709.1383122870649,724.6873573512171,17.7911636109869,0.4829501799955459,0.5079639465409697,3414.364648726875,0.020000000000000108,0.9969546193206625,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,81.25084835396814,42.40000000000022,5637022.000000028
2020-05-13,19998.62496416617,707.8408059670774,718.1035034691346,18.252002313928628,0.4608390086230336,0.5025802643659736,3539.649035187696,0.020000000000000108,0.9862707479423405,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,81.00595979488799,42.40000000000022,5637022.000000028
2020-05-14,20703.886337862863,705.2613737060782,713.00084156436,18.687531147211203,0.4355290625435524,0.4915583398387989,3664.476897916311,0.020000000000000108,0.9757436233355543,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,80.75058749322493,42.40000000000022,5637022.000000028
2020-05-15,21404.904911768223,701.0185739123973,709.0271266483841,19.095916621559045,0.40838564629357293,0.4755658137026292,3788.5538161327786,0.020000000000000108,0.9652960820782669,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,80.4898704841722,42.40000000000022,5637022.000000028
2020-05-16,22099.918535151344,695.0136233884036,705.6564296663148,19.477157246389094,0.38124075378934624,0.45567225943663625,3911.5678834311993,0.020000000000000108,0.9549439426188178,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,80.23036100792564,42.40000000000022,5637022.000000028
2020-05-17,22787.27826787938,687.3597327319953,702.2189579963434,19.833433545651577,0.3562763959819583,0.4333424298715953,4033.2272304467087,0.020000000000000108,0.944771466983507,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,79.97907166092172,42.40000000000022,5637022.000000028
2020-05-18,23467.621661478413,680.3433936020033,697.9951056982928,20.171891578113957,0.33845810500198303,0.4104311921515961,4153.644687864126,0.020000000000000108,0.9349443080592217,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,79.74276075926606,42.40000000000022,5637022.000000028
2020-05-19,24139.89695069837,672.2752892221886,692.72930163959,20.49217013801342,0.32027861430417026,0.387424234449832,4272.63409136675,0.020000000000000108,0.9256539324018837,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,79.52739636130487,42.40000000000022,5637022.000000028
2020-05-20,24802.185867516382,662.2889168196805,686.2222939413934,20.792705496205635,0.3005353989957428,0.3646543102911559,4389.8559114468535,0.020000000000000108,0.9171210246084598,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,79.34708201564587,42.40000000000022,5637022.000000028
2020-05-21,25452.37243231153,650.1865647964031,678.3549095316763,21.071678443421224,0.27897297781823593,0.3423184638108043,4504.9356270240605,0.020000000000000108,0.9095595790575095,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,79.20432250074549,42.40000000000022,5637022.000000028
2020-05-22,26088.644547245967,636.2721149353767,669.105873810038,21.32772457270816,0.2560461522389196,0.3204909486984397,4617.552505659132,0.020000000000000108,0.9031630585659194,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,79.093519832896,42.40000000000022,5637022.000000028
2020-05-23,26709.87019130071,621.2256440554441,658.5651753963141,21.560466991263535,0.23274243576936443,0.29913291740618303,4727.506188714298,0.020000000000000108,0.8980862564325209,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,79.00359527221575,42.40000000000022,5637022.000000028
2020-05-24,27315.879566552496,606.0093752523143,646.9440896920328,21.77091585430741,0.2104488759543668,0.2780996880546376,4834.766630223514,0.020000000000000108,0.8943646276831508,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,78.91995582714188,42.40000000000022,5637022.000000028
2020-05-25,27908.371245696573,592.4916791444724,634.3941629380622,21.9605075112865,0.18959166666196142,0.2565915727636675,4939.634475414896,0.020000000000000108,0.8918812600319184,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,78.82596913279995,42.40000000000022,5637022.000000028
2020-05-26,28486.65689257887,578.2856468825955,620.967299158945,22.129010239153338,0.16850273512898573,0.23463485604333909,5041.987894053099,0.020000000000000108,0.8904151467046123,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,78.70406960978107,42.40000000000022,5637022.000000028
2020-05-27,29050.117879518228,563.4609869395815,606.8491522942256,22.277623871995935,0.1486136382892087,0.21264033078492856,5141.717397753795,0.020000000000000108,0.8897147213729982,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,78.53658808322473,42.40000000000022,5637022.000000028
2020-05-28,29598.535145256043,548.417265737977,592.3107081120727,22.408783514856715,0.13115964694573662,0.19123606580039665,5238.784221877087,0.020000000000000108,0.8894579867311074,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,78.31554707405408,42.40000000000022,5637022.000000028
2020-05-29,30132.336588418482,533.8014431625655,577.6719706444949,22.526012329096673,0.11722881730367876,0.17114198147699447,5333.2641119475775,0.020000000000000108,0.8893346018776789,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,78.03675726740234,42.40000000000022,5637022.000000028
2020-05-30,30652.78261261319,520.4460241948077,563.2747270137532,22.63381112141853,0.1077987946196467,0.15307578151821788,5425.380163469417,0.020000000000000108,0.8890875706713501,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,77.70006633452084,42.40000000000022,5637022.000000028
2020-05-31,31162.10528525179,509.32267263867266,549.4621210521708,22.737575535634065,0.10376441593887864,0.13768240174952326,5515.527451787591,0.020000000000000108,0.8885525881521887,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,77.30954554921007,42.40000000000022,5637022.000000028
2020-06-01,31664.404303305404,502.2990180536658,536.5771864581657,22.84227344228796,0.10469790794640219,0.12549370176463123,5604.431609525899,0.020000000000000108,0.8875994766668254,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,76.87362975014295,42.40000000000022,5637022.000000028
2020-06-02,32160.125011577355,495.7207082719889,524.7818840259132,22.95007935450204,0.10780591318346049,0.11686251937454012,5692.171465709397,0.020000000000000108,0.886157267487192,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,76.40522231260732,42.40000000000022,5637022.000000028
2020-06-03,32649.176806517582,489.05179494025606,514.1516597873734,23.063270569528797,0.11319121575378817,0.11193793671901123,5778.730989391946,0.020000000000000108,0.8841790365882458,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,75.9124461462203,42.40000000000022,5637022.000000028
2020-06-04,33131.25765336916,482.0808468516051,504.6746787448617,23.183878266513148,0.12060769752962705,0.11064672985018294,5864.056726368468,0.020000000000000108,0.8816198947650382,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,75.399838811346,42.40000000000022,5637022.000000028
2020-06-05,33606.09747402821,474.8398206590664,496.2512501704763,23.313425829813788,0.1295475637095993,0.1126794559202812,5948.100876709133,0.020000000000000108,0.8784078751784987,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,74.87738072454063,42.40000000000022,5637022.000000028
2020-06-06,34073.64068793879,467.54321391059,488.69339658066974,23.452732591494183,0.13930676198711245,0.11748001857240242,6030.8536029100105,0.020000000000000108,0.8744534500167129,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,74.37661925381282,42.40000000000022,5637022.000000028
2020-06-07,34534.1831177641,460.5424298253154,481.72453046717715,23.601766638190806,0.14903404692666294,0.12423784198360066,6112.367261006046,0.020000000000000108,0.8696364676030337,0.010000000000000054,69.50000000000037,0.010000000000000054,52.00000000000027,52.00000000000027,0.0,73.90983321864026,42.40000000000022,5637022.000000028
