date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,median_age,extreme_poverty,diabetes_prevalence,female_smokers,hospital_beds_per_thousand,population,excess_mortality_cumulative,excess_mortality
2022-05-05,206833.17762143165,76.59983185671781,76.28268224223642,2548.1444004140085,0.34221343666258247,0.39491619410639,15.723715749727424,1.016197280134263,46.34202745541725,84.25992359252803,81.83338763990888,1.633649042365693e-05,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.415605726581823,6.912019413948858
2022-05-06,206909.4820848523,76.30446342065741,76.42298760281511,2548.4709053525266,0.32650493851826884,0.3789790007834129,15.729228311972383,1.008138910326943,46.34539922763282,84.48135726022247,81.87386102728148,1.2252367817742698e-05,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.383114882248247,7.07277611123581
2022-05-07,206985.33357398212,75.8514891298112,76.41880356571842,2548.784271451373,0.3133660988466852,0.36320936370973206,15.734705413035547,1.000473284231957,46.348856466619964,84.91014528841195,82.10379589974372,9.189275863307024e-06,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.35196214284791,7.251098520771037
2022-05-08,207060.6017641973,75.26819021516717,76.27853932587263,2549.0882035885334,0.3039321371602244,0.3483278372619375,15.740125294424388,0.9933958487589724,46.35238863309367,85.47992096803284,82.42692578712206,6.891956897480268e-06,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.322408097116572,7.447799511595926
2022-05-09,207135.26829147406,74.66652727676009,76.0159694588519,2549.3901022712353,0.30189868270210146,0.33541006669887763,15.7454769701719,0.9871018316241755,46.35598669136847,86.27954856916202,82.73918270491826,5.168967673110201e-06,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.29461958285685,7.662453336716626
2022-05-10,207209.24987730006,73.98158582602524,75.6299635194784,2549.690896031161,0.30079375992573615,0.32475906909332475,15.750748160725262,0.9816153200659028,46.35964273345855,87.14091546694922,82.94805218705986,3.87672575483265e-06,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.268659234192256,7.891590510432947
2022-05-11,207282.4544086217,73.2045313216845,75.12695631769552,2549.9895036329413,0.29860760178011375,0.31627647699775735,15.75594145344636,0.9768654978063773,46.36333870814181,88.02548298030254,83.01305917907976,2.9075443161244875e-06,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.244558028008242,8.133101807933228
2022-05-12,207354.80787175422,72.35346313250457,74.52014096160723,2550.283659722124,0.29415608918253233,0.30956450060546126,15.761062828934177,0.9725930470781197,46.367050572800025,88.88055912167393,82.93552159827244,2.1806582370933656e-06,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.222313502075565,8.386980179017621
2022-05-13,207426.27455281402,71.46668105978577,73.82886363975754,2550.5705340611503,0.2868743390265247,0.30400239937135554,15.766100935533881,0.9684790451663803,46.370751407298854,89.37475353647213,82.69150868416017,1.6354936778200241e-06,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.201891650704823,8.652896021695126
2022-05-14,207496.87218804326,70.59763522922856,73.07816970784023,2550.847195956338,0.2766618951877995,0.29880383572761204,15.771035139271634,0.9642214364281155,46.37442635443995,89.35399663263865,82.24843112527279,1.226620258365018e-06,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.18323157854947,8.931043010823025
2022-05-15,207566.6833265531,69.8111385098336,72.29846325373094,2551.110962578117,0.26376662177869736,0.29305989037037006,15.775865801771136,0.959674803888638,46.378035505972235,88.7092003402408,81.58533756502774,9.199651937737636e-07,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.166252223020084,9.222573697770066
2022-05-16,207635.98738179292,69.30405523984135,71.53227277966482,2551.3609207054074,0.24995812729071368,0.28559485313653676,15.78058285165158,0.9547871307122135,46.38154650666088,87.35300562040374,80.6508971621355,6.899738953303227e-07,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.150860628157144,9.530289055301893
2022-05-17,207704.77725256994,68.78987077700457,70.79047931002344,2551.595496605336,0.23457589992828115,0.27605037385369574,15.785166615144654,0.9496780985189708,46.38493428206425,85.35723428425356,79.4004385471027,5.17480421497742e-07,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.136977588580255,9.862616620638867
2022-05-18,207772.97481079167,68.19755822173218,70.07508087876849,2551.8131059704892,0.21760936515306306,0.26435242163138395,15.789587954247976,0.9446174943805028,46.388193439408624,82.80708214499377,77.79439807645511,3.881103161233065e-07,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.12451274171687,10.229112987226326
2022-05-19,207840.47402987815,67.49921908646729,69.3815053908153,2552.012641371859,0.1995354013696456,0.25066444550602046,15.7938448926414,0.9399770186522174,46.391336579233325,79.84475892613392,75.82026526710226,2.9108273709247986e-07,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.113359046083602,10.637497313141157
2022-05-20,207907.17333107084,66.6993011926786,68.70034526806309,2552.193837848549,0.1811964766898071,0.23535224492460285,15.797960673359547,0.9360721305050015,46.39436943507147,76.74741319373865,73.54475615782516,2.1831205281935988e-07,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.10339279550557,11.091755661003267
2022-05-21,207972.99984316446,65.82651209360407,68.01865843391748,2552.3575471000545,0.16370925150572005,0.21895762260747953,15.801933982718454,0.9331214863726114,46.3973084273056,73.5393575682194,71.04956582554414,1.637340396145199e-07,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.094477785289286,11.591048461515697
2022-05-22,208037.92759730577,64.9277541413085,67.32094405168255,2552.5059431304744,0.14839603041985255,0.20217862419542887,15.80577353164132,0.9313191367574818,46.400169103284696,70.3551322679552,68.43273028383175,1.2280052971088992e-07,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.086472592360657,12.129220319726228
2022-05-23,208102.01890418518,64.0913068794139,66.57618525272451,2552.6426764816665,0.1367333511923944,0.18566564235471664,15.809486661336052,0.9308031857937105,46.402969587644584,67.14973101523064,65.79319671093465,9.210039728316745e-08,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.079240190876856,12.694761578330105
2022-05-24,208165.23093638095,63.21203219575961,65.77927953424289,2552.7680448531733,0.1253683715067717,0.1696871761745703,15.81308291778616,0.9315484139089558,46.40570844477358,63.97302870744762,63.2319692849787,6.907529796237559e-08,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.072691732408757,13.27037292444388
2022-05-25,208227.5357750074,62.3048386264578,64.93740276639008,2552.882513924305,0.1144690711316949,0.15454398588011986,15.816564127576875,0.933404846307607,46.40837118490539,60.9339408906375,60.83750314343675,5.180647347178169e-08,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.066732323177682,13.83751006548179
2022-05-26,208288.9360749533,61.40029994592617,64.06608471861941,2552.9868369623014,0.1043230379964765,0.14051416264861621,15.819940548817778,0.9361733826298662,46.41097085797452,58.07189501294695,58.65744216042185,3.885485510383627e-08,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.061242796728106,14.372430175854369
2022-05-27,208349.4768138106,60.540738857311545,63.186265704446214,2553.0821445284523,0.09530756615088042,0.1278119309715948,15.823242984334751,0.9396794875218515,46.41351805944734,55.63062886582965,56.71606158153171,2.91411413278772e-08,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.05607227669469,14.85203216185663
2022-05-28,208409.2541035709,59.777289760307596,62.322089065018645,2553.1700117576875,0.08786722923500914,0.1165567504264984,15.826483547236217,0.9437400616659537,46.41601055492817,53.682780957711024,55.03738555266469,2.18558559959079e-08,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.051038832140122,15.255780585516607
2022-05-29,208468.4217993979,59.16769582701811,61.49924553179574,2553.2525088182692,0.08249706058171914,0.10675014200539427,15.82967455441555,0.9481319693263897,46.41844909266678,52.271081624338066,53.62307794924325,1.6391891996930926e-08,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.045936202321023,15.567769043348395
2022-05-30,208527.20149822359,58.7796988256612,60.74049200275768,2553.330978252361,0.07846943409175164,0.09806923223125977,15.832830091635863,0.9526403473891051,46.42084926293907,51.390022056435036,52.47582494544899,1.2293918997698194e-08,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.040545073524896,15.778283034242783
2022-05-31,208585.63344428854,58.43194606494734,60.05769721797009,2553.4062168825517,0.07523863019066256,0.09059377937706484,15.835954824706233,0.9571151991326511,46.42322679852951,50.86557730509299,51.59390814024388,9.220439248273645e-09,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.034633364198093,15.88141956629066
2022-06-01,208643.7495984074,58.11615411884633,59.45941447779568,2553.479711142848,0.07349426029651995,0.08448056400920467,15.839041102369386,0.9614601873262187,46.425599155135075,50.4459670770745,50.95373750466585,6.915329436205234e-09,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.027957292979607,15.87337686882643
2022-06-02,208701.57991050588,57.830312098507804,58.949540173149686,2553.553303072718,0.0735919298700953,0.07989565248330954,15.842103063364004,0.9656912943408192,46.42796197139339,50.112023250059764,50.5390264639875,5.1864970771539255e-09,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.02028069482477,15.754502962821249
2022-06-03,208759.15702402385,57.577113517966254,58.52630768319137,2553.628939812622,0.07563673990418762,0.07696359456610216,15.845122869598008,0.9699265185901342,46.430307128189575,49.78146410852097,50.30380119899263,3.889872807865444e-09,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.01139181671377,15.530254011293167
2022-06-04,208816.51980421727,57.36278019341982,58.1815327985927,2553.7084857256627,0.0795459130406166,0.07572932165179068,15.848107019683983,0.974435354359538,46.43264841336914,49.48454669160411,50.199505715017004,2.917404605899083e-09,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,21.001118223048792,15.211335004729937
2022-06-05,208873.71598438497,57.19618016768938,57.90004778898985,2553.7935814888206,0.08509576315796744,0.07612957042436347,15.851067659720993,0.9796259663191054,46.43498033071212,49.201025834260136,50.179574341207875,2.188053454424312e-09,39.10000000000021,1.000000000000005,10.080000000000053,44.00000000000025,3.86000000000002,627082.0000000033,20.98930606963218,14.813227197771315
