date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,aged_65_older,extreme_poverty,female_smokers,hospital_beds_per_thousand,population
2020-09-14,30.861748958339348,0.21968850710849047,0.2423121614808209,1.9807693558946857,0.008521036664759575,0.021389936788503896,0.6800000000000036,0.8300000000000043,81.88269034283823,233.00000000000125,0.020000000000000108,51.85000018170045,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-15,31.06072671552249,0.19897775718980373,0.23701918898391916,1.9855770169210172,0.006390777498569681,0.01604245259137792,0.6800000000000036,0.8300000000000043,79.81505589546103,233.00000000000125,0.020000000000000108,51.85000013627541,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-16,31.236365980404035,0.17563926488653522,0.22661507047097132,1.9891827626907657,0.004793083123927261,0.012031839443533442,0.6800000000000036,0.8300000000000043,77.48658280718087,233.00000000000125,0.020000000000000108,51.850000102206636,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-17,31.387180755503458,0.15081477510316912,0.21166152909757263,1.991887072018077,0.0035948123429454457,0.009023879582650081,0.6800000000000036,0.8300000000000043,75.32048547858118,233.00000000000125,0.020000000000000108,51.85000007665505,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-18,31.513187764429833,0.12600700892918687,0.193066282569786,1.9939153040135604,0.0026961092572090842,0.006767909686987561,0.6800000000000036,0.8300000000000043,73.71533178831541,233.00000000000125,0.020000000000000108,51.85000005749136,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-19,31.616177184020547,0.1029894195928178,0.17204179337530345,1.995436478010173,0.002022081942906813,0.0050759322652406715,0.6800000000000036,0.8300000000000043,72.68220019870272,233.00000000000125,0.020000000000000108,51.85350424479927,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-20,31.69991569344532,0.08373850942635222,0.15007433145681706,1.9965773585076323,0.0015165614571801098,0.0038069491989305036,0.6800000000000036,0.8300000000000043,72.15408712381705,233.00000000000125,0.020000000000000108,51.86022062057431,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-21,31.77029876103426,0.0703830675901262,0.128724300628812,1.9974330188807268,0.0011374210928850824,0.0028552118991978775,0.6800000000000036,0.8300000000000043,72.00344511015442,233.00000000000125,0.020000000000000108,51.867459259871666,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-22,31.828047276981298,0.057748515947927584,0.10856714273082042,1.9980747641605476,0.0008530658196638118,0.002141408924398408,0.6800000000000036,0.8300000000000043,72.09143321852412,233.00000000000125,0.020000000000000108,51.871181064166905,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-23,31.87394431358605,0.04589703660541888,0.09008857618192273,1.9985560731204135,0.0006397993647478589,0.0016060566932988062,0.6800000000000036,0.8300000000000043,72.52688131337607,233.00000000000125,0.020000000000000108,51.866784311376705,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-24,31.90898118283018,0.03503686924462653,0.07363753750166509,1.9989170548403128,0.00047984952356089415,0.0012045425199741046,0.6800000000000036,0.8300000000000043,73.19816680274386,233.00000000000125,0.020000000000000108,51.84969456837423,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-25,31.934466979559655,0.026277651933469898,0.059390887450747866,1.9991877911302374,0.0003598871426706706,0.0009034068899805784,0.6800000000000036,0.8300000000000043,73.79958933390458,233.00000000000125,0.020000000000000108,51.81580712537577,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-26,31.952110738871465,0.019708238950102423,0.047326940636541845,1.9993908433476806,0.00026991535700300297,0.0006775551674854338,0.6800000000000036,0.8300000000000043,74.14460150269099,233.00000000000125,0.020000000000000108,51.76181882173067,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-27,31.96408305415364,0.014781179212576817,0.03720561271722539,1.9995431325107633,0.00020243651775225222,0.0005081663756140753,0.6800000000000036,0.8300000000000043,74.32583962087743,233.00000000000125,0.020000000000000108,51.68547691526381,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-28,31.973062290615275,0.011085884409432614,0.02855353080488737,1.9996573493830754,0.00015182738831418918,0.00038112478171055647,0.6800000000000036,0.8300000000000043,74.36029223451187,233.00000000000125,0.020000000000000108,51.58576573428245,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-29,31.9797967179615,0.00831441330707446,0.021415148103665526,1.9997430120373094,0.00011387054123564188,0.0002858435862829173,0.6800000000000036,0.8300000000000043,74.2332713198185,233.00000000000125,0.020000000000000108,51.46304666658133,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-09-30,31.984847538471165,0.0062358099803058445,0.016061361077749144,1.999807259027985,8.540290592673141e-05,0.000214382689712188,0.6800000000000036,0.8300000000000043,74.10588432373598,233.00000000000125,0.020000000000000108,51.31916315119657,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-10-01,31.988635653853414,0.004676857485229383,0.012046020808311858,1.9998554442709913,6.405217944504856e-05,0.000160787017284141,0.6800000000000036,0.8300000000000043,73.87722621414447,233.00000000000125,0.020000000000000108,51.15751942222103,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-10-02,31.991476740390105,0.003507643113922037,0.009034515606233893,1.999891583203246,4.803913458378642e-05,0.00012059026296310574,0.6800000000000036,0.8300000000000043,73.4074456248403,233.00000000000125,0.020000000000000108,50.98313956666584,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-10-03,31.99360755529262,0.002630732335441528,0.00677588670467542,1.9999186874024373,3.602935093783981e-05,9.044269722232931e-05,0.6800000000000036,0.8300000000000043,72.69840365409682,233.00000000000125,0.020000000000000108,50.79920761617592,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-10-04,31.99520566646951,0.001973049251581146,0.0050819150285065645,1.9999390155518308,2.702201320337986e-05,6.783202291674699e-05,0.6800000000000036,0.8300000000000043,71.946841956259,233.00000000000125,0.020000000000000108,50.6075275608715,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-10-05,31.996404249852176,0.0014797869386858594,0.0038114362713799234,1.9999542616638757,2.0266509902534894e-05,5.087401718756024e-05,0.6800000000000036,0.8300000000000043,71.30404980375974,233.00000000000125,0.020000000000000108,50.41192330478427,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-10-06,31.99730318738918,0.0011098402040143945,0.0028585772035349425,1.9999656962479095,1.519988242690117e-05,3.815551289067018e-05,0.6800000000000036,0.8300000000000043,70.96339072493798,233.00000000000125,0.020000000000000108,50.21728443075375,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-10-07,31.997977390541926,0.0008323801530107958,0.0021439329026512067,1.999974272185935,1.1399911820175878e-05,2.8616634668002633e-05,0.6800000000000036,0.8300000000000043,70.95821962202722,233.00000000000125,0.020000000000000108,50.02885052409964,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-10-08,31.998483042906486,0.0006242851147580969,0.001607949676988405,1.9999807041394542,8.549933865131908e-06,2.1462476001001973e-05,0.6800000000000036,0.8300000000000043,71.17654556116605,233.00000000000125,0.020000000000000108,49.851674415376024,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-10-09,31.998862282179907,0.0004682138360685727,0.0012059622577413037,1.9999855281045935,6.412450398848931e-06,1.609685700075148e-05,0.6800000000000036,0.8300000000000043,71.45968777462383,233.00000000000125,0.020000000000000108,49.69021961243707,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
2020-10-10,31.99914671163497,0.0003511603770514295,0.0009044716933059777,1.9999891460784478,4.809337799136698e-06,1.2072642750563611e-05,0.6800000000000036,0.8300000000000043,72.03796234034095,233.00000000000125,0.020000000000000108,49.548058374486246,28.600000000000158,6.220000000000033,1.400000000000007,10.200000000000053,2.3000000000000114,929769.000000005
