date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,icu_patients,hosp_patients,weekly_hosp_admissions,new_tests,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,aged_70_older,extreme_poverty,handwashing_facilities,life_expectancy,population,excess_mortality_cumulative,excess_mortality
2020-03-11,4.163731420648907,0.9136527475531513,0.4713495068857646,1.0000000000000038,0.0,0.0,0.6800000000000026,2.0800764584680103,0.0,96.0000000000004,269.00000000000097,113.42254142621188,52.43595073568291,0.02369691242602029,47.19660454807141,4264.0000000000155,1130.0000000000045,0.0,13.292693335980614,46.75000000000018,27.30000000000011,3.050000000000012,18.90000000000007,43.99000000000018,64.13000000000024,59893884.00000023,2.2156972276135156,4.394642273040727
2020-03-12,5.479812140147324,1.4638688875973616,0.6713054964887998,1.0000000000000042,0.0,0.0,0.6800000000000029,2.0802612869667185,0.0,96.00000000000043,269.00000000000114,145.39475599123085,68.9120096228383,0.024511860490252512,45.69222181760936,4264.000000000018,1130.000000000005,0.0,15.018917566336672,46.7500000000002,27.30000000000012,3.050000000000013,18.900000000000077,43.990000000000194,64.13000000000027,59893884.00000025,2.2292721524092745,4.230844803543455
2020-03-13,7.660537838142184,2.321657321806625,0.9775064332909718,1.0000000000000044,0.0,0.0,0.6800000000000032,2.08064295940733,0.0,96.00000000000045,269.00000000000125,185.80242203544032,91.57072344208044,0.025326203059997113,44.13709299539841,4264.00000000002,1130.0000000000055,0.0,17.015143249089963,46.75000000000021,27.30000000000013,3.050000000000014,18.900000000000084,43.99000000000021,64.13000000000028,59893884.000000276,2.2418118343180407,4.046642986292707
2020-03-14,10.994045912543317,3.46480472374024,1.4224805037012638,1.0000000000000047,0.0,0.0,0.6800000000000033,2.0812278562717257,0.0,96.00000000000048,269.0000000000013,236.53336549232085,121.3369792331443,0.02613249974166885,42.55372472392443,4264.000000000021,1130.0000000000057,0.0,19.25494518730232,46.75000000000022,27.300000000000136,3.0500000000000145,18.900000000000087,43.99000000000022,64.1300000000003,59893884.00000029,2.252594654665489,3.8440121735865733
2020-03-15,15.713407737574947,4.838390226709524,2.031859246554233,1.0000000000000049,0.0,0.0,0.6800000000000034,2.0818993989911276,0.0,96.00000000000051,269.00000000000136,309.1100233112258,159.8392244054662,0.026954578426161183,40.94706148088778,4264.000000000022,1130.000000000006,0.0,21.717031288666824,46.75000000000023,27.30000000000014,3.050000000000015,18.90000000000009,43.99000000000022,64.13000000000031,59893884.0000003,2.260791983242171,3.6265388722642786
2020-03-16,20.823614303504463,5.214636238228659,2.6934495415737283,1.000000000000005,0.0,0.0,0.6800000000000035,2.082327748984784,0.0,96.00000000000051,269.00000000000136,410.67792391522374,209.28454112245822,0.027813057284391453,39.333681695669114,4264.000000000022,1130.000000000006,0.0,24.379134972641083,46.750000000000234,27.300000000000143,3.0500000000000154,18.900000000000095,43.99000000000022,64.13000000000032,59893884.000000305,2.2654979951885803,3.3993372895825438
2020-03-17,26.564397864021416,5.829028245251981,3.4341972078932965,1.000000000000005,0.0,0.0,0.6800000000000036,2.0819924180734324,0.0,96.00000000000051,269.00000000000136,546.8534534406208,272.7075234889031,0.028698513066719618,37.743299410084134,4264.000000000022,1130.000000000006,0.0,27.25199069295856,46.75000000000024,27.300000000000146,3.050000000000016,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000031,2.266388594738469,3.1675002039514393
2020-03-18,33.87630421572783,7.383261164546628,4.358918106307828,1.000000000000005,0.0,0.0,0.6800000000000036,2.0801775714736292,0.02281835811247579,96.00000000000051,269.00000000000136,718.9793959951407,352.9830828235301,0.029591273293898844,36.22425542375578,4264.000000000022,1130.000000000006,0.0,30.349155107631063,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,2.263185572935377,2.9364910472502914
2020-03-19,44.04562505901639,10.224065136499846,5.610628624979752,1.000000000000005,0.0006140917905623792,0.0,0.6800000000000036,2.076028783000829,0.08529411764705912,96.00000000000051,269.00000000000136,922.884009666041,452.08474262831436,0.030477068415802326,34.802152459866,4264.000000000022,1130.000000000006,0.0,33.68070294998645,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,2.255623550372881,2.7117607110470185
2020-03-20,58.43809726872912,14.431946719213965,7.340793543718668,1.000000000000005,0.0030462184873949706,0.0,0.6800000000000036,2.0686405271342703,0.19583872010342682,96.00000000000051,269.00000000000136,1153.1832157175359,571.0633630475137,0.031359902152187924,33.47936321367782,4264.000000000022,1130.000000000006,0.0,37.254697057350924,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,2.243432340958628,2.4983807348806977
2020-03-21,78.29917734715141,19.88774478407762,9.68701193219109,1.000000000000005,0.007245879120879156,0.0006493212669683272,0.6800000000000036,2.0571277773804404,0.3606799450549467,96.00000000000051,269.00000000000136,1406.2576768172435,711.5043742571947,0.03221239590955147,32.27117076190675,4264.000000000022,1130.000000000006,0.0,41.032502431022316,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,2.226330881446188,2.300688781091551
2020-03-22,104.60424726375746,26.322547437444186,12.756281573577734,1.000000000000005,0.013013594861021398,0.002197398190045257,0.6800000000000036,2.0407071775731485,0.5832766039107979,96.00000000000051,269.00000000000136,1672.5081897396326,872.9555592966472,0.03299947146351465,31.232660553653766,4264.000000000022,1130.000000000006,0.0,44.955962957720594,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,2.204029835292789,2.1219433245615
2020-03-23,137.69921001149004,33.10807088836117,16.74120778651818,0.9899159663865598,0.00995411986910152,0.0035368657078216023,0.6800000000000036,2.018819975940045,0.8600980476325188,96.00000000000051,269.00000000000136,1942.7346329317484,1053.3509131699666,0.0336835079285992,30.41766445208587,4264.000000000022,1130.000000000006,0.0,48.95377974899512,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,2.17624070226145,1.9639852536376396
2020-03-24,178.23038682342076,40.54100791740218,21.700269931679248,0.9705882352941226,0.008596811621283137,0.004876307975113137,0.6800000000000036,1.9911763911340925,1.1881730832357043,96.00000000000051,269.00000000000136,2211.3355545307486,1249.567451199391,0.034228209485557395,29.87154504236114,4264.000000000022,1130.000000000006,0.0,52.94629489578004,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,2.142587166274999,1.8273254689225495
2020-03-25,226.6358961292015,48.41288263488431,27.561911401571393,0.9497575953458355,0.015384260299672783,0.00722704352173564,0.6800000000000036,1.957775312096532,1.5633340787486951,96.00000000000051,269.00000000000136,2468.04365361623,1457.1831837453767,0.034614111218886905,29.616519156690096,4264.000000000022,1130.000000000006,0.0,56.84907928431089,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,2.10269508428239,1.7120116471716442
2020-03-26,283.0188096211422,56.38844348876839,34.15714072635638,0.9390473497091192,0.0336939806158342,0.012018214121586178,0.6800000000000036,1.9188617038526214,1.9814210503349583,96.00000000000051,269.00000000000136,2701.4175333602057,1670.9347213578399,0.034839219483977765,29.654207402423886,4264.000000000022,1130.000000000006,0.0,60.57562345806197,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,2.056271243953323,1.6175186375644612
2020-03-27,347.0520193037695,64.03735718024804,41.243982403203056,0.9516998626373675,0.06460468067842401,0.020808101444454066,0.6800000000000036,1.8749240736231467,2.4369869254370675,96.00000000000051,269.00000000000136,2904.4280983071662,1884.4265904689328,0.03489638293877523,29.983970031455968,4264.000000000022,1130.000000000006,0.0,64.08019610033392,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,2.003153890070914,1.542748765283458
2020-03-28,417.90688778099536,70.8579791004415,48.52581501830413,1.0008789693762172,0.10747096364391852,0.035067614544879104,0.6800000000000036,1.8266760868915706,2.926431208945292,96.00000000000051,269.00000000000136,3078.588817751065,2091.511555650669,0.03480577136697739,30.57132917194367,4264.000000000022,1130.000000000006,0.0,67.35438350058992,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,1.943342077447915,1.486114565573441
2020-03-29,494.1997359714941,76.29518115791043,55.66512483838884,1.0983967835932507,0.1603543539546588,0.05601790547879522,0.6800000000000036,1.7749820166877495,3.4473767357328935,96.00000000000051,269.00000000000136,3226.0415809926835,2287.7836020967643,0.03456619019297711,31.39042965206704,4264.000000000022,1130.000000000006,0.0,70.38888975860351,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,1.8770091437355831,1.4455722500713857
2020-03-30,574.5870030128815,80.38901676694621,62.419871424525425,1.2298092231183402,0.19765749138713218,0.08270606000760987,0.6800000000000036,1.7208806624834936,3.992707729563091,96.00000000000051,269.00000000000136,3339.6691463133607,2468.9336938156284,0.03414102919935473,32.43604460491976,4264.000000000022,1130.000000000006,0.0,73.18572727370388,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,1.8045042721520452,1.4187150705457912
2020-03-31,658.6640887173223,84.07839799860992,68.63977832598954,1.4035947971060492,0.24279709397667798,0.11601516232956029,0.6800000000000036,1.6655864826415494,4.532232801050801,96.00000000000051,269.00000000000136,3418.928815132569,2630.9823485776274,0.033518667827117904,33.68922802382562,4264.000000000022,1130.000000000006,0.0,75.7536370842373,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,1.7261480714016102,1.403008453899919
2020-04-01,745.632067830818,86.9689633341224,74.14801813363255,1.6410606744294107,0.3078735153758511,0.15763612934251642,0.6800000000000036,1.6104301657949973,5.056075053276798,96.00000000000051,269.00000000000136,3464.1283501988178,2770.965704548933,0.03269636997182522,35.10586736563915,4264.000000000022,1130.000000000006,0.0,78.07638489139399,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,1.6423613338831227,1.3958013797424433
2020-04-02,834.4460450554034,88.81471539005541,78.78051828671452,1.9687722349752617,0.39776034015179873,0.20947305692931828,0.6800000000000036,1.556821169918325,5.566393717236212,96.00000000000051,269.00000000000136,3479.061905829467,2887.5429597303855,0.03172912945042681,36.603333943751075,4264.000000000022,1130.000000000006,0.0,80.1514515644732,46.75000000000025,27.300000000000146,3.0500000000000163,18.900000000000098,43.99000000000022,64.13000000000032,59893884.00000032,1.553759196789796,1.3944862664142703
