date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_tests,reproduction_rate,new_tests,new_tests_smoothed,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_65_older,median_age,extreme_poverty,male_smokers,handwashing_facilities,hospital_beds_per_thousand,population
2020-03-11,0.9623181965093767,0.020490557128718903,0.00913817911758377,4.000000000000015,0.0,0.0,52.29003778304942,0.830000000000003,20.947309603537505,6.843653758292806,0.050147933400319256,20.943582801974145,0.010000000000000038,81900.0000000003,667.0000000000026,0.0,19.747215045374084,2.6900000000000106,20.00000000000008,36.80000000000013,20.40000000000008,24.650000000000095,1.4000000000000052,54027484.00000021
2020-03-12,0.9542855122818399,0.03629551965649403,0.01426604545648133,4.000000000000017,0.0,0.0,57.53598877442304,0.8300000000000034,21.187722021657684,6.945523124149478,0.05014181624287041,20.97154941563707,0.010000000000000044,81900.00000000035,667.0000000000028,0.0,21.970789236394978,2.690000000000012,20.00000000000009,36.80000000000015,20.40000000000009,24.650000000000105,1.4000000000000057,54027484.00000023
2020-03-13,0.9637748969780264,0.06138453566997252,0.022584472683181995,4.000000000000018,0.0,0.0,64.30194456900567,0.8300000000000036,21.607798626779818,7.201918684417872,0.05009553477426665,21.024014356491893,0.010000000000000047,81900.00000000038,667.0000000000031,0.0,24.53258788721871,2.690000000000013,20.000000000000096,36.80000000000017,20.400000000000098,24.650000000000112,1.4000000000000061,54027484.000000246
2020-03-14,1.000659227032164,0.09513342437691405,0.03510125043998839,4.000000000000019,0.0,0.0,72.90459793430566,0.8300000000000038,22.243761057996984,7.669942568581677,0.05003286633603296,21.091187884369596,0.010000000000000049,81900.00000000041,667.0000000000032,0.0,27.385772524980986,2.6900000000000137,20.0000000000001,36.800000000000175,20.4000000000001,24.650000000000116,1.4000000000000066,54027484.00000026
2020-03-15,1.073797587694939,0.13594282846368136,0.05262231792048917,4.0000000000000195,0.0,0.0,83.66244019427995,0.8300000000000041,23.125257768287693,8.404800171426576,0.04995742286126849,21.167894791751692,0.01000000000000005,81900.00000000042,667.0000000000033,0.0,30.503136439631078,2.690000000000014,20.000000000000103,36.80000000000018,20.400000000000105,24.65000000000012,1.4000000000000068,54027484.00000027
2020-03-16,1.1512434719606048,0.1436668821751691,0.07133971840158229,4.00000000000002,0.0,0.0,96.97522748366632,0.8300000000000042,24.273096525957243,9.467481835098713,0.04989340651246728,21.242797305837072,0.010000000000000052,81900.00000000044,667.0000000000034,0.0,33.84789887141697,2.6900000000000146,20.000000000000107,36.80000000000018,20.400000000000105,24.650000000000123,1.400000000000007,54027484.000000276
2020-03-17,1.2411152154765963,0.15886522304055606,0.09211871898864651,4.00000000000002,0.0,0.0,113.18028939103048,0.8300000000000043,25.570788781022593,10.894147252212871,0.04985573684944426,21.30799649262929,0.010000000000000054,81900.00000000044,667.0000000000034,0.0,37.38211274438374,2.6900000000000146,20.000000000000107,36.80000000000018,20.400000000000105,24.650000000000126,1.400000000000007,54027484.00000028
2020-03-18,1.3756004710773913,0.2048793633049811,0.1184823811936506,4.00000000000002,0.0,0.0,132.53248595083613,0.8300000000000043,26.95099074543085,12.696321492811906,0.049864976522021855,21.350024518793266,0.010000000000000054,81900.00000000044,667.0000000000034,0.0,41.056771371474696,2.6900000000000146,20.000000000000107,36.80000000000018,20.400000000000105,24.65000000000013,1.400000000000007,54027484.00000028
2020-03-19,1.5989595646849049,0.29339772545223364,0.15527645945697066,4.00000000000002,0.002456367162249517,0.0,155.16002218775571,0.8300000000000043,28.31805883153601,14.85656561863934,0.049910206211813815,21.366810567504807,0.010000000000000054,81900.00000000044,667.0000000000034,0.0,44.81606980203855,2.6900000000000146,20.000000000000107,36.80000000000018,20.400000000000105,24.65000000000013,1.400000000000007,54027484.00000028
2020-03-20,1.9585280122337858,0.42736891464509097,0.207668075038753,4.00000000000002,0.012184873949579882,0.0,181.0052057164474,0.8300000000000043,29.527845998248043,17.319832100210952,0.05000683048303626,21.34834160371525,0.010000000000000054,81900.00000000044,667.0000000000034,0.0,48.59144698630598,2.6900000000000146,20.000000000000107,36.80000000000018,20.400000000000105,24.65000000000013,1.400000000000007,54027484.00000028
2020-03-21,2.4979684073653896,0.6031866730555715,0.28039472143743643,4.00000000000002,0.028983516483516623,0.002643665158371046,210.76636388656027,0.8300000000000043,31.37840550708944,20.14113457935993,0.05015541374786227,21.293685097421246,0.010000000000000054,81900.00000000044,667.0000000000034,0.0,52.31928966765459,2.6900000000000146,20.000000000000107,36.80000000000018,20.400000000000105,24.65000000000013,1.400000000000007,54027484.00000028
2020-03-22,3.2522093371982574,0.8123285956126245,0.3772010184536438,4.00000000000002,0.05205437944408559,0.00894654977375569,245.78269146695686,0.8300126050420211,34.550206845249264,23.459082996575585,0.05032179625142683,21.2218297571319,0.010000000000000054,81900.00000000044,667.0000000000034,0.0,55.94403447763179,2.6900000000000146,20.000000000000107,36.80000000000018,20.400000000000105,24.65000000000013,1.400000000000007,54027484.00000028
2020-03-23,4.140288224618159,0.9392238222750809,0.49106333656163015,3.9962184873949784,0.07637110132514585,0.019708619505494594,287.6898591420293,0.8300367647058868,39.412196181125125,27.439609597140855,0.050480842986889526,21.1459214451922,0.010000000000000054,81900.00000000044,667.0000000000034,0.0,59.41031868304617,2.6900000000000146,20.000000000000107,36.80000000000018,20.400000000000105,24.65000000000013,1.400000000000007,54027484.00000028
