date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,people_vaccinated_per_hundred,new_vaccinations,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,population
2020-12-29,54300.050524940474,102.28302907079302,106.51860368337968,1180.5137172702189,1.5685799144541397,1.7312877230505603,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2020-12-30,54401.01444509522,100.96392015474325,105.05667157313606,1182.0397805189232,1.5260632487042136,1.6755139500125509,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2020-12-31,54500.60000641361,99.58556131838465,103.63163603279337,1183.5260700368992,1.486289517976126,1.623505048805472,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-01,54598.78426466807,98.18425825446411,102.23993953267531,1184.9769054688527,1.450835431953331,1.5762449792350046,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-02,54695.607703995636,96.82343932756444,100.88369980141354,1186.3984354041622,1.4215299353095379,1.5342874836182396,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-03,54791.194578901785,95.58687490614534,99.56899204563044,1187.7988265531233,1.400391148961147,1.497679413618659,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-04,54885.819851435626,94.62527253384313,98.29519506848281,1189.1921871417348,1.3933605886116185,1.46644524217909,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-05,54979.48906440097,93.66921296534692,97.06470964977852,1190.5809050621851,1.3887179204503124,1.4408240738450497,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-06,55072.19247703384,92.70341263286616,95.88462645194294,1191.9641047824193,1.3831997202343103,1.4204748750347265,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-07,55163.93054071017,91.73806367633041,94.76347694949385,1193.338948011509,1.3748432290897616,1.4045988841364219,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-08,55254.73300572663,90.80246501645931,93.70879662614766,1194.7016091986786,1.3626611871696177,1.3920314190816332,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-09,55344.67325138619,89.94024565956502,92.72529737264901,1196.0480071575755,1.3463979588969306,1.3813107330248662,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-10,55433.87903356234,89.20578217615417,91.81349678514297,1197.3743537844728,1.326346626897328,1.370729656103493,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-11,55522.776259657934,88.89722609559345,90.99497165155935,1198.6838681179295,1.309514333456773,1.3587398729761349,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-12,55611.37401762653,88.59775796859243,90.27023487958755,1199.973954740679,1.2900866227493364,1.3446287573500733,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-13,55699.522853232906,88.14883560637335,89.61933824760288,1201.238950218407,1.2649954777278087,1.3277083165581287,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
2021-01-14,55786.991251107684,87.4683978747866,89.00915640063442,1202.472182928836,1.233232710429019,1.3074253873862776,0.010000000000000054,0.010000000000000054,254.0000000000013,254.0000000000013,0.0,45038860.00000022
