date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_fully_vaccinated_per_hundred,total_deaths_per_million,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,median_age,extreme_poverty,hospital_beds_per_thousand,life_expectancy,population
2020-03-11,1.0000000000000038,0.0,0.0,9.000000000000036,0.0,0.0,0.48000000000000187,11.520000000000042,125.00000000000048,0.020000000000000077,8.367753464279032,20.800000000000086,25.100000000000097,1.4000000000000052,73.00000000000028,724272.0000000029
2020-03-12,1.0000000000000042,0.0,0.0,9.000000000000039,0.0,0.0,0.4800000000000021,11.52000000000005,125.00000000000054,0.020000000000000087,8.624937916567399,20.800000000000097,25.100000000000108,1.4000000000000057,73.00000000000031,724272.0000000033
2020-03-13,1.0000000000000044,0.0,0.0,9.000000000000043,0.0,0.0,0.4800000000000022,11.520000000000053,125.00000000000057,0.020000000000000094,9.059175964898092,20.800000000000104,25.100000000000115,1.4000000000000061,73.00000000000034,724272.0000000035
2020-03-14,1.0000000000000047,0.0,0.0,9.000000000000044,0.0,0.0,0.4800000000000023,11.520000000000056,125.0000000000006,0.020000000000000098,9.70699396462381,20.800000000000107,25.100000000000122,1.4000000000000066,73.00000000000036,724272.0000000036
2020-03-15,1.0000000000000049,0.0,0.0,9.000000000000046,0.0,0.0,0.4800000000000024,11.52000000000006,125.00000000000063,0.0200000000000001,10.594813831580352,20.80000000000011,25.100000000000126,1.4000000000000068,73.00000000000037,724272.0000000037
2020-03-16,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.4800000000000025,11.52000000000006,125.00000000000065,0.020000000000000104,11.7359426296646,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000038
2020-03-17,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,13.128314761518027,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.000000004
2020-03-18,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,14.750466678766214,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-19,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,16.579129259236296,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-20,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,18.58563912283708,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-21,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,20.736214797848596,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-22,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,22.992937278089137,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-23,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,25.30125467155979,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-24,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,27.609791359196716,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-25,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,29.87299607272661,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-26,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,32.04091916184947,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-27,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,34.06554974630636,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-28,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,35.8950559748882,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-29,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,37.499250933978104,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-30,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,38.87858380487924,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
2020-03-31,1.000000000000005,0.0,0.0,9.000000000000046,0.0,0.0,0.48000000000000254,11.52000000000006,125.00000000000065,0.020000000000000108,40.04109751752504,20.80000000000011,25.10000000000013,1.400000000000007,73.00000000000037,724272.0000000041
