date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,people_vaccinated_per_hundred,reproduction_rate,new_tests_smoothed,positive_rate,tests_per_case,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_65_older,median_age,cardiovasc_death_rate,male_smokers,hospital_beds_per_thousand,life_expectancy,population
2020-03-11,1.0000000000000038,0.0,0.0,1.0000000000000038,0.0,0.0,0.2000000000000008,0.4400000000000017,806.0000000000032,0.0500000000000002,21.100000000000083,1472.0000000000057,0.11000000000000043,42.59000000000017,3.560000000000014,18.00000000000007,335.3500000000013,78.10000000000028,5.9000000000000234,69.50000000000027,1341298.0000000051
2020-03-12,1.0000000000000042,0.0006140917905623792,0.0,1.0000000000000042,0.0,0.0,0.20000000000000084,0.44000000000000195,806.0000000000035,0.05000000000000021,21.100000000000094,1472.0000000000064,0.11000000000000049,42.59000000000018,3.5600000000000156,18.000000000000078,335.3500000000014,78.10000000000032,5.900000000000026,69.5000000000003,1341298.0000000056
2020-03-13,1.0000000000000044,0.0030462184873949706,0.0,1.0000000000000044,0.0,0.0,0.2000000000000009,0.44000000000000206,806.0000000000038,0.050000000000000225,21.1000000000001,1472.0000000000068,0.11000000000000051,42.590000000000195,3.5600000000000165,18.000000000000085,335.3500000000015,78.10000000000035,5.900000000000028,69.50000000000033,1341298.000000006
2020-03-14,1.0000000000000047,0.007245879120879156,0.0006493212669683272,1.0000000000000047,0.0,0.0,0.20000000000000095,0.44000000000000217,806.000000000004,0.05000000000000024,21.100000000000104,1472.000000000007,0.11000000000000054,42.5900000000002,3.5600000000000174,18.00000000000009,335.3500000000016,78.10000000000036,5.90000000000003,69.50000000000034,1341298.0000000065
2020-03-15,1.0000000000000049,0.013013594861021398,0.002197398190045257,1.0000000000000049,0.0,0.0,0.200000000000001,0.4400000000000023,806.0000000000041,0.05000000000000025,21.100000000000108,1472.0000000000073,0.11000000000000057,42.59000000000021,3.5600000000000183,18.000000000000092,335.35000000000167,78.10000000000038,5.9000000000000306,69.50000000000036,1341298.0000000068
2020-03-16,1.000000000000005,0.02003815348254697,0.004973840497737579,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000042,0.05000000000000025,21.10000000000011,1472.0000000000075,0.1100000000000006,42.59000000000022,3.5600000000000187,18.000000000000092,335.3500000000017,78.10000000000039,5.900000000000031,69.50000000000037,1341298.000000007
2020-03-17,1.000000000000005,0.027924542713720253,0.009067484445701404,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.0000000000077,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
2020-03-18,1.000000000000005,0.03621490024795996,0.014386586184954829,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.000000000008,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
2020-03-19,1.000000000000005,0.04440422625255055,0.020703966788037445,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.000000000008,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
2020-03-20,1.000000000000005,0.05195216775017578,0.02769087101862996,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.000000000008,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
2020-03-21,1.000000000000005,0.058291856905068926,0.03494236140876893,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.000000000008,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
2020-03-22,1.000000000000005,0.06283653973762532,0.04199636381675778,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.000000000008,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
2020-03-23,1.000000000000005,0.06624505186204263,0.0485244221838354,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.000000000008,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
2020-03-24,1.000000000000005,0.06901151998896905,0.05432091844783141,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.000000000008,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
2020-03-25,1.000000000000005,0.07040763805248967,0.05914114132456144,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.000000000008,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
2020-03-26,1.000000000000005,0.07004877960594783,0.06275630848210897,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.000000000008,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
2020-03-27,1.000000000000005,0.06780807791713064,0.06499483317153659,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.000000000008,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
2020-03-28,1.000000000000005,0.06375198603965801,0.06577327419991952,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.000000000008,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
2020-03-29,1.000000000000005,0.05809194686652443,0.06511954841012073,1.000000000000005,0.0,0.0,0.200000000000001,0.4400000000000024,806.0000000000043,0.05000000000000025,21.100000000000115,1472.000000000008,0.1100000000000006,42.590000000000224,3.560000000000019,18.000000000000092,335.3500000000017,78.1000000000004,5.900000000000032,69.50000000000037,1341298.000000007
