date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,reproduction_rate,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,aged_65_older,median_age,female_smokers,male_smokers,population
2021-08-22,3.000000000000016,1.305442871257697e-21,3.3940703177525225e-21,2.00000000000001,0.0,9.580000000000052,6.390000000000034,2.1800000000000113,410.1567341989818,0.06671852004403526,22.22000000000013,4.390000000000022,23.100000000000122,2.800000000000014,34.500000000000185,326744.00000000175
2021-08-23,3.000000000000016,9.790821534432728e-22,2.545552738314392e-21,2.00000000000001,0.0,9.580000000000052,6.390000000000034,2.1800000000000113,418.3138014572525,0.06449590360768716,22.22000000000013,4.390000000000022,23.100000000000122,2.800000000000014,34.500000000000185,326744.00000000175
2021-08-24,3.000000000000016,7.343116150824546e-22,1.9091645537357938e-21,2.00000000000001,0.0,9.580000000000052,6.390000000000034,2.1800000000000113,426.698958074194,0.06237273572127935,22.22000000000013,4.390000000000022,23.100000000000122,2.800000000000014,34.500000000000185,326744.00000000175
2021-08-25,3.000000000000016,5.507337113118409e-22,1.4318734153018454e-21,2.00000000000001,0.0,9.580000000000052,6.390000000000034,2.1800000000000113,435.3573310314057,0.060454083141961525,22.22000000000013,4.390000000000022,23.100000000000122,2.800000000000014,34.500000000000185,326744.00000000175
2021-08-26,3.000000000000016,4.130502834838807e-22,1.0739050614763842e-21,2.00000000000001,0.0,9.580000000000052,6.390000000000034,2.1800000000000113,444.39721611453746,0.058886619240763396,22.22000000000013,4.390000000000022,23.100000000000122,2.800000000000014,34.500000000000185,326744.00000000175
2021-08-27,3.000000000000016,3.0978771261291053e-22,8.054287961072881e-22,2.00000000000001,0.0,9.580000000000052,6.390000000000034,2.1800000000000113,453.9792469275327,0.057816224934774306,22.22000000000013,4.390000000000022,23.100000000000122,2.800000000000014,34.500000000000185,326744.00000000175
2021-08-28,3.000000000000016,2.323407844596829e-22,6.040715970804661e-22,2.00000000000001,0.0,9.580000000000052,6.390000000000034,2.1800000000000113,464.30557288149384,0.05737929862997544,22.22000000000013,4.390000000000022,23.100000000000122,2.800000000000014,34.500000000000185,326744.00000000175
2021-08-29,3.000000000000016,1.7425558834476217e-22,4.530536978103497e-22,2.00000000000001,0.0,9.580000000000052,6.390000000000034,2.1800000000000113,475.6078318912439,0.05769462264733623,22.22000000000013,4.390000000000022,23.100000000000122,2.800000000000014,34.500000000000185,326744.00000000175
2021-08-30,3.000000000000016,1.3069169125857164e-22,3.3979027335776224e-22,2.00000000000001,0.0,9.580000000000052,6.390000000000034,2.1800000000000113,488.12938716988805,0.05885564701135876,22.22000000000013,4.390000000000022,23.100000000000122,2.800000000000014,34.500000000000185,326744.00000000175
2021-08-31,3.000000000000016,9.801876844392873e-23,2.548427050183217e-22,2.00000000000001,0.0,9.580000000000052,6.390000000000034,2.1800000000000113,502.10930605291776,0.0609230862604584,22.22000000000013,4.390000000000022,23.100000000000122,2.800000000000014,34.500000000000185,326744.00000000175
