date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_boosters_per_hundred,reproduction_rate,new_tests,positive_rate,tests_per_case,people_vaccinated_per_hundred,new_vaccinations_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population_density,median_age,cardiovasc_death_rate,female_smokers,handwashing_facilities,population
2020-03-11,1.0000000000000038,0.0,0.0,3.0000000000000124,0.0,0.0,0.08000000000000031,1.2100000000000046,405.00000000000153,0.0,62.50000000000024,0.09000000000000033,1200.0000000000048,0.020000000000000077,27.585834650831185,307.81000000000125,27.600000000000104,167.30000000000067,2.50000000000001,90.65000000000033,6336393.000000026
2020-03-12,1.0000000000000042,0.0006140917905623792,0.0,3.0000000000000133,0.0,0.0,0.08000000000000035,1.2100000000000053,405.0000000000017,0.0,62.50000000000027,0.09000000000000039,1200.0000000000055,0.020000000000000087,29.774221722893948,307.81000000000137,27.600000000000115,167.30000000000075,2.500000000000011,90.65000000000038,6336393.000000028
2020-03-13,1.0000000000000044,0.0030462184873949706,0.0,3.000000000000014,0.0,0.0,0.08000000000000038,1.2100000000000057,405.0000000000018,0.0,62.500000000000284,0.09000000000000041,1200.000000000006,0.020000000000000094,32.31430607885442,307.8100000000015,27.600000000000126,167.3000000000008,2.500000000000012,90.6500000000004,6336393.00000003
2020-03-14,1.0000000000000047,0.007245879120879156,0.0006493212669683272,3.000000000000015,0.0,0.0,0.08000000000000039,1.210000000000006,405.00000000000193,0.0,62.5000000000003,0.09000000000000044,1200.0000000000061,0.020000000000000098,35.21732862184288,307.81000000000154,27.600000000000133,167.30000000000084,2.5000000000000124,90.65000000000042,6336393.000000032
2020-03-15,1.0000000000000049,0.013013594861021398,0.002197398190045257,3.000000000000016,0.0,0.0,0.0800000000000004,1.2100000000000062,405.00000000000205,0.0,62.50000000000031,0.09000000000000047,1200.0000000000064,0.0200000000000001,38.45722901324713,307.8100000000016,27.600000000000136,167.30000000000086,2.500000000000013,90.65000000000043,6336393.0000000335
2020-03-16,0.9773109243697528,0.009760196145766049,0.0017343446994182278,3.000000000000016,0.0,0.0,0.08000000000000042,1.2100000000000062,405.0000000000021,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000104,41.97363992412417,307.81000000000165,27.60000000000014,167.30000000000086,2.5000000000000133,90.65000000000045,6336393.0000000335
2020-03-17,0.9338235294117694,0.007320147109324536,0.0013007585245636709,3.000000000000016,0.0,0.0,0.08000000000000043,1.2100000000000062,405.00000000000216,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000108,45.70358563152243,307.81000000000165,27.600000000000144,167.30000000000086,2.5000000000000133,90.65000000000046,6336393.0000000335
2020-03-18,0.8869545895281233,0.006508209879504659,0.0009755688934227531,3.000000000000016,0.0,0.0,0.08000000000000043,1.2100000000000062,405.00000000000216,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000108,49.57318486035813,307.81000000000165,27.600000000000147,167.30000000000086,2.5000000000000133,90.65000000000047,6336393.0000000335
2020-03-19,0.8628565368455116,0.0331778607063319,0.003169944284805251,3.000000000000016,0.0,0.0,0.08000000000000043,1.2100000000000062,405.00000000000216,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000108,53.50779701630941,307.81000000000165,27.600000000000147,167.30000000000086,2.5000000000000133,90.65000000000047,6336393.0000000335
2020-03-20,0.8913246909340702,0.09007408719102915,0.013709714192918773,3.000000000000016,0.0,0.0,0.08000000000000043,1.2100000000000062,405.00000000000216,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000108,57.43370846035756,307.81000000000165,27.600000000000147,167.30000000000086,2.5000000000000133,90.65000000000047,6336393.0000000335
2020-03-21,1.001977681096482,0.17618517108170167,0.03637617704740412,3.000000000000016,0.0,0.0,0.08000000000000043,1.2100000000000062,405.00000000000216,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000108,61.26413347842922,307.81000000000165,27.600000000000147,167.30000000000086,2.5000000000000133,90.65000000000047,6336393.0000000335
2020-03-22,1.2213927630848072,0.2876818647366165,0.07446991559098318,3.000000000000016,0.0,0.0,0.08000000000000043,1.2100000000000062,405.00000000000216,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000108,64.93540408425835,307.81000000000165,27.600000000000147,167.30000000000086,2.5000000000000133,90.65000000000047,6336393.0000000335
2020-03-23,1.5243186511759226,0.3732436222111575,0.12726355498670897,3.000000000000016,0.0,0.0,0.08000000000000043,1.2100000000000062,405.00000000000216,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000108,68.40867281109303,307.81000000000165,27.600000000000147,167.30000000000086,2.5000000000000133,90.65000000000047,6336393.0000000335
2020-03-24,1.9292279993709567,0.47697537987750294,0.19690177095884284,3.000000000000016,0.0,0.0,0.08000000000000043,1.2100000000000062,404.9730252100862,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000108,71.64575024503611,307.81000000000165,27.600000000000147,167.30000000000086,2.5000000000000133,90.65000000000047,6336393.0000000335
2020-03-25,2.4784982458113514,0.6219687682630091,0.2866971750193914,3.000000000000016,0.0,0.0,0.08000000000000043,1.2100000000000062,404.89434873949796,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000108,74.62016384731953,307.81000000000165,27.600000000000147,167.30000000000086,2.5000000000000133,90.65000000000047,6336393.0000000335
2020-03-26,3.2235472460909054,0.8168159427130958,0.4000286989762446,3.000000000000016,0.0018422753716871377,0.0,0.08000000000000043,1.2100000000000062,404.7599503070481,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000108,77.32545207101013,307.81000000000165,27.600000000000147,167.30000000000086,2.5000000000000133,90.65000000000047,6336393.0000000335
2020-03-27,4.2136849982398115,1.0592344521867312,0.5395153833142791,3.000000000000016,0.009138655462184911,0.0,0.08000000000000043,1.2100000000000062,404.59690196752,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000108,79.72642066282462,307.81000000000165,27.600000000000147,167.30000000000086,2.5000000000000133,90.65000000000047,6336393.0000000335
2020-03-28,5.487752436462676,1.3387858908530443,0.7063967184811859,3.000000000000016,0.021737637362637466,0.001994343891402719,0.08000000000000043,1.2100000000000062,404.467699100075,0.0,62.50000000000033,0.09000000000000047,1200.0000000000064,0.020000000000000108,81.79512884553488,307.81000000000165,27.600000000000147,167.30000000000086,2.5000000000000133,90.65000000000047,6336393.0000000335
